Jacob ^np++++=Jacob
I ^pp1a+pp1+++=I
freeze ^nn++++=freeze
solid ^jj++++=solid."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^nn+nom+++=stranger
drew ^vbd+++xvbn+=drew
a ^at++++=a
knife ^nn++++=knife
and ^cc++++=and
freed ^vprf+++xvbn+=freed
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
stood ^vbd+++xvbnx+=stood
over ^in++++=over
Kent ^np++++=Kent.
. ^zz++++=EXTRAWORD
The ^ati++++=The
snow ^nn++++=snow
around ^rp++++=around
his ^pp$+pp3+++=his
body ^nn++++=body
was ^vbd+bedz+aux++=was
strewn ^vpsv++agls+xvbnx+=strewn
with ^in++++=with
splintered ^vbd+++xvbn+=splintered
wood ^npl++++=wood,
, ^zz++++=EXTRAWORD
twisted ^jj+atrb++xvbn+=twisted
iron ^nn++++=iron,
, ^zz++++=EXTRAWORD
scraps ^nns++++=scraps
of ^in++++=of
buckskin ^nn+++??+=buckskin,
, ^zz++++=EXTRAWORD
black ^jj+atrb+++=black
powder ^nn++++=powder-grains,
- ^zz++++=EXTRAWORD
grains ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
small ^jj+atrb+++=small
dark ^jj+atrb+++=dark
particles ^nns++++=particles
which ^whp+rel+obj++=which
at ^rb++++=at
first ^rb"++++=first
resembled ^vbd+++xvbn+=resembled
sand ^nn++++=sand.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
low ^jj+atrb+++=low
sun ^nn++++=sun
found ^vbd+vprv++xvbn+=found
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
A ^at++++=A
yellow ^jj+atrb+++=yellow
spark ^nn++++=spark
shone ^vbd+++xvbn+=shone
near ^in+pl+++=near
Kent ^np++++=Kent's
's ^$++++=EXTRAWORD
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
winked ^jj+++xvbn+=winked
from ^in++++=from
the ^ati++++=the
torn ^jj+atrb++xvbn+=torn
barrel ^nn++++=barrel.
. ^zz++++=EXTRAWORD
Cardegee ^np+nom++??+=Cardegee
stooped ^vbd+++xvbn+=stooped,
, ^zz++++=EXTRAWORD
pinched ^j+++xvbn+=pinched
something ^pn++++=something
between ^in++++=between
thumb ^nn++++=thumb
and ^cc++++=and
finger ^nn++++=finger,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stared ^vbd+++xvbn+=stared.
. ^zz++++=EXTRAWORD
Gold ^nn++++=Gold.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^nn++++=stranger
lifted ^vbd+++xvbn+=lifted
the ^ati++++=the
broken ^jj+++xvbn+=broken
gun ^np++++=gun.
. ^zz++++=EXTRAWORD
From ^in++++=From
its ^pp$+it+++=its
ruptured ^vprf+++xvbn+=ruptured
muzzle ^nn++++=muzzle
came ^vbd+++xvbn+=came
a ^at++++=a
thin ^jj+atrb+++=thin,
, ^zz++++=EXTRAWORD
glittering ^jj+atrb+++=glittering
stream ^nn++++=stream.
. ^zz++++=EXTRAWORD
Coarse ^jj+atrb+++=Coarse
dust ^nn++++=dust
pattered ^vbd+++xvbn+=pattered
upon ^in++++=upon
the ^ati++++=the
snow ^nn++++=snow;
; ^zz++++=EXTRAWORD
flattened ^xvbn+++xvbn+=flattened
nuggets ^vbz+++??+=nuggets
rolled ^vbd+++xvbn+=rolled
into ^in++++=into
the ^ati++++=the
red ^jj++++=red
hollow ^jj++++=hollow
beside ^in+pl+++=beside
Kent ^np++++=Kent's
's ^$++++=EXTRAWORD
shoulder ^nn+nom+++=shoulder;
; ^zz++++=EXTRAWORD
black ^jj+atrb+++=black
sand ^nn++++=sand
made ^vbd+++xvbn+=made
delicate ^jj+atrb+++=delicate
lines ^nns++++=lines
between ^in++++=between
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
More ^rbr++++=More
gold ^nn++++=gold
lodged ^vbd+++xvbn+=lodged
in ^in++++=in
the ^ati++++=the
split ^nn+++xvbn+=split
barrel ^nn++++=barrel,
, ^zz++++=EXTRAWORD
impacted ^j+++xvbn+=impacted
behind ^in+pl+++=behind
rags ^nns++++=rags
of ^in++++=of
buckskin ^nn+++??+=buckskin
and ^cc++++=and
wadding ^nvbg+++xvbg+=wadding.
. ^zz++++=EXTRAWORD
Cardegee ^np+nom++??+=Cardegee
watched ^vbd+++xvbn+=watched
it ^pp3+it+++=it
pour ^&fw++++=pour.
. ^zz++++=EXTRAWORD
Slowly ^rb++++=Slowly
the ^ati++++=the
scar ^nn++++=scar
from ^in++++=from
temple ^nn++++=temple
to ^in++++=to
mouth ^nn++++=mouth
contorted ^vbd+++xvbn+=contorted
into ^in++++=into
a ^at++++=a
prodigious ^jj+atrb+++=prodigious
grin ^nn++++=grin.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
sink ^nn++++=sink
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
your ^pp$+pp2+++=your
cargo ^nn++++=cargo."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^nn++++=stranger
looked ^vbd+++xvbn+=looked
from ^in++++=from
the ^ati++++=the
gold ^nn++++=gold
to ^in++++=to
the ^ati++++=the
dead ^jj+atrb+++=dead
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+vrb++=did
it ^pp3+it+++=it
get ^vb++++=get
in ^rb+phrv+++=in
the ^ati++++=the
gun ^nn++++=gun?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Cardegee ^np+nom++??+=Cardegee
considered ^vwbn+vprv++xvbn+=considered
the ^ati++++=the
empty ^jj+atrb+++=empty
cabin ^nn++++=cabin,
, ^zz++++=EXTRAWORD
the ^ati++++=the
old ^jj+atrb+++=old
weapon ^nn++++=weapon,
, ^zz++++=EXTRAWORD
the ^ati++++=the
accusation ^nn+nom+++=accusation,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Kent ^np++++=Kent's
's ^$++++=EXTRAWORD
wild ^jj+atrb+++=wild
talk ^nn++++=talk
of ^in++++=of
dreams ^nps++++=dreams.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
remembered ^vbd+vprv++xvbnx+=remembered
hearing ^vbg+vprv++xvbg+=hearing
movement ^nn+nom+++=movement
in ^in++++=in
the ^ati++++=the
night ^nn++++=night
movement ^nn+nom+++=movement
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
accepted ^vprf+++xvbnx+=accepted
as ^ql++++=as
part ^nn++++=part
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own
sleep ^nn++++=sleep.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
began ^vbd+++xvbnx+=began
to ^to++++=to
laugh ^vbi++++=laugh.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
laughed ^vbd+++xvbnx+=laughed
until ^cs+sub+++=until
the ^ati++++=the
dogs ^nns++++=dogs
raised ^vbd+++xvbn+=raised
their ^pp$+pp3+++=their
heads ^nns++++=heads;
; ^zz++++=EXTRAWORD
until ^in++++=until
the ^ati++++=the
traveller ^nn+nom+++=traveller,
, ^zz++++=EXTRAWORD
comprehending ^jj+++xvbg+=comprehending
nothing ^pn++++=nothing,
, ^zz++++=EXTRAWORD
smiled ^j+++xvbn+=smiled
from ^in++++=from
contagion ^nn++++=contagion;
; ^zz++++=EXTRAWORD
until ^cs+sub+++=until
tears ^nns++++=tears
froze ^vbd+++xvbn+=froze
upon ^in++++=upon
his ^pp$+pp3+++=his
scarred ^xvbn+++xvbn+=scarred
cheeks ^nns++++=cheeks.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
slapped ^vbd+++xvbnx+=slapped
his ^pp$+pp3+++=his
thighs ^nns++++=thighs,
, ^zz++++=EXTRAWORD
stamped ^xvbn+++xvbn+=stamped
his ^pp$+pp3+++=his
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
addressed ^vbd+++xvbn+=addressed
the ^ati++++=the
corpse ^nn++++=corpse
between ^in++++=between
explosions ^nns++++=explosions.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
thievin ^nn+++??+=thievin'
' ^zz++++=EXTRAWORD
old ^jj++++=old
lunatic ^jj++++=lunatic!
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
stole ^vbd+++xvbn+=stole
it ^pp3+it+++=it
from ^in++++=from
yourself ^ppl+pp2+++=yourself!
! ^zz++++=EXTRAWORD
Hid ^j+++xvbn+=Hid
it ^pp3+it+++=it
in ^in++++=in
your ^pp$+pp2+++=your
own ^ap++++=own
gun ^nn++++=gun,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
shoot ^vbi++++=shoot
me ^pp1o+pp1+++=me
with ^in++++=with
it ^pp3+it+++=it!
! ^zz++++=EXTRAWORD
Loaded ^j+++xvbn+=Loaded
with ^in++++=with
gold ^nn++++=gold
by ^in++++=by
thunder ^nn++++=thunder,
, ^zz++++=EXTRAWORD
a ^at++++=a
regular ^jj+atrb+++=regular
robber ^nn++++=robber
baron ^nn++++=baron's
's ^$++++=EXTRAWORD
broadside ^nn+++??+=broadside!
! ^zz++++=EXTRAWORD
Wot ^np+++??+=Wot'd
'd ^md+prd+aux++0=EXTRAWORD
you ^pp2+pp2+++=you
reckon ^vb+vprv+++=reckon
to ^to++++=to
do ^vbi++++=do,
, ^zz++++=EXTRAWORD
Kent ^np++++=Kent
send ^vb++++=send
me ^pp1o+pp1+++=me
to ^in++++=to
heaven ^nn++++=heaven
first ^od++++=first-class
- ^zz++++=EXTRAWORD
class ^nn++++=EXTRAWORD
and ^cc++++0=an'
pay ^vb++++=pay
my ^pp$+pp1+++=my
passage ^nn+nom+++=passage
at ^rb++++=at
the ^ati++++=the
other ^ap++++=other
end ^nn++++=end?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^nn++++=stranger
gathered ^vbd+++xvbn+=gathered
the ^ati++++=the
spilled ^jj+atrb++xvbn+=spilled
dust ^nn++++=dust
upon ^in++++=upon
a ^at++++=a
square ^nn++++=square
of ^in++++=of
canvas ^nn++++=canvas.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
eleven ^cd++++=eleven
pounds ^nns++++=pounds,
, ^zz++++=EXTRAWORD
three ^cd++++=three
ounces ^nns++++=ounces,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
some ^dti++++=some
had ^vbd+hvd+aux++=had
vanished ^vprf+++xvbnx+=vanished
into ^in++++=into
the ^ati++++=the
snow ^nn++++=snow
and ^cc++++=and
some ^dti++++=some
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
driven ^vpsv++agls+xvbnx+=driven,
, ^zz++++=EXTRAWORD
with ^in++++=with
iron ^nn++++=iron
and ^cc++++=and
shot ^nn+++xvbn+=shot,
, ^zz++++=EXTRAWORD
into ^in++++=into
Jacob ^np++++=Jacob
Kent ^np++++=Kent.
. ^zz++++=EXTRAWORD
The ^ati++++=The
amount ^nn++++=amount
was ^vbd+bedz+aux++=was
later ^rbr+tm+splt++=later
entered ^vpsv++agls+xvbnx+=entered
upon ^in++++=upon
an ^at++++=an
inventory ^nn++++=inventory
at ^in++++=at
Dawson ^np++++=Dawson,
, ^zz++++=EXTRAWORD
together ^nn+nom+++=together
with ^in++++=with
the ^ati++++=the
cabin ^nn++++=cabin,
, ^zz++++=EXTRAWORD
provisions ^nns++++=provisions,
, ^zz++++=EXTRAWORD
mule ^nn++++=mule,
, ^zz++++=EXTRAWORD
dogs ^nns++++=dogs,
, ^zz++++=EXTRAWORD
scales ^nns++++=scales,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
schedule ^nn++++=schedule
of ^in++++=of
debts ^nns++++=debts
owed ^vwbn+++xvbn+=owed
by ^in++++=by
deceased ^jj+atrb+++=deceased
travellers ^nns+nom+++=travellers
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
never ^rb++splt++=never
agreed ^vprf+++xvbnx+=agreed
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
owed ^vbd+++xvbnx+=owed
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Cardegee ^np+nom++??+=Cardegee
remained ^vbd+++xvbn+=remained
at ^rb++++=at
Crooked ^nn++++=Crooked
Elbow ^npl++++=Elbow
two ^cd++++=two
days ^nns++++=days,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
his ^pp$+pp3+++=his
wrist ^nn++++=wrist
was ^vbd+bedz+aux++=was
injured ^vpsv++agls+xvbnx+=injured
and ^cc+cls+++=and
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
held ^vbd+vprv+tht0+xvbnx+=held
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
having ^vbg+hvg++xvbg+=having
nearly ^rb+down+++=nearly
been ^vprf+ben+aux+xvbn+=been
murdered ^vpsv++agls+xvbnx+=murdered
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
entitled ^vpsv++agls+xvbnx+=entitled
to ^in++++=to
fire ^nn++++=fire
and ^cc++++=and
snow ^np++++=snow-water
- ^zz++++=EXTRAWORD
water ^nn++++=EXTRAWORD
without ^in++++=without
charge ^nn++++=charge.
. ^zz++++=EXTRAWORD
Before ^in++++=Before
leaving ^xvbg+++xvbg+=leaving,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
removed ^vbd+++xvbnx+=removed
Kent ^np++++=KENT'S
's ^$++++=EXTRAWORD
Hotel ^npl++++=HOTEL
from ^in++++=from
above ^jjb++++=above
the ^ati++++=the
door ^nn++++=door
and ^cc++++=and
split ^nn+++xvbn+=split
it ^pp3+it+++=it
for ^in++++=for
kindling ^nn+nom+++=kindling.
. ^zz++++=EXTRAWORD
As ^in++++=As
for ^in"++++=for
Jacob ^np++++=Jacob
Kent ^np++++=Kent,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
lay ^vbd+++xvbnx+=lay
beneath ^in+pl+++=beneath
a ^at++++=a
cairn ^nn++++=cairn
on ^in++++=on
the ^ati++++=the
ridge ^nn++++=ridge,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
north ^np+pl+++=north
wind ^nn++++=wind
searched ^vbd+++xvbn+=searched
eternally ^rb++++=eternally
among ^in++++=among
the ^ati++++=the
stones ^nns++++=stones.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
told ^vbd+vpub++xvbn+=told
the ^ati++++=the
story ^nn++++=story
in ^in++++=in
camps ^nns++++=camps
from ^in++++=from
Forty ^cd++++=Forty
Mile ^nn++++=Mile
to ^in++++=to
Dawson ^np++++=Dawson,
, ^zz++++=EXTRAWORD
embellishing ^jj+++xvbg+=embellishing
it ^pp3+it+++=it
according ^in+cmpx+++=according
to ^in++++=to
thirst ^nn++++=thirst
and ^cc++++=and
distance ^nn+nom+++=distance.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
said ^vbd+vpub+tht0+xvbn+=said
the ^ati++++=the
gun ^nn++++=gun
discharged ^vbd+++xvbn+=discharged
golden ^jj+atrb+++=golden
bullets ^nns+nom+++=bullets;
; ^zz++++=EXTRAWORD
some ^dti++++=some
that ^cs+sub+++=that
Kent ^np++++=Kent's
's ^$++++=EXTRAWORD
ghost ^nn++++=ghost
walked ^vbd+++xvbn+=walked
the ^ati++++=the
trail ^nn++++=trail
counting ^vwbg+++xvbg+=counting
sparks ^np++++=sparks
in ^in++++=in
the ^ati++++=the
snow ^nn++++=snow;
; ^zz++++=EXTRAWORD
some ^dti++++=some
that ^cs+sub+++=that
Cardegee ^np+nom++??+=Cardegee
inherited ^vbd+++xvbn+=inherited
the ^ati++++=the
treasure ^nn++++=treasure
and ^cc++++=and
squandered ^vbd+++xvbn+=squandered
it ^pp3+it+++=it
in ^in++++=in
one ^cd1++++=one
magnificent ^jj+atrb+++=magnificent
night ^nn++++=night.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
last ^rb++++=last
was ^vbd+bedz+vrb++=was
false ^jj+pred+++=false.
. ^zz++++=EXTRAWORD
The ^ati++++=The
gold ^nn++++=gold
went ^vbd+++xvbn+=went
through ^in++++=through
lawful ^jj+atrb+++=lawful
channels ^nns++++=channels,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
are ^vb+ber+vrb++=are
merely ^rb+down+++=merely
sluice ^nn+++??+=sluice-boxes
- ^zz++++=EXTRAWORD
boxes ^vbz++++=EXTRAWORD
constructed ^vpsv++by+xvbn+=constructed
by ^in++++=by
clerks ^nns++++=clerks.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
the ^ati++++=the
essential ^jj+atrb+++=essential
fact ^nn++++=fact
remained ^vbd+++xvbn+=remained
untouched ^jj++++=untouched
by ^in++++=by
exaggeration ^nn+nom+++=exaggeration.
. ^zz++++=EXTRAWORD
Kent ^np++++=Kent
had ^vbd+hvd+aux++=had
guarded ^vprf+++xvbnx+=guarded
his ^pp$+pp3+++=his
treasure ^nn++++=treasure
from ^in++++=from
honest ^jj+atrb+++=honest
men ^nns++++=men,
, ^zz++++=EXTRAWORD
thieves ^nns++++=thieves,
, ^zz++++=EXTRAWORD
strangers ^nns+nom+++=strangers,
, ^zz++++=EXTRAWORD
guests ^nns++++=guests,
, ^zz++++=EXTRAWORD
dreams ^nns++++=dreams,
, ^zz++++=EXTRAWORD
governments ^nns+nom+++=governments,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
casual ^jj+atrb+++=casual
depredations ^nns+nom+++=depredations
of ^in++++=of
Providence ^np+nom++??+=Providence.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
hidden ^vprf+++xvbnx+=hidden
it ^pp3+it+++=it
from ^in++++=from
the ^ati++++=the
waking ^jj+atrb++xvbg+=waking
world ^nn++++=world
so ^rb++++=so
successfully ^rb++++=successfully
that ^dt+dem+++=that
even ^rb++++=even
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
find ^vb+vprv+++=find
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
in ^in++++=in
the ^ati++++=the
end ^nn++++=end,
, ^zz++++=EXTRAWORD
with ^in++++=with
that ^dt+dem+++=that
economy ^nn++++=economy
of ^in++++=of
means ^nn++++=means
by ^in++++=by
which ^whp+rel+pied++=which
Fate ^nn++++=Fate
sometimes ^rb++++=sometimes
proves ^vbz+vprv+++=proves
herself ^ppl+pp3+++=herself
a ^at++++=a
humorist ^nn+nom+++=humorist,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
employed ^vprf+++xvbnx+=employed
his ^pp$+pp3+++=his
hoard ^nn+++??+=hoard
as ^ql++++=as
the ^ati++++=the
instrument ^nn+nom+++=instrument
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own
destruction ^nn+nom+++=destruction.
. ^zz++++=EXTRAWORD
thus ^rb+cnj+++=Thus
mammon ^np++++=Mammon
collected ^vbd+++xvbn+=collected
his ^pp$+pp3+++=his
final ^jj+atrb+++=final
fee ^nn++++=fee.
. ^zz++++=EXTRAWORD
