# ^zz++++=##
# ^zz++++=EXTRAWORD
Sketch ^nn++++=SKETCH
surrendered ^vbd+++xvbnx+=surrendered
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
No ^at++++=No
cutlass ^nns++++=cutlass,
, ^zz++++=EXTRAWORD
no ^at++++=no
skull ^nn++++=skull
flag ^nn++++=flag,
, ^zz++++=EXTRAWORD
no ^at++++=no
scarlet ^jj+atrb+++=scarlet
sash ^nn++++=sash
yet ^cc++++=yet
the ^ati++++=the
true ^jj+atrb+++=true
buccaneering ^jj+atrb++xvbg+=buccaneering
principle ^nn++++=principle
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
albatross ^vbz+++??+=albatross?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
belongs ^vbz++++=belongs
to ^in++++=to
another ^dt++++=another
order ^nn++++=order.
. ^zz++++=EXTRAWORD
Far ^rb+pl+++=Far
above ^jjb++++=above
the ^ati++++=the
quarrels ^nns++++=quarrels,
, ^zz++++=EXTRAWORD
awkwardness ^nns+nom+++=awkwardness,
, ^zz++++=EXTRAWORD
hunger ^nn++++=hunger,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
guano ^np++++=guano,
, ^zz++++=EXTRAWORD
the ^ati++++=the
albatross ^nn++++=albatross
sailed ^vbd+++xvbn+=sailed.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
wings ^nns++++=wings
seemed ^vbd+seem++xvbn+=seemed
not ^xnot++not++=not
supported ^vpsv++by+xvbn+=supported
by ^in++++=by
the ^ati++++=the
air ^nn++++=air
but ^cc++++=but
suspended ^vpsv++agls+xvbn+=suspended
from ^in++++=from
heaven ^nn++++=heaven.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
turned ^vbd+++xvbnx+=turned
without ^in++++=without
effort ^nn++++=effort,
, ^zz++++=EXTRAWORD
rose ^j+++xvbn+=rose
without ^in++++=without
ascent ^nn++++=ascent,
, ^zz++++=EXTRAWORD
descended ^j+++xvbn+=descended
without ^in++++=without
fall ^nn++++=fall.
. ^zz++++=EXTRAWORD
Looking ^vbg+++xvbg+=Looking
up ^rp++++=up
from ^in++++=from
our ^pp$+pp1+++=our
filthy ^jj+atrb+++=filthy
ledge ^nn++++=ledge,
, ^zz++++=EXTRAWORD
with ^in++++=with
penguins ^nps++++=penguins
biting ^vwbg+++xvbg+=biting
at ^in++++=at
our ^pp$+pp1+++=our
boots ^nns++++=boots
and ^cc++++=and
gulls ^nns++++=gulls
rehearsing ^vwbg+++xvbg+=rehearsing
our ^pp$+pp1+++=our
funeral ^nn++++=funeral,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
him ^pp3o+pp3+++=him
an ^at++++=an
angel ^nn++++=angel
condemned ^vbd+++xvbn+=condemned
to ^to++++=to
supervise ^vbi++++=supervise
a ^at++++=a
market ^nn++++=market.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
even ^rb++++=even
angels ^nns++++=angels
must ^md+nec+++=must
nest ^vb++++=nest.
. ^zz++++=EXTRAWORD
On ^in++++=On
a ^at++++=a
broad ^jj+atrb+++=broad
shelf ^nn++++=shelf
near ^in+pl+++=near
the ^ati++++=the
summit ^nn++++=summit
we ^pp1a+pp1+++=we
found ^vbd+vprv++xvbn+=found
several ^ap++++=several
albatrosses ^vbz+++??+=albatrosses
seated ^vbd+++xvbn+=seated
upon ^in++++=upon
rude ^jj+atrb+++=rude
mounds ^nns++++=mounds.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
permitted ^vbd+++xvbnx+=permitted
our ^pp$+pp1+++=our
approach ^nn++++=approach
with ^in++++=with
more ^rbr++++=more
composure ^nn++++=composure
than ^in++++=than
courage ^nn+nom+++=courage.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
snapped ^vbd+++xvbn+=snapped
his ^pp$+pp3+++=his
bill ^nn++++=bill;
; ^zz++++=EXTRAWORD
another ^ppls++++=another
rose ^vbd+++xvbn+=rose
and ^cc+phrs+++=and
revealed ^vbd+vprv++xvbn+=revealed
an ^at++++=an
egg ^nn++++=egg
of ^in++++=of
marble ^nn++++=marble
whiteness ^nns+nom+++=whiteness.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bird ^nn++++=bird,
, ^zz++++=EXTRAWORD
standing ^vbg+++xvbg+=standing
beside ^in+pl+++=beside
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
became ^j+++xvbn+=became
suddenly ^rb++++=suddenly
ungainly ^jj++++=ungainly
too ^ql++++=too
much ^ap++++=much
wing ^nn++++=wing,
, ^zz++++=EXTRAWORD
too ^ql++++=too
little ^ap++++=little
leg ^nn++++=leg.
. ^zz++++=EXTRAWORD
Sublimity ^np+nom++??+=Sublimity
had ^vbd+hvd+aux++=had
landed ^vprf+++xvbnx+=landed
and ^cc++++=and
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know
where ^wrb+who+whcl++=where
to ^to++++=to
put ^vbi++++=put
its ^pp$+it+++=its
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
Rodondo ^np+++??+=Rodondo
teaches ^vbz+vsua+++=teaches
no ^at++++=no
simple ^jj+atrb+++=simple
hierarchy ^nn++++=hierarchy.
. ^zz++++=EXTRAWORD
The ^ati++++=The
ridiculous ^jj+atrb+++=ridiculous
bird ^nn++++=bird
is ^vbz+bez+vrb++=is
master ^nn++++=master
underwater ^jjb++++=underwater;
; ^zz++++=EXTRAWORD
the ^ati++++=the
celestial ^jj+atrb+++=celestial
bird ^nn++++=bird
becomes ^vbz++++=becomes
a ^at++++=a
scarecrow ^nn+++??+=scarecrow
on ^in++++=on
stone ^nn++++=stone.
. ^zz++++=EXTRAWORD
The ^ati++++=The
pelican ^nn++++=pelican,
, ^zz++++=EXTRAWORD
august ^nr++++=august
in ^in++++=in
flight ^nn++++=flight,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
absurd ^jj+pred+++=absurd
at ^in++++=at
dinner ^nn++++=dinner;
; ^zz++++=EXTRAWORD
the ^ati++++=the
thieving ^jj+atrb++xvbg+=thieving
frigate ^nn+nom+++=frigate-bird
- ^zz++++=EXTRAWORD
bird ^nn++++=EXTRAWORD
is ^vbz+bez+vrb++=is
beautiful ^jj+pred+++=beautiful
while ^cs+sub+++=while
committing ^vbg+++xvbg+=committing
robbery ^nn+nom+++=robbery.
. ^zz++++=EXTRAWORD
As ^in++++=As
with ^in"++++=with
tortoises ^vbz++++=tortoises
and ^cc++++=and
men ^nns++++=men
the ^ati++++=the
judgment ^nn+nom+++=judgment
alters ^vbz++++=alters
with ^in++++=with
the ^ati++++=the
element ^nn+nom+++=element.
. ^zz++++=EXTRAWORD
Below ^rb++++=Below
us ^pp1o+pp1+++=us
the ^ati++++=the
fish ^nns++++=fish
continued ^vbd+++xvbn+=continued
their ^pp$+pp3+++=their
festival ^nn+nom+++=festival.
. ^zz++++=EXTRAWORD
Looking ^vbg+++xvbg+=Looking
over ^in++++=over
an ^at++++=an
edge ^nn++++=edge,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
see ^vb+vprv+tht0++=see
them ^pp3o+pp3+++=them
flashing ^vbg+++xvbg+=flashing
through ^in++++=through
clear ^jj+atrb+++=clear
water ^nn++++=water
fifty ^cd++++=fifty
fathoms ^nns++++=fathoms
down ^rp++++=down.
. ^zz++++=EXTRAWORD
Large ^jj+atrb+++=Large
shadows ^nps++++=shadows
moved ^vbd+++xvbn+=moved
among ^in++++=among
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
sharks ^nns++++=sharks,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
merely ^rb+down+++=merely
the ^ati++++=the
magnification ^nn+nom+++=magnification
of ^in++++=of
fear ^nn++++=fear.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shoals ^nns++++=shoals
divided ^vwbn+++xvbn+=divided
and ^cc+phrs+++=and
reunited ^vwbn+++xvbn+=reunited,
, ^zz++++=EXTRAWORD
forming ^vbg+++xvbg+=forming
wheels ^nns++++=wheels,
, ^zz++++=EXTRAWORD
arrows ^nns++++=arrows,
, ^zz++++=EXTRAWORD
banners ^nns+nom+++=banners,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
bright ^jj+atrb+++=bright
rivers ^nns++++=rivers
within ^in++++=within
the ^ati++++=the
darker ^jjr+atrb+++=darker
river ^nn++++=river
of ^in++++=of
the ^ati++++=the
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
No ^at++++=No
drought ^nn++++=drought
afflicted ^vbd+++xvbn+=afflicted
that ^dt+pdem+++=that
submerged ^vbd+++xvbn+=submerged
country ^nn++++=country.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
the ^ati++++=the
islands ^nns++++=islands
above ^jjb++++=above
seemed ^jj+++xvbn+=seemed
abandoned ^jj+++xvbn+=abandoned
after ^in++++=after
judgment ^nn+nom+++=judgment,
, ^zz++++=EXTRAWORD
the ^ati++++=the
waters ^nns++++=waters
beneath ^in+pl+++=beneath
teemed ^vbd+++xvbn+=teemed
as ^ql++++=as
on ^in++++=on
the ^ati++++=the
fifth ^nn++++=fifth
morning ^nn++++=morning
of ^in++++=of
Genesis ^nn++++=Genesis.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
perversity ^nn+nom+++=perversity
had ^vbd+hvd+aux++=had
concentrated ^vprf+++xvbnx+=concentrated
barrenness ^nns+nom+++=barrenness
on ^in++++=on
the ^ati++++=the
land ^nn++++=land
and ^cc++++=and
abundance ^nn+nom+++=abundance
around ^in++++=around
its ^pp$+it+++=its
feet ^nns++++=feet?
? ^zz++++=EXTRAWORD
The ^ati++++=The
rock ^npl++++=rock
supported ^vbd+++xvbn+=supported
no ^at++++=no
tree ^nn++++=tree,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
nourished ^vprf+++xvbn+=nourished
a ^at++++=a
nation ^nn++++=nation
of ^in++++=of
wings ^nns++++=wings.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
crevices ^vbz+++??+=crevices
held ^vbd+vprv++xvbn+=held
no ^at++++=no
spring ^vb++++=spring,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
beneath ^rb++++=beneath
them ^pp3o+pp3+++=them
swam ^vbd+++xvbn+=swam
a ^at++++=a
treasury ^np++++=treasury
of ^in++++=of
living ^xvbg+++xvbg+=living
jewels ^nns++++=jewels.
. ^zz++++=EXTRAWORD
Death ^nn++++=Death-white
- ^zz++++=EXTRAWORD
white ^jj++++=EXTRAWORD
with ^in++++=with
droppings ^nns++++=droppings,
, ^zz++++=EXTRAWORD
black ^jj++++=black
with ^in++++=with
volcanic ^jj+atrb+++=volcanic
birth ^nn++++=birth,
, ^zz++++=EXTRAWORD
deafening ^jj++++=deafening
with ^in++++=with
cries ^nns++++=cries,
, ^zz++++=EXTRAWORD
Rodondo ^np+++??+=Rodondo
appeared ^vbd+seem++xvbn+=appeared
at ^rb++++=at
once ^rb"+tm+++=once
cemetery ^nn+nom+++=cemetery
and ^cc++++=and
capital ^nn++++=capital.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
climbed ^vbd+++xvbn+=climbed
through ^in++++=through
this ^dt+dem+++=this
contradiction ^nn+nom+++=contradiction.
. ^zz++++=EXTRAWORD
At ^rb++++=At
one ^cd1++++=one
place ^nn++++=place
the ^ati++++=the
path ^nn++++=path
narrowed ^vbd+++xvbn+=narrowed
to ^in++++=to
a ^at++++=a
rib ^nn+++??+=rib
no ^at++++=no
broader ^nn++++=broader
than ^in++++=than
a ^at++++=a
handspike ^nn+++??+=handspike.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
left ^nn+++xvbn+=left
yawned ^vbd+++xvbn+=yawned
a ^at++++=a
fissure ^nn+++??+=fissure;
; ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
right ^nn++++=right,
, ^zz++++=EXTRAWORD
open ^jj+atrb+++=open
air ^nn++++=air.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rope ^nn++++=rope
trembled ^vbd+++xvbn+=trembled.
. ^zz++++=EXTRAWORD
Birds ^nns++++=Birds
rose ^vbd+++xvbn+=rose
around ^rp++++=around
me ^pp1o+pp1+++=me
in ^in++++=in
a ^at++++=a
storm ^nn++++=storm,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
wings ^nns++++=wings
striking ^vwbg+++xvbg+=striking
cheek ^nn++++=cheek
and ^cc++++=and
shoulder ^nn+nom+++=shoulder.
. ^zz++++=EXTRAWORD
Blinded ^xvbn+++xvbn+=Blinded
by ^in++++=by
feathers ^nns+nom+++=feathers,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
pressed ^vbd+++xvbnx+=pressed
myself ^ppl+pp1+++=myself
to ^in++++=to
the ^ati++++=the
wall ^nn++++=wall
and ^cc++++=and
for ^in++++=for
several ^ap++++=several
seconds ^nns++++=seconds
could ^md+pos+++=could
neither ^dt++neg++=neither
advance ^nn+nom+++=advance
nor ^cc++neg++=nor
retreat ^nn++++=retreat.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
through ^in++++=through
the ^ati++++=the
tumult ^nn++++=tumult,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
a ^at++++=a
single ^jj+atrb+++=single
albatross ^nns+++??+=albatross
cry ^nn++++=cry
from ^in++++=from
above ^jjb++++=above
a ^at++++=a
long ^jj++++=long,
, ^zz++++=EXTRAWORD
silver ^nn++++=silver,
, ^zz++++=EXTRAWORD
melancholy ^jj+atrb+++=melancholy
note ^nn++++=note.
. ^zz++++=EXTRAWORD
All ^abn++++=All
at ^rb++++=at
once ^rb"+tm+++=once
the ^ati++++=the
confusion ^nn++++=confusion
seemed ^vbd+seem++xvbn+=seemed
ordered ^vbd+vsua++xvbn+=ordered.
. ^zz++++=EXTRAWORD
The ^ati++++=The
gulls ^nns++++=gulls
wheeled ^vbd+++xvbn+=wheeled
like ^in++++=like
sparks ^np++++=sparks
around ^rp++++=around
an ^at++++=an
invisible ^jj+atrb+++=invisible
axis ^nn++++=axis;
; ^zz++++=EXTRAWORD
the ^ati++++=the
sea ^nn++++=sea
breathed ^vbd+++xvbn+=breathed
below ^in+strn+++=below;
; ^zz++++=EXTRAWORD
the ^ati++++=the
tower ^npl++++=tower
stood ^vbd+++xvbn+=stood
rooted ^xvbn+++xvbn+=rooted
in ^in++++=in
abysses ^nns+++??+=abysses;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
a ^at++++=a
small ^jj+atrb+++=small
adhesive ^jj+atrb+++=adhesive
animal ^nn++++=animal
upon ^in++++=upon
its ^pp$+it+++=its
side ^nn++++=side,
, ^zz++++=EXTRAWORD
felt ^j+++xvbn+=felt
the ^ati++++=the
whole ^jj+atrb+++=whole
vast ^jj+atrb+++=vast
mechanism ^nn+nom+++=mechanism
turn ^nn++++=turn.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sensation ^nn+nom+++=sensation
passed ^vbd+++xvbn+=passed.
. ^zz++++=EXTRAWORD
A ^at++++=A
gull ^nn++++=gull
dropped ^vbd+++xvbn+=dropped
something ^pn++++=something
upon ^in++++=upon
my ^pp$+pp1+++=my
collar ^nn++++=collar.
. ^zz++++=EXTRAWORD
Philosophy ^nn++++=Philosophy,
, ^zz++++=EXTRAWORD
on ^in++++=on
Rodondo ^np+++??+=Rodondo,
, ^zz++++=EXTRAWORD
is ^vbz+bez+aux++=is
seldom ^rb++splt++=seldom
permitted ^vpsv++agls+xvbnx+=permitted
the ^ati++++=the
final ^jj+atrb+++=final
word ^nn++++=word.
. ^zz++++=EXTRAWORD
-- ^--+clp+++=--##
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
Sketch ^nn++++=SKETCH
Seventh ^od++++=SEVENTH
# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
The ^ati++++=THE
Summit ^nn++++=SUMMIT
> ^zz++++=>
Who ^whp+who+++=Who
gains ^vbz++++=gains
the ^ati++++=the
height ^nn++++=height
finds ^vbz+vprv+++=finds
not ^xnot++not++=not
the ^ati++++=the
world ^nn++++=world
made ^vbd+++xvbn+=made
small ^jj++++=small,
, ^zz++++=EXTRAWORD
> ^zz++++=>
But ^cc++++=But
sees ^vbz+vprv+++=sees
how ^wrb+who+whcl++=how
wide ^jj++++=wide
the ^ati++++=the
wilderness ^nns+nom+++=wilderness
may ^md+pos+++=may
be ^vb+be+vrb++=be;
; ^zz++++=EXTRAWORD
> ^zz++++=>
The ^ati++++=The
isles ^npls++++=isles
are ^vb+ber+vrb++=are
ashes ^nns++++=ashes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
nations ^nns+nom+++=nations
all ^abn++++=all
> ^zz++++=>
Mere ^jjb+atrb+++=Mere
names ^nns++++=names
adrift ^rb++++=adrift
upon ^in++++=upon
a ^at++++=a
nameless ^jj+atrb+++=nameless
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
The ^ati++++=The
summit ^nn++++=summit
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
point ^nn++++=point,
, ^zz++++=EXTRAWORD
as ^in++++=as
distance ^nn+nom+++=distance
had ^vbd+hvd+aux++=had
promised ^vprf+++xvbnx+=promised,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
an ^at++++=an
uneven ^jj+atrb+++=uneven
platform ^nn++++=platform
some ^dti++++=some
sixty ^cd++++=sixty
paces ^nns++++=paces
in ^in++++=in
length ^nn++++=length,
, ^zz++++=EXTRAWORD
broken ^xvbn+++xvbn+=broken
by ^in++++=by
pits ^nns++++=pits
and ^cc++++=and
ridges ^nns++++=ridges.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
the ^ati++++=the
birds ^nns++++=birds
had ^vbd+hvd+aux++=had
established ^vprf+++xvbnx+=established
their ^pp$+pp3+++=their
highest ^jjt+atrb+++=highest
republic ^nn++++=republic.
. ^zz++++=EXTRAWORD
Nests ^nns++++=Nests
occupied ^vbd+++xvbn+=occupied
every ^at++++=every
depression ^nn++++=depression;
; ^zz++++=EXTRAWORD
eggs ^nns++++=eggs
lay ^vbd+++xvbn+=lay
among ^in++++=among
stones ^nns++++=stones;
; ^zz++++=EXTRAWORD
young ^jj+atrb+++=young
albatrosses ^nns+++??+=albatrosses,
, ^zz++++=EXTRAWORD
clad ^jj++++=clad
in ^in++++=in
gray ^np++++=gray
down ^in+strn+++=down,
, ^zz++++=EXTRAWORD
sat ^j+++xvbn+=sat
like ^in++++=like
dusty ^jj+atrb+++=dusty
magistrates ^nns+nom+++=magistrates
awaiting ^vwbg+++xvbg+=awaiting
robes ^nns++++=robes.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
arrival ^nn++++=arrival
produced ^vbd+++xvbn+=produced
a ^at++++=a
widening ^jj+atrb++xvbg+=widening
circle ^nn++++=circle
of ^in++++=of
disturbance ^nn+nom+++=disturbance.
. ^zz++++=EXTRAWORD
Wings ^nns++++=Wings
rose ^vbd+++xvbn+=rose,
, ^zz++++=EXTRAWORD
bills ^nns++++=bills
clattered ^vbd+++xvbn+=clattered,
, ^zz++++=EXTRAWORD
voices ^nns++++=voices
multiplied ^vwbn+++xvbn+=multiplied;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
after ^in++++=after
some ^dti++++=some
minutes ^nns++++=minutes
the ^ati++++=the
citizens ^nns++++=citizens,
, ^zz++++=EXTRAWORD
perceiving ^vb++++=perceiving
that ^tht+vcmp+obj++=that
we ^pp1a+pp1+++=we
neither ^dt++neg++=neither
laid ^xvbn+++xvbn+=laid
eggs ^nns++++=eggs
nor ^cc++neg++=nor
stole ^vbd+++xvbn+=stole
many ^ap++++=many,
, ^zz++++=EXTRAWORD
resumed ^j+++xvbn+=resumed
their ^pp$+pp3+++=their
affairs ^nns++++=affairs.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
crawled ^vprf+++xvbn+=crawled
to ^in++++=to
the ^ati++++=the
western ^jj+atrb+++=western
brink ^nn++++=brink.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
reader ^nn++++=reader,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
never ^rb++splt++=never
looked ^vprf+++xvbnx+=looked
from ^in++++=from
an ^at++++=an
isolated ^jj+atrb++xvbn+=isolated
sea ^nn++++=sea-tower
- ^zz++++=EXTRAWORD
tower ^nn++++=EXTRAWORD
upon ^in++++=upon
an ^at++++=an
ocean ^nn++++=ocean
without ^in++++=without
visible ^jj+atrb+++=visible
continent ^nn++++=continent,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
may ^md+pos+++=may
suppose ^vb+vprv+++=suppose
that ^tht+vcmp+++=that
height ^nn++++=height
makes ^vbz++++=makes
immensity ^nn+nom+++=immensity
comprehensible ^jj++++=comprehensible.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
does ^vbz+doz+vrb++=does
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
Height ^nn++++=Height
merely ^rb+down+++=merely
reveals ^nns+nom+++=reveals
how ^wrb+who+++=how
little ^ap++++=little
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
to ^in++++=to
comprehend ^nn+++??+=comprehend
it ^pp3+it+++=it
with ^in+strn+++=with.
. ^zz++++=EXTRAWORD
The ^ati++++=The
horizon ^nn++++=horizon
formed ^vbd+++xvbn+=formed
a ^at++++=a
perfect ^jj+atrb+++=perfect
ring ^nn++++=ring.
. ^zz++++=EXTRAWORD
Within ^in++++=Within
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Pacific ^nn++++=Pacific
heaved ^vbd+++xvbn+=heaved
in ^in++++=in
immense ^jj+atrb+++=immense
blue ^nn++++=blue
provinces ^nns++++=provinces,
, ^zz++++=EXTRAWORD
each ^dt++++=each
changing ^jj+++xvbg+=changing
under ^in++++=under
cloud ^nn++++=cloud
and ^cc++++=and
sun ^nn++++=sun.
. ^zz++++=EXTRAWORD
Near ^in+pl+++=Near
the ^ati++++=the
tower ^nn++++=tower
the ^ati++++=the
water ^nn++++=water
was ^vbd+bedz+vrb++=was
emerald ^nn++++=emerald,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
purple ^jj++++=purple,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
steel ^nn++++=steel;
; ^zz++++=EXTRAWORD
farther ^rbr++++=farther
out ^rp+pl+++=out
it ^pp3+it+++=it
shone ^vbd+++xvbn+=shone
with ^in++++=with
that ^dt+dem+++=that
merciless ^jj+atrb+++=merciless
azure ^nn+++??+=azure
which ^whp+rel+subj++=which
promises ^vbz++++=promises
nothing ^pn++++=nothing
because ^cs+cos+++=because
it ^pp3+it+++=it
conceals ^nns+nom+++=conceals
everything ^pn++++=everything.
. ^zz++++=EXTRAWORD
A ^ap++++=A
few ^ap"++++=few
islands ^nns++++=islands
broke ^vbd+++xvbn+=broke
the ^ati++++=the
circuit ^nn++++=circuit:
: ^zz++++=EXTRAWORD
Albemarle ^np+++??+=Albemarle,
, ^zz++++=EXTRAWORD
long ^rb++++=long
and ^cc++++=and
dark ^jj++++=dark;
; ^zz++++=EXTRAWORD
Narborough ^np+++??+=Narborough,
, ^zz++++=EXTRAWORD
crouched ^j+++xvbn+=crouched
beside ^in+pl+++=beside
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
others ^aps++++=others
farther ^rbr++++=farther
south ^nr+pl+++=south,
, ^zz++++=EXTRAWORD
reduced ^xvbn+++xvbn+=reduced
by ^in++++=by
distance ^nn+nom+++=distance
to ^in++++=to
low ^jj+atrb+++=low
smudges ^nns+++??+=smudges,
, ^zz++++=EXTRAWORD
like ^in++++=like
thumbprints ^nns+++??+=thumbprints
left ^vwbn+++xvbn+=left
by ^in++++=by
the ^ati++++=the
hand ^nn++++=hand
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
arranged ^vprf+++xvbnx+=arranged
the ^ati++++=the
globe ^nn++++=globe.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
ship ^nn++++=ship
lay ^vbd+++xvbn+=lay
below ^in+strn+++=below,
, ^zz++++=EXTRAWORD
absurdly ^rb++++=absurdly
minute ^nn++++=minute.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
yards ^nns++++=yards
were ^vbd+bed+vrb++=were
threads ^nns++++=threads;
; ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
boats ^nns++++=boats,
, ^zz++++=EXTRAWORD
seeds ^nns++++=seeds.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
in ^cs+sub+++=in
that ^cs"++++=that
seed ^nn++++=seed
were ^vbd+bed+vrb++=were
barrels ^nns++++=barrels,
, ^zz++++=EXTRAWORD
charts ^nns++++=charts,
, ^zz++++=EXTRAWORD
quarrels ^nns++++=quarrels,
, ^zz++++=EXTRAWORD
debts ^nns++++=debts,
, ^zz++++=EXTRAWORD
tobacco ^nn++++=tobacco,
, ^zz++++=EXTRAWORD
knives ^nns++++=knives,
, ^zz++++=EXTRAWORD
hymns ^nns++++=hymns,
, ^zz++++=EXTRAWORD
fever ^nn++++=fever,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
captain ^nn++++=captain's
's ^$++++=EXTRAWORD
authority ^nn+nom+++=authority.
. ^zz++++=EXTRAWORD
A ^at++++=A
whole ^jj+atrb+++=whole
human ^jj+atrb+++=human
polity ^nn++++=polity
floated ^vbd+++xvbn+=floated
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
invisible ^jj++++=invisible
in ^in++++=in
detail ^nn++++=detail,
, ^zz++++=EXTRAWORD
complete ^jj++++=complete
in ^in++++=in
anxiety ^nn++++=anxiety.
. ^zz++++=EXTRAWORD
To ^in++++=To
the ^ati++++=the
east ^np+pl+++=east
far ^rb+pl+++=far
beyond ^in++++=beyond
sight ^nn++++=sight
stretched ^vwbn+++xvbn+=stretched
the ^ati++++=the
coast ^nn++++=coast
of ^in++++=of
South ^np+pl+++=South
America ^np++++=America:
: ^zz++++=EXTRAWORD
Peru ^np++++=Peru
with ^in++++=with
its ^pp$+it+++=its
rainless ^jj+atrb+++=rainless
cliffs ^nns++++=cliffs,
, ^zz++++=EXTRAWORD
Ecuador ^np+++??+=Ecuador
under ^in++++=under
equatorial ^jj+atrb+++=equatorial
cloud ^nn++++=cloud,
, ^zz++++=EXTRAWORD
Chile ^np+++??+=Chile
drawn ^vwbn+++xvbn+=drawn
like ^in++++=like
a ^at++++=a
narrow ^jj+atrb+++=narrow
blade ^nn++++=blade
between ^in++++=between
Andes ^np+++??+=Andes
and ^cc++++=and
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
To ^in++++=To
the ^ati++++=the
west ^np+pl+++=west,
, ^zz++++=EXTRAWORD
nothing ^pn++++=nothing
accessible ^jj++++=accessible
to ^in++++=to
the ^ati++++=the
eye ^nn++++=eye,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
mind ^nn++++=mind
placed ^vwbn+++xvbn+=placed
island ^nn++++=island
