Eight ^cd++++=Eight
sound ^nn++++=sound.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
soothe ^vbi++++=soothe
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
sobbed ^vbd+++xvbn+=sobbed
more ^rbr++++=more
convulsively ^rb++++=convulsively.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
the ^ati++++=the
contracted ^jj+atrb++xvbn+=contracted
and ^cc+phrs+++=and
quivering ^jj+atrb++xvbg+=quivering
face ^nn++++=face
of ^in++++=of
the ^ati++++=the
child ^nn++++=child
and ^cc++++=and
began ^vbd+++xvbn+=began
to ^to++++=to
be ^vbi+vbi+aux++=be
alarmed ^vpsv++agls+xvbnx+=alarmed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
counted ^vbd+++xvbnx+=counted
seven ^cd++++=seven
sobs ^nns++++=sobs
without ^in++++=without
a ^at++++=a
break ^nn++++=break
between ^in++++=between
them ^pp3o+pp3+++=them
and ^cc++++=and
caught ^vbd+++xvbn+=caught
the ^ati++++=the
child ^nn++++=child
to ^in++++=to
his ^pp$+pp3+++=his
breast ^nn++++=breast
in ^in++++=in
fright ^nn++++=fright.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
it ^pp3+it+++=it
died!. ^nn+++??+=died!...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
was ^vbd+bedz+aux++=was
burst ^vpsv++agls+xvbnx+=burst
open ^jj++++=open
and ^cc++++=and
a ^at++++=a
young ^jj+atrb+++=young
woman ^nn++++=woman
ran ^vbd+++xvbn+=ran
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
panting ^vbg+++xvbg+=panting.
. ^zz++++=EXTRAWORD
` ^zz++++=`What
what ^wdt+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
is ^vbz+bez+aux++=is
it ^pp3+it+++=it?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
cried ^vbd+++xvbnx+=cried.
. ^zz++++=EXTRAWORD
The ^ati++++=The
child ^nn++++=child,
, ^zz++++=EXTRAWORD
hearing ^vbg+vprv+tht0+xvbg+=hearing
its ^pp$+it+++=its
mother ^nn++++=mother's
's ^$++++=EXTRAWORD
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
broke ^j+++xvbn+=broke
out ^rp+pl+++=out
into ^in++++=into
a ^at++++=a
paroxysm ^nn+++??+=paroxysm
of ^in++++=of
sobbing ^nn++++=sobbing.
. ^zz++++=EXTRAWORD
` ^zz++++=`It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
nothing ^pn++++=nothing,
, ^zz++++=EXTRAWORD
Annie. ^np+++??+=Annie...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
nothing. ^nn+++??+=nothing...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
began ^vbd+++xvbnx+=began
to ^to++++=to
cry. ^vbi+++??+=cry...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
' ^zz++++='
She ^pp3a+pp3+++=She
flung ^vbd+++xvbnx+=flung
her ^pp$+pp3+++=her
parcels ^nns++++=parcels
on ^in++++=on
the ^ati++++=the
floor ^nn++++=floor
and ^cc++++=and
snatched ^vbd+++xvbn+=snatched
the ^ati++++=the
child ^nn++++=child
from ^in++++=from
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
` ^zz++++=`What
what ^wdt+who+whq++=EXTRAWORD
have ^vb+hv+aux++=have
you ^pp2+pp2+++=you
done ^vbd+++xvbn+=done
to ^in++++=to
him ^pp3o+pp3+++=him?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
glaring ^jj++++=glaring
into ^in++++=into
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
Little ^ap++++=Little
Chandler ^np+nom+++=Chandler
sustained ^vbd+++xvbn+=sustained
for ^in++++=for
one ^cd1++++=one
moment ^nn++++=moment
the ^ati++++=the
gaze ^nn++++=gaze
of ^in++++=of
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
and ^cc++++=and
his ^pp$+pp3+++=his
heart ^nn++++=heart
closed ^vbd+++xvbn+=closed
together ^nn+nom+++=together
as ^ql++++=as
he ^pp3a+pp3+++=he
met ^vbd+++xvbnx+=met
the ^ati++++=the
hatred ^nn++++=hatred
in ^in++++=in
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
began ^vbd+++xvbnx+=began
to ^to++++=to
stammer ^vbi++++=stammer:
: ^zz++++=EXTRAWORD
` ^zz++++=`It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
nothing. ^nn+++??+=nothing...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
He. ^np+++??+=He...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
he. ^nn+++??+=he...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
began ^j+++xvbn+=began
to ^to++++=to
cry. ^vbi+++??+=cry...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=couldn't...
n't. ^vbd++not+xvbn+0=EXTRAWORD
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
do ^vb+do+vrb++=do
anything. ^nn+++??+=anything...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Giving ^vbg+++xvbg+=Giving
no ^at++++=no
heed ^nn++++=heed
to ^in++++=to
him ^pp3o+pp3+++=him
she ^pp3a+pp3+++=she
began ^vbd+++xvbnx+=began
to ^to++++=to
walk ^vbi++++=walk
up ^rp++++=up
and ^cc++++=and
down ^in++++=down
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
clasping ^vbg+++xvbg+=clasping
the ^ati++++=the
child ^nn++++=child
tightly ^rb++++=tightly
in ^in++++=in
her ^pp$+pp3+++=her
arms ^nns++++=arms
and ^cc++++=and
murmuring ^vbg+++xvbg+=murmuring:
: ^zz++++=EXTRAWORD
` ^zz++++=`My
my ^pp$+pp1+++=EXTRAWORD
little ^jj+atrb+++=little
man ^nn++++=man!
! ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
little ^ap++++=little
mannie ^nn+++??+=mannie!
! ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
' ^zz++++='ou
ou ^&fw++++=EXTRAWORD
frightened ^jj+++xvbn+=frightened,
, ^zz++++=EXTRAWORD
love? ^nn+++??+=love?'...
'... ^nn+++??+=EXTRAWORD
There ^rn+pl+++=There
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
love ^nn++++=love!
! ^zz++++=EXTRAWORD
There ^rn+pl+++=There
now!. ^nn+++??+=now!...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Lambabaun ^np+++??+=Lambabaun!
! ^zz++++=EXTRAWORD
Mamma ^np++++=Mamma's
's ^$++++=EXTRAWORD
little ^ap++++=little
lamb ^np++++=lamb
of ^in++++=of
the ^ati++++=the
world!. ^nn+++??+=world!...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
now ^rn+tm+++=now!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Little ^ap++++=Little
Chandler ^np+nom+++=Chandler
felt ^vbd+vprv+tht0+xvbn+=felt
his ^pp$+pp3+++=his
cheeks ^nns++++=cheeks
suffused ^vbd+++xvbn+=suffused
with ^in++++=with
shame ^nn++++=shame
and ^cc++++=and
he ^pp3a+pp3+++=he
stood ^vbd+++xvbnx+=stood
back ^jjb++++=back
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
lamplight ^nn++++=lamplight.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
listened ^vbd+++xvbnx+=listened
while ^cs+sub+++=while
the ^ati++++=the
paroxysm ^nn+++??+=paroxysm
of ^in++++=of
the ^ati++++=the
child ^nn++++=child's
's ^vbz+bez+aux++0=EXTRAWORD
sobbing ^xvbg+++xvbg+=sobbing
grew ^vbd+++xvbn+=grew
less ^rbr++++=less
and ^cc++++=and
less ^ql++++=less;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tears ^nns++++=tears
of ^in++++=of
remorse ^nn++++=remorse
started ^vbd+++xvbn+=started
to ^to++++=to
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
