Chapter ^nn++++=CHAPTER
cried ^vbd+++xvbnx+=cried
in ^in++++=in
a ^at++++=a
rage ^nn++++=rage:
: ^zz++++=EXTRAWORD
' ^zz++++='and
and ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
will ^md+prd+++=will
you ^pp2+pp2+++=you
cease ^vb++++=cease
to ^to++++=to
make ^vbi++++=make
fun ^nn++++=fun
of ^in++++=of
a ^at++++=a
poor ^jj+atrb+++=poor
woman ^nn++++=woman?
? ^zz++++=EXTRAWORD
Will ^md+prd+++=Will
you ^pp2+pp2+++=you
fire ^nn++++=fire
or ^cc++++=or
not ^xnot++not++=not?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'I
' ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
not ^xnot++not++=not,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
Silvio ^np++++=Silvio:
: ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+aux++=am
satisfied ^vpsv++agls+xvbnx+=satisfied.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
seen ^vprf+++xvbnx+=seen
your ^pp$+pp2+++=your
confusion ^nn++++=confusion,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
alarm ^nn++++=alarm.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
forced ^vbd+++xvbnx+=forced
you ^pp2+pp2+++=you
to ^in++++=to
fire ^nn++++=fire
at ^in++++=at
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+vrb++=is
sufficient ^jj+pred+++=sufficient.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
will ^md+prd+++=will
remember ^nn+nom+++=remember
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
leave ^vb++++=leave
you ^pp2+pp2+++=you
to ^in++++=to
your ^pp$+pp2+++=your
conscience ^nn+nom+++=conscience.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
to ^to++++=to
go ^vbi++++=go,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
pausing ^vbg+++xvbg+=pausing
in ^in++++=in
the ^ati++++=the
doorway ^nn++++=doorway,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
looking ^vbg+++xvbg+=looking
at ^rb++++=at
the ^ati++++=the
picture ^nn++++=picture
that ^tht+rel+obj++=that
my ^pp$+pp1+++=my
shot ^nn+++xvbn+=shot
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed
through ^in+strn+++=through,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
fired ^vbd+++xvbnx+=fired
at ^rb++++=at
it ^pp3+it+++=it
almost ^rb+hdg+++=almost
without ^in++++=without
taking ^xvbg+++xvbg+=taking
aim ^nn++++=aim,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
disappeared ^vbd+seem++xvbn+=disappeared.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
wife ^nn++++=wife
had ^vbd+hvd+aux++=had
fainted ^vprf+++xvbnx+=fainted
away ^rp+pl+++=away;
; ^zz++++=EXTRAWORD
the ^ati++++=the
servants ^nns+nom+++=servants
did ^vbd+dod+aux++=did
not ^xnot++not++=not
venture ^vb++++=venture
to ^to+vcmp+++=to
stop ^vbi++++=stop
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mere ^jjb+atrb+++=mere
look ^nn++++=look
of ^in++++=of
him ^pp3o+pp3+++=him
filled ^vbd+++xvbn+=filled
them ^pp3o+pp3+++=them
with ^in++++=with
terror ^nn++++=terror.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
went ^vbd+++xvbnx+=went
out ^rp+pl+++=out
upon ^in++++=upon
the ^ati++++=the
steps ^nns++++=steps,
, ^zz++++=EXTRAWORD
called ^j+++xvbn+=called
his ^pp$+pp3+++=his
coachman ^nn+nom+++=coachman,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
drove ^vbd+++xvbn+=drove
off ^rp+pl+++=off
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
could ^md+pos+++=could
recover ^vb++++=recover
myself ^ppl+pp1+++=myself."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
Count ^nn++++=Count
was ^vbd+bedz+vrb++=was
silent ^jj+pred+++=silent.
. ^zz++++=EXTRAWORD
In ^in++++=In
this ^dt+dem+++=this
way ^nn++++=way
I ^pp1a+pp1+++=I
learned ^vbd+vprv++xvbnx+=learned
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
story ^nn++++=story,
, ^zz++++=EXTRAWORD
whose ^whp+rel+subj++=whose
beginning ^vbg+++xvbg+=beginning
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
made ^vprf+++xvbnx+=made
such ^abl++++=such
a ^at++++=a
deep ^jj+atrb+++=deep
impression ^nn++++=impression
upon ^in++++=upon
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hero ^nn++++=hero
of ^in++++=of
it ^pp3+it+++=it
I ^pp1a+pp1+++=I
never ^rb++++=never
saw ^vbd+vprv++xvbn+=saw
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+aux++=is
said ^vpsv++agls+xvbnx+=said
that ^tht+vcmp+++=that
Silvio ^np++++=Silvio
commanded ^vbd+vpub++xvbn+=commanded
a ^at++++=a
detachment ^nn+nom+++=detachment
of ^in++++=of
Hetairists ^nns+nom++??+=Hetairists
during ^in++++=during
the ^ati++++=the
revolt ^nn++++=revolt
under ^in++++=under
Alexander ^np+nom+++=Alexander
Ipsilanti ^np+++??+=Ipsilanti,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
killed ^vprf+++xvbn+=killed
in ^in++++=in
the ^ati++++=the
battle ^nn++++=battle
of ^in++++=of
skoulana ^np++++=Skoulana.
. ^zz++++=EXTRAWORD
