Lark ^nn++++=Lark
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
with ^in++++=with
only ^rb+down+++=only
a ^at++++=a
small ^jj+atrb+++=small
fraction ^nn+nom+++=fraction
of ^in++++=of
the ^ati++++=the
sharpness ^nns+nom+++=sharpness
she ^pp3a+pp3+++=she
could ^md+pos+++=could
summon ^vb++++=summon.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
turned ^vbd+++xvbnx+=turned
and ^cc+phrs+++=and
started ^vbd+++xvbn+=started
walking ^vbg+++xvbg+=walking.
. ^zz++++=EXTRAWORD
" ^zz++++="Can
can ^md+pos+++=EXTRAWORD
I ^pp1a+pp1+++=I
help ^vb++++=help?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Maybe
maybe ^rb+hdg+++=EXTRAWORD
later ^rbr+tm+++=later,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jaclyn ^np+++??+=Jaclyn
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
voice ^nn++++=voice
tired ^vbd+++xvbn+=tired
but ^cc++++=but
without ^in++++=without
malice ^nn++++=malice.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
watched ^vbd+++xvbnx+=watched
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
I ^pp1a+pp1+++=I
started ^vbd+++xvbnx+=started
in ^in++++=in
the ^ati++++=the
opposite ^jj+atrb+++=opposite
direction ^nn+nom+++=direction.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
walked ^vbd+++xvbnx+=walked,
, ^zz++++=EXTRAWORD
hoping ^vbg+vprv+tht0+xvbg+=hoping
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
see ^vb+vprv+tht0++=see
her ^pp$+pp3+++=her
smile ^nn++++=smile
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
At ^rb++++=At
home ^nr++++=home
I ^pp1a+pp1+++=I
Fell ^vbd+++xvbn+=fell
Asleep ^jj++++=asleep
On ^in++++=on
A ^at++++=a
Pillow ^nn++++=pillow
Stained ^jj++++=stained
With ^in++++=with
Blood ^nn++++=blood.
 ^zz++++=EXTRAWORD
