July ^nr++++=JULY
tomb ^nn++++=tomb!
! ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
thought ^vbd+++xvbn+=thought
would ^md+prd+++=would
cease ^vb++++=cease
to ^in++++=to
work ^nn++++=work
in ^in++++=in
my ^pp$+pp1+++=my
brain ^nn++++=brain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
heart ^nn++++=heart
beat ^vbd+++xvbn+=beat
no ^at++++=no
more ^rbr++++=more
with ^in++++=with
emotions ^nns+nom+++=emotions
varied ^vbd+++xvbn+=varied
only ^rb+down+++=only
by ^in++++=by
new ^jj+atrb+++=new
forms ^nns++++=forms
of ^in++++=of
sadness ^nns+nom+++=sadness!
! ^zz++++=EXTRAWORD
Am ^vb+bem+vrb++=Am
I ^pp1a+pp1+++=I
immortal ^jj++++=immortal?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
return ^vb++++=return
to ^in++++=to
my ^pp$+pp1+++=my
first ^od++++=first
question ^nn+nom+++=question.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
first ^od++++=first
place ^nn++++=place,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it
not ^xnot++not++=not
more ^rbr++++=more
probable ^jj++++=probable
that ^tht+jcmp+++=that
the ^ati++++=the
beverage ^nn+nom+++=beverage
of ^in++++=of
the ^ati++++=the
alchymist ^nn+nom+++=alchymist
was ^vbd+bedz+vrb++=was
fraught ^jj+pred+++=fraught
rather ^rb++++=rather
with ^in++++=with
longevity ^nn+nom+++=longevity
than ^in++++=than
eternal ^jj+atrb+++=eternal
life ^nn++++=life?
? ^zz++++=EXTRAWORD
Such ^abl++++=Such
is ^vbz+bez+vrb++=is
my ^pp$+pp1+++=my
hope ^nn++++=hope.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
be ^vb+be+aux++=be
it ^pp3+it+++=it
remembered ^vbd+vprv++xvbn+=remembered
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
only ^rb+down+++=only
drank ^vbd+++xvbn+=drank
half ^nn++++=half
of ^in++++=of
the ^ati++++=the
potion ^nn++++=potion
prepared ^vwbn+++xvbn+=prepared
by ^in++++=by
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
not ^xnot++not++=not
the ^ati++++=the
whole ^jj++++=whole
necessary ^jj++++=necessary
to ^to+jcmp+++=to
complete ^vbi++++=complete
the ^ati++++=the
charm ^nn++++=charm?
? ^zz++++=EXTRAWORD
To ^in++++=To
have ^vbi+vbi+aux++=have
drained ^vprf+++xvbnx+=drained
half ^abn++++=half
the ^ati++++=the
Elixir ^np+++??+=Elixir
of ^in++++=of
Immortality ^nn+nom+++=Immortality
is ^vbz+bez+vrb++=is
but ^cc++++=but
to ^to++++=to
be ^vbi++vrb++=be
half ^abn++++=half
immortal ^jj++++=immortal--my
-- ^--+clp+++=EXTRAWORD
my ^pp$+pp1+++=EXTRAWORD
For ^in++++=For-ever
- ^zz++++=EXTRAWORD
ever ^rb++++=EXTRAWORD
is ^vbz+bez+vrb++=is
thus ^rb+cnj+++=thus
truncated ^jj+pred+++=truncated
and ^cc+phrs+++=and
null ^jj++++=null.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
shall ^md+prd+++=shall
number ^vb++++=number
the ^ati++++=the
years ^nns++++=years
of ^in++++=of
the ^ati++++=the
half ^nn++++=half
of ^in++++=of
eternity ^nn+nom+++=eternity?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
often ^rb++++=often
try ^vb++++=try
to ^to+vcmp+++=to
imagine ^vbi+vprv+++=imagine
by ^in++++=by
what ^wdt+who+++=what
rule ^nn++++=rule
the ^ati++++=the
infinite ^nn++++=infinite
may ^md+pos+++=may
be ^vb+be+aux++=be
divided ^vpsv++agls+xvbnx+=divided.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
I ^pp1a+pp1+++=I
fancy ^jj+atrb+++=fancy
age ^nn++++=age
advancing ^vwbg+++xvbg+=advancing
upon ^in++++=upon
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
gray ^np++++=gray
hair ^nn++++=hair
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
found ^vprf+++xvbnx+=found.
. ^zz++++=EXTRAWORD
Fool ^jjb++++=Fool!
! ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
I ^pp1a+pp1+++=I
lament ^vb++++=lament?
? ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fear ^nn++++=fear
of ^in++++=of
age ^nn++++=age
and ^cc++++=and
death ^nn++++=death
often ^rb++++=often
creeps ^nns+++??+=creeps
coldly ^rb++++=coldly
into ^in++++=into
my ^pp$+pp1+++=my
heart ^nn++++=heart;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
more ^ql++++=more
I ^pp1a+pp1+++=I
live ^vb++++=live,
, ^zz++++=EXTRAWORD
the ^ati++++=the
more ^ql++++=more
I ^pp1a+pp1+++=I
dread ^nn++++=dread
death ^nn++++=death,
, ^zz++++=EXTRAWORD
even ^rb++++=even
while ^cs+sub+++=while
I ^pp1a+pp1+++=I
abhor ^nn++++=abhor
life ^nn++++=life.
. ^zz++++=EXTRAWORD
Such ^abl++++=Such
an ^at++++=an
enigma ^nn++++=enigma
is ^vbz+bez+vrb++=is
man ^nn++++=man--born
-- ^--+clp+++=EXTRAWORD
born ^xvbn+++xvbn+=EXTRAWORD
to ^to++++=to
perish ^vbi++++=perish--when
-- ^--+clp+++=EXTRAWORD
when ^wrb+who+++=EXTRAWORD
he ^pp3a+pp3+++=he
wars ^nns++++=wars,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do,
, ^zz++++=EXTRAWORD
against ^in++++=against
the ^ati++++=the
established ^jj+atrb++xvbn+=established
laws ^nns++++=laws
of ^in++++=of
his ^pp$+pp3+++=his
nature ^nn++++=nature.
. ^zz++++=EXTRAWORD
But ^in++++=But
for ^in"++++=for
this ^dt+dem+++=this
anomaly ^jj++++=anomaly
of ^in++++=of
feeling ^xvbg+++xvbg+=feeling
surely ^rb++++=surely
I ^pp1a+pp1+++=I
might ^md+pos+++=might
die ^vb++++=die:
: ^zz++++=EXTRAWORD
the ^ati++++=the
medicine ^nn++++=medicine
of ^in++++=of
the ^ati++++=the
alchymist ^nn+nom+++=alchymist
would ^md+prd+++=would
not ^xnot++not++=not
be ^vb+be+vrb++=be
proof ^nn++++=proof
against ^in++++=against
fire ^nn++++=fire--sword--and
-- ^--+clp+++=EXTRAWORD
sword ^nn++++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
the ^ati++++=the
strangling ^jj+atrb+++=strangling
waters ^nns++++=waters.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
gazed ^vprf+++xvbnx+=gazed
upon ^in++++=upon
the ^ati++++=the
blue ^jj+atrb+++=blue
depths ^nns++++=depths
of ^in++++=of
many ^ap++++=many
a ^at++++=a
placid ^jj+atrb+++=placid
lake ^nn++++=lake,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
tumultuous ^nn++++=tumultuous
rushing ^vwbg+++xvbg+=rushing
of ^in++++=of
many ^ap++++=many
a ^at++++=a
mighty ^ql++++=mighty
river ^npl++++=river,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
have ^vb+hv+aux++=have
said ^vprf+++xvbnx+=said,
, ^zz++++=EXTRAWORD
peace ^nn++++=peace
inhabits ^nns+++??+=inhabits
those ^dt+dem+++=those
waters ^nns++++=waters;
; ^zz++++=EXTRAWORD
yet ^rb++++=yet
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
turned ^vprf+++xvbnx+=turned
my ^pp$+pp1+++=my
steps ^nns++++=steps
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
to ^to++++=to
live ^vbi++++=live
yet ^rb++++=yet
another ^dt++++=another
day ^nn++++=day.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
asked ^vprf+++xvbnx+=asked
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
whether ^cs+who+++=whether
suicide ^nn++++=suicide
would ^md+prd+++=would
be ^vb+be+vrb++=be
a ^at++++=a
crime ^nn++++=crime
in ^in++++=in
one ^cd1++++=one
to ^to++++=to
whom ^whp+wpor+++=whom
thus ^rb+cnj+++=thus
only ^rb+down+++=only
the ^ati++++=the
portals ^nns+nom+++=portals
of ^in++++=of
the ^ati++++=the
other ^ap++++=other
world ^nn++++=world
could ^md+pos+++=could
be ^vb+be+aux++=be
opened ^vpsv++agls+xvbnx+=opened.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
done ^vprf+++xvbnx+=done
all ^abn++++=all,
, ^zz++++=EXTRAWORD
except ^in++++=except
presenting ^xvbg+++xvbg+=presenting
myself ^ppl+pp1+++=myself
as ^in++++=as
a ^at++++=a
soldier ^nn++++=soldier
or ^cc++++=or
duellist ^nn+nom+++=duellist,
, ^zz++++=EXTRAWORD
an ^at++++=an
object ^nn++++=object
of ^in++++=of
destruction ^nn+nom+++=destruction
to ^in++++=to
my ^pp$+pp1+++=my--no,
-- ^--+clp+++=EXTRAWORD
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
my ^pp$+pp1+++=my
fellow ^jjb++++=fellow-mortals,
- ^zz++++=EXTRAWORD
mortals ^nns+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
therefore ^rb+cnj+++=therefore
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
shrunk ^vprf+++xvbn+=shrunk
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
are ^vb+ber+vrb++=are
not ^xnot++not++=not
my ^pp$+pp1+++=my
fellows ^nns++++=fellows.
. ^zz++++=EXTRAWORD
The ^ati++++=The
inextinguishable ^jj+atrb+++=inextinguishable
power ^nn++++=power
of ^in++++=of
life ^nn++++=life
in ^in++++=in
my ^pp$+pp1+++=my
frame ^nn++++=frame,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
their ^pp$+pp3+++=their
ephemeral ^jj+atrb+++=ephemeral
existence ^nn+nom+++=existence,
, ^zz++++=EXTRAWORD
place ^nn++++=place
us ^pp1o+pp1+++=us
wide ^jj++++=wide
as ^in++++=as
the ^ati++++=the
poles ^nn++++=poles
asunder ^rb++++=asunder.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
raise ^vb++++=raise
a ^at++++=a
hand ^nn++++=hand
against ^in++++=against
the ^ati++++=the
meanest ^jjt++++=meanest
or ^cc++++=or
the ^ati++++=the
most ^ql+emph+++=most
powerful ^jj++++=powerful
among ^in++++=among
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
lived ^vprf+++xvbnx+=lived
on ^in++++=on
for ^in++++=for
many ^ap++++=many
a ^at++++=a
year ^nn++++=year--alone,
-- ^--+clp+++=EXTRAWORD
alone ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
weary ^jj++++=weary
of ^in++++=of
myself ^ppl+pp1+++=myself-desirous
- ^zz++++=EXTRAWORD
desirous ^jj++++=EXTRAWORD
of ^in++++=of
death ^nn++++=death,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
never ^rb++++=never
dying ^vbg+++xvbg+=dying--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
mortal ^jj++++=mortal
immortal ^jj++++=immortal.
. ^zz++++=EXTRAWORD
Neither ^dt++neg++=Neither
ambition ^nn+nom+++=ambition
nor ^cc++neg++=nor
avarice ^nn++++=avarice
can ^md+pos+++=can
enter ^vb++++=enter
my ^pp$+pp1+++=my
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
ardent ^jj+atrb+++=ardent
love ^nn++++=love
that ^tht+rel+obj++=that
gnaws ^nns+++??+=gnaws
at ^rb++++=at
my ^pp$+pp1+++=my
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
never ^rb++++=never
to ^to++++=to
be ^vbi+vbi+aux++=be
returned ^vpsv++agls+xvbnx+=returned--never
-- ^--+clp+++=EXTRAWORD
never ^rb++++=EXTRAWORD
to ^to++++=to
find ^vbi+vprv+++=find
an ^at++++=an
equal ^nn++++=equal
on ^in++++=on
which ^whp+rel+pied++=which
to ^in++++=to
expend ^nn+++??+=expend
itself ^ppl++++=itself--lives
-- ^--+clp+++=EXTRAWORD
lives ^nns++++=EXTRAWORD
there ^rn+pl+++=there
only ^ap+down+++=only
to ^to++++=to
torment ^nn+nom+++=torment
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
very ^ql+amp+++=very
day ^np++++=day
I ^pp1a+pp1+++=I
conceived ^vbd+++xvbnx+=conceived
a ^at++++=a
design ^nn++++=design
by ^in++++=by
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
may ^md+pos+++=may
end ^vb++++=end
all ^abn++++=all--without
-- ^--+clp+++=EXTRAWORD
without ^in++++=EXTRAWORD
self ^nn++++=self-slaughter,
- ^zz++++=EXTRAWORD
slaughter ^nn+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
without ^in++++=without
making ^xvbg+++xvbg+=making
another ^dt++++=another
man ^nn++++=man
a ^at++++=a
Cain ^np++++=Cain--an
-- ^--+clp+++=EXTRAWORD
an ^at++++=EXTRAWORD
expedition ^nn+nom+++=expedition,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
mortal ^nn++++=mortal
frame ^nn++++=frame
can ^md+pos+++=can
never ^rb++splt++=never
survive ^vb++++=survive,
, ^zz++++=EXTRAWORD
even ^rb++++=even
endued ^vwbn+++xvbn+=endued
with ^in++++=with
the ^ati++++=the
youth ^nn++++=youth
and ^cc++++=and
strength ^nn++++=strength
that ^tht+rel+obj++=that
inhabits ^nns+++??+=inhabits
mine ^pp$$++++=mine.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
put ^vb+++xvbn+=put
my ^pp$+pp1+++=my
immortality ^nn+nom+++=immortality
to ^in++++=to
the ^ati++++=the
test ^nn++++=test,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rest ^nn++++=rest
for ^rb++++=for
ever ^rb"++++=ever--or
-- ^--+clp+++=EXTRAWORD
or ^cc+cls+++=EXTRAWORD
return ^nn++++=return,
, ^zz++++=EXTRAWORD
the ^ati++++=the
wonder ^nn++++=wonder
and ^cc++++=and
benefactor ^nn++++=benefactor
of ^in++++=of
the ^ati++++=the
human ^jj+atrb+++=human
species ^nn++++=species.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
I ^pp1a+pp1+++=I
go ^vb++++=go,
, ^zz++++=EXTRAWORD
a ^at++++=a
miserable ^jj+atrb+++=miserable
vanity ^nn++++=vanity
has ^vbz+hvz+aux++=has
caused ^vprf+++xvbnx+=caused
me ^pp1o+pp1+++=me
to ^in++++=to
pen ^nn++++=pen
these ^dt+dem+++=these
pages ^nns++++=pages.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
not ^xnot++not++=not
die ^vb++++=die,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
leave ^vb++++=leave
no ^at++++=no
name ^nn++++=name
behind ^in+strn+++=behind.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three
centuries ^nns++++=centuries
have ^vb+hv+aux++=have
passed ^vprf+++xvbnx+=passed
since ^cs+sub+++=since
I ^pp1a+pp1+++=I
quaffed ^vbd+++xvbnx+=quaffed
the ^ati++++=the
fatal ^jj+atrb+++=fatal
beverage ^nn+nom+++=beverage:
: ^zz++++=EXTRAWORD
another ^dt++++=another
year ^nn++++=year
shall ^md+prd+++=shall
not ^xnot++not++=not
elapse ^vb++++=elapse
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
encountering ^vbg+++xvbg+=encountering
gigantic ^jj+atrb+++=gigantic
dangers ^nns+nom+++=dangers--warring
-- ^--+clp+++=EXTRAWORD
warring ^jj++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
powers ^nns++++=powers
of ^in++++=of
frost ^nn++++=frost
in ^in++++=in
their ^pp$+pp3+++=their
home ^nr++++=home--beset
-- ^--+clp+++=EXTRAWORD
beset ^xvbn+++xvbn+=EXTRAWORD
by ^in++++=by
famine ^nn++++=famine,
, ^zz++++=EXTRAWORD
toil ^nn++++=toil,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tempest ^nn++++=tempest--I
-- ^--+clp+++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
yield ^vb++++=yield
this ^dt+dem+++=this
body ^nn++++=body,
, ^zz++++=EXTRAWORD
too ^ql++++=too
tenacious ^jj++++=tenacious
a ^at++++=a
cage ^nn++++=cage
for ^in++++=for
a ^at++++=a
soul ^nn++++=soul
which ^whp+rel+obj++=which
thirsts ^nns+++??+=thirsts
for ^in++++=for
freedom ^nn+nom+++=freedom,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
destructive ^jj+atrb+++=destructive
elements ^nns+nom+++=elements
of ^in++++=of
air ^nn++++=air
and ^cc++++=and
water ^nn++++=water--or,
-- ^--+clp+++=EXTRAWORD
or ^cc+cls+++=EXTRAWORD
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
survive ^vb++++=survive,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
name ^nn++++=name
shall ^md+prd+++=shall
be ^vb+be+aux++=be
recorded ^vpsv++agls+xvbnx+=recorded
as ^ql++++=as
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
most ^ql+emph+++=most
famous ^jj++++=famous
among ^in++++=among
the ^ati++++=the
sons ^nns++++=sons
of ^in++++=of
men ^nns++++=men;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
task ^nn++++=task
achieved ^vwbn+++xvbn+=achieved,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
adopt ^vb++++=adopt
more ^rbr++++=more
resolute ^jj+atrb+++=resolute
means ^nn++++=means,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
by ^in++++=by
scattering ^xvbg+++xvbg+=scattering
and ^cc++++=and
annihilating ^jj++++=annihilating
the ^ati++++=the
atoms ^nns++++=atoms
that ^tht+rel+subj++=that
compose ^vb++++=compose
my ^pp$+pp1+++=my
frame ^nn++++=frame,
, ^zz++++=EXTRAWORD
set ^j+++xvbn+=set
at ^rb++++=at
liberty ^nn++++=liberty
the ^ati++++=the
life ^nn++++=life
imprisoned ^vwbn+++xvbn+=imprisoned
within ^in+strn+++=within,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^rb++++=so
cruelly ^rb++++=cruelly
prevented ^vbd+++xvbn+=prevented
from ^in++++=from
soaring ^nn++++=soaring
from ^in++++=from
this ^dt+dem+++=this
dim ^jj+atrb+++=dim
earth ^nn++++=earth
to ^in++++=to
a ^at++++=a
sphere ^nn++++=sphere
more ^rbr++++=more
congenial ^jj++++=congenial
to ^to++++=to
its ^pp$+it+++=its
immortal ^jj+atrb+++=immortal
essence ^nn+nom+++=essence.
. ^zz++++=EXTRAWORD
