Towards ^in++++=Towards
went ^vbd+++xvbn+=went
with ^in++++=with
the ^ati++++=the
" ^zz++++="copy")
copy ^nn++++=EXTRAWORD
" ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
encouraged ^vbd+++xvbn+=encouraged
the ^ati++++=the
editor ^nn++++=editor,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
others ^aps++++=others
might ^md+pos+++=might
follow ^vb+vprv+++=follow,
, ^zz++++=EXTRAWORD
to ^to++++=to
write ^vbi++++=write
a ^at++++=a
short ^jj++++=short,
, ^zz++++=EXTRAWORD
favorable ^&fw++++=favorable
editorial ^jj++++=editorial.
. ^zz++++=EXTRAWORD
The ^ati++++=The
article ^nn++++=article
spoke ^vbd+++xvbn+=spoke
of ^in++++=of
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Seigerman ^np+nom+++=Seigerman
as ^in++++=as
a ^at++++=a
leading ^jj+atrb++xvbg+=leading
citizen ^nn++++=citizen,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
would ^md+prd+++=would
fill ^vb++++=fill
the ^ati++++=the
office ^nn++++=office
with ^in++++=with
credit ^nn++++=credit
to ^in++++=to
himself ^ppl+pp3+++=himself
and ^cc++++=and
the ^ati++++=the
community ^nn+nom+++=community.
. ^zz++++=EXTRAWORD
The ^ati++++=The
trio ^nn++++=trio
read ^vbd+vprv++xvbn+=read
this ^dt+dem+++=this
short ^jj++++=short
editorial ^jj++++=editorial
to ^in++++=to
Louie ^np++++=Louie
daily ^jj++++=daily
for ^in++++=for
the ^ati++++=the
first ^od++++=first
week ^nn++++=week.
. ^zz++++=EXTRAWORD
All ^abn++++=All
three ^cd++++=three
were ^vbd+bed+aux++=were
now ^rn+tm+splt++=now
putting ^vbg+++xvbgx+=putting
their ^pp$+pp3+++=their
feet ^nns++++=feet
under ^in++++=under
the ^ati++++=the
table ^nn++++=table
with ^in++++=with
great ^jj+atrb+++=great
regularity ^nn+nom+++=regularity,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
doing ^vbg+++xvbg+=doing
justice ^nn++++=justice
to ^in++++=to
the ^ati++++=the
vintage ^nn+nom+++=vintage
on ^in++++=on
invitation ^nn+nom+++=invitation.
. ^zz++++=EXTRAWORD
The ^ati++++=The
back ^jjb+atrb+++=back
room ^nn++++=room
became ^vbd+++xvbn+=became
a ^at++++=a
private ^jj+atrb+++=private
office ^nn++++=office
for ^in++++=for
the ^ati++++=the
central ^jj+atrb+++=central
committee ^nn+nom+++=committee
of ^in++++=of
four ^cd++++=four.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
able ^jj+atrb+++=able
political ^jj+atrb+++=political
managers ^nns+nom+++=managers.
. ^zz++++=EXTRAWORD
The ^ati++++=The
campaign ^nn++++=campaign
was ^vbd+bedz+aux++=was
beginning ^vbg+++xvbgx+=beginning
to ^to++++=to
be ^vbi++vrb++=be
active ^jj+pred+++=active,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
no ^at++++=no
adverse ^jj+atrb+++=adverse
reports ^nns++++=reports
were ^vbd+bed+aux++=were
allowed ^vb++pmd"+xvbnx+=allowed
to ^to+vcmp+pmd++=to
reach ^vb++++=reach
the ^ati++++=the
candidate ^nn+nom+++=candidate's
's ^$++++=EXTRAWORD
ears ^nns++++=ears.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
actually ^rb+amp+++=actually
had ^vb+hv+vrb++=had
no ^at++++=no
opposition ^nn+nom+++=opposition,
, ^zz++++=EXTRAWORD
so ^cs+sub+++=so
the ^ati++++=the
reports ^nns++++=reports
came ^vbd+++xvbn+=came
in ^in++++=in
to ^in++++=to
the ^ati++++=the
central ^jj+atrb+++=central
committee ^nn+nom+++=committee.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
even ^rb++++=even
necessary ^jj+pred+++=necessary
to ^to+jcmp+++=to
send ^vbi++++=send
out ^rp+pl+++=out
Arab ^jj++++=Arab
Ab ^&fo++++=Ab
to ^in++++=to
points ^nns++++=points
on ^in++++=on
the ^ati++++=the
railroad ^nn++++=railroad
to ^to++++=to
get ^vbi++++=get
the ^ati++++=the
sentiments ^nns+nom+++=sentiments
of ^in++++=of
this ^dt+pdem+++=this
and ^cc++++=and
that ^tht+vcmp+++=that
community ^nn+nom+++=community,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
were ^vbd+bed+vrb++=were
always ^rb++++=always
favorable ^&fw++++=favorable.
. ^zz++++=EXTRAWORD
Funds ^nns++++=Funds
for ^in++++=for
these ^dt+dem+++=these
trips ^nns++++=trips
were ^vbd+bed+aux++=were
forced ^vpsv++agls+xvbnx+=forced
on ^rp++++=on
them ^pp3o+pp3+++=them
by ^in++++=by
the ^ati++++=the
candidate ^nn+nom+++=candidate.
. ^zz++++=EXTRAWORD
The ^ati++++=The
thought ^nn+++xvbn+=thought
of ^in++++=of
presenting ^xvbg+++xvbg+=presenting
a ^at++++=a
board ^nn++++=board
bill ^nn++++=bill
to ^in++++=to
such ^abl++++=such
devoted ^jj+atrb++xvbn+=devoted
friends ^nns++++=friends
never ^rb++++=never
entered ^vbd+++xvbn+=entered
mine ^nn++++=mine
host ^nn++++=host's
's ^$++++=EXTRAWORD
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
several ^ap++++=several
months ^nns++++=months
passed ^vbd+++xvbn+=passed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
warm ^jj+atrb+++=warm
sun ^nn++++=sun
and ^cc++++=and
green ^jj+atrb+++=green
blades ^nns++++=blades
of ^in++++=of
grass ^nn++++=grass
suggested ^vbd+vpub++xvbn+=suggested
springtime ^nn++++=springtime.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boys ^nns++++=boys
had ^vbd+hvd+aux++=had
played ^vprf+++xvbnx+=played
the ^ati++++=the
role ^nn++++=role
as ^ql++++=as
long ^rb++++=long
as ^ql++++=as
they ^pp3a+pp3+++=they
cared ^vbd+++xvbnx+=cared
to ^to+vcmp+++=to.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vbd+hvd+aux++=had
served ^vprf+++xvbnx+=served
the ^ati++++=the
purpose ^nn++++=purpose
that ^tht+rel+subj++=that
was ^vbd+bedz+aux++=was
intended ^vpsv++agls+xvbnx+=intended.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
they ^pp3a+pp3+++=they
must ^md+nec+++=must
not ^xnot++not++=not
hurt ^vb+++xvbn+=hurt
the ^ati++++=the
feelings ^nns+nom+++=feelings
of ^in++++=of
Seigerman ^np+nom++??+=Seigerman,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
let ^vb+++xvbn+=let
the ^ati++++=the
cause ^nn++++=cause
of ^in++++=of
their ^pp$+pp3+++=their
zeal ^nn++++=zeal
become ^vb++++=become
known ^vbd+vprv++xvbn+=known
to ^to+vcmp+++=to
their ^pp$+pp3+++=their
benefactor ^nn++++=benefactor
and ^cc++++=and
candidate ^nn+nom+++=candidate
for ^in++++=for
sheriff ^nn++++=sheriff.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
day ^nn++++=day
report ^vb++++=report
came ^vbd+++xvbn+=came
in ^in++++=in
of ^in++++=of
some ^dti++++=some
defection ^nn+nom+++=defection
and ^cc++++=and
a ^at++++=a
rival ^jjb+atrb+++=rival
candidate ^nn+nom+++=candidate
in ^in++++=in
the ^ati++++=the
eastern ^jj+atrb+++=eastern
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
county ^nn++++=county.
. ^zz++++=EXTRAWORD
All ^abn++++=All
hands ^nns++++=hands
volunteered ^vbd+++xvbn+=volunteered
to ^to+vcmp+++=to
go ^vbi++++=go
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Funds ^nns++++=Funds
were ^vbd+bed+aux++=were
furnished ^vpsv++agls+xvbnx+=furnished,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
the ^ati++++=the
central ^jj+atrb+++=central
committee ^nn+nom+++=committee
assured ^vwbn+vpub+tht0+xvbn+=assured
their ^pp$+pp3+++=their
host ^nn++++=host
would ^md+prd+++=would
be ^vb+be+aux++=be
refunded ^vpsv++agls+xvbnx+=refunded
whenever ^nn+nom+++=whenever
they ^pp3a+pp3+++=they
could ^md+pos+++=could
get ^vb++++=get
in ^rb+phrv+++=in
touch ^nn++++=touch
with ^in++++=with
headquarters ^nns+nom+++=headquarters,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
could ^md+pos+++=could
see ^vb+vprv+++=see
some ^dti++++=some
prominent ^jj+atrb+++=prominent
cowman ^nn++++=cowman.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
a ^at++++=a
week ^nn++++=week
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Seigerman ^np+nom+++=Seigerman
received ^vbd+++xvbn+=received
a ^at++++=a
letter ^nn++++=letter.
. ^zz++++=EXTRAWORD
The ^ati++++=The
excuses ^nns++++=excuses
offered ^vbd+++xvbn+=offered
at ^rb++++=at
the ^ati++++=the
rich ^jj+atrb+++=rich
man ^nn++++=man's
's ^$++++=EXTRAWORD
feast ^nn++++=feast
were ^vbd+bed+aux++=were
discounted ^vpsv++by+xvbnx+=discounted
by ^in++++=by
pressing ^xvbg+++xvbg+=pressing
orders ^nns++++=orders.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
to ^in++++=to
Texas ^np++++=Texas
to ^to++++=to
receive ^vbi++++=receive
a ^at++++=a
herd ^nn++++=herd
of ^in++++=of
cattle ^nns++++=cattle,
, ^zz++++=EXTRAWORD
instead ^rb+cnj+++=instead
of ^in++++=of
a ^ap++++=a
few ^ap"++++=few
oxen ^nns++++=oxen,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
summoned ^vpsv++agls+xvbnx+=summoned
to ^to+vcmp+++=to
Kansas ^vb++++=Kansas
City ^nn++++=City,
, ^zz++++=EXTRAWORD
one ^pn++++=one
to ^in++++=to
Ohio ^np+++??+=Ohio.
. ^zz++++=EXTRAWORD
The ^ati++++=The
letter ^nn++++=letter
concluded ^vbd+vprv++xvbn+=concluded
with ^in++++=with
the ^ati++++=the
assurance ^nn+nom+++=assurance
that ^tht+vcmp+++=that
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Seigerman ^np+nom+++=Seigerman
need ^nn++++=need
have ^vb+hv+aux++=have
no ^at++++=no
fear ^vb++++=fear
but ^cs+sub+++=but
that ^cs"++++=that
he ^pp3a+pp3+++=he
would ^md+prd+++=would
be ^vb+be+vrb++=be
the ^ati++++=the
next ^ap++++=next
sheriff ^npt++++=sheriff.
. ^zz++++=EXTRAWORD
The ^ati++++=The
same ^ap++++=same
night ^nn++++=night
that ^tht+rel+obj++=that
the ^ati++++=the
letter ^nn++++=letter
was ^vbd+bedz+aux++=was
received ^vpsv++by+xvbnx+=received
by ^in++++=by
mine ^nn++++=mine
host ^nn++++=host,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
tale ^nn++++=tale
was ^vbd+bedz+vrb++=was
retold ^nn+++??+=retold
at ^rb++++=at
a ^at++++=a
cow ^nn++++=cow-camp
- ^zz++++=EXTRAWORD
camp ^nn++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
Strip ^nn++++=Strip
by ^in++++=by
the ^ati++++=the
trio ^nn++++=trio.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hard ^jj+atrb+++=hard
winter ^nn++++=winter
was ^vbd+bedz+vrb++=was
over ^in+strn+++=over.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
county ^nn++++=county
convention ^nn+nom+++=convention
in ^in++++=in
May ^md+pos+++=May,
, ^zz++++=EXTRAWORD
Seigerman ^np+nom+++=Seigerman's
's ^$++++=EXTRAWORD
name ^nn++++=name
was ^vbd+bedz+aux++=was
presented ^vpsv++agls+xvbnx+=presented.
. ^zz++++=EXTRAWORD
On ^rp++++=On
each ^ppls++++=each
of ^in++++=of
three ^cd++++=three
ballots ^nns+++??+=ballots
he ^pp3a+pp3+++=he
received ^vbd+++xvbnx+=received
one ^cd1++++=one
lone ^jjb+atrb+++=lone
vote ^nn++++=vote.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
news ^nn++++=news
reached ^vbd+++xvbn+=reached
the ^ati++++=the
boys ^nns++++=boys
in ^in++++=in
the ^ati++++=the
Strip ^nn++++=Strip,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
dubbed ^vbd+++xvbnx+=dubbed
this ^dt+dem+++=this
one ^cd1++++=one
vote ^nn++++=vote
" ^zz++++="Seigerman's
seigerman ^jj+atrb+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
Per ^nnu++++=Per
Cent ^nnu"++++=Cent,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
meaning ^nvbg+++xvbg+=meaning
the ^ati++++=the
worst ^nn++++=worst
of ^in++++=of
anything ^pn++++=anything,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+dem+++=that
expression ^nn++++=expression
became ^vbd+++xvbn+=became
a ^at++++=a
byword ^nn+++??+=byword
on ^in++++=on
the ^ati++++=the
range ^nn++++=range,
, ^zz++++=EXTRAWORD
from ^in++++=from
Brownsville ^np+++??+=Brownsville,
, ^zz++++=EXTRAWORD
texas ^np++++=Texas,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
milk ^nn++++=Milk
river ^nn++++=River
in ^in++++=in
montana ^np++++=Montana.
. ^zz++++=EXTRAWORD
