Henry ^np++++=Henry
tore ^vbd+++xvbn+=tore
it ^pp3+it+++=it
up ^rp++++=up
into ^in++++=into
thin ^jj+atrb+++=thin
shreds ^nns+++??+=shreds
and ^cc++++=and
crumpled ^jj+++xvbn+=crumpled
them ^pp3o+pp3+++=them
up ^rp++++=up
in ^in++++=in
his ^pp$+pp3+++=his
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
Ten ^cd++++=Ten
minutes ^nns++++=minutes
later ^rbr+tm+++=later
he ^pp3a+pp3+++=he
rose ^vbd+++xvbnx+=rose
from ^in++++=from
his ^pp$+pp3+++=his
seat ^nn++++=seat
and ^cc++++=and
dropped ^vbd+++xvbn+=dropped
the ^ati++++=the
torn ^xvbn+++xvbn+=torn
pieces ^nns++++=pieces
into ^in++++=into
the ^ati++++=the
fireplace ^nn++++=fireplace.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
walked ^vbd+++xvbnx+=walked
over ^in++++=over
and ^cc++++=and
put ^vpsv++agls+xvbn+=put
on ^rb+phrv+++=on
his ^pp$+pp3+++=his
hat ^nn++++=hat
and ^cc++++=and
coat ^nn++++=coat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
going ^vbg+++xvbg+=going
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
pulled ^j+++xvbn+=pulled
the ^ati++++=the
door ^nn++++=door
firmly ^rb++++=firmly
to ^to++++=to
behind ^rp+pl+++=behind
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
trunk ^nn++++=trunk,
, ^zz++++=EXTRAWORD
partly ^rb+down+++=partly
packed ^jj+++xvbn+=packed,
, ^zz++++=EXTRAWORD
stood ^j+++xvbn+=stood
open ^jj++++=open
with ^in++++=with
the ^ati++++=the
half ^abn++++=half-folded
- ^zz++++=EXTRAWORD
folded ^jj+atrb++xvbn+=EXTRAWORD
coat ^nn++++=coat
hanging ^vwbg+++xvbg+=hanging
over ^in++++=over
its ^pp$+it+++=its
edge ^nn++++=edge
and ^cc++++=and
with ^in++++=with
the ^ati++++=the
roses ^nns++++=roses
lying ^vwbg+++xvbg+=lying
by ^in++++=by
its ^pp$+it+++=its
side ^nn++++=side.
. ^zz++++=EXTRAWORD
Floyd ^np+++??+=Floyd
walked ^vbd+++xvbn+=walked
into ^in+ppvb+++=into
the ^ati++++=the
Club ^nn++++=Club
and ^cc++++=and,
, ^zz++++=EXTRAWORD
returning ^vbg+++xvbg+=returning
quietly ^rb++++=quietly
the ^ati++++=the
salutations ^nns+nom+++=salutations
of ^in++++=of
a ^at++++=a
group ^nn++++=group
of ^in++++=of
friends ^nns++++=friends,
, ^zz++++=EXTRAWORD
went ^j+++xvbn+=went
over ^in++++=over
to ^in++++=to
a ^at++++=a
rack ^nn++++=rack
and ^cc++++=and
drew ^vbd+++xvbn+=drew
out ^rb+phrv+++=out
a ^at++++=a
newspaper ^nn+nom+++=newspaper
file ^nn++++=file,
, ^zz++++=EXTRAWORD
with ^in++++=with
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
passed ^vbd+++xvbnx+=passed
into ^in++++=into
another ^dt++++=another
room ^nn++++=room.
. ^zz++++=EXTRAWORD
" ^zz++++="Announcement
announcement ^nn+nom+++=EXTRAWORD
of ^in++++=of
Engagement ^nn+nom+++=Engagement:
: ^zz++++=EXTRAWORD
Router ^np+++??+=Router
and ^cc++++=and
Dangerlie ^np+++??+=Dangerlie,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
heading ^nn++++=heading
on ^in++++=on
which ^whp+rel+pied++=which
his ^pp$+pp3+++=his
eye ^nn++++=eye
rested ^vbd+++xvbn+=rested.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+aux++=is
stated ^vpsv++agls+xvbnx+=stated,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ran ^vbd+++xvbn+=ran
the ^ati++++=the
paragraph ^nn++++=paragraph,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
they ^pp3a+pp3+++=they
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
engaged ^vpsv++agls+xvbnx+=engaged
some ^dti++++=some
time ^nn++++=time,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
no ^at++++=no
announcement ^nn+nom+++=announcement
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
made ^vpsv++agls+xvbnx+=made
until ^in++++=until
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
eve ^nn++++=eve
of ^in++++=of
the ^ati++++=the
wedding ^nn++++=wedding,
, ^zz++++=EXTRAWORD
owing ^in+cmpx+++=owing
to ^in"++++=to
the ^ati++++=the
young ^jj+atrb+++=young
lady ^nn++++=lady's
's ^$++++=EXTRAWORD
delicacy ^nn+nom+++=delicacy
of ^in++++=of
feeling ^xvbg+++xvbg+=feeling."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
That ^dt+dem+++=That
night ^nn++++=night
Henry ^np++++=Henry
Floyd ^np+++??+=Floyd
wrote ^vbd+vprv++xvbn+=wrote
a ^at++++=a
letter ^nn++++=letter.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
the ^ati++++=the
close ^nn++++=close
of ^in++++=of
it ^pp3+it+++=it:
: ^zz++++=EXTRAWORD
" ^zz++++="Possibly
possibly ^rb++++=EXTRAWORD
your ^pp$+pp2+++=your
recollection ^nn+nom+++=recollection
may ^md+pos+++=may
hereafter ^nn+nom+++=hereafter
trouble ^nn++++=trouble
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wish ^vb+vprv+++=wish
to ^to+vcmp+++=to
say ^vbi+vpub+++=say
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
not ^xnot++not++=not
hold ^vb+vprv+++=hold
you ^pp2+pp2+++=you
accountable ^jj++++=accountable
in ^in++++=in
any ^dti++++=any
way ^nn++++=way."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
That ^dt+dem+++=That
night ^nn++++=night
a ^at++++=a
wretched ^jj+atrb+++=wretched
creature ^nn++++=creature,
, ^zz++++=EXTRAWORD
half ^abn++++=half
beggar ^nn++++=beggar,
, ^zz++++=EXTRAWORD
half ^abn++++=half
worse ^jjr++++=worse,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing
on ^in++++=on
the ^ati++++=the
street ^nn++++=street
under ^in++++=under
a ^at++++=a
lamp ^nn++++=lamp.
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
came ^vbd+++xvbn+=came
along ^in+strn+++=along.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
glanced ^vbd+++xvbnx+=glanced
at ^in++++=at
him ^pp3o+pp3+++=him
timidly ^rb++++=timidly.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
looking ^vbg+++xvbgx+=looking
at ^rb++++=at
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
would ^md+prd+++=would
not ^xnot++not++=not
do ^vb+do+aux++=do
to ^to++++=to
speak ^vbi++++=speak
to ^in++++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
a ^at++++=a
gentleman ^nn+nom+++=gentleman
going ^vwbg+++xvbg+=going
somewhere ^rb++++=somewhere.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
hands ^nns++++=hands
were ^vbd+bed+vrb++=were
full ^jj+pred+++=full
of ^in++++=of
roses ^nns++++=roses.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
posted ^vbd+++xvbnx+=posted
a ^at++++=a
letter ^nn++++=letter
in ^in++++=in
the ^ati++++=the
box ^nn++++=box,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
to ^in++++=to
her ^pp$+pp3+++=her
astonishment ^nn+nom+++=astonishment
he ^pp3a+pp3+++=he
stopped ^vbd+++xvbnx+=stopped
at ^rb++++=at
her ^pp3o+pp3+++=her
side ^nn++++=side
and ^cc++++=and
spoke ^vpsv++agls+xvbn+=spoke
to ^in++++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="Here
here ^rn+pl+++=EXTRAWORD
are ^vb+ber+vrb++=are
some ^dti++++=some
roses ^nns++++=roses
for ^in++++=for
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
here ^rn+pl+++=here
is ^vbz+bez+vrb++=is
some ^dti++++=some
money ^nn++++=money.
. ^zz++++=EXTRAWORD
Go ^vb++++=Go
home ^nr++++=home
to ^to++++=to-night."
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
pushed ^vbd+++xvbnx+=pushed
the ^ati++++=the
roses ^nns++++=roses
and ^cc++++=and
money ^nn++++=money
into ^in++++=into
her ^pp$+pp3+++=her
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
turning ^nn++++=turning,
, ^zz++++=EXTRAWORD
went ^vbd+++xvbn+=went
back ^jjb++++=back
up ^rp++++=up
the ^ati++++=the
dim ^jj+atrb+++=dim
street ^nn++++=street.
. ^zz++++=EXTRAWORD
