We ^pp1a+pp1+++=We,
know ^vb+vprv+++=know
their ^pp$+pp3+++=their
own ^ap++++=own
pictures ^nns++++=pictures,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
likely ^jj++++=likely;
; ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
would ^md+prd+++=would
have ^vb+hv+vrb++=have
a ^at++++=a
meeting ^nvbg+++xvbg+=meeting,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thirty ^cd++++=thirty
or ^cc++++=or
forty ^cd++++=forty
of ^in++++=of
them ^pp3o+pp3+++=them
would ^md+prd+++=would
be ^vb+be+aux++=be
deputed ^vpsv++agls+xvbnx+=deputed
to ^in++++=to
thrash ^nn+++??+=thrash
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Leech ^np++++=Leech.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
feels ^vbz+vprv+++=feels
a ^at++++=a
pity ^nn++++=pity
for ^in++++=for
the ^ati++++=the
poor ^jj+atrb+++=poor
little ^jj+atrb+++=little
bucks ^np++++=bucks.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
minute ^nn++++=minute
or ^cc++++=or
two ^cd++++=two,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
close ^vb++++=close
this ^dt+dem+++=this
discourse ^nn++++=discourse
and ^cc++++=and
walk ^vb++++=walk
the ^ati++++=the
streets ^nns++++=streets,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
shall ^md+prd+++=shall
see ^vb+vprv+++=see
a ^at++++=a
dozen ^cd++++=dozen
such ^abl++++=such.
. ^zz++++=EXTRAWORD
Ere ^np+++??+=Ere
we ^pp1a+pp1+++=we
shut ^vbd+++xvbn+=shut
the ^ati++++=the
desk ^nn++++=desk
up ^rp++++=up,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
one ^cd1++++=one
word ^nn++++=word
to ^in++++=to
point ^nn++++=point
out ^rp+pl+++=out
to ^in++++=to
the ^ati++++=the
unwary ^jj++++=unwary
specially ^rb++++=specially
to ^to++++=to
note ^vbi+vprv+++=note
the ^ati++++=the
backgrounds ^nns++++=backgrounds
of ^in++++=of
landscapes ^nns++++=landscapes
in ^in++++=in
Leech ^np++++=Leech's
's ^$++++=EXTRAWORD
drawings ^nns++++=drawings--homely
-- ^--+clp+++=EXTRAWORD
homely ^jj+atrb+++=EXTRAWORD
drawings ^nns++++=drawings
of ^in++++=of
moor ^npl++++=moor
and ^cc++++=and
wood ^nn++++=wood,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
seashore ^nn+++??+=seashore
and ^cc++++=and
London ^np++++=London
street ^npl++++=street--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
scenes ^nns++++=scenes
of ^in++++=of
his ^pp$+pp3+++=his
little ^jj+atrb+++=little
dramas ^nns++++=dramas.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
are ^vb+ber+vrb++=are
as ^ql++++=as
excellently ^rb++++=excellently
true ^jj++++=true
to ^in++++=to
nature ^nn++++=nature
as ^in++++=as
the ^ati++++=the
actors ^nns++++=actors
themselves ^ppls+pp3+++=themselves;
; ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
respect ^nn++++=respect
for ^in++++=for
the ^ati++++=the
genius ^nn++++=genius
and ^cc++++=and
humor ^nn++++=humor
which ^whp+rel+subj++=which
invented ^vprf+++xvbn+=invented
both ^abx++++=both
increases ^nns++++=increases
as ^ql++++=as
we ^pp1a+pp1+++=we
look ^vb++++=look
and ^cc++++=and
look ^nn++++=look
again ^rb+tm+++=again
at ^in++++=at
the ^ati++++=the
designs ^nns++++=designs.
. ^zz++++=EXTRAWORD
May ^md+pos+++=May
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
more ^rbr++++=more
of ^in++++=of
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
more ^rbr++++=more
pleasant ^jj+atrb+++=pleasant
Christmas ^np++++=Christmas
volumes ^nns++++=volumes,
, ^zz++++=EXTRAWORD
over ^in++++=over
which ^whp+rel+pied++=which
we ^pp1a+pp1+++=we
and ^cc++++=and
our ^pp$+pp1+++=our
children ^nns++++=children
can ^md+pos+++=can
laugh ^vb++++=laugh
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
Can ^md+pos+++=Can
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
too ^ql++++=too
much ^ap++++=much
of ^in++++=of
truth ^nn++++=truth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fun ^nn++++=fun,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
beauty ^nn++++=beauty,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
kindness ^nns+nom+++=kindness?
? ^zz++++=EXTRAWORD
