Poor ^jj+atrb+++=POOR
! ^zz++++=EXTRAWORD
the ^ati++++=the
dish ^nn++++=dish
is ^vbz+bez+vrb++=is
quite ^rb++++=quite
empty ^jj+pred+++=empty
only ^rb+down+++=only
a ^at++++=a
bit ^nn++++=bit
of ^in++++=of
the ^ati++++=the
hacked ^jj+atrb++xvbn+=hacked
crust ^nn++++=crust."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
Cossacks ^np+++??+=Cossacks,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
are ^vb+ber+aux++=are
said ^vpsv++agls+xvbnx+=said
to ^to+vcmp+++=to
be ^vbi++vrb++=be
immoderately ^jj++++=immoderately
fond ^jj++++=fond
of ^in++++=of
fat ^nn++++=fat,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
observed ^vbn+vprv+tht0+xvbn+=observed
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
Hetman ^np+++??+=Hetman
was ^vbd+bedz+vrb++=was
hardly ^rb+down+++=hardly
so ^rb+emph+++=so
charitable ^jj++++=charitable
as ^ql++++=as
you ^pp2+pp2+++=you
thought ^vbd+++xvbn+=thought."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
noble ^jj+atrb+++=noble
charity ^nn+nom+++=charity,
, ^zz++++=EXTRAWORD
upon ^in++++=upon
the ^ati++++=the
whole ^nn++++=whole,
, ^zz++++=EXTRAWORD
for ^in++++=for
all ^abn++++=all
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
See ^vb+vprv+++=See,
, ^zz++++=EXTRAWORD
even ^rb++++=even
Gog ^np+++??+=Gog
and ^cc++++=and
Magog ^np+++??+=Magog
yonder ^jjb++++=yonder,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
other ^ap++++=other
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
hall ^nn++++=hall
fairly ^rb++++=fairly
laugh ^vb++++=laugh
out ^rp+pl+++=out
their ^pp$+pp3+++=their
delight ^nn++++=delight
at ^rb++++=at
the ^ati++++=the
scene ^nn++++=scene."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
think ^vb+vprv+++=think,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
hinted ^vbn+vpub+tht0+xvbn+=hinted
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
the ^ati++++=the
sculptor ^nn++++=sculptor,
, ^zz++++=EXTRAWORD
whoever ^whp+who+++=whoever
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
carved ^j+++xvbn+=carved
the ^ati++++=the
laugh ^nn++++=laugh
too ^ql++++=too
much ^ap++++=much
into ^in++++=into
a ^at++++=a
grin ^nn++++=grin
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
sardonical ^jj+atrb+++=sardonical
grin ^nn++++=grin?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
as ^ql++++=as
you ^pp2+pp2+++=you
take ^vb++++=take
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
see ^vb+vprv+++=see
now ^rn+tm+++=now
I ^pp1a+pp1+++0=I'd
'd ^md+prd+vrb++=EXTRAWORD
wager ^jjr++++=wager
a ^at++++=a
guinea ^nn++++=guinea
the ^ati++++=the
Lord ^npt++++=Lord
Mayor ^np++++=Mayor's
's ^$++++=EXTRAWORD
lady ^npt++++=lady
dipped ^vbd+++xvbn+=dipped
her ^pp$+pp3+++=her
golden ^jj+atrb+++=golden
spoon ^nn++++=spoon
into ^in++++=into
yonder ^jjb++++=yonder
golden ^jj++++=golden-hued
- ^zz++++=EXTRAWORD
hued ^jj+atrb++xvbn+=EXTRAWORD
jelly ^nn++++=jelly.
. ^zz++++=EXTRAWORD
See ^vb+vprv+++=See,
, ^zz++++=EXTRAWORD
the ^ati++++=the
jelly ^nn++++=jelly-eyed
- ^zz++++=EXTRAWORD
eyed ^vbd+++xvbn+=EXTRAWORD
old ^jj+atrb+++=old
body ^nn++++=body
has ^vbz+hvz+aux++=has
slipped ^vprf+++xvbnx+=slipped
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
in ^in++++=in
one ^cd1++++=one
broad ^jj+atrb+++=broad
gulp ^nn++++=gulp,
, ^zz++++=EXTRAWORD
down ^rp++++=down
his ^pp$+pp3+++=his
throat ^nn++++=throat."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Peace
peace ^nn++++=EXTRAWORD
to ^in++++=to
that ^dt+dem+++=that
jelly ^nn++++=jelly!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
breathed ^vbd+++xvbn+=breathed
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
a ^at++++=a
generous ^jj++++=generous,
, ^zz++++=EXTRAWORD
noble ^jj+atrb+++=noble,
, ^zz++++=EXTRAWORD
magnanimous ^jj+atrb+++=magnanimous
charity ^nn+nom+++=charity
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
! ^zz++++=!
unheard ^jj++++=unheard
of ^in++++=of
in ^in++++=in
any ^dti++++=any
country ^nn++++=country
but ^cc++++=but
England ^np++++=England,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
feeds ^nns++++=feeds
her ^pp3o+pp3+++=her
very ^ql+amp+++=very
beggars ^nns++++=beggars
with ^in++++=with
golden ^jj++++=golden-hued
- ^zz++++=EXTRAWORD
hued ^jj+atrb++xvbn+=EXTRAWORD
jellies ^nns++++=jellies."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
not ^xnot++not++=not
three ^cd++++=three
times ^nns++++=times
every ^at++++=every
day ^nn++++=day,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
friend ^nn++++=friend.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
really ^rb+emph+++=really
think ^vb+vprv+++=think
that ^tht+vcmp+++=that
jellies ^nns++++=jellies
are ^vb+ber+vrb++=are
the ^ati++++=the
best ^jjt+atrb+++=best
sort ^nn++++=sort
of ^in++++=of
relief ^nn++++=relief
you ^pp2+pp2+++=you
can ^md+pos+++=can
furnish ^vb++++=furnish
to ^in++++=to
beggars ^nns++++=beggars
? ^zz++++=?
Would ^md+prd+++=Would
not ^xnot++not++=not
plain ^nn++++=plain
beef ^nn++++=beef
and ^cc++++=and
bread ^nn++++=bread,
, ^zz++++=EXTRAWORD
with ^in++++=with
something ^pn++++=something
to ^to++++=to
do ^vbi++++=do,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
be ^vb+be+aux++=be
paid ^vpsv++agls+xvbnx+=paid
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
be ^vb+be+vrb++=be
better ^jjr+pred+++=better?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
plain ^nn++++=plain
beef ^nn++++=beef
and ^cc++++=and
bread ^nn++++=bread
were ^vbd+bed+aux++=were
not ^xnot++not++=not
eaten ^vbd+++xvbn+=eaten
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
Emperors ^nns++++=Emperors,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
prince ^npt++++=prince-regents,
- ^zz++++=EXTRAWORD
regents ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
kings ^nns++++=kings,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
field ^nn++++=field
marshals ^nns+nom+++=marshals
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
often ^rb++++=often
dine ^vb++++=dine
on ^in++++=on
plain ^nn++++=plain
beef ^nn++++=beef
and ^cc++++=and
bread ^nn++++=bread.
. ^zz++++=EXTRAWORD
So ^cs+sub+++=So
the ^ati++++=the
leavings ^nns+++??+=leavings
are ^vb+ber+vrb++=are
according ^in+strn+++=according.
. ^zz++++=EXTRAWORD
Tell ^vb++++=Tell
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
can ^md+pos+++=can
you ^pp2+pp2+++=you
expect ^vb+vprv+++=expect
that ^tht+vcmp+++=that
the ^ati++++=the
crumbs ^nns++++=crumbs
of ^in++++=of
kings ^nns++++=kings
can ^md+pos+++=can
be ^vb+be+vrb++=be
like ^in++++=like
the ^ati++++=the
crumbs ^nns++++=crumbs
of ^in++++=of
squirrels ^nns++++=squirrels?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You!
you ^pp2+pp2+++=EXTRAWORD
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mean ^vb+vprv+tht0++=mean
you ^pp2+pp2+++=you!
! ^zz++++=EXTRAWORD
stand ^vb++++=stand
aside ^rp++++=aside,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
else ^rb+cnj+++=else
be ^vb+be+aux++=be
served ^vpsv++agls+xvbnx+=served
and ^cc++++=and
away ^rp+pl+++=away!
! ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here,
, ^zz++++=EXTRAWORD
take ^vb++++=take
this ^dt+dem+++=this
pasty ^nn+++??+=pasty,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
be ^vb+be+vrb++=be
thankful ^jj+pred+++=thankful
that ^tht+jcmp+++=that
you ^pp2+pp2+++=you
taste ^nn++++=taste
of ^in++++=of
the ^ati++++=the
same ^ap++++=same
dish ^nn++++=dish
with ^in++++=with
her ^pp$+pp3+++=her
Grace ^nn++++=Grace
the ^ati++++=the
Duchess ^nns+nom+++=Duchess
of ^in++++=of
Devonshire ^np++++=Devonshire.
. ^zz++++=EXTRAWORD
Graceless ^np+++??+=Graceless
ragamuffin ^nn+++??+=ragamuffin,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
hear ^vb+vprv+++=hear?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
These ^dt+dem+++=These
words ^nns++++=words
were ^vbd+bed+aux++=were
bellowed ^vpsv++agls+xvbnx+=bellowed
at ^rb++++=at
me ^pp1o+pp1+++=me
through ^in++++=through
the ^ati++++=the
din ^nn+++??+=din
by ^in++++=by
a ^at++++=a
red ^jj++++=red-gowned
- ^zz++++=EXTRAWORD
gowned ^jj+++xvbn+=EXTRAWORD
official ^jj++++=official
nigh ^rb++++=nigh
the ^ati++++=the
board ^nn++++=board.
. ^zz++++=EXTRAWORD
" ^zz++++="Surely
surely ^rb++++=EXTRAWORD
he ^pp3a+pp3+++=he
does ^vbz+doz+vrb++=does
not ^xnot++not++=not
mean ^jj++++=mean
me ^pp1o+pp1+++=me"
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
I ^pp1a+pp1+++=I
to ^in++++=to
my ^pp$+pp1+++=my
guide ^nn++++=guide;
; ^zz++++=EXTRAWORD
" ^zz++++="he
he ^pp3a+pp3+++=EXTRAWORD
has ^vbz+hvz+vrb++=has
not ^xnot++not++=not
confounded ^jj++++=confounded
me ^pp1o+pp1+++=me
with ^in++++=with
the ^ati++++=the
rest ^nn++++=rest."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
is ^vbz+bez+aux++=is
known ^vpsv++by+xvbnx+=known
by ^in++++=by
the ^ati++++=the
company ^nn++++=company
he ^pp3a+pp3+++=he
keeps ^vbz++++=keeps,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
smiled ^vbd+++xvbn+=smiled
my ^pp$+pp1+++=my
guide ^nn++++=guide.
. ^zz++++=EXTRAWORD
" ^zz++++="See!
see ^vb+vprv+++=EXTRAWORD
! ^zz++++=EXTRAWORD
not ^xnot++not++=not
only ^rb+down+++=only
stands ^vbz++++=stands
your ^pp$+pp2+++=your
hat ^nn++++=hat
awry ^rb++++=awry
and ^cc++++=and
bunged ^vpsv++agls+xvbn+=bunged
on ^in++++=on
your ^pp$+pp2+++=your
head ^nn++++=head,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
your ^pp$+pp2+++=your
coat ^nn++++=coat
is ^vbz+bez+aux++=is
fouled ^vpsv++agls+xvbnx+=fouled
and ^cc++++=and
torn ^jj+++xvbn+=torn.
. ^zz++++=EXTRAWORD
Nay ^uh++++=Nay,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried
to ^in++++=to
the ^ati++++=the
red ^jj++++=red-gown,
- ^zz++++=EXTRAWORD
gown ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++="this
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
an ^at++++=an
unfortunate ^jj+atrb+++=unfortunate
friend ^nn++++=friend;
; ^zz++++=EXTRAWORD
a ^at++++=a
simple ^jj+atrb+++=simple
spectator ^nn++++=spectator,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
assure ^vb++++=assure
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ah!
ah ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
lad ^nn++++=lad?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
responded ^vbd+++xvbn+=responded
the ^ati++++=the
red ^jj++++=red-gown,
- ^zz++++=EXTRAWORD
gown ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
in ^in++++=in
familiar ^jj+atrb+++=familiar
recognition ^nn+nom+++=recognition
of ^in++++=of
my ^pp$+pp1+++=my
guide ^nn++++=guide
a ^at++++=a
personal ^jj+atrb+++=personal
friend ^nn++++=friend
as ^ql++++=as
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed;
; ^zz++++=EXTRAWORD
" ^zz++++="well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
convey ^vb++++=convey
your ^pp$+pp2+++=your
friend ^nn++++=friend
out ^rp+pl+++=out
forthwith ^rb++++=forthwith.
. ^zz++++=EXTRAWORD
Mind ^nn++++=Mind
the ^ati++++=the
grand ^jj+atrb+++=grand
crash ^nn++++=crash;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
will ^md+prd+++=will
soon ^rb+tm+++=soon
be ^vb+be+aux++=be
coming ^vbg+++xvbgx+=coming;
; ^zz++++=EXTRAWORD
hark ^nn+++??+=hark!
! ^zz++++=EXTRAWORD
now ^rn+dspt+++=now!
! ^zz++++=EXTRAWORD
away ^rp+pl+++=away
with ^in++++=with
him ^pp3o+pp3+++=him!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Too ^ql++++=Too
late ^jj++++=late.
. ^zz++++=EXTRAWORD
The ^ati++++=The
last ^jj+atrb+++=last
dish ^nn++++=dish
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
seized ^vpsv++agls+xvbnx+=seized.
. ^zz++++=EXTRAWORD
The ^ati++++=The
yet ^rb++++=yet
unglutted ^vwbn+++xvbn+=unglutted
mob ^nn++++=mob
raised ^vbd+++xvbn+=raised
a ^at++++=a
fierce ^nn++++=fierce
yell ^vb++++=yell,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
wafted ^vbd+++xvbn+=wafted
the ^ati++++=the
banners ^nns+nom+++=banners
like ^in++++=like
a ^at++++=a
strong ^jj+atrb+++=strong
gust ^nn++++=gust,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
filled ^vbd+++xvbn+=filled
the ^ati++++=the
air ^nn++++=air
with ^in++++=with
a ^at++++=a
reek ^nn+++??+=reek
as ^in++++=as
from ^in"++++=from
sewers ^nns++++=sewers.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
surged ^vbd+++xvbnx+=surged
against ^in++++=against
the ^ati++++=the
tables ^nns++++=tables,
, ^zz++++=EXTRAWORD
broke ^j+++xvbn+=broke
through ^in++++=through
all ^abn++++=all
barriers ^nns+nom+++=barriers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
billowed ^vpsv++agls+xvbn+=billowed
over ^in++++=over
the ^ati++++=the
hall ^npl++++=hall
their ^pp$+pp3+++=their
bare ^jj+atrb+++=bare
tossed ^jj+atrb++xvbn+=tossed
arms ^nns++++=arms
like ^in++++=like
the ^ati++++=the
dashed ^jj+atrb++xvbn+=dashed
ribs ^nns++++=ribs
of ^in++++=of
a ^at++++=a
wreck ^nn++++=wreck.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
me ^vbi++++=me
as ^cs+sub+++=as
if ^cs+cnd+++=if
a ^at++++=a
sudden ^jj+atrb+++=sudden
impotent ^jj+atrb+++=impotent
fury ^nn++++=fury
of ^in++++=of
fell ^vbd+++xvbn+=fell
envy ^nn++++=envy
possessed ^vbd+++xvbn+=possessed
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
one ^cd1++++=one
half-hour ^nn++++=half-hour's
's ^$++++=EXTRAWORD
peep ^nn++++=peep
at ^in++++=at
the ^ati++++=the
mere ^jjb+atrb+++=mere
remnants ^nns+nom+++=remnants
of ^in++++=of
the ^ati++++=the
glories ^nns++++=glories
of ^in++++=of
the ^ati++++=the
Banquets ^nns++++=Banquets
of ^in++++=of
Kings ^nns++++=Kings;
; ^zz++++=EXTRAWORD
the ^ati++++=the
unsatisfying ^jj+atrb++xvbg+=unsatisfying
mouthfuls ^nns+nom+++=mouthfuls
of ^in++++=of
disemboweled ^jj+atrb++xvbn+=disemboweled
pasties ^nns+++??+=pasties,
, ^zz++++=EXTRAWORD
plundered ^vprf+++xvbn+=plundered
pheasants ^nns+nom+++=pheasants,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
half ^abn++++=half-sucked
- ^zz++++=EXTRAWORD
sucked ^vbd+++xvbn+=EXTRAWORD
jellies ^nns++++=jellies,
, ^zz++++=EXTRAWORD
served ^j+++xvbn+=served
to ^to++++=to
remind ^vbi++++=remind
them ^pp3o+pp3+++=them
of ^in++++=of
the ^ati++++=the
intrinsic ^jj+atrb+++=intrinsic
contempt ^nn++++=contempt
of ^in++++=of
the ^ati++++=the
alms ^nns+++??+=alms.
. ^zz++++=EXTRAWORD
In ^in++++=In
this ^dt+dem+++=this
sudden ^jj+atrb+++=sudden
mood ^nn++++=mood,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
whatever ^nn+nom+++=whatever
mysterious ^jj+atrb+++=mysterious
thing ^nn++++=thing
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
that ^tht+vcmp+++=that
now ^rn+tm+++=now
seized ^vbd+++xvbn+=seized
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
Lazaruses ^np+++??+=Lazaruses
seemed ^vbd+seem++xvbn+=seemed
ready ^jj++++=ready
to ^to+jcmp+++=to
spew ^vb+++??+=spew
up ^rp++++=up
in ^in++++=in
repentant ^nn+nom+++=repentant
scorn ^nn++++=scorn
the ^ati++++=the
contumelious ^jj+atrb+++=contumelious
crumbs ^nns++++=crumbs
of ^in++++=of
Dives ^nns++++=Dives.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+dem+++=EXTRAWORD
way ^nn++++=way,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
way ^nn++++=way!
! ^zz++++=EXTRAWORD
stick ^vb++++=stick
like ^in++++=like
a ^at++++=a
bee ^nn++++=bee
to ^in++++=to
my ^pp$+pp1+++=my
back ^jjb++++=back,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
intensely ^rb+amp+++=intensely
whispered ^vbd+vpub++xvbn+=whispered
my ^pp$+pp1+++=my
guide ^nn++++=guide.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
friend ^nn++++=friend
there ^rn+pl+++=there
has ^vbz+hvz+aux++=has
answered ^vprf+++xvbnx+=answered
my ^pp$+pp1+++=my
beck ^nn++++=beck,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thrown ^vwbn+++xvbn+=thrown
open ^jj+atrb+++=open
yon ^nn+++??+=yon
private ^jj+atrb+++=private
door ^nn++++=door
for ^in++++=for
us ^pp1o+pp1+++=us
two ^cd++++=two.
. ^zz++++=EXTRAWORD
Wedge ^np+++??+=Wedge
wedge ^nn++++=wedge
in ^in++++=in
quick ^jj++++=quick,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
goes ^vbz++++=goes
your ^pp$+pp2+++=your
bunged ^vbd+++xvbn+=bunged
hat ^nn++++=hat
never ^rb++++=never
stop ^vb++++=stop
for ^in++++=for
your ^pp$+pp2+++=your
coat ^nn++++=coat-tail
- ^zz++++=EXTRAWORD
tail ^nn++++=EXTRAWORD
hit ^vbd+++xvbn+=hit
that ^dt+dem+++=that
man ^nn++++=man
strike ^nn++++=strike
him ^pp3o+pp3+++=him
down ^in+strn+++=down!
! ^zz++++=EXTRAWORD
hold ^nn++++=hold!
! ^zz++++=EXTRAWORD
jam ^vb++++=jam!
! ^zz++++=EXTRAWORD
now ^rn+dspt+++=now!
! ^zz++++=EXTRAWORD
wrench ^nn++++=wrench
along ^in++++=along
for ^in++++=for
your ^pp$+pp2+++=your
life ^nn++++=life
! ^zz++++=!
ha ^uh++++=ha!
! ^zz++++=EXTRAWORD
here ^rn+pl+++=here
we ^pp1a+pp1+++=we
breathe ^vb++++=breathe
freely ^rb++++=freely
; ^zz++++=;
thank ^vb++++=thank
God ^nn++++=God!
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
faint ^vb++++=faint.
. ^zz++++=EXTRAWORD
Ho ^uh++++=Ho!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Never
never ^rb++++=EXTRAWORD
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
fresh ^jj+atrb+++=fresh
air ^nn++++=air
revives ^nns++++=revives
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
inhaled ^vbd+++xvbnx+=inhaled
a ^ap++++=a
few ^ap"++++=few
more ^ql++++=more
breaths ^nns++++=breaths
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
felt ^vbd+vprv++xvbn+=felt
ready ^jj++++=ready
to ^to+jcmp+++=to
proceed ^vbi++++=proceed.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
now ^rn+tm+++=now
conduct ^nn++++=conduct
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
good ^jj+atrb+++=good
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
by ^in++++=by
some ^dti++++=some
front ^jjb+atrb+++=front
passage ^nn+nom+++=passage
into ^in++++=into
Cheapside ^np+++??+=Cheapside,
, ^zz++++=EXTRAWORD
forthwith ^rb++++=forthwith.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
must ^md+nec+++=must
home ^vb++++=home."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
sidewalk ^nn++++=sidewalk
though ^rb+cnj+++=though.
. ^zz++++=EXTRAWORD
Look ^vb++++=Look
at ^rb++++=at
your ^pp$+pp2+++=your
dress ^nn++++=dress.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
must ^md+nec+++=must
get ^vb++++=get
a ^at++++=a
hack ^nn+++??+=hack
for ^in++++=for
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+++=suppose
so ^rb+cnj+++=so,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
ruefully ^rb++++=ruefully
eyeing ^vbg+++xvbg+=eyeing
my ^pp$+pp1+++=my
tatters ^nns+nom+++=tatters,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
glancing ^vbg+++xvbg+=glancing
in ^in++++=in
envy ^nn++++=envy
at ^rb++++=at
the ^ati++++=the
close ^jj++++=close-buttoned
- ^zz++++=EXTRAWORD
buttoned ^vbd+++xvbn+=EXTRAWORD
coat ^nn++++=coat
and ^cc++++=and
flat ^jj+atrb+++=flat
cap ^nn++++=cap
of ^in++++=of
my ^pp$+pp1+++=my
guide ^nn++++=guide,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
defied ^vbd+++xvbn+=defied
all ^rb++++=all
tumblings ^nns+nom+++=tumblings
and ^cc++++=and
tearings ^nns+++??+=tearings.
. ^zz++++=EXTRAWORD
" ^zz++++="There,
there ^rn+pl+++=EXTRAWORD
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
honest ^jj++++=honest
fellow ^jjb++++=fellow,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
put ^vbd+++xvbnx+=put
me ^pp1o+pp1+++=me
into ^in++++=into
the ^ati++++=the
hack ^nn+++??+=hack,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tucked ^vpsv++agls+xvbn+=tucked
in ^rb+phrv+++=in
me ^pp1o+pp1+++=me
and ^cc++++=and
my ^pp$+pp1+++=my
rags ^nns++++=rags,
, ^zz++++=EXTRAWORD
" ^zz++++="when
when ^wrb+who+++=EXTRAWORD
you ^pp2+pp2+++=you
get ^vb++++=get
back ^rb+phrv+++=back
to ^in++++=to
your ^pp$+pp2+++=your
own ^ap++++=own
country ^nn++++=country,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
say ^vb+vpub+tht0++=say
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
witnessed ^vprf+++xvbnx+=witnessed
the ^ati++++=the
greatest ^nn++++=greatest
of ^in++++=of
all ^abn++++=all
England ^np++++=England's
