Heavy ^jj+atrb+++=Heavy
sent ^vprf+++xvbnx+=sent
my ^pp$+pp1+++=my
friends ^nns++++=friends
to ^to++++=to
propose ^vbi++++=propose
for ^in++++=for
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
right ^jj++++=right!
! ^zz++++=EXTRAWORD
Right ^jj++++=Right
before ^in++++=before
the ^ati++++=the
law ^nn++++=law;
; ^zz++++=EXTRAWORD
without ^in++++=without
sin ^nn++++=sin,
, ^zz++++=EXTRAWORD
without ^in++++=without
shame ^nn++++=shame.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
my ^pp$+pp1+++=my
mistake ^nn++++=mistake,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+dem+++=this
mistake ^nn++++=mistake
will ^md+prd+++=will
take ^vb++++=take
away ^rb+phrv+++=away
from ^in"++++=from
me ^pp1o+pp1+++=me
five ^cd++++=five
or ^cc++++=or
ten ^cd++++=ten
years ^nns++++=years
of ^in++++=of
my ^pp$+pp1+++=my
life ^nn++++=life.
. ^zz++++=EXTRAWORD
Such ^abl++++=Such
a ^at++++=a
mistake ^nn++++=mistake
as ^ql++++=as
that ^dt+pdem+++=that
makes ^vbz++++=makes
an ^at++++=an
old ^jj+atrb+++=old
man ^nn++++=man
of ^in++++=of
one ^pn++++=one
before ^cs+sub+++=before
one ^cd1++++=one's
's ^vbz+bez+vrb++0=EXTRAWORD
time ^nn++++=time."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Silan ^np+++??+=Silan
Petroff ^np+++??+=Petroff
spoke ^vbd+++xvbn+=spoke
with ^in++++=with
decision ^nn++++=decision,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
quietly ^rb+cnj+++=quietly,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while,
, ^zz++++=EXTRAWORD
an ^at++++=an
expression ^nn++++=expression
of ^in++++=of
inflexible ^jj+atrb+++=inflexible
determination ^nn+nom+++=determination
flashed ^vbd+++xvbn+=flashed
from ^in++++=from
his ^pp$+pp3+++=his
face ^nn++++=face,
, ^zz++++=EXTRAWORD
giving ^jj+++xvbg+=giving
him ^pp3o+pp3+++=him
the ^ati++++=the
appearance ^nn+nom+++=appearance
of ^in++++=of
a ^at++++=a
man ^nn++++=man
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
ready ^jj+pred+++=ready
then ^rn+tm+++=then
and ^cc+phrs+++=and
there ^rn+pl+++=there
to ^to++++=to
fight ^vbi++++=fight
and ^cc++++=and
struggle ^nn++++=struggle
for ^in++++=for
the ^ati++++=the
right ^nn++++=right
to ^to+ncmp+++=to
love ^vb++++=love.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
right ^jj++++=right
now ^rn+tm+++=now;
; ^zz++++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
trouble ^nn++++=trouble
yourself ^ppl+pp2+++=yourself
any ^dti++++=any
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
have ^vb+hv+aux++=have
talked ^vprf+++xvbnx+=talked
about ^in++++=about
it ^pp3+it+++=it
more ^ql++++=more
than ^cs+sub+++=than
once ^rb+tm+++=once
already ^rb+cnj+++=already,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
whispered ^vbd+vpub++xvbn+=whispered
Marka ^np+++??+=Marka,
, ^zz++++=EXTRAWORD
freeing ^nn++++=freeing
herself ^ppl+pp3+++=herself
gently ^rb++++=gently
from ^in++++=from
his ^pp$+pp3+++=his
arms ^nns++++=arms,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
returning ^jj+++xvbg+=returning
to ^in++++=to
her ^pp$+pp3+++=her
oar ^nn++++=oar.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
began ^vbd+++xvbnx+=began
working ^nvbg+++xvbg+=working
his ^pp$+pp3+++=his
pole ^nn++++=pole
backward ^jj++++=backward
and ^cc++++=and
forward ^rb+cnj+++=forward,
, ^zz++++=EXTRAWORD
rapidly ^rb++++=rapidly
and ^cc+phrs+++=and
energetically ^rb+cnj+++=energetically,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
wished ^vbd+vprv++xvbnx+=wished
to ^to+vcmp+++=to
get ^vbi++++=get
rid ^xvbn+++xvbn+=rid
of ^in++++=of
the ^ati++++=the
load ^nn++++=load
that ^tht+rel+subj++=that
weighed ^vbd+++xvbn+=weighed
on ^in++++=on
his ^pp$+pp3+++=his
breast ^nn++++=breast,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
cast ^nn+++xvbn+=cast
a ^at++++=a
shadow ^nn++++=shadow
over ^in++++=over
his ^pp$+pp3+++=his
fine ^jj+atrb+++=fine
face ^nn++++=face.
. ^zz++++=EXTRAWORD
Day ^nn++++=Day
broke ^vbd+++xvbn+=broke
gradually ^rb++++=gradually.
. ^zz++++=EXTRAWORD
The ^ati++++=The
clouds ^nns++++=clouds,
, ^zz++++=EXTRAWORD
losing ^jj+++xvbg+=losing
their ^pp$+pp3+++=their
density ^nn+nom+++=density,
, ^zz++++=EXTRAWORD
crept ^j+++xvbn+=crept
slowly ^rb++++=slowly
away ^rp+pl+++=away
on ^in++++=on
every ^at++++=every
side ^nn++++=side,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
reluctantly ^rb++++=reluctantly
giving ^jj+atrb++xvbg+=giving
place ^nn++++=place
to ^in++++=to
the ^ati++++=the
sunlight ^nn++++=sunlight.
. ^zz++++=EXTRAWORD
The ^ati++++=The
surface ^nn++++=surface
of ^in++++=of
the ^ati++++=the
river ^nn++++=river
grew ^vbd+++xvbn+=grew
lighter ^jjr++++=lighter,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
took ^vpsv++agls+xvbn+=took
on ^rb+phrv+++=on
it ^pp3+it+++=it
the ^ati++++=the
cold ^jj+atrb+++=cold
gleam ^nn++++=gleam
of ^in++++=of
polished ^jj+atrb+++=polished
steel ^nn++++=steel.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
long ^rb++++=long
ago ^rb++++=ago
he ^pp3a+pp3+++=he
talked ^vbd+++xvbnx+=talked
with ^in++++=with
me ^pp1o+pp1+++=me
about ^in++++=about
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
' ^zz++++='Father,'
father ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='is
is ^vbz+bez+vrb++=EXTRAWORD
it ^pp3+it+++=it
not ^xnot++not++=not
a ^at++++=a
deadly ^rb++++=deadly
shame ^vb++++=shame
for ^in++++=for
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
me ^pp1o+pp1+++=me?
? ^zz++++=EXTRAWORD
Give ^vb++++=Give
her ^pp$+pp3+++=her
up ^rp++++=up!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
meant ^vbd+vprv+tht0+xvbnx+=meant
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
explained ^vbd+vpub++xvbn+=explained
Silan ^np+++??+=Silan,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
smiled ^vbd+++xvbn+=smiled.
. ^zz++++=EXTRAWORD
" ^zz++++="'Give
' ^zz++++=EXTRAWORD
give ^vb++++=EXTRAWORD
her ^pp$+pp3+++=her
up ^rp++++=up,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said;
; ^zz++++=EXTRAWORD
' ^zz++++='return
return ^vb++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
right ^jj+atrb+++=right
path ^nn++++=path!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='My
my ^pp$+pp1+++=EXTRAWORD
dear ^jj+atrb+++=dear
son ^nn++++=son,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='go
go ^vb++++=EXTRAWORD
away ^rp+pl+++=away
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
want ^vb++++=want
to ^to+vcmp+++=to
save ^vbi++++=save
your ^pp$+pp2+++=your
skin ^nn++++=skin!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
tear ^vb++++=tear
you ^pp2+pp2+++=you
to ^in++++=to
pieces ^nns++++=pieces
like ^in++++=like
a ^at++++=a
rotten ^jj+atrb+++=rotten
rag ^nn++++=rag!
! ^zz++++=EXTRAWORD
There ^ex+pex+++=There
will ^md+prd+++=will
be ^vb+be+aux++=be
nothing ^pn++++=nothing
left ^vbd+++xvbn+=left
of ^in++++=of
your ^pp$+pp2+++=your
great ^jj+atrb+++=great
virtue ^nn++++=virtue!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
sorrow ^nn++++=sorrow
to ^in++++=to
me ^pp1o+pp1+++=me
to ^to++++=to
think ^vbi+vprv+++=think
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
your ^pp$+pp2+++=your
father ^nn++++=father!
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
puny ^jj+atrb+++=puny
wretch ^nn++++=wretch!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
trembled ^vbd+++xvbnx+=trembled.
. ^zz++++=EXTRAWORD
' ^zz++++='Father,'
father ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='am
am ^vb+bem+vrb++=EXTRAWORD
I ^pp1a+pp1+++=I
in ^in++++=in
the ^ati++++=the
wrong ^jj++++=wrong?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
are ^vb+ber+vrb++=are,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='you
you ^pp2+pp2+++=EXTRAWORD
whining ^vbg+++xvbg+=whining
cur ^nn++++=cur,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
in ^in++++=in
my ^pp$+pp1+++=my
way ^nn++++=way!
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
are ^vb+ber+vrb++=are,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='because
because ^cs+cos+++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
stand ^vb++++=stand
up ^rp++++=up
for ^in++++=for
yourself ^ppl+pp2+++=yourself!
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
lifeless ^jj+atrb+++=lifeless,
, ^zz++++=EXTRAWORD
rotten ^jj+atrb+++=rotten
carrion ^nn+++??+=carrion!
! ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
only ^rb+cnj+++=only,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='you
you ^pp2+pp2+++=EXTRAWORD
were ^vbd+bed+vrb++=were
strong ^jj+pred+++=strong,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
could ^md+pos+++=could
kill ^vb++++=kill
you ^pp2+pp2+++=you;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
even ^cs+sub+++=even
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
possible ^jj++++=possible!
! ^zz++++=EXTRAWORD
One ^cd1++++=One
pities ^nn++++=pities
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
poor ^jj+atrb+++=poor,
, ^zz++++=EXTRAWORD
wretched ^jj+atrb+++=wretched
creature ^nn++++=creature!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
only ^ap+down+++=only
wept ^vprf+++xvbn+=wept.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
Marka ^np+++??+=Marka!
! ^zz++++=EXTRAWORD
This ^dt+dem+++=This
sort ^nn++++=sort
of ^in++++=of
thing ^nn++++=thing
makes ^vbz++++=makes
one ^cd1++++=one
good ^jj++++=good
for ^in++++=for
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
Any ^dti++++=Any
one ^cd1++++=one
else ^rb+cnj+++=else
would ^md+prd+++=would
would ^md+prd+++=would
get ^vb++++=get
their ^pp$+pp3+++=their
heads ^nns++++=heads
out ^rp+pl+++=out
of ^in++++=of
this ^dt+dem+++=this
noose ^nn+++??+=noose
as ^ql++++=as
soon ^rb+tm+++=soon
as ^in++++=as
possible ^jj++++=possible,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are
in ^in++++=in
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
shall ^md+prd+++=shall
perhaps ^rb++splt++=perhaps
tighten ^vb++++=tighten
it ^pp3+it+++=it
round ^rp++++=round
each ^ppls++++=each
other's ^ppls++++=other's
necks ^nns++++=necks!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
mean ^vb+vprv+++=mean?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Marka ^np+++??+=Marka,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
at ^rb++++=at
him ^pp3o+pp3+++=him
fearfully ^rb+cnj+++=fearfully,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
stood ^vbd+++xvbnx+=stood
there ^rn+pl+++=there
grim ^jj++++=grim,
, ^zz++++=EXTRAWORD
strong ^jj++++=strong
and ^cc++++=and
cold ^nn++++=cold.
. ^zz++++=EXTRAWORD
" ^zz++++="Nothing!
nothing ^pn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
he ^pp3a+pp3+++=he
were ^vbd+bed+aux++=were
to ^to++++=to
die ^vbi++++=die!
! ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
all ^rb++++=all.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
he ^pp3a+pp3+++=he
were ^vbd+bed+aux++=were
to ^to++++=to
die ^vbi++++=die
what ^wdt+who+++=what
a ^at++++=a
good ^jj+atrb+++=good
thing ^nn++++=thing
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be!
! ^zz++++=EXTRAWORD
Everything ^pn++++=Everything
would ^md+prd+++=would
be ^vb+be+vrb++=be
straight ^jj+pred+++=straight
then ^rn+tm+++=then!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
give ^vb++++=give
all ^abn++++=all
my ^pp$+pp1+++=my
land ^nn++++=land
to ^in++++=to
your ^pp$+pp2+++=your
family ^nn++++=family,
, ^zz++++=EXTRAWORD
to ^to++++=to
make ^vbi++++=make
them ^pp3o+pp3+++=them
shut ^vbd+++xvbn+=shut
their ^pp$+pp3+++=their
mouths ^nns++++=mouths;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
two ^cd++++=two
might ^md+pos+++=might
go ^vb++++=go
to ^in++++=to
Siberia ^np++++=Siberia,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
somewhere ^rb++++=somewhere
far ^rb+pl+++=far
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
would ^md+prd+++=would
ask ^vb++++=ask,
, ^zz++++=EXTRAWORD
' ^zz++++='Who
who ^whp+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
she ^pp3a+pp3+++=she?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='My
my ^pp$+pp1+++=EXTRAWORD
wife ^nn++++=wife!
! ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
you ^pp2+pp2+++=you
understand ^vb+vprv+++=understand?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
could ^md+pos+++=could
get ^vb++++=get
some ^dti++++=some
sort ^nn++++=sort
of ^in++++=of
paper ^nn++++=paper
or ^cc++++=or
document ^nn+nom+++=document.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
could ^md+pos+++=could
open ^vb++++=open
a ^at++++=a
shop ^nn++++=shop
somewhere ^rb++++=somewhere
in ^in++++=in
a ^at++++=a
village ^nn+nom+++=village,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
live ^vb++++=live.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
we ^pp1a+pp1+++=we
could ^md+pos+++=could
expiate ^nn+nom+++=expiate
our ^pp$+pp1+++=our
sin ^nn++++=sin
before ^in++++=before
God ^np++++=God.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
could ^md+pos+++=could
help ^vb++++=help
other ^ap++++=other
people ^nns++++=people
to ^to++++=to
live ^vbi++++=live,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
would ^md+prd+++=would
help ^vb++++=help
us ^pp1o+pp1+++=us
to ^to++++=to
appease ^vbi++++=appease
our ^pp$+pp1+++=our
consciences ^nns+nom+++=consciences.
. ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Isn't
n't ^xnot++not++0=EXTRAWORD
that ^dt+dem+++=that
so ^ql++++=so,
, ^zz++++=EXTRAWORD
Marsha ^np+++??+=Marsha?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
deep ^jj+atrb+++=deep
sigh ^nn++++=sigh,
, ^zz++++=EXTRAWORD
closing ^nvbg+++xvbg+=closing
her ^pp3o+pp3+++=her
eyes ^nns++++=eyes
as ^cs+sub+++=as
if ^cs+cnd+++=if
in ^in++++=in
thought ^nn+++xvbn+=thought.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
remained ^vbd+++xvbnx+=remained
silent ^jj++++=silent
for ^in++++=for
a ^at++++=a
while ^cs+sub+++=while;
; ^zz++++=EXTRAWORD
the ^ati++++=the
water ^nn++++=water
murmured ^vbd+++xvbn+=murmured.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
sickly ^jj+pred+++=sickly.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
will ^md+prd+++=will,
, ^zz++++=EXTRAWORD
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
die ^vb++++=die
soon ^rb+cnj+++=soon,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Silan ^np+++??+=Silan
after ^in++++=after
a ^at++++=a
time ^nn++++=time.
. ^zz++++=EXTRAWORD
" ^zz++++="Please
please ^uh++++=EXTRAWORD
God ^np++++=God
it ^pp3+it+++=it
may ^md+pos+++=may
be ^vb+be+vrb++=be
soon ^rb+tm+++=soon!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Marka ^np+++??+=Marka,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
in ^in++++=in
prayer ^nn++++=prayer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
making ^vbg+++xvbg+=making
the ^ati++++=the
sign ^nn++++=sign
of ^in++++=of
the ^ati++++=the
cross ^nn++++=cross.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rays ^nns++++=rays
of ^in++++=of
the ^ati++++=the
spring ^nn++++=spring
sun ^nn++++=sun
broke ^vbd+++xvbn+=broke
through ^in++++=through
the ^ati++++=the
clouds ^nns++++=clouds,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
touched ^vbd+++xvbn+=touched
the ^ati++++=the
water ^nn++++=water
with ^in++++=with
rainbow ^nn++++=rainbow
and ^cc++++=and
golden ^jj+atrb+++=golden
tints ^nns++++=tints.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
breath ^nn++++=breath
of ^in++++=of
the ^ati++++=the
wind ^nn++++=wind
all ^rb++++=all
nature ^nn++++=nature
thrilled ^jj++++=thrilled,
, ^zz++++=EXTRAWORD
quickened ^j+++xvbn+=quickened,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
smiled ^vbd+++xvbn+=smiled.
. ^zz++++=EXTRAWORD
The ^ati++++=The
blue ^jj+atrb+++=blue
sky ^nn++++=sky
between ^in++++=between
the ^ati++++=the
clouds ^nns++++=clouds
smiled ^vbd+++xvbn+=smiled
back ^jjb++++=back
at ^in++++=at
the ^ati++++=the
sun ^nn++++=sun-warmed
- ^zz++++=EXTRAWORD
warmed ^xvbn+++xvbn+=EXTRAWORD
waters ^nns++++=waters.
. ^zz++++=EXTRAWORD
The ^ati++++=The
raft ^nn++++=raft,
, ^zz++++=EXTRAWORD
moving ^vbg+++xvbg+=moving
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
left ^j+++xvbn+=left
the ^ati++++=the
clouds ^nns++++=clouds
astern ^rb+pl+++=astern.
. ^zz++++=EXTRAWORD
Gathering ^vbg+++xvbg+=Gathering
in ^in++++=in
a ^at++++=a
thick ^jj+atrb+++=thick
and ^cc+phrs+++=and
heavy ^jj+atrb+++=heavy
mass ^nn++++=mass,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
hung ^vbd+++xvbnx+=hung
motionless ^jj++++=motionless,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dreaming ^vbg+++xvbg+=dreaming
over ^in++++=over
the ^ati++++=the
bright ^jj+atrb+++=bright
river ^nn++++=river,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
seeking ^vbg+++xvbg+=seeking
a ^at++++=a
way ^nn++++=way
to ^to++++=to
escape ^vbi++++=escape
from ^in++++=from
the ^ati++++=the
ardent ^jj+atrb+++=ardent
spring ^nn++++=spring
sun ^nn++++=sun,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
rich ^jj++++=rich
in ^in++++=in
color ^nn++++=color
and ^cc++++=and
in ^in++++=in
joy ^nn++++=joy,
, ^zz++++=EXTRAWORD
seemed ^j+++xvbn+=seemed
the ^ati++++=the
enemy ^nn++++=enemy
of ^in++++=of
these ^dt+dem+++=these
symbols ^nns++++=symbols
of ^in++++=of
winter ^nn++++=winter
tempests ^nns++++=tempests.
. ^zz++++=EXTRAWORD
Ahead ^rb+cnj+++=Ahead,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sky ^nn++++=sky
grew ^vbd+++xvbn+=grew
clearer ^jjr++++=clearer
and ^cc+phrs+++=and
brighter ^jjr++++=brighter,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
morning ^nn++++=morning
sun ^nn++++=sun,
, ^zz++++=EXTRAWORD
powerless ^jj++++=powerless
to ^to++++=to
warm ^vbi++++=warm,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
dazzling ^jj+++xvbg+=dazzling
bright ^jj++++=bright
as ^ql++++=as
it ^pp3+it+++=it
glitters ^nns+nom+++=glitters
in ^in++++=in
early ^nn++++=early
spring ^vb++++=spring,
, ^zz++++=EXTRAWORD
rose ^j+++xvbn+=rose
stately ^jj++++=stately
and ^cc+phrs+++=and
beautiful ^jj++++=beautiful
from ^in++++=from
the ^ati++++=the
purple ^jj++++=purple-gold
- ^zz++++=EXTRAWORD
gold ^nn++++=EXTRAWORD
waves ^nns++++=waves
of ^in++++=of
the ^ati++++=the
river ^nn++++=river,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
mounted ^vbd+++xvbn+=mounted
higher ^jjr++++=higher
and ^cc++++=and
ever ^rb++++=ever
higher ^jjr++++=higher
into ^in++++=into
the ^ati++++=the
blue ^jj+atrb+++=blue
limpid ^nn+++??+=limpid
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
right ^nn++++=right
showed ^vbd+vprv++xvbn+=showed
the ^ati++++=the
brown ^jj+atrb+++=brown,
, ^zz++++=EXTRAWORD
high ^jj+atrb+++=high
banks ^nns++++=banks
of ^in++++=of
the ^ati++++=the
river ^nn++++=river,
, ^zz++++=EXTRAWORD
surmounted ^xvbn+++xvbn+=surmounted
by ^in++++=by
green ^nn++++=green
woods ^nns++++=woods;
; ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
left ^jj+atrb++xvbn+=left
emerald ^nn++++=emerald
green ^jj+atrb+++=green
fields ^nns++++=fields
glittered ^vbd+++xvbn+=glittered
with ^in++++=with
dew ^nn++++=dew
diamonds ^nns++++=diamonds.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
air ^nn++++=air,
, ^zz++++=EXTRAWORD
floated ^j+++xvbn+=floated
the ^ati++++=the
smell ^nn++++=smell
of ^in++++=of
the ^ati++++=the
earth ^nn++++=earth,
, ^zz++++=EXTRAWORD
of ^in++++=of
fresh ^jj+atrb+++=fresh
springing ^jj+atrb++xvbg+=springing
grass ^nn++++=grass,
, ^zz++++=EXTRAWORD
blended ^j+++xvbn+=blended
with ^in++++=with
the ^ati++++=the
aromatic ^jj+atrb+++=aromatic
scent ^nn++++=scent
of ^in++++=of
a ^at++++=a
fir ^nn++++=fir
wood ^nn++++=wood.
. ^zz++++=EXTRAWORD
Sergei ^np+++??+=Sergei
and ^cc++++=and
Mitia ^np+++??+=Mitia
stood ^vbd+++xvbn+=stood
as ^cs+sub+++=as
if ^cs+cnd+++=if
rooted ^jj+++xvbn+=rooted
to ^in++++=to
their ^pp$+pp3+++=their
