( ^zz++++=(1854)SKETCH
onedirection ^nn+nom+++=onedirection,
, ^zz++++=EXTRAWORD
in ^in++++=in
cloudy ^jj+atrb+++=cloudy
weather ^nn++++=weather,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
great ^jj+atrb+++=great
overhanging ^jj+atrb+++=overhanging
height ^nn++++=height
and ^cc++++=and
ruggedcontour ^nn+++??+=ruggedcontour,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
more ^rbr++++=more
especially ^rb++++=especially
a ^at++++=a
peculiar ^jj+atrb+++=peculiar
slope ^nn++++=slope
of ^in++++=of
its ^pp$+it+++=its
broad ^jj+atrb+++=broad
summits ^nns+++??+=summits,
, ^zz++++=EXTRAWORD
giveit ^nn+++??+=giveit
much ^ap++++=much
the ^ati++++=the
air ^nn++++=air
of ^in++++=of
a ^at++++=a
vast ^jj+atrb+++=vast
iceberg ^nn++++=iceberg
drifting ^vwbg+++xvbg+=drifting
in ^in++++=in
tremendous ^jj+atrb+++=tremendous
poise ^nn++++=poise.
. ^zz++++=EXTRAWORD
Itssides ^np+++??+=Itssides
are ^vb+ber+aux++=are
split ^vpsv++agls+xvbnx+=split
with ^in++++=with
dark ^jj+atrb+++=dark
cavernous ^jj+atrb+++=cavernous
recesses ^nns+nom+++=recesses,
, ^zz++++=EXTRAWORD
as ^in++++=as
an ^at++++=an
old ^jj+atrb+++=old
cathedral ^nn+nom+++=cathedral
withits ^nns+++??+=withits
gloomy ^jj+atrb+++=gloomy
lateral ^jj+atrb+++=lateral
chapels ^nns++++=chapels.
. ^zz++++=EXTRAWORD
Drawing ^nvbg+++xvbg+=Drawing
nigh ^rb++++=nigh
one ^pn++++=one
of ^in++++=of
these ^dt+dem+++=these
gorges ^nns+++??+=gorges
from ^in++++=from
sea,after ^jjr++++=sea,after
a ^at++++=a
long ^jj+atrb+++=long
voyage ^nn++++=voyage,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
beholding ^nvbg+++xvbg+=beholding
some ^dti++++=some
tatterdemalion ^jjb+atrb+++=tatterdemalion
outlaw ^nn++++=outlaw,
, ^zz++++=EXTRAWORD
staff ^nn++++=staff
inhand ^nn+++??+=inhand,
, ^zz++++=EXTRAWORD
descending ^vbg+++xvbg+=descending
its ^pp$+it+++=its
steep ^jj+atrb+++=steep
rocks ^nns++++=rocks
toward ^in++++=toward
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
conveys ^vbz++++=conveys
a ^at++++=a
very ^ap+amp+++=very
queeremotion ^nn+nom+++=queeremotion
to ^in++++=to
a ^at++++=a
lover ^nn++++=lover
of ^in++++=of
the ^ati++++=the
picturesque ^nn++++=picturesque.
. ^zz++++=EXTRAWORD
On ^in++++=On
fishing ^xvbg+++xvbg+=fishing
parties ^nns++++=parties
from ^in++++=from
ships ^nns++++=ships,
, ^zz++++=EXTRAWORD
at ^rb++++=at
various ^jj+atrb+++=various
times ^nns++++=times,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
chanced ^vprf+++xvbnx+=chanced
tovisit ^nn+++??+=tovisit
each ^dt++++=each
of ^in++++=of
these ^dt+dem+++=these
groups ^nns++++=groups.
. ^zz++++=EXTRAWORD
The ^ati++++=The
impression ^nn++++=impression
they ^pp3a+pp3+++=they
give ^vb++++=give
to ^in++++=to
the ^ati++++=the
strangerpulling ^nn+nom+++=strangerpulling
close ^nn++++=close
up ^rp++++=up
in ^in++++=in
his ^pp$+pp3+++=his
boat ^nn++++=boat
under ^in++++=under
their ^pp$+pp3+++=their
grim ^jj+atrb+++=grim
cliffs ^nns++++=cliffs
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
surely ^rb++++=surely
hemust ^nn+++??+=hemust
be ^vb+be+vrb++=be
their ^pp$+pp3+++=their
first ^od++++=first
discoverer ^nn+nom+++=discoverer,
, ^zz++++=EXTRAWORD
such ^abl++++=such,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
most ^ap+emph+++=most
part ^nn++++=part,
, ^zz++++=EXTRAWORD
is ^vbz+bez+aux++=is
theunimpaired ^vpsv++agls+xvbnx+=theunimpaired
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
silence ^nn+nom+++=silence
and ^cc++++=and
solitude ^nn++++=solitude.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
way ^nn++++=way,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mode ^nn++++=mode
inwhich ^nn+++??+=inwhich
these ^dt+dem+++=these
isles ^npls++++=isles
were ^vbd+bed+aux++=were
really ^rb+emph+splt++=really
first ^rb++++=first
lighted ^vbd+++xvbn+=lighted
upon ^in++++=upon
by ^in++++=by
Europeans ^nns+nom+++=Europeans
is ^vbz+bez+vrb++=is
notunworthy ^nn+++??+=notunworthy
of ^in++++=of
mention ^nn+nom+++=mention,
, ^zz++++=EXTRAWORD
especially ^rb++++=especially
as ^ql++++=as
what ^wdt+who+++=what
is ^vbz+bez+vrb++=is
about ^md"++pmd"++=about
to ^md+prd+++=to
be ^vbi+vbi+aux++=be
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
likewiseapplies ^nns+++??+=likewiseapplies
to ^in++++=to
the ^ati++++=the
original ^jj+atrb+++=original
discovery ^nn+nom+++=discovery
of ^in++++=of
our ^pp$+pp1+++=our
Encantadas ^np+++??+=Encantadas.
. ^zz++++=EXTRAWORD
Prior ^in+cmpx+++=Prior
to ^in"++++=to
the ^ati++++=the
year ^nn++++=year
1563 ^cd++++=1563,
, ^zz++++=EXTRAWORD
the ^ati++++=the
voyages ^nns+nom+++=voyages
made ^vwbn+++xvbn+=made
by ^in++++=by
Spanish ^jj+atrb+++=Spanish
ships ^nns++++=ships
from ^in++++=from
Peru ^np++++=Peru
tochili ^nn+++??+=toChili,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
full ^jj+pred+++=full
of ^in++++=of
difficulty ^nn++++=difficulty.
. ^zz++++=EXTRAWORD
Along ^in++++=Along
this ^dt+dem+++=this
coast ^nn++++=coast,
, ^zz++++=EXTRAWORD
the ^ati++++=the
winds ^nns++++=winds
from ^in++++=from
thesouth ^nn+++??+=theSouth
most ^ql+emph+++=most
generally ^rb+down+++=generally
prevail ^vb++++=prevail;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
an ^at++++=an
invariable ^jj+atrb+++=invariable
custom ^nn++++=custom
tokeep ^nn+++??+=tokeep
close ^jj++++=close
in ^in++++=in
with ^in++++=with
the ^ati++++=the
land ^nn++++=land,
, ^zz++++=EXTRAWORD
from ^in++++=from
a ^at++++=a
superstitious ^jj+atrb+++=superstitious
conceit ^nn++++=conceit
on ^in++++=on
the ^ati++++=the
part ^nn++++=part
ofthe ^nn+++??+=ofthe
Spaniards ^nn++++=Spaniards,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
were ^vbd+bed+vrb++=were
they ^pp3a+pp3+++=they
to ^to++++=to
lose ^vbi++++=lose
sight ^nn++++=sight
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
the ^ati++++=the
eternaltrade ^nn+++??+=eternaltrade-wind
- ^zz++++=EXTRAWORD
wind ^nn++++=EXTRAWORD
would ^md+prd+++=would
waft ^vb+++??+=waft
them ^pp3o+pp3+++=them
into ^in++++=into
unending ^jj+atrb+++=unending
waters ^nns++++=waters,
, ^zz++++=EXTRAWORD
from ^in++++=from
whence ^wrb+who+++=whence
would ^md+prd+++=would
be ^vb+be+aux++=be
noreturn ^vpsv++agls+xvbnx+=noreturn.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here,
, ^zz++++=EXTRAWORD
involved ^j+++xvbn+=involved
among ^in++++=among
tortuous ^jj+atrb+++=tortuous
capes ^nns+++??+=capes
and ^cc++++=and
headlands ^nns+++??+=headlands,
, ^zz++++=EXTRAWORD
shoals ^nns++++=shoals
andreefs ^nns+++??+=andreefs,
, ^zz++++=EXTRAWORD
beating ^nvbg+++xvbg+=beating,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
against ^in++++=against
a ^at++++=a
continual ^jj+atrb+++=continual
head ^jjb+atrb+++=head
wind ^nn++++=wind,
, ^zz++++=EXTRAWORD
often ^rb++++=often
light ^jj++++=light,
, ^zz++++=EXTRAWORD
andsometimes ^nns+++??+=andsometimes
for ^in++++=for
days ^nns++++=days
and ^cc++++=and
weeks ^nns++++=weeks
sunk ^vbd+++xvbn+=sunk
into ^in++++=into
utter ^jjb+atrb+++=utter
calm ^nn++++=calm,
, ^zz++++=EXTRAWORD
the ^ati++++=the
provincialvessels ^nns+++??+=provincialvessels,
, ^zz++++=EXTRAWORD
in ^in++++=in
many ^ap++++=many
cases ^nns++++=cases,
, ^zz++++=EXTRAWORD
suffered ^j+++xvbn+=suffered
the ^ati++++=the
extremest ^jjt+atrb+++=extremest
hardships ^nns+nom+++=hardships,
, ^zz++++=EXTRAWORD
in ^in++++=in
passages,which ^nn+++??+=passages,which
at ^rb++++=at
the ^ati++++=the
present ^jj+atrb+++=present
day ^nn++++=day
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
have ^vbi++++=have
been ^vprf+ben+vrb+xvbn+=been
incredibly ^rb++++=incredibly
protracted ^jj++++=protracted.
. ^zz++++=EXTRAWORD
Thereis ^np+++??+=Thereis
on ^in++++=on
record ^nn++++=record
in ^in++++=in
some ^dti++++=some
collections ^nns+nom+++=collections
of ^in++++=of
nautical ^jj+atrb+++=nautical
disasters ^nns+nom+++=disasters,
, ^zz++++=EXTRAWORD
an ^at++++=an
account ^nn++++=account
ofone ^nn+++??+=ofone
of ^in++++=of
these ^dt+dem+++=these
ships ^nns++++=ships,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
starting ^nvbg+++xvbg+=starting
on ^in++++=on
a ^at++++=a
voyage ^nn++++=voyage
whose ^whp+rel+obj++=whose
duration ^nn+nom+++=duration
wasestimated ^vbd+++xvbn+=wasestimated
at ^rb++++=at
ten ^cd++++=ten
days ^nns++++=days,
, ^zz++++=EXTRAWORD
spent ^j+++xvbn+=spent
four ^cd++++=four
months ^nns++++=months
at ^rb++++=at
sea ^nn++++=sea,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
indeed ^rb++++=indeed
never ^rb++++=never
againentered ^jj+atrb++xvbn+=againentered
harbor ^nn++++=harbor,
, ^zz++++=EXTRAWORD
for ^in++++=for
in ^in++++=in
the ^ati++++=the
end ^nn++++=end
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
cast ^vpsv++agls+xvbnx+=cast
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
singular ^nn++++=Singular
to ^in++++=to
tell ^vb++++=tell,
, ^zz++++=EXTRAWORD
thiscraft ^nn++++=thiscraft
never ^rb++++=never
enco ^nn++++=enco
