Early ^jj++++=Early
turn ^vb++++=turn
to ^to++++=to
and ^cc++++=and
give ^vb++++=give
you ^pp2+pp2+++=you
a ^at++++=a
lift ^nn++++=lift.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
seems ^vbz+seem+++=seems
like ^in++++=like
you ^pp2+pp2+++=you
all ^rb++++=all
have ^vb+hv+vrb++=have
some ^dti++++=some
dead ^jj+atrb+++=dead
men ^nns++++=men
over ^in++++=over
back ^jjb++++=back
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
will ^md+prd+++=will
have ^md"++pmd"++=have
to ^md+nec+++=to
be ^vbi+vbi+aux++=be
planted ^vbd+++xvbn+=planted.
. ^zz++++=EXTRAWORD
So ^ql++++=So
if ^cs+cnd+++=if
your ^pp$+pp2+++=your
outfit ^nn++++=outfit
feel ^vb+vprv+++=feel
as ^cs+sub+++=as
though ^cs+sub+++=though
you ^pp2+pp2+++=you
had ^vb+hv+vrb++=had
your ^pp$+pp2+++=your
belly ^nn++++=belly-full
- ^zz++++=EXTRAWORD
full ^jj++++=EXTRAWORD
of ^in++++=of
fighting ^xvbg+++xvbg+=fighting
for ^in++++=for
the ^ati++++=the
present ^jj+atrb+++=present,
, ^zz++++=EXTRAWORD
consider ^nn+nom+++=consider
us ^pp1o+pp1+++=us
at ^in++++=at
your ^pp$+pp2+++=your
service ^nn++++=service.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You're
're ^vb+ber+vrb++0=EXTRAWORD
the ^ati++++=the
cook ^nn++++=cook,
, ^zz++++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Yes,
' ^zz++++=EXTRAWORD
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
answered ^vbd+vpub++xvbnx+=answered.
. ^zz++++=EXTRAWORD
' ^zz++++='Are
are ^vb+ber+vrb++=EXTRAWORD
all ^abn++++=all
three ^cd++++=three
dead ^jj++++=dead?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
then ^rn+tm+++=then
inquired ^vbd+++xvbn+=inquired.
. ^zz++++=EXTRAWORD
" ^zz++++="'Dead
' ^zz++++=EXTRAWORD
dead ^jj++++=EXTRAWORD
as ^in++++=as
heck ^nn++++=heck,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
told ^vbd+vpub++xvbnx+=told
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="'Well,
' ^zz++++=EXTRAWORD
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are
certainly ^rb++++=certainly
in ^in++++=in
a ^at++++=a
bad ^jj+atrb+++=bad
box ^nn++++=box,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he
meditatingly ^rb++++=meditatingly.
. ^zz++++=EXTRAWORD
' ^zz++++='But
but ^cc++++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
all ^abn++++=all
ride ^vb++++=ride
over ^in++++=over
to ^in++++=to
our ^pp$+pp1+++=our
wagon ^nn++++=wagon
with ^in++++=with
me ^pp1o+pp1+++=me?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
our ^pp$+pp1+++=our
fellows ^nns++++=fellows
are ^vb+ber+aux++=are
pacified ^vpsv++agls+xvbnx+=pacified
for ^in++++=for
the ^ati++++=the
present ^jj+atrb+++=present.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
motioned ^vbd+++xvbnx+=motioned
to ^in++++=to
our ^pp$+pp1+++=our
crowd ^nn++++=crowd,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
all ^rb++++=all
rode ^vbd+++xvbn+=rode
over ^in++++=over
to ^in++++=to
their ^pp$+pp3+++=their
wagon ^nn++++=wagon
with ^in++++=with
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
a ^at++++=a
gun ^nn++++=gun
in ^in++++=in
sight ^nn++++=sight.
. ^zz++++=EXTRAWORD
The ^ati++++=The
ragged ^jj+atrb+++=ragged
edge ^nn++++=edge
of ^in++++=of
despair ^nn++++=despair
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
describe ^vb++++=describe
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
made ^vbd+++xvbnx+=made
them ^pp3o+pp3+++=them
a ^rb++++=a
little ^rb"++++=little
talk ^nn++++=talk;
; ^zz++++=EXTRAWORD
told ^j+++xvbn+=told
them ^pp3o+pp3+++=them
that ^cs+sub+++=that
their ^pp$+pp3+++=their
boss ^nn++++=boss
had ^vbd+hvd+aux++=had
cashed ^vprf+++xvbnx+=cashed
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
back ^jjb++++=back
over ^in++++=over
the ^ati++++=the
hill ^nn++++=hill;
; ^zz++++=EXTRAWORD
also ^rb++++=also
if ^cs+cnd+++=if
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
any ^dti++++=any
segundo ^nn+++??+=segundo
in ^in++++=in
their ^pp$+pp3+++=their
outfit ^nn++++=outfit,
, ^zz++++=EXTRAWORD
the ^ati++++=the
position ^nn+nom+++=position
of ^in++++=of
big ^nn++++=big
augur ^vb++++=augur
was ^vbd+bedz+vrb++=was
open ^jj+pred+++=open
to ^in++++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
at ^in++++=at
his ^pp$+pp3+++=his
service ^nn++++=service.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
a ^at++++=a
man ^nn++++=man
among ^in++++=among
them ^pp3o+pp3+++=them
that ^dt+pdem+++=that
had ^vb+hv+vrb++=had
any ^dti++++=any
sense ^nn++++=sense
left ^vbd+++xvbn+=left
but ^cc++++=but
the ^ati++++=the
cook ^nn++++=cook.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
told ^vbd+vpub++xvbnx+=told
me ^pp1o+pp1+++=me
to ^to++++=to
take ^vbi++++=take
charge ^nn++++=charge
of ^in++++=of
the ^ati++++=the
killed ^jj+++xvbn+=killed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
could ^md+pos+++=could
rustle ^vb++++=rustle
a ^rb++++=a
little ^rb"++++=little
whiskey ^jj+++??+=whiskey
to ^to++++=to
do ^vbi++++=do
so ^rb++++=so.
. ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
told ^vbd+vpub++xvbnx+=told
the ^ati++++=the
cook ^nn++++=cook
to ^to++++=to
empty ^vbi++++=empty
out ^rp+pl+++=out
his ^pp$+pp3+++=his
wagon ^nn++++=wagon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
would ^md+prd+++=would
take ^vb++++=take
the ^ati++++=the
dead ^jj+atrb+++=dead
ones ^cd1s++++=ones
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
make ^vb++++=make
boxes ^nns++++=boxes
for ^in++++=for
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
bury ^np++++=bury
them ^pp3o+pp3+++=them
at ^in++++=at
the ^ati++++=the
store ^nn++++=store.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
sent ^vbd+++xvbnx+=sent
three ^cd++++=three
of ^in++++=of
my ^pp$+pp1+++=my
men ^nns++++=men
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
store ^nn++++=store
to ^in++++=to
have ^vbi++vrb++=have
the ^ati++++=the
boxes ^nns++++=boxes
ready ^jj++++=ready
and ^cc++++=and
dig ^vb++++=dig
the ^ati++++=the
graves ^nns++++=graves.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
these ^dt+dem+++=these
three ^cd++++=three
rode ^vbd+++xvbn+=rode
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
aside ^rp++++=aside
to ^in++++=to
Jim ^np++++=Jim,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
' ^zz++++='Don't
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
bother ^nn++++=bother
about ^in++++=about
any ^dti++++=any
whiskey ^nn+++??+=whiskey;
; ^zz++++=EXTRAWORD
branch ^nn++++=branch
water ^nn++++=water
is ^vbz+bez+vrb++=is
plenty ^nn++++=plenty
nourishing ^vwbg+++xvbg+=nourishing
for ^in++++=for
the ^ati++++=the
wounded ^nn++++=wounded.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
would ^md+prd+++=would
be ^vb+be+vrb++=be
a ^in++++=a
sin ^in"++++=sin
and ^cc++++=and
shame ^nn++++=shame
to ^to++++=to
waste ^vbi++++=waste
good ^jj+atrb+++=good
liquor ^nn++++=liquor
on ^in++++=on
plafry ^nn++++=plafry
like ^in++++=like
them ^pp3o+pp3+++=them.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
balance ^nn+nom+++=balance
of ^in++++=of
us ^pp1o+pp1+++=us
went ^vbd+++xvbn+=went
over ^rb+phrv+++=over
to ^in+ppvb+++=to
the ^ati++++=the
field ^nn++++=field
of ^in++++=of
carnage ^nn+nom+++=carnage
and ^cc++++=and
stripped ^vbd+++xvbn+=stripped
the ^ati++++=the
saddles ^nns++++=saddles
off ^in+pl+++=off
their ^pp$+pp3+++=their
dead ^jj+atrb+++=dead
horses ^nns++++=horses,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
arranged ^vbd+vsua++xvbn+=arranged
the ^ati++++=the
departed ^nn++++=departed
in ^in++++=in
a ^at++++=a
row ^nn++++=row,
, ^zz++++=EXTRAWORD
covering ^nvbg+++xvbg+=covering
them ^pp3o+pp3+++=them
with ^in++++=with
saddle ^nn++++=saddle
blankets ^nns++++=blankets,
, ^zz++++=EXTRAWORD
pending ^jj++++=pending
the ^ati++++=the
planting ^jj+atrb++xvbg+=planting
act ^nn++++=act.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sent ^vbd+++xvbnx+=sent
part ^nn++++=part
of ^in++++=of
my ^pp$+pp1+++=my
boys ^nns++++=boys
with ^in++++=with
our ^pp$+pp1+++=our
wagon ^nn++++=wagon
to ^to++++=to
look ^vbi++++=look
after ^in+ppvb+++=after
our ^pp$+pp1+++=our
own ^ap++++=own
cattle ^nns++++=cattle
for ^in++++=for
the ^ati++++=the
day ^nn++++=day.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
took ^vbd+++xvbn+=took
us ^pp1o+pp1+++=us
all ^rb++++=all
the ^ati++++=the
afternoon ^nn++++=afternoon
to ^to++++=to
clean ^vbi++++=clean
up ^rp++++=up
a ^at++++=a
minute ^nn++++=minute's
's ^$++++=EXTRAWORD
work ^nn++++=work
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
never ^rb++++=never
like ^vb++++=like
to ^to+vcmp+++=to
refer ^vbi++++=refer
to ^in++++=to
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Fact ^nn++++=Fact
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
all ^abn++++=all
the ^ati++++=the
boys ^nns++++=boys
felt ^vbd+vprv++xvbn+=felt
gloomy ^jj++++=gloomy
for ^in++++=for
weeks ^nns++++=weeks,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
avoiding ^jj+++xvbg+=avoiding
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
months ^nns++++=months
later ^rbr+tm+++=later,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
met ^vbd+++xvbn+=met
old ^jj+atrb+++=old
man ^nn++++=man
Andy ^np+++??+=Andy,
, ^zz++++=EXTRAWORD
way ^nn++++=way
up ^rp++++=up
at ^in++++=at
Fort ^nn++++=Fort
Laramie ^np+++??+=Laramie
on ^in++++=on
the ^ati++++=the
North ^np+pl+++=North
Platte ^np++++=Platte.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
tickled ^vpsv++agls+xvbnx+=tickled
to ^in++++=to
death ^nn++++=death
to ^to++++=to
meet ^vbi++++=meet
us ^pp1o+pp1+++=us
all ^rb++++=all.
. ^zz++++=EXTRAWORD
The ^ati++++=The
herd ^nn++++=herd
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
through ^in++++=through
in ^in++++=in
fine ^jj+atrb+++=fine
condition ^nn+nom+++=condition.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
never ^rb++++=never
told ^vbd+vpub++xvbn+=told
him ^pp3o+pp3+++=him
anything ^pn++++=anything
about ^in++++=about
this ^dt+dem+++=this
until ^cs+sub+++=until
the ^ati++++=the
cattle ^nns++++=cattle
were ^vbd+bed+aux++=were
delivered ^vpsv++agls+xvbnx+=delivered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
celebrating ^vbg+++xvbgx+=celebrating
the ^ati++++=the
success ^nns+nom+++=success
of ^in++++=of
that ^dt+dem+++=that
drive ^nn++++=drive
at ^rb++++=at
a ^at++++=a
near ^in+pl+++=near-by
- ^zz++++=EXTRAWORD
by ^in++++=EXTRAWORD
town ^nn++++=town.
. ^zz++++=EXTRAWORD
" ^zz++++="Big
big ^jj+atrb+++=EXTRAWORD
Dick ^np++++=Dick
told ^vbd+vpub++xvbn+=told
him ^pp3o+pp3+++=him
about ^in++++=about
this ^dt+dem+++=this
incident ^nn++++=incident,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man
feeling ^vwbg+++xvbg+=feeling
his ^pp$+pp3+++=his
oats ^nns++++=oats,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
leaned ^vbd+++xvbnx+=leaned
with ^in++++=with
his ^pp$+pp3+++=his
back ^jjb++++=back
against ^in++++=against
the ^ati++++=the
bar ^nn++++=bar,
, ^zz++++=EXTRAWORD
said ^vb+++xvbn+=said
to ^to+vcmp+++=to
us ^pp1o+pp1+++=us
with ^in++++=with
a ^at++++=a
noticeable ^jj+atrb+++=noticeable
degree ^nn++++=degree
of ^in++++=of
pride ^nn++++=pride,
, ^zz++++=EXTRAWORD
' ^zz++++='Lads,
lads ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
proud ^jj+pred+++=proud
of ^in++++=of
every ^at++++=every
one ^pn++++=one
of ^in++++=of
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
who ^whp+rel+subj++=who
will ^md+prd+++=will
fight ^vb++++=fight
to ^to++++=to
protect ^vbi++++=protect
my ^pp$+pp1+++=my
interests ^nns++++=interests
has ^vbz+hvz+vrb++=has
my ^pp$+pp1+++=my
purse ^nn++++=purse
at ^in++++=at
their ^pp$+pp3+++=their
command ^nn++++=command.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
year ^nn++++=year's
's ^$++++=EXTRAWORD
drive ^nn++++=drive
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
success ^nns+nom+++=success.
. ^zz++++=EXTRAWORD
Next ^ap++++=Next
year ^nn++++=year
we ^pp1a+pp1+++=we
will ^md+prd+++=will
drive ^vb++++=drive
twice ^rb++++=twice
as ^in++++=as
many ^ap++++=many.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
want ^vb++++=want
every ^at++++=every
rascal ^nn++++=rascal
of ^in++++=of
you ^pp2+pp2+++=you
to ^in++++=to
work ^nn++++=work
for ^in++++=for
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
all ^rb++++=all
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
I ^pp1a+pp1+++=I
mount ^nn++++=mount,
, ^zz++++=EXTRAWORD
feed ^nn++++=feed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pay ^vb++++=pay
my ^pp$+pp1+++=my
men ^nns++++=men,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
long ^rb++++=long
as ^ql++++=as
my ^pp$+pp1+++=my
name ^nn++++=name
is ^vbz+bez+vrb++=is
Erath ^np+++??+=Erath
and ^cc++++=and
I ^pp1a+pp1+++=I
own ^ap++++=own
a ^at++++=a
cow ^nn++++=cow,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
count ^vb++++=count
on ^in++++=on
a ^at++++=a
job ^nn++++=job
with ^in++++=with
me. ^nn+++??+=me.'"
'" ^nn+++??+=EXTRAWORD
" ^zz++++="But
but ^cc+cls+++=EXTRAWORD
why ^wrb+who+++=why
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
take ^vb++++=take
them ^pp3o+pp3+++=them
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
sand ^nn++++=sand-hills
- ^zz++++=EXTRAWORD
hills ^nns++++=EXTRAWORD
to ^to++++=to
bury ^vbi++++=bury
them ^pp3o+pp3+++=them?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cut ^vb+++xvbn+=cut
in ^in++++=in
Lucy ^np++++=Lucy.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
Big ^jj+atrb+++=Big
Dick ^np++++=Dick's
's ^$++++=EXTRAWORD
idea ^nn++++=idea.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
thought ^vbd+++xvbnx+=thought
the ^ati++++=the
sand ^nn++++=sand
would ^md+prd+++=would
dig ^vb++++=dig
easier ^jjr++++=easier,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
laziness ^nns+nom+++=laziness
guided ^vwbn+++xvbn+=guided
every ^at++++=every
act ^nn++++=act
of ^in++++=of
his ^pp$+pp3+++=his
life ^nn++++=life.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
five ^cd++++=five
years ^nns++++=years
ago ^rb+cnj+++=ago,
, ^zz++++=EXTRAWORD
son ^nn++++=son,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
this ^dt+dem+++=this
lower ^jjr+atrb+++=lower
trail ^nn++++=trail
was ^vbd+bedz+aux++=was
made ^vpsv++agls+xvbnx+=made,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
the ^ati++++=the
reasons ^nns++++=reasons
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
just ^rb+emph+splt++=just
given ^vprf+++xvbnx+=given
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
tell ^vb++++=tell
you ^pp2+pp2+++=you
any ^dti++++=any
more ^rbr++++=more
personal ^jj+atrb+++=personal
experiences ^nns+nom+++=experiences
to ^to++++=to-night;
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
; ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=I'm
am ^vb+bem+vrb++=EXTRAWORD
too ^ql++++=too
sleepy ^jj++++=sleepy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
