Everyone ^pn++++=Everyone
a ^at++++=a
man ^nn++++=man's
's ^vbz+bez+aux++0=EXTRAWORD
head ^jjb++++=head
appear ^vb+seem+++=appear
very ^ql+amp+++=very
suddenly ^rb+cnj+++=suddenly,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
collapse ^vbi++++=collapse
and ^cc++++=and
fall ^nn++++=fall
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This,
, ^zz++++=EXTRAWORD
five ^cd++++=five
or ^cc++++=or
six ^cd++++=six
times ^nns++++=times;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
a ^at++++=a
similar ^jj+atrb+++=similar
ball ^nn++++=ball
leapt ^vbd+++xvbn+=leapt
into ^in++++=into
the ^ati++++=the
air ^nn++++=air
and ^cc++++=and
fell ^vpsv++agls+xvbn+=fell
on ^in+ppvb+++=on
the ^ati++++=the
grass ^nn++++=grass,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
after ^cs+sub+++=after
a ^at++++=a
moment ^nn++++=moment
it ^pp3+it+++=it
lay ^vbd+++xvbn+=lay
still ^jj+pred+++=still.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Bishop ^nn++++=Bishop
went ^vbd+++xvbn+=went
as ^ql++++=as
near ^in+pl+++=near
as ^ql++++=as
he ^pp3a+pp3+++=he
dared ^vbd+++xvbnx+=dared
to ^to+vcmp+++=to
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
saw ^vbd+vprv++xvbn+=saw
what ^wdt+who+whcl++=what
but ^cc++++=but
the ^ati++++=the
remains ^nns++++=remains
of ^in++++=of
an ^at++++=an
enormous ^jj+atrb+++=enormous
spider ^nn++++=spider,
, ^zz++++=EXTRAWORD
veinous ^jj++++=veinous
and ^cc++++=and
seared ^vprf+++xvbn+=seared!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
fire ^nn++++=fire
burned ^vbd+++xvbn+=burned
lower ^jjr++++=lower
down ^rp++++=down,
, ^zz++++=EXTRAWORD
more ^rbr++++=more
terrible ^jj+atrb+++=terrible
bodies ^nns++++=bodies
like ^in++++=like
this ^dt+pdem+++=this
began ^vbd+++xvbn+=began
to ^to++++=to
break ^vbi++++=break
out ^rp+pl+++=out
from ^in++++=from
the ^ati++++=the
trunk ^nn++++=trunk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
seen ^vpsv++agls+xvbnx+=seen
that ^tht+vcmp+++=that
these ^dt+pdem+++=these
were ^vbd+bed+aux++=were
covered ^vpsv++agls+xvbnx+=covered
with ^in++++=with
greyish ^jj+atrb+++=greyish
hair ^nn++++=hair.
. ^zz++++=EXTRAWORD
All ^abn++++=All
that ^dt+dem+++=that
day ^nn++++=day
the ^ati++++=the
ash ^nn++++=ash
burned ^vbd+++xvbn+=burned,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
until ^cs+sub+++=until
it ^pp3+it+++=it
fell ^vbd+++xvbn+=fell
to ^in++++=to
pieces ^nns++++=pieces
the ^ati++++=the
men ^nns++++=men
stood ^vbd+++xvbn+=stood
about ^in++++=about
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
from ^in++++=from
time ^nn++++=time
to ^in++++=to
time ^nn++++=time
killed ^vbd+++xvbn+=killed
the ^ati++++=the
brutes ^nns+++??+=brutes
as ^ql++++=as
they ^pp3a+pp3+++=they
darted ^vbd+++xvbnx+=darted
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
long ^jj+atrb+++=long
interval ^nn+nom+++=interval
when ^wrb+who+++=when
none ^pn++++=none
appeared ^vbd+seem++xvbn+=appeared,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
cautiously ^rb++++=cautiously
closed ^jj+++xvbn+=closed
in ^in++++=in
and ^cc++++=and
examined ^vbd+++xvbn+=examined
the ^ati++++=the
roots ^nns++++=roots
of ^in++++=of
the ^ati++++=the
tree ^nn++++=tree.
. ^zz++++=EXTRAWORD
' ^zz++++='They
they ^pp3a+pp3+++=EXTRAWORD
found ^vbd+vprv++xvbnx+=found,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
the ^ati++++=the
Bishop ^nn++++=Bishop
of ^in++++=of
Kilmore ^np+++??+=Kilmore,
, ^zz++++=EXTRAWORD
' ^zz++++='below
below ^in+pl+++=EXTRAWORD
it ^pp3+it+++=it
a ^at++++=a
rounded ^jj+atrb++xvbn+=rounded
hollow ^jj+atrb+++=hollow
place ^nn++++=place
in ^in++++=in
the ^ati++++=the
earth ^nn++++=earth,
, ^zz++++=EXTRAWORD
wherein ^wrb+who+whq++=wherein
were ^vbd+bed+aux++=were
two ^cd++++=two
or ^cc++++=or
three ^cd++++=three
bodies ^nns++++=bodies
of ^in++++=of
these ^dt+dem+++=these
creatures ^nns++++=creatures
that ^tht+rel+subj++=that
had ^vb+hv+aux++=had
plainly ^rb++splt++=plainly
been ^vprf+ben+aux+xvbnx+=been
smothered ^vpsv++by+xvbnx+=smothered
by ^in++++=by
the ^ati++++=the
smoke ^nn++++=smoke;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
is ^vbz+bez+aux++=is
to ^to++++=to
me ^pp1o+pp1+++=me
more ^rbr++++=more
curious ^jj++++=curious,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
this ^dt+dem+++=this
den ^&fw++++=den,
, ^zz++++=EXTRAWORD
against ^in++++=against
the ^ati++++=the
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
crouching ^vbg+++xvbgx+=crouching
the ^ati++++=the
anatomy ^nn++++=anatomy
or ^cc++++=or
skeleton ^nn++++=skeleton
of ^in++++=of
a ^at++++=a
human ^nn++++=human
being ^vwbg+beg++xvbg+=being,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
skin ^nn++++=skin
dried ^vbd+++xvbn+=dried
upon ^in++++=upon
the ^ati++++=the
bones ^nns++++=bones,
, ^zz++++=EXTRAWORD
having ^vbg+hvg++xvbg+=having
some ^dti++++=some
remains ^nns++++=remains
of ^in++++=of
black ^jj+atrb+++=black
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
pronounced ^vpsv++by+xvbnx+=pronounced
by ^in++++=by
those ^dt+dem+++=those
that ^dt+pdem+++=that
examined ^vbd+++xvbn+=examined
it ^pp3+it+++=it
to ^to++++=to
be ^vbi++vrb++=be
undoubtedly ^rb++++=undoubtedly
the ^ati++++=the
body ^nn++++=body
of ^in++++=of
a ^at++++=a
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
clearly ^rb++++=clearly
dead ^jj++++=dead
for ^in++++=for
a ^at++++=a
period ^nn++++=period
of ^in++++=of
fifty ^cd++++=fifty
years ^nns++++=years.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
