Many ^ap++++=Many
out ^rp+pl+++=out
ob ^nn+++??+=ob
de ^&fw++++=de
galley ^nn++++=galley.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wahr ^nn+++??+=wahr
bigger ^jjr++++=bigger
den ^&fw++++=den
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
jes ^nns+++??+=jes'
' ^zz++++=EXTRAWORD
made ^vbd+++xvbn+=made
me ^pp1o+pp1+++=me
drink ^vb++++=drink
dat ^nn+++??+=dat
brandy ^nn++++=brandy
till ^in++++=till
de ^&fw++++=de
bottle ^nn++++=bottle
looked ^vbd+++xvbn+=looked
a ^at++++=a'most
'most ^nn++be+??+0=EXTRAWORD
empty ^jj++++=empty.
. ^zz++++=EXTRAWORD
' ^zz++++='Deed
deed ^nn++++=EXTRAWORD
I ^pp1a+pp1+++=I
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
git ^vbi++++=git
him ^pp3o+pp3+++=him
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++0='twan't
wa ^&fw++++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
no ^at++++=no
use ^nn++++=use,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
ebery ^nn++++=ebery
drap ^nn+++??+=drap
ob ^nn+++??+=ob
dat ^nn+++??+=dat
liquor ^nn++++=liquor
done ^vwbn+++xvbn+=done
wanished ^jj+++xvbn+=wanished
' ^zz++++='fore
fore ^jjb++++=EXTRAWORD
he ^pp3a+pp3+++=he
quit ^vb++++=quit
pesterin ^nn+++??+=pesterin'
' ^zz++++=EXTRAWORD
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
had ^vb+hv+vrb++=had
a ^at++++=a
misery ^nn++++=misery
in ^in++++=in
my ^pp$+pp1+++=my
head ^jjb++++=head
de ^&fw++++=de
hull ^np++++=hull
mawnin ^nn+++??+=mawnin',
', ^nn+++??+=EXTRAWORD
but ^cc++++=but
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
right ^jj++++=right
pert ^jj++++=pert
arter ^jjr++++=arter
de ^&fw++++=de
brandy ^nn++++=brandy
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sot ^nn+++??+=sot
down ^rp++++=down
to ^in++++=to
reflec ^nn+++??+=reflec'
' ^zz++++=EXTRAWORD
a ^at++++=a
spell ^nn++++=spell.
. ^zz++++=EXTRAWORD
" ^zz++++="'Now,'
' ^zz++++=EXTRAWORD
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++='ef
ef ^nn+++??+=EXTRAWORD
de ^&fw++++=de
brandy ^nn++++=brandy
was ^vbd+bedz+aux++=was
to ^to++++=to
be ^vbi++vrb++=be
sot ^nn+++??+=sot
fire ^nn++++=fire
to ^to++++=to
and ^cc++++0=an'
burned ^vbd+++xvbn+=burned
up ^rp++++=up,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
am ^vb+bem+vrb++=am
plain ^nn++++=plain
dat ^nn+++??+=dat
it ^pp3+it+++=it
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+aux++=be
drank ^vpsv++agls+xvbnx+=drank.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
' ^zz++++='lowed
lowed ^jj+atrb++xvbn+=EXTRAWORD
dat ^nn+++??+=dat
keerosene ^nn+++??+=keerosene
ansahs ^nns+++??+=ansahs
de ^&fw++++=de
pu ^nn+++??+=pu'pose
'pose ^nn+++??+=EXTRAWORD
jes ^nns+++??+=jes'
' ^zz++++=EXTRAWORD
as ^rb++++=as
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I
puts ^vbz++++=puts
it ^pp3+it+++=it
roun ^nn+++??+=roun'
' ^zz++++=EXTRAWORD
de ^&fw++++=de
puddin ^nn+++??+=puddin'.
'. ^nn+++??+=EXTRAWORD
Golly ^uh++++=Golly!
! ^zz++++=EXTRAWORD
how ^wrb+who+++=how
dat ^nn+++??+=dat
ile ^nn+++??+=ile
did ^vbd+dod+aux++=did
burn ^vb++++=burn!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
real ^jj+atrb+++=real
dis ^np++++=dis'pinted
'pinted ^vbd+++xvbn+0=EXTRAWORD
' ^zz++++='bout
bout ^nn++++=EXTRAWORD
de ^&fw++++=de
sass ^nns+++??+=sass,
, ^zz++++=EXTRAWORD
fur ^nn++++=fur
I ^pp1a+pp1+++=I
reckoned ^vbd+vprv++xvbnx+=reckoned
dat ^nn+++??+=dat
ile ^jj+++??+=ile
mought ^vwbn+++xvbn+=mought
pizen ^vb+++xvbn+=pizen
yo ^nn+++??+=yo'.
'. ^nn+++??+=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
lef ^nn+++??+=lef'
' ^zz++++=EXTRAWORD
it ^pp3+it+++=it
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
hoped ^vbd+vprv++xvbn+=hoped
dat ^nn+++??+=dat
fak ^nn+++??+=fak'
' ^zz++++=EXTRAWORD
would ^md+prd+++=would
' ^zz++++='scape
scape ^nn+++??+=EXTRAWORD
de ^&fw++++=de
company ^nn++++=company's
's ^$++++=EXTRAWORD
obserbation ^nn+nom+++=obserbation.
. ^zz++++=EXTRAWORD
" ^zz++++="I's
i ^pp1a+pp1+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
spoke ^vbd+++xvbn+=spoke
de ^&fw++++=de
truf ^nn+++??+=truf,
, ^zz++++=EXTRAWORD
yo ^nn+++??+=yo'
' ^zz++++=EXTRAWORD
understan ^jj+atrb+++=understan',
', ^nn+++??+=EXTRAWORD
and ^cc++++0=an'
is ^vbz+bez+aux++=is
resolbed ^vpsv++agls+xvbnx+=resolbed
to ^to++++=to
die ^vbi++++=die
' ^zz++++='fore
fore ^jjb++++=EXTRAWORD
I ^pp1a+pp1+++=I
eber ^jjr+atrb+++=eber
agin ^nn+++??+=agin
disto ^vb+++??+=disto'ts
'ts ^vbd+++xvbn+0=EXTRAWORD
de ^&fw++++=de
fak ^nn+++??+=fak's."
's." ^nn+++??+=EXTRAWORD
We ^pp1a+pp1+++=We
all ^rb++++=all
laughed ^vbd+++xvbn+=laughed
till ^cs+sub+++=till
we ^pp1a+pp1+++=we
nearly ^rb+down+++=nearly
parted ^vbd+++xvbn+=parted
our ^pp$+pp1+++=our
braces ^nns++++=braces,
, ^zz++++=EXTRAWORD
especially ^rb++++=especially
Warriner ^np+nom++??+=Warriner.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+aux++=have
believed ^vprf++tht0+xvbnx+=believed
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
so ^ql++++=so
much ^ap++++=much
humor ^nn++++=humor.
. ^zz++++=EXTRAWORD
The ^ati++++=The
passenger ^nn+nom+++=passenger
pulled ^vbd+++xvbn+=pulled
away ^rp+pl+++=away
the ^ati++++=the
tablecloth ^nn++++=tablecloth
and ^cc++++=and
the ^ati++++=the
smashed ^jj+atrb++xvbn+=smashed
crockery ^nn+nom+++=crockery
till ^cs+sub+++=till
he ^pp3a+pp3+++=he
sighted ^vbd+++xvbnx+=sighted
the ^ati++++=the
pudding ^nn++++=pudding.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
with ^in++++=with
the ^ati++++=the
smell ^nn++++=smell
of ^in++++=of
oil ^nn++++=oil
and ^cc++++=and
burned ^vbd+++xvbn+=burned
feathers ^nns+nom+++=feathers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
being ^vbg+beg++xvbg+=being
all ^abn++++=all
scorched ^jj+++xvbn+=scorched
up ^rp++++=up
and ^cc++++=and
stepped ^vpsv++agls+xvbn+=stepped
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
a ^at++++=a
very ^ql+amp+++=very
fine ^jj+atrb+++=fine
sight ^nn++++=sight
by ^in++++=by
this ^dt+dem+++=this
time ^nn++++=time.
. ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+vrb++=EXTRAWORD
any ^dti++++=any
of ^in++++=of
you ^pp2+pp2+++=you
ever ^rb++++=ever
read ^vb+vprv++xvbn+=read
' ^zz++++='Great
great ^jj+atrb+++=EXTRAWORD
Expectations? ^np+++??+=Expectations?'"
'" ^nn+++??+=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
None ^pn++++=None
of ^in++++=of
us ^pp1o+pp1+++=us
had ^vb+hv+vrb++=had.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
tells ^vbz++++=tells
of ^in++++=of
a ^at++++=a
certain ^jj+atrb+++=certain
lady ^npt++++=lady
called ^vbd+++xvbn+=called
Miss ^npt++++=Miss
Havisham ^np++++=Havisham,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
expected ^vbd+vprv++xvbn+=expected
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
married ^vpsv++agls+xvbnx+=married
one ^cd1++++=one
evening ^nn++++=evening.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wedding ^nn++++=wedding
supper ^nn++++=supper
was ^vbd+bedz+aux++=was
spread ^vpsv++agls+xvbnx+=spread
and ^cc++++=and
everything ^pn++++=everything
ready ^jj++++=ready,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
bridegroom ^nn++++=bridegroom
never ^rb++++=never
came ^vbd+++xvbn+=came.
. ^zz++++=EXTRAWORD
For ^in++++=For
years ^nns++++=years
and ^cc++++=and
years ^nns++++=years
after ^cs+sub+++=after
did ^vbd+dod+vrb++=did
Miss ^npt++++=Miss
Havisham ^np++++=Havisham
keep ^vb++++=keep
that ^dt+dem+++=that
feast ^nn++++=feast
untouched ^jj++++=untouched
in ^in++++=in
the ^ati++++=the
deserted ^jj+atrb++xvbn+=deserted
room ^nn++++=room
kept ^vbd+++xvbn+=kept
it ^pp3+it+++=it
until ^cs+sub+++=until
spiders ^nns+nom+++=spiders
spun ^vbd+++xvbn+=spun
webs ^nns++++=webs
over ^in++++=over
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
mice ^nns++++=mice
and ^cc++++=and
damp ^jj+atrb+++=damp
played ^jj+atrb++xvbn+=played
havoc ^nn++++=havoc
with ^in++++=with
the ^ati++++=the
faded ^jj+atrb++xvbn+=faded
yellow ^jj+atrb+++=yellow
cloth ^nn++++=cloth
and ^cc++++=and
the ^ati++++=the
viands ^nns+++??+=viands.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
a ^at++++=a
boy ^nn++++=boy
named ^vbd+++xvbn+=named
Pip ^np+++??+=Pip
would ^md+prd+++=would
pay ^vb++++=pay
her ^pp3o+pp3+++=her
a ^at++++=a
visit ^nn++++=visit,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
the ^ati++++=the
wax ^nn++++=wax
tapers ^nns++++=tapers
would ^md+prd+++=would
be ^vb+be+aux++=be
lighted ^vpsv++agls+xvbnx+=lighted,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
strange ^jj+atrb+++=strange
pair ^nn++++=pair
walked ^vbd+++xvbn+=walked
round ^rb++++=round
and ^cc++++=and
round ^in++++=round
the ^ati++++=the
decaying ^jj+atrb+++=decaying
feast ^nn++++=feast.
. ^zz++++=EXTRAWORD
" ^zz++++="Even
even ^rb++++=EXTRAWORD
so ^ql++++=so,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
friends ^nns++++=friends,
, ^zz++++=EXTRAWORD
should ^md+nec+++=should
I ^pp1a+pp1+++=I
preserve ^vb++++=preserve
this ^dt+dem+++=this
pudding ^nn++++=pudding
and ^cc++++=and
enthrone ^nn+++??+=enthrone
it ^pp3+it+++=it
in ^in++++=in
my ^pp$+pp1+++=my
Brooklyn ^np+++??+=Brooklyn
home ^nr++++=home
to ^to++++=to
remind ^vbi++++=remind
me ^pp1o+pp1+++=me
of ^in++++=of
my ^pp$+pp1+++=my
lost ^jj+atrb++xvbn+=lost
brandy ^nn++++=brandy
and ^cc++++=and
of ^in++++=of
this ^dt+dem+++=this
most ^ql+emph+++=most
extraordinary ^jj+atrb+++=extraordinary
Thanksgiving ^np+++??+=Thanksgiving.
. ^zz++++=EXTRAWORD
But ^cs+sub+++=But
that ^cs"++++=that
is ^vbz+bez+vrb++=is
impossible ^jj+pred+++=impossible,
, ^zz++++=EXTRAWORD
so ^ql++++=so
follow ^vb+vprv+++=follow
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
picked ^vbd+++xvbnx+=picked
the ^ati++++=the
pudding ^nn++++=pudding
up ^rp++++=up
from ^in++++=from
the ^ati++++=the
floor ^nn++++=floor
and ^cc++++=and
held ^vbd+vprv+tht0+xvbn+=held
it ^pp3+it+++=it
out ^rp+pl+++=out
at ^rb++++=at
arm ^vb++++=arm's
's ^vbz+bez+vrb++0=EXTRAWORD
length ^nn++++=length,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time
leading ^vwbg+++xvbg+=leading
the ^ati++++=the
way ^nn++++=way
out ^rp+pl+++=out
on ^in++++=on
deck ^nn++++=deck.
. ^zz++++=EXTRAWORD
Sunday ^nr++++=Sunday
and ^cc++++=and
Tuesday ^nr++++=Tuesday,
, ^zz++++=EXTRAWORD
Flip ^np++++=Flip
and ^cc++++=and
Jackson ^np++++=Jackson
and ^cc++++=and
all ^rb++++=all
the ^ati++++=the
crew ^nn++++=crew
forgot ^vbd+vprv++xvbn+=forgot
what ^wdt+who+whcl++=what
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
about ^in++++=about
at ^rb++++=at
sight ^nn++++=sight
of ^in++++=of
the ^ati++++=the
queer ^jj+atrb+++=queer
procession ^nn++++=procession,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Warriner ^np+nom++??+=Warriner
holding ^vwbg+++xvbg+=holding
out ^rp+pl+++=out
the ^ati++++=the
pudding ^nn++++=pudding.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
marched ^vbd+++xvbnx+=marched
over ^in++++=over
to ^in++++=to
the ^ati++++=the
lee ^nn++++=lee
bulwarks ^nns+++??+=bulwarks,
, ^zz++++=EXTRAWORD
got ^j+++xvbn+=got
on ^in++++=on
top ^nn++++=top
of ^in++++=of
an ^at++++=an
empty ^jj+atrb+++=empty
box ^nn++++=box,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
began ^vbd+++xvbn+=began
to ^to++++=to
look ^vbi++++=look
at ^in++++=at
the ^ati++++=the
pudding ^nn++++=pudding
with ^in++++=with
a ^at++++=a
very ^ql+amp+++=very
sorrowful ^jj+atrb+++=sorrowful
expression ^nn++++=expression,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
blinking ^vwbg+++xvbg+=blinking
and ^cc++++=and
his ^pp$+pp3+++=his
head ^jjb++++=head
on ^in++++=on
one ^cd1++++=one
side ^nn++++=side.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
the ^ati++++=the
devil ^nn++++=devil
is ^vbz+bez+vrb++=is
he ^pp3a+pp3+++=he
about ^rb++++=about?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
thinks ^vbz+vprv+tht0++=thinks
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
around ^rp++++=around
at ^rb++++=at
us ^pp1o+pp1+++=us
and ^cc++++=and
wiped ^vbd+++xvbn+=wiped
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
with ^in++++=with
a ^at++++=a
silk ^nn++++=silk
handkerchief ^nn++++=handkerchief;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
held ^vbd+vprv++xvbn+=held
out ^rp+pl+++=out
the ^ati++++=the
blasted ^jj+atrb++xvbn+=blasted
pudding ^nn++++=pudding
in ^in++++=in
both ^abx++++=both
hands ^nns++++=hands
so ^ql++++=so
all ^abn++++=all
of ^in++++=of
us ^pp1o+pp1+++=us
could ^md+pos+++=could
see ^vb+vprv+++=see
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="Gentlemen,
gentlemen ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
behold ^vb++++=behold!
! ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
a ^at++++=a
plum ^nn++++=plum-pudding.
- ^zz++++=EXTRAWORD
pudding ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Yea ^np+++??+=Yea,
, ^zz++++=EXTRAWORD
thou ^pp2+pp2+++=thou
dark ^jj+atrb+++=dark
and ^cc+phrs+++=and
sodden ^jj+atrb+++=sodden
mass ^nn++++=mass,
, ^zz++++=EXTRAWORD
pierced ^j+++xvbn+=pierced
with ^in++++=with
feathers ^nns+nom+++=feathers
and ^cc++++=and
baptized ^vpsv++agls+xvbn+=baptized
in ^in++++=in
kerosene ^nn+++??+=kerosene;
; ^zz++++=EXTRAWORD
thou ^pp2+pp2+++=thou
culinary ^jj+atrb+++=culinary
triumph ^nn++++=triumph,
, ^zz++++=EXTRAWORD
concocted ^xvbn+++xvbn+=concocted
by ^in++++=by
Samuel ^np++++=Samuel
Warriner ^np+nom++??+=Warriner
and ^cc++++=and
the ^ati++++=the
descendant ^nn+nom+++=descendant
of ^in++++=of
Lord ^npt++++=Lord
Cornwallis ^np+++??+=Cornwallis;
; ^zz++++=EXTRAWORD
thou ^pp2+pp2+++=thou
fond ^jj+atrb+++=fond
inspiration ^nn+nom+++=inspiration
of ^in++++=of
our ^pp$+pp1+++=our
brain ^nn++++=brain,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
owing ^in+cmpx+++=owing
to ^in"++++=to
the ^ati++++=the
combined ^jj+atrb++xvbn+=combined
assaults ^nns++++=assaults
of ^in++++=of
Satan ^np++++=Satan
and ^cc++++=and
yon ^jj+atrb++??+=yon
sable ^jj+atrb+++=sable
African ^nn++++=African,
, ^zz++++=EXTRAWORD
hast ^&fw++++=hast
so ^ql++++=so
abominably ^rb++++=abominably
miscarried ^jj+++xvbn+=miscarried;
; ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
bid ^nn++++=bid
thee ^pp2+pp2+++=thee
an ^at++++=an
eternal ^jj+atrb+++=eternal
farewell ^nn++++=farewell!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Good
good ^jj+atrb+++=EXTRAWORD
G ^zz++++=G
, ^zz++++=,
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
blubbering ^jj+++xvbg+=blubbering!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
whispered ^vbd+vpub++xvbn+=whispered
Pratt ^np+++??+=Pratt,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
Warriner ^np+nom++??+=Warriner
looked ^vbd+++xvbn+=looked
so ^pn++++=so
affected ^vbd+++xvbn+=affected
that ^dt+dem+++=that
Prince ^npt++++=Prince,
, ^zz++++=EXTRAWORD
Cornwallis ^np+++??+=Cornwallis
and ^cc++++=and
me ^pp1o+pp1+++=me
nearly ^rb+down+++=nearly
cried ^vbd+++xvbn+=cried.
. ^zz++++=EXTRAWORD
" ^zz++++="Good-by,
good ^jj++++=EXTRAWORD
- ^zz++++=EXTRAWORD
by ^in+strn+++=EXTRAWORD
, ^zz++++=EXTRAWORD
pudding ^nn++++=pudding.
. ^zz++++=EXTRAWORD
Go ^vb++++=Go-od-b-bye,"
- ^zz++++=EXTRAWORD
od ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
b ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
bye ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
( ^zz++++=(heaving
heaving ^jj+++xvbg+=EXTRAWORD
it ^pp3+it+++=it
overboard ^rb+pl+++=overboard)
) ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
be ^vb+be+vrb++=be
thou ^pp2+pp2+++=thou
food ^nn++++=food
for ^in++++=for
worms ^nns++++=worms
I ^pp1a+pp1+++=I
should ^md+nec+++=should
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
fishes ^nns++++=fishes!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Away ^rp+pl+++=Away
it ^pp3+it+++=it
went ^vbd+++xvbn+=went,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
struck ^vbd+++xvbn+=struck
the ^ati++++=the
water ^nn++++=water
with ^in++++=with
a ^at++++=a
splash ^nn++++=splash.
. ^zz++++=EXTRAWORD
All ^abn++++=All
hands ^nns++++=hands
stared ^vbd+++xvbn+=stared
until ^cs+sub+++=until
it ^pp3+it+++=it
sunk ^vbd+++xvbn+=sunk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
we ^pp1a+pp1+++=we
looked ^vbd+++xvbn+=looked
at ^rb++++=at
Warriner ^np+nom++??+=Warriner.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
up ^rb+phrv+++=up
the ^ati++++=the
fog ^nn++++=fog-horn,
- ^zz++++=EXTRAWORD
horn ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
just ^rb+emph+++=just
as ^in++++=as
the ^ati++++=the
pudding ^nn++++=pudding
went ^vbd+++xvbn+=went
under ^in+strn+++=under,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
blew ^vbd+++xvbnx+=blew
a ^at++++=a
mournful ^jj+atrb+++=mournful
blast ^nn++++=blast.
. ^zz++++=EXTRAWORD
" ^zz++++="May
may ^md+pos+++=EXTRAWORD
the ^ati++++=the
dear ^nn++++=dear
departed ^vbd+++xvbn+=departed
rest ^nn++++=rest
in ^in++++=in
peace ^nn++++=peace,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
feelingly ^jj++++=feelingly.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
we ^pp1a+pp1+++=we
all ^abn++++=all
pulled ^vpsv++agls+xvbn+=pulled
ourselves ^ppls+pp1+++=ourselves
together ^nn+nom+++=together
and ^cc++++=and
went ^vbd+++xvbn+=went
back ^jjb++++=back
to ^in++++=to
work ^nn++++=work.
. ^zz++++=EXTRAWORD
