Coming ^vbg+++xvbg+=Coming
He ^pp3a+pp3+++=He
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+aux++=be
hampered ^vpsv++by+xvbnx+=hampered
by ^in++++=by
the ^ati++++=the
sled ^nn++++=sled.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+aux++=was
to ^to++++=to
be ^vbi++vrb++=be
a ^at++++=a
race ^nn++++=race--he
-- ^--+clp+++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
must ^md+nec+++=must
travel ^vb++++=travel
long ^rb++++=long
and ^cc++++=and
fast ^nn++++=fast.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sick ^jj+atrb+++=sick
man ^nn++++=man
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
preparations ^nns+nom+++=preparations,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
cried ^vbd+++xvbn+=cried
weakly ^rb+cnj+++=weakly,
, ^zz++++=EXTRAWORD
the ^ati++++=the
tears ^nns++++=tears
freezing ^nn++++=freezing
on ^in++++=on
his ^pp$+pp3+++=his
cheeks ^nns++++=cheeks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
still ^rb++++=still
he ^pp3a+pp3+++=he
lingered ^vbd+++xvbnx+=lingered,
, ^zz++++=EXTRAWORD
lingered ^j+++xvbn+=lingered
maddeningly ^jj++++=maddeningly,
, ^zz++++=EXTRAWORD
till ^cs+sub+++=till
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
Captain ^npt++++=Captain
had ^vbd+hvd+aux++=had
lost ^vprf+++xvbnx+=lost
count ^npt++++=count
of ^in++++=of
the ^ati++++=the
days ^nns++++=days,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
passed ^vbd+++xvbnx+=passed
without ^in++++=without
a ^at++++=a
twitch ^vb++++=twitch
and ^cc++++=and,
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
the ^ati++++=the
body ^nn++++=body
had ^vbd+hvd+aux++=had
cooled ^vprf+++xvbnx+=cooled,
, ^zz++++=EXTRAWORD
the ^ati++++=the
northward ^nn++++=northward
bluffs ^vbz+++??+=bluffs
hid ^vbd+++xvbn+=hid
the ^ati++++=the
plodding ^nvbg+++xvbg+=plodding,
, ^zz++++=EXTRAWORD
snow ^np++++=snow-shoed
- ^zz++++=EXTRAWORD
shoed ^jj+atrb++xvbn+=EXTRAWORD
figure ^nn++++=figure
hurrying ^vwbg+++xvbg+=hurrying
along ^in++++=along
the ^ati++++=the
back ^jjb+atrb+++=back
trail ^nn++++=trail.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
scarcely ^rb+down+++=scarcely
stopped ^vbd+++xvbn+=stopped
for ^in++++=for
sleep ^nn++++=sleep
or ^cc++++=or
food ^nn++++=food,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
gnawed ^vbd+++xvbn+=gnawed
raw ^jj+atrb+++=raw
bacon ^nn++++=bacon
and ^cc++++=and
frozen ^jj+atrb++xvbn+=frozen
bread ^nn++++=bread,
, ^zz++++=EXTRAWORD
swinging ^jj+++xvbg+=swinging
from ^in++++=from
shoe ^nn++++=shoe
to ^in++++=to
shoe ^nn++++=shoe,
, ^zz++++=EXTRAWORD
devouring ^jj+atrb++xvbg+=devouring
distance ^nn+nom+++=distance
with ^in++++=with
the ^ati++++=the
steady ^jj+atrb+++=steady,
, ^zz++++=EXTRAWORD
rhythmic ^jj+atrb+++=rhythmic
pace ^nn++++=pace
of ^in++++=of
a ^at++++=a
machine ^nn++++=machine.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
made ^vbd+++xvbnx+=made
no ^at++++=no
fires ^nns++++=fires.
. ^zz++++=EXTRAWORD
As ^in++++=As
darkness ^nns+nom+++=darkness
settled ^vbd+++xvbn+=settled,
, ^zz++++=EXTRAWORD
rendering ^nn++++=rendering
progress ^nns+nom+++=progress
a ^at++++=a
peril ^nn++++=peril,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
unrolled ^vbd+++xvbnx+=unrolled
his ^pp$+pp3+++=his
robe ^nn++++=robe,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
burrowed ^vpsv++agls+xvbn+=burrowed
into ^in++++=into
some ^dti++++=some
overhanging ^jj+atrb+++=overhanging
drift ^nn++++=drift,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
earliest ^jjt+atrb+++=earliest
hint ^nn++++=hint
of ^in++++=of
dawn ^nn++++=dawn
found ^vbd+vprv++xvbn+=found
him ^pp3o+pp3+++=him
miles ^nns++++=miles
onward ^jjb++++=onward.
. ^zz++++=EXTRAWORD
Though ^cs+sub+++=Though
the ^ati++++=the
weather ^nn++++=weather
was ^vbd+bedz+vrb++=was
clear ^jj+pred+++=clear,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
grew ^vbd+++xvbnx+=grew
numbed ^vbd+++xvbn+=numbed
and ^cc++++=and
careless ^jj++++=careless
under ^in++++=under
the ^ati++++=the
strain ^nn++++=strain
of ^in++++=of
his ^pp$+pp3+++=his
fatigue ^nn++++=fatigue,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
the ^ati++++=the
frost ^nn++++=frost
bit ^nn++++=bit
hungrily ^rb++++=hungrily
at ^in++++=at
his ^pp$+pp3+++=his
features ^nns++++=features.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
grew ^vbd+++xvbnx+=grew
gaunt ^np++++=gaunt,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
feet ^nns++++=feet
swelled ^vbd+++xvbn+=swelled
from ^in++++=from
the ^ati++++=the
snow ^np++++=snow-shoe
- ^zz++++=EXTRAWORD
shoe ^nn++++=EXTRAWORD
thongs ^nns+++??+=thongs
till ^cs+sub+++=till
they ^pp3a+pp3+++=they
puffed ^vbd+++xvbnx+=puffed
out ^rp+pl+++=out
his ^pp$+pp3+++=his
loose ^jj++++=loose,
, ^zz++++=EXTRAWORD
sealskin ^nn++++=sealskin
boots ^nns++++=boots,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
every ^at++++=every
step ^nn++++=step
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning
hours ^nns++++=hours
brought ^vbd+++xvbn+=brought
forth ^np++++=forth
a ^at++++=a
groan ^nn++++=groan.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
tortured ^vpsv++by+xvbnx+=tortured
by ^in++++=by
the ^ati++++=the
thought ^vprf+++xvbn+=thought
that ^tht+vcmp+++=that
perhaps ^rb++++=perhaps
the ^ati++++=the
Indian ^jj++++=Indian
had ^vb+hv+aux++=had
carelessly ^rb++splt++=carelessly
let ^vprf+++xvbnx+=let
go ^vb++++=go
the ^ati++++=the
fire ^nn++++=fire
in ^in++++=in
Klusky ^np++++=Klusky's
's ^$++++=EXTRAWORD
cabin ^nn++++=cabin.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
so ^ql++++=so,
, ^zz++++=EXTRAWORD
the ^ati++++=the
precious ^jj+atrb+++=precious
potatoes ^nns++++=potatoes
would ^md+prd+++=would
freeze ^vb++++=freeze
in ^in++++=in
a ^at++++=a
night ^nn++++=night.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
the ^ati++++=the
native ^nn++++=native
rebuilt ^vwbn+++xvbn+=rebuilt
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
arrive ^vb++++=arrive
only ^rb+down+++=only
to ^to++++=to
find ^vbi+vprv+++=find
a ^at++++=a
mushy ^nn+++??+=mushy,
, ^zz++++=EXTRAWORD
putrifying ^jj+atrb++xvbg+=putrifying
mass ^nn++++=mass,
, ^zz++++=EXTRAWORD
worse ^jjr++++=worse
than ^in++++=than
useless ^nn++++=useless.
. ^zz++++=EXTRAWORD
The ^ati++++=The
uncertainty ^nn++++=uncertainty
sickened ^vwbn+++xvbn+=sickened
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
sighted ^vbd+++xvbnx+=sighted
the ^ati++++=the
little ^ap++++=little
hamlet ^np++++=hamlet,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
paused ^vbd+++xvbnx+=paused,
, ^zz++++=EXTRAWORD
bracing ^jj+++xvbg+=bracing
his ^pp$+pp3+++=his
legs ^nns++++=legs
apart ^in++++=apart
weakly ^rb++++=weakly.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
searched ^vbd+++xvbnx+=searched
fearfully ^rb++++=fearfully
for ^in++++=for
traces ^nns++++=traces
of ^in++++=of
smoke ^nn++++=smoke
above ^jjb++++=above
Klusky ^np++++=Klusky's
's ^$++++=EXTRAWORD
cabin ^nn++++=cabin.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
none ^pn++++=none.
. ^zz++++=EXTRAWORD
Somehow ^rb++++=Somehow
the ^ati++++=the
lone ^jjb+atrb+++=lone
shack ^nn++++=shack
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
stare ^vbi++++=stare
malignantly ^jj++++=malignantly
at ^rb++++=at
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
staggered ^vbd+++xvbnx+=staggered
up ^rp++++=up
the ^ati++++=the
trail ^nn++++=trail,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
heard ^vbd+vprv+tht0+xvbnx+=heard
himself ^ppl+pp3+++=himself
muttering ^nvbg+++xvbg+=muttering.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
no ^at++++=no
locks ^npl++++=locks
in ^in++++=in
this ^dt+dem+++=this
land ^nn++++=land,
, ^zz++++=EXTRAWORD
so ^ql++++=so
he ^pp3a+pp3+++=he
entered ^vbd+++xvbnx+=entered
unbidden ^jj++++=unbidden.
. ^zz++++=EXTRAWORD
The ^ati++++=The
place ^nn++++=place
was ^vbd+bedz+vrb++=was
empty ^jj+pred+++=empty,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
warm ^jj++++=warm
from ^in++++=from
recent ^jj+atrb+++=recent
habitation ^nn+nom+++=habitation.
. ^zz++++=EXTRAWORD
With ^in++++=With
his ^pp$+pp3+++=his
remaining ^jj+atrb++xvbg+=remaining
strength ^nn++++=strength
he ^pp3a+pp3+++=he
scrambled ^vbd+++xvbnx+=scrambled
up ^rp++++=up
a ^at++++=a
rude ^jj+atrb+++=rude
ladder ^nn++++=ladder
to ^in++++=to
the ^ati++++=the
loft ^nn++++=loft
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
fumbled ^vbd+++xvbnx+=fumbled
in ^in++++=in
the ^ati++++=the
dark ^jj++++=dark
while ^cs+sub+++=while
his ^pp$+pp3+++=his
heart ^nn++++=heart
stopped ^vbd+++xvbn+=stopped.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried
hoarsely ^rb++++=hoarsely
and ^cc++++=and,
, ^zz++++=EXTRAWORD
ripping ^vbg+++xvbg+=ripping
open ^jj++++=open
the ^ati++++=the
box ^nn++++=box,
, ^zz++++=EXTRAWORD
stuffed ^j+++xvbn+=stuffed
them ^pp3o+pp3+++=them
gloatingly ^rb++++=gloatingly
into ^in++++=into
pockets ^nns++++=pockets
and ^cc++++=and
shirt ^nn++++=shirt
front ^jjb++++=front.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
dropped ^vbd+++xvbnx+=dropped
from ^in++++=from
the ^ati++++=the
platform ^nn++++=platform
and ^cc++++=and
fled ^vbd+++xvbn+=fled
out ^rp+pl+++=out
through ^in++++=through
the ^ati++++=the
open ^jj+atrb+++=open
door ^nn++++=door,
, ^zz++++=EXTRAWORD
capless ^jj++++=capless
and ^cc+phrs+++=and
mittenless ^jj++++=mittenless;
; ^zz++++=EXTRAWORD
out ^rp+pl+++=out
and ^cc++++=and
on ^in++++=on
toward ^in++++=toward
the ^ati++++=the
village ^nn+nom+++=village.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
pace ^nn++++=pace
slackened ^vbd+++xvbn+=slackened
suddenly ^rb+cnj+++=suddenly,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
noted ^vbd+vprv++xvbnx+=noted
with ^in++++=with
a ^at++++=a
shock ^nn++++=shock
that ^tht+rel+++=that,
, ^zz++++=EXTRAWORD
like ^in++++=like
Klusky ^np++++=Klusky's
's ^$++++=EXTRAWORD
cabin ^nn++++=cabin,
, ^zz++++=EXTRAWORD
no ^at++++=no
smoke ^nn++++=smoke
drifted ^vbd+++xvbn+=drifted
over ^in++++=over
the ^ati++++=the
house ^nn++++=house
toward ^in++++=toward
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
ran ^vbd+++xvbnx+=ran,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
drawing ^nvbg+++xvbg+=drawing
near ^in+strn+++=near,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
that ^tht+vcmp+++=that
snow ^nn++++=snow
lay ^vbd+++xvbn+=lay
before ^in++++=before
the ^ati++++=the
door ^nn++++=door;
; ^zz++++=EXTRAWORD
clean ^jj++++=clean,
, ^zz++++=EXTRAWORD
white ^jj++++=white,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
untrodden ^jj+++xvbn+=untrodden.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
too ^ql++++=too
dazed ^jj+++xvbn+=dazed
to ^to++++=to
recall ^vbi+vprv+++=recall
the ^ati++++=the
light ^jj+atrb+++=light
fall ^nn++++=fall
of ^in++++=of
the ^ati++++=the
night ^nn++++=night
previous ^jj++++=previous,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
glared ^vbd+++xvbn+=glared
blankly ^rb++++=blankly
at ^in++++=at
the ^ati++++=the
idle ^jj+atrb+++=idle
pipe ^nn++++=pipe;
; ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
cold ^nn++++=cold
and ^cc++++=and
desolate ^jj++++=desolate
front ^jjb++++=front.
. ^zz++++=EXTRAWORD
" ^zz++++="Too
too ^ql++++=EXTRAWORD
late ^jj++++=late!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
murmured ^vbd+++xvbnx+=murmured
brokenly ^jj++++=brokenly.
. ^zz++++=EXTRAWORD
" ^zz++++="Too
too ^ql++++=EXTRAWORD
late ^jj++++=late!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
stumbled ^vpsv++agls+xvbn+=stumbled
to ^in++++=to
the ^ati++++=the
snow ^np++++=snow-cushioned
- ^zz++++=EXTRAWORD
cushioned ^xvbn+++xvbn+=EXTRAWORD
chopping ^jj+atrb++xvbg+=chopping
block ^nn++++=block.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
dared ^vbd+++??+=dared
not ^xnot++not++=not
go ^vb++++=go
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
Evidently ^rb++++=Evidently
the ^ati++++=the
camp ^nn++++=camp
had ^vbd+hvd+aux++=had
let ^vprf+++xvbnx+=let
George ^np++++=George
die ^vb++++=die;
; ^zz++++=EXTRAWORD
had ^vb+hv+aux++=had
never ^rb++splt++=never
come ^vprf+++xvbn+=come
near ^in+pl+++=near
to ^to++++=to
lift ^vbi++++=lift
a ^at++++=a
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
afraid ^jj+pred+++=afraid
of ^in++++=of
what ^wdt+who+++=what
lay ^jjb+++xvbn+=lay
within ^in+strn+++=within,
, ^zz++++=EXTRAWORD
afraid ^jj++++=afraid
to ^to+jcmp+++=to
face ^vbi++++=face
it ^pp3+it+++=it
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
a ^at++++=a
dreadful ^jj+atrb+++=dreadful
need ^vb++pmd"++=need
to ^to+vcmp+pmd++=to
know ^vb+vprv+++=know
pulled ^jj+++xvbn+=pulled
him ^pp3o+pp3+++=him
forward ^rb++++=forward.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three
times ^nns++++=times
he ^pp3a+pp3+++=he
approached ^vbd+++xvbnx+=approached
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
retreating ^jj++++=retreating
each ^dt++++=each
time ^nn++++=time
in ^in++++=in
panic ^nn++++=panic.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
he ^pp3a+pp3+++=he
laid ^vbd+++xvbnx+=laid
soft ^jj+atrb+++=soft
hands ^nns++++=hands
upon ^in++++=upon
the ^ati++++=the
latch ^nn++++=latch
and ^cc++++=and
entered ^vbd+++xvbn+=entered,
, ^zz++++=EXTRAWORD
averting ^jj+++xvbg+=averting
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
so ^ql++++=so,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
despite ^in++++=despite
the ^ati++++=the
darkness ^nns+nom+++=darkness
inside ^jjb++++=inside,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
conscious ^jj+pred+++=conscious
of ^in++++=of
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
saw ^j+++xvbn+=saw
from ^in++++=from
his ^pp$+pp3+++=his
eye ^nn++++=eye
corners ^nns+nom+++=corners
the ^ati++++=the
big ^jj++++=big,
, ^zz++++=EXTRAWORD
still ^rb+atrb+++=still
bulk ^nn++++=bulk
that ^tht+rel+subj++=that
sat ^vbd+++xvbn+=sat
wrapped ^vwbn+++xvbn+=wrapped
and ^cc+phrs+++=and
propped ^vwbn+++xvbn+=propped
in ^in++++=in
the ^ati++++=the
chair ^nn++++=chair
by ^in++++=by
the ^ati++++=the
table ^nn++++=table.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sensed ^vbd+vprv+tht0+xvbnx+=sensed
it ^pp3+it+++=it
dazedly ^rb+cnj+++=dazedly,
, ^zz++++=EXTRAWORD
inductively ^jj++++=inductively,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
turned ^vbd+++xvbn+=turned
to ^to++++=to
flee ^vbi++++=flee,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
paused ^vbd+++xvbn+=paused.
. ^zz++++=EXTRAWORD
" ^zz++++="Ye
ye ^pp2+pp2+++=EXTRAWORD
made ^vbd+++xvbn+=made
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
boy ^nn++++=boy!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
twelfth ^od++++=twelfth
to ^to++++=to-day."
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
George ^np++++=George's
's ^$++++=EXTRAWORD
voice ^nn++++=voice
came ^vbd+++xvbn+=came
weakly ^rb+cnj+++=weakly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
a ^at++++=a
great ^jj+atrb+++=great
cry ^nn++++=cry
Captain ^npt++++=Captain
sprang ^vbd+++xvbn+=sprang
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Bout
bout ^nn++++=EXTRAWORD
all ^rb++++=all
in ^in+strn+++=in,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
other ^ap++++=other
continued ^jj+++xvbn+=continued.
. ^zz++++=EXTRAWORD
" ^zz++++="Ain't
ai ^vb+be+++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
been ^vprf+ben+vrb+xvbn+=been
on ^in++++=on
my ^pp$+pp1+++=my
feet ^nns++++=feet
for ^in++++=for
two ^cd++++=two
days ^nns++++=days.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
knowed ^vbd+++xvbnx+=knowed
you ^pp2+pp2+++=you'd
'd ^md+prd+aux++0=EXTRAWORD
come ^vprf+++xvbn+=come
to ^to++++=to-day,
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
twelfth ^np++++=twelfth."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
made ^vbd+++xvbn+=made
no ^at++++=no
reply ^nn++++=reply,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
knelt ^vprf+++xvbnx+=knelt,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
face ^vb++++=face
buried ^vbd+++xvbn+=buried
in ^in++++=in
the ^ati++++=the
big ^jj+atrb+++=big
man ^nn++++=man's
's ^$++++=EXTRAWORD
lap ^nn++++=lap,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
shoulders ^nns+nom+++=shoulders
heaving ^vwbg+++xvbg+=heaving,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
cried ^vbd+++xvbn+=cried
like ^in++++=like
a ^rb++++=a
little ^rb"++++=little
boy ^nn++++=boy.
. ^zz++++=EXTRAWORD
