Scene. ^np+++??+=Scene.--The
' ^zz++++=EXTRAWORD
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
everybody ^pn++++=everybody
could ^md+pos+++=could
see ^vb+vprv+++=see
was ^vbd+bedz+vrb++=was
a ^at++++=a
settin ^nn+++??+=settin'
' ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
cap ^nn++++=cap
for ^in++++=for
the ^ati++++=the
minister ^nn+nom+++=minister.
. ^zz++++=EXTRAWORD
" ^zz++++="Mis'
mis ^npt++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Pipperidge ^np+++??+=Pipperidge
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
so ^ql++++=so
long ^rb++++=long
as ^ql++++=as
she ^pp3a+pp3+++=she
looked ^vbd+++xvbnx+=looked
on ^in++++=on
Huldy ^np+++??+=Huldy
as ^in++++=as
the ^ati++++=the
hired ^jj+atrb++xvbn+=hired
gal ^nn++++=gal,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=hadn't
n't ^xnot++not++0=EXTRAWORD
thought ^nn+++xvbn+=thought
much ^ap++++=much
about ^in++++=about
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Huldy ^np+++??+=Huldy
was ^vbd+bedz+vrb++=was
railly ^jj+atrb+++=railly
takin ^nn+++??+=takin'
' ^zz++++=EXTRAWORD
on ^in++++=on
airs ^&fw++++=airs
as ^in++++=as
an ^at++++=an
equal ^jj++++=equal,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
appearin ^nn+++??+=appearin'
' ^zz++++=EXTRAWORD
as ^ql++++=as
mistress ^nns+nom+++=mistress
of ^in++++0=o'
the ^ati++++=the
house ^nn++++=house
in ^in++++=in
a ^at++++=a
way ^nn++++=way
that ^tht+rel+subj++=that
would ^md+prd+++=would
make ^vb++++=make
talk ^nn++++=talk
if ^cs+cnd+++=if
it ^pp3+it+++=it
went ^vbd+++xvbn+=went
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
Mis ^npt++++=Mis'
' ^zz++++=EXTRAWORD
Pipperidge ^np+++??+=Pipperidge
she ^pp3a+pp3+++=she
driv ^nn+++??+=driv
' ^zz++++='round
round ^in++++=EXTRAWORD
up ^in+cmpx+++=up
to ^in++++=to
Deakin ^np+++??+=Deakin
Abner ^np+++??+=Abner
Snow ^nn++++=Snow's,
's, ^nn+++??+=EXTRAWORD
and ^cc++++=and
down ^rp++++=down
to ^in++++=to
Mis ^npt++++=Mis'
' ^zz++++=EXTRAWORD
' ^zz++++='Lijah
lijah ^nn+++??+=EXTRAWORD
Perry ^np+++??+=Perry's,
's, ^nn+++??+=EXTRAWORD
and ^cc++++=and
asked ^vbd+vsua++xvbn+=asked
them ^pp3o+pp3+++=them
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
afraid ^jj++++=afraid
that ^tht+jcmp+++=that
the ^ati++++=the
way ^nn++++=way
the ^ati++++=the
parson ^nn++++=parson
and ^cc++++=and
Huldy ^np+++??+=Huldy
was ^vbd+bedz+vrb++=was
a ^at++++=a
goin ^nn+++??+=goin'
' ^zz++++=EXTRAWORD
on ^in++++=on
might ^nn++++=might
make ^vb++++=make
talk ^nn++++=talk.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
they ^pp3a+pp3+++=they
said ^vbd+vpub+tht0+xvbnx+=said
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=hadn't
n't ^xnot++not++0=EXTRAWORD
thought ^nn+++xvbn+=thought
on ^in++++0=on't
it ^pp3+it+++=EXTRAWORD
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
to ^to++++=to
think ^vbi+vprv+++=think
o ^zz++++=on't,
n't ^xnot++not++0=EXTRAWORD
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
was ^vbd+bedz+vrb++=was
sure ^jj+pred+++=sure
it ^pp3+it+++=it
would ^md+prd+++=would;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
all ^rb++++=all
went ^vbd+++xvbn+=went
and ^cc+phrs+++=and
talked ^vbd+++xvbn+=talked
with ^in++++=with
somebody ^pn++++=somebody
else ^rb+cnj+++=else,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
asked ^vbd+vsua++xvbn+=asked
them ^pp3o+pp3+++=them
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+tht0++=think
it ^pp3+it+++=it
would ^md+prd+++=would
make ^vb++++=make
talk ^nn++++=talk.
. ^zz++++=EXTRAWORD
So ^ql++++=So
come ^vb++++=come
Sunday ^nr++++=Sunday,
, ^zz++++=EXTRAWORD
between ^in++++=between
meetin ^nn+++??+=meetin's
's ^$++++=EXTRAWORD
there ^rn+pl+++=there
war ^nn++++=warn't
n't ^xnot++not++0=EXTRAWORD
noth ^nn+++??+=noth-in'
- ^zz++++=EXTRAWORD
in ^in++++=EXTRAWORD
' ^zz++++=EXTRAWORD
else ^rb+cnj+++=else
talked ^vbd+++xvbn+=talked
about ^in+strn+++=about;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Huldy ^np+++??+=Huldy
saw ^vbd+vprv++xvbn+=saw
folks ^nns++++=folks
a ^at++++=a
noddin ^nn+++??+=noddin'
' ^zz++++=EXTRAWORD
and ^cc++++=and
a ^at++++=a
winkin ^nn+++??+=winkin',
', ^nn+++??+=EXTRAWORD
and ^cc++++=and
a ^at++++=a
lookin ^nn+++??+=lookin'
' ^zz++++=EXTRAWORD
arter ^jjr++++=arter
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
begun ^vbd+++xvbnx+=begun
to ^to++++=to
feel ^vbi+vprv+++=feel
drefful ^jj+atrb+++=drefful
sort ^nn++++=sort
of ^in++++0=o'
disagreeable ^nn++++=disagreeable.
. ^zz++++=EXTRAWORD
Finally ^rb++++=Finally
Mis ^npt++++=Mis'
' ^zz++++=EXTRAWORD
Sawin ^np+++??+=Sawin
she ^pp3a+pp3+++=she
says ^vbz+vpub+++=says
to ^to+vcmp+++=to
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
' ^zz++++='My
my ^pp$+pp1+++=EXTRAWORD
dear ^nn++++=dear,
, ^zz++++=EXTRAWORD
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
never ^rb++++=never
think ^vb+vprv+++=think
folk ^jjb++++=folk
would ^md+prd+++=would
talk ^vb++++=talk
about ^in++++=about
you ^pp2+pp2+++=you
and ^cc++++=and
the ^ati++++=the
minister ^nn+nom+++=minister?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'No:
' ^zz++++=EXTRAWORD
no ^at++++=EXTRAWORD
: ^zz++++=EXTRAWORD
why ^wrb+who+whq++=why
should ^md+nec+++=should
they ^pp3a+pp3+++=they?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Huldy ^np+++??+=Huldy,
, ^zz++++=EXTRAWORD
quite ^rb++++=quite
innocent ^jj++++=innocent.
. ^zz++++=EXTRAWORD
" ^zz++++="Wal,
wal ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
dear ^jj++++=dear,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
think ^vb+vprv+tht0++=think
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
shame ^nn++++=shame;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
say ^vb+vpub+tht0++=say
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
tryin ^nn+++??+=tryin'
' ^zz++++=EXTRAWORD
to ^to++++=to
catch ^vbi++++=catch
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
so ^ql++++=so
bold ^np++++=bold
and ^cc++++=and
improper ^jj++++=improper
for ^in++++=for
you ^pp2+pp2+++=you
to ^to++++=to
be ^vbi++vrb++=be
courtin ^nn+++??+=courtin'
' ^zz++++=EXTRAWORD
of ^in++++=of
him ^pp3o+pp3+++=him
right ^nn++++=right
in ^in++++=in
his ^pp$+pp3+++=his
own ^ap++++=own
house, ^nn+++??+=house,--you
-- ^--+clp+++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+tht0++=know
folks ^nns++++=folks
will ^md+prd+++=will
talk, ^vb+++??+=talk,--I
-- ^--+clp+++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
thought ^vbd+++xvbnx+=thought
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
tell ^vb++++=tell
you ^pp2+pp2+++=you
' ^zz++++='cause
cause ^nn++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+++=think
so ^ql++++=so
much ^ap++++=much
of ^in++++=of
you ^pp2+pp2+++=you,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
" ^zz++++="Huldy
huldy ^nn+++??+=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
gal ^nn++++=gal
of ^in++++=of
spirit ^nn++++=spirit,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
despised ^vbd+++xvbnx+=despised
the ^ati++++=the
talk ^nn++++=talk,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
made ^vbd+++xvbn+=made
her ^pp$+pp3+++=her
drefful ^jj++++=drefful
uncomfortable ^jj++++=uncomfortable;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
got ^vbd+++xvbnx+=got
home ^nr++++=home
at ^in++++=at
night ^nn++++=night
she ^pp3a+pp3+++=she
sat ^vbd+++xvbnx+=sat
down ^rb+phrv+++=down
in ^in++++=in
the ^ati++++=the
mor-nin ^nn+++??+=mor-nin'-glory
'-glory ^nn+++??+=EXTRAWORD
porch ^nn++++=porch,
, ^zz++++=EXTRAWORD
quite ^rb++++=quite
quiet ^nn++++=quiet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
sing ^vb++++=sing
a ^at++++=a
word ^nn++++=word.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
minister ^nn+nom+++=minister
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
heard ^vprf+++xvbnx+=heard
the ^ati++++=the
same ^ap++++=same
thing ^nn++++=thing
from ^in++++=from
one ^pn++++=one
of ^in++++=of
his ^pp$+pp3+++=his
deakins ^nns+++??+=deakins
that ^tht+rel+obj++=that
day ^nn++++=day;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
Huldy ^np+++??+=Huldy
so ^rb++++=so
kind ^rb+hdg+++=kind
of ^+hdg"+++0=o'
silent ^jj++++=silent,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
says ^vbz+vpub+++=says
to ^to+vcmp+++=to
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
' ^zz++++='Why
why ^wrb+who+whq++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
sing ^vb++++=sing,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
child ^nn++++=child?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
hed ^vbd+++xvbnx+=hed
a ^at++++=a
pleasant ^jj+atrb+++=pleasant
sort ^nn++++=sort
of ^in++++0=o'
way ^nn++++=way
with ^in++++=with
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
the ^ati++++=the
minister ^npt+nom+++=minister
had ^vb+hv+vrb++=had,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Huldy ^np+++??+=Huldy
had ^vbd+hvd+aux++=had
got ^vprf+++xvbnx+=got
to ^to+vcmp+++=to
likin ^vb+++??+=likin'
' ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi++vrb++=be
with ^in++++=with
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
all ^abn++++=all
come ^vprf+++xvbn+=come
over ^rp++++=over
her ^pp3o+pp3+++=her
that ^dt+dem+++=that
perhaps ^rb++++=perhaps
she ^pp3a+pp3+++=she
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
go ^vb++++=go
away ^rp+pl+++=away;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
throat ^nn++++=throat
kind ^rb+hdg+++=kind
of ^+hdg"+++0=o'
filled ^vbd+++xvbn+=filled
up ^rp++++=up
so ^ql++++=so
she ^pp3a+pp3+++=she
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
hardly ^rb+down+++=hardly
speak ^vb++++=speak;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
sing ^vb++++=sing
to ^to++++=to-night.'
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="Says
says ^vbz+vpub+tht0++=EXTRAWORD
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
' ^zz++++='You
you ^pp2+pp2+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
much ^rb++++=much
good ^jj++++=good
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
singin ^nn+++??+=singin'
' ^zz++++=EXTRAWORD
has ^vbz+hvz+aux++=has
done ^vprf+++xvbnx+=done
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
how ^wrb+who+++=how
much ^rb++++=much
good ^jj+atrb+++=good
_you_ ^nn+++??+=_you_
have ^vb+hv+aux++=have
done ^vprf+++xvbnx+=done
me ^pp1o+pp1+++=me
in ^in++++=in
all ^abn++++=all
ways ^nns++++=ways,
, ^zz++++=EXTRAWORD
Huldy ^np+++??+=Huldy.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wish ^vb+vprv+tht0++=wish
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
how ^wrb+who+whcl++=how
to ^to++++=to
show ^vbi+vprv+tht0++=show
my ^pp$+pp1+++=my
gratitude ^nn++++=gratitude.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'O
' ^zz++++=EXTRAWORD
o ^zz++++=EXTRAWORD
sir ^npt++++=sir!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Huldy ^np+++??+=Huldy,
, ^zz++++=EXTRAWORD
' ^zz++++='_is_
_is_ ^nn+++??+=EXTRAWORD
it ^pp3+it+++=it
improper ^jj++++=improper
for ^in++++=for
me ^pp1o+pp1+++=me
to ^to++++=to
be ^vbi++vrb++=be
here ^rn+pl+++=here?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'No,
' ^zz++++=EXTRAWORD
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
dear ^jj++++=dear,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
the ^ati++++=the
minister ^nn+nom+++=minister,
, ^zz++++=EXTRAWORD
' ^zz++++='but
but ^cc++++=EXTRAWORD
ill ^jj++++=ill-natured
- ^zz++++=EXTRAWORD
natured ^jj+atrb+++=EXTRAWORD
folks ^nns++++=folks
will ^md+prd+++=will
talk ^vb++++=talk;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
one ^cd1++++=one
way ^nn++++=way
we ^pp1a+pp1+++=we
can ^md+pos+++=can
stop ^vb++++=stop
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
Huldy ^np+++??+=Huldy--if
-- ^--+clp+++=EXTRAWORD
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
will ^md+prd+++=will
marry ^vb++++=marry
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You'll
'll ^md+prd+++0=EXTRAWORD
make ^vb++++=make
me ^pp1o+pp1+++=me
very ^ql+amp+++=very
happy ^jj++++=happy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
do ^vb+do+vrb++=do
all ^rb++++=all
I ^pp1a+pp1+++=I
can ^md+pos+++=can
to ^to++++=to
make ^vbi++++=make
you ^pp2+pp2+++=you
happy ^jj++++=happy.
. ^zz++++=EXTRAWORD
Will ^md+prd+++=Will
you ^pp2+pp2+++=you?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="Wal,
wal ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Huldy ^np+++??+=Huldy
never ^rb++++=never
told ^vbd+vpub++xvbn+=told
me ^pp1o+pp1+++=me
jist ^nn++++=jist
what ^wdt+who+++=what
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
the ^ati++++=the
minister, ^nn+++??+=minister,--gals
-- ^--+clp+++=EXTRAWORD
gals ^nn++++=EXTRAWORD
never ^rb++++=never
does ^vbz+doz+aux++=does
give ^vb++++=give
you ^pp2+pp2+++=you
the ^ati++++=the
particulars ^nns++++=particulars
of ^in++++=of
them ^pp3o+pp3+++=them
' ^zz++++='are
are ^vb+ber+vrb++=EXTRAWORD
things ^nns++++=things
jist ^nn++++=jist
as ^ql++++=as
you ^pp2+pp2+++=you'd
'd ^md+prd+vrb++0=EXTRAWORD
like ^in++++=like
' ^zz++++='em,--only
em, ^nn+++??+=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
only ^rb+down+++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
the ^ati++++=the
upshot ^nn++++=upshot
and ^cc++++=and
the ^ati++++=the
hull ^np++++=hull
on ^in++++0=on't
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
Huldy ^np+++??+=Huldy
she ^pp3a+pp3+++=she
did ^vbd+dod+vrb++=did
a ^at++++=a
consid ^nn+++??+=consid'able
'able ^jj+atrb+++0=EXTRAWORD
lot ^nn++++=lot
of ^in++++0=o'
clear ^jj+atrb+++=clear
starchin ^nn+++??+=starchin'
' ^zz++++=EXTRAWORD
and ^cc++++=and
ironin ^nn+++??+=ironin'
' ^zz++++=EXTRAWORD
the ^ati++++=the
next ^ap++++=next
two ^cd++++=two
days ^nns++++=days;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Friday ^nr++++=Friday
of ^in++++0=o'
next ^ap++++=next
week ^nn++++=week
the ^ati++++=the
minister ^nn+nom+++=minister
and ^cc++++=and
she ^pp3a+pp3+++=she
rode ^vbd+++xvbnx+=rode
over ^in++++=over
together ^nn+nom+++=together
to ^in++++=to
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Lothrop ^np++++=Lothrop's
's ^vbz+bez+vrb++0=EXTRAWORD
in ^in++++=in
Old ^jj+atrb+++=Old
Town ^nn++++=Town;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
doctor ^nn++++=doctor,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
jist ^nn++++=jist
made ^vbd+++xvbn+=made
them ^pp3o+pp3+++0='em
man ^nn++++=man
and ^cc++++=and
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
' ^zz++++='spite
spite ^in"++++=EXTRAWORD
of ^in++++=of
envy ^nn++++=envy
of ^in++++=of
the ^ati++++=the
Jews ^nn++++=Jews,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
hymn ^nn++++=hymn
says ^vbz+vpub+++=says.
. ^zz++++=EXTRAWORD
Wal ^nn++++=Wal,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you'd
'd ^md"+hvd+pmd"++0=EXTRAWORD
better ^md++++=better
believe ^vb+vprv+tht0++=believe
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
starin ^nn+++??+=starin'
' ^zz++++=EXTRAWORD
and ^cc++++=and
a ^at++++=a
wonderin ^nn+++??+=wonderin'
' ^zz++++=EXTRAWORD
next ^ap++++=next
Sunday ^nr++++=Sunday
mornin ^nn+++??+=mornin'
' ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
second ^od++++=second
bell ^nn++++=bell
was ^vbd+bedz+vrb++=was
a ^at++++=a
tollin ^nn+++??+=tollin',
', ^nn+++??+=EXTRAWORD
and ^cc++++=and
the ^ati++++=the
minister ^npt+nom+++=minister
walked ^vbd+++xvbn+=walked
up ^rp++++=up
the ^ati++++=the
broad ^jj+atrb+++=broad
aisle ^nn++++=aisle
with ^in++++=with
Huldy ^np+++??+=Huldy,
, ^zz++++=EXTRAWORD
all ^abn++++=all
in ^in++++=in
white ^jj++++=white,
, ^zz++++=EXTRAWORD
arm ^vb++++=arm
in ^in++++=in
arm ^nn++++=arm
with ^in++++=with
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
opened ^vbd+++xvbnx+=opened
the ^ati++++=the
minister ^nn+nom+++=minister's
's ^$++++=EXTRAWORD
pew ^nn+++??+=pew,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
handed ^vbd+++xvbn+=handed
her ^pp$+pp3+++=her
in ^in++++=in
as ^cs+sub+++=as
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
a ^at++++=a
princess ^nns+nom+++=princess;
; ^zz++++=EXTRAWORD
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
Parson ^nn++++=Parson
Carryl ^np+++??+=Carryl
come ^vb++++=come
of ^in++++=of
a ^at++++=a
good ^jj+atrb+++=good
family ^nn++++=family,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
a ^at++++=a
born ^vbd+++xvbn+=born
gentleman ^nn+nom+++=gentleman,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vb+hv+vrb++=had
a ^at++++=a
sort ^nn++++=sort
of ^in++++0=o'
grand ^jj+atrb+++=grand
way ^nn++++=way
of ^in++++0=o'
bein ^nn+++??+=bein'
' ^zz++++=EXTRAWORD
polite ^jj++++=polite
to ^in++++=to
women ^nns++++=women-folks.
- ^zz++++=EXTRAWORD
folks ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Wal ^nn++++=Wal,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
guess ^vb++++=guess
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
rus ^nn++++=rus'lin'
'lin' ^nn+++??+=EXTRAWORD
among ^in++++=among
the ^ati++++=the
bunnets ^nns+++??+=bunnets.
. ^zz++++=EXTRAWORD
Mis ^npt++++=Mis'
' ^zz++++=EXTRAWORD
Pipperidge ^np+++??+=Pipperidge
gin ^nn++++=gin
a ^at++++=a
great ^jj+atrb+++=great
bounce ^nn++++=bounce,
, ^zz++++=EXTRAWORD
like ^in++++=like
corn ^nn++++=corn
poppin ^nn+++??+=poppin'
' ^zz++++=EXTRAWORD
on ^in++++=on
a ^at++++=a
shovel ^nn++++=shovel,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
glared ^vbd+++xvbn+=glared
through ^rp++++=through
her ^pp3o+pp3+++=her
glasses ^nns++++=glasses
at ^in++++=at
Huldy ^np+++??+=Huldy
as ^cs+sub+++=as
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they'd
'd ^md+prd+vrb++0=EXTRAWORD
a ^at++++=a
sot ^nn+++??+=sot
her ^pp3o+pp3+++=her
afire ^nn+++??+=afire;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
everybody ^pn++++=everybody
in ^in++++=in
the ^ati++++=the
meetin ^nn+++??+=meetin'
' ^zz++++=EXTRAWORD
house ^npl++++=house
was ^vbd+bedz+vrb++=was
a ^at++++=a
starin ^nn+++??+=starin',
', ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++=I
tell ^vb++++=tell
_yew_ ^nn+++??+=_yew_.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
they ^pp3a+pp3+++=they
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
none ^rb++++=none
of ^in++++=of
them ^pp3o+pp3+++0='em
say ^vb+vpub+++=say
nothin ^nn+++??+=nothin'
' ^zz++++=EXTRAWORD
agin ^nn+++??+=agin
Huldy ^np++++=Huldy's
's ^$++++=EXTRAWORD
looks ^nns++++=looks;
; ^zz++++=EXTRAWORD
for ^in++++=for
there ^rn+pl+++=there
wa' ^nn+++??+=wa'n't
n't ^xnot++not++0=EXTRAWORD
a ^at++++=a
crimp ^nn+++??+=crimp
nor ^cc++neg++=nor
a ^at++++=a
frill ^nn++++=frill
about ^rb++++=about
her ^pp3o+pp3+++=her
that ^dt+dem+++=that
wa' ^nn+++??+=wa'n't
n't ^xnot++not++0=EXTRAWORD
jis ^nns+++??+=jis'
' ^zz++++=EXTRAWORD
_so_ ^nn+++??+=_so_;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
frock ^nn++++=frock
was ^vbd+bedz+vrb++=was
white ^jj+pred+++=white
as ^ql++++=as
the ^ati++++=the
driven ^jj+++xvbn+=driven
snow ^np++++=snow,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
her ^pp$+pp3+++=her
