Having ^xvbg+++xvbg+=Having
rank ^nn++++=rank
of ^in++++=of
society ^nn++++=society
in ^in++++=in
a ^at++++=a
whole ^jj+atrb+++=whole
island ^nn++++=island
we ^pp1a+pp1+++=we
could ^md+pos+++=could
mention ^nn+nom+++=mention.
. ^zz++++=EXTRAWORD
The ^ati++++=The
oddest ^jjt+atrb+++=oddest
feature ^nn++++=feature
of ^in++++=of
these ^dt+dem+++=these
agreeable ^jj+atrb+++=agreeable
scenes ^nns++++=scenes
is ^vbz+bez+vrb++=is
the ^ati++++=the
everlasting ^jj+atrb+++=everlasting
Roundabout ^nn++++=Roundabout
( ^zz++++=(we
we ^pp1a+pp1+++=EXTRAWORD
preserve ^vb++++=preserve
an ^at++++=an
English ^jj+atrb+++=English
word ^nn++++=word
wherever ^nn+nom+++=wherever
we ^pp1a+pp1+++=we
can ^md+pos+++=can,
, ^zz++++=EXTRAWORD
as ^ql++++=as
we ^pp1a+pp1+++=we
are ^vb+ber+aux++=are
writing ^vbg+++xvbgx+=writing
the ^ati++++=the
English ^jj+atrb+++=English
language ^nn+nom+++=language),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
wooden ^jj+atrb+++=wooden
horses ^nns++++=horses
of ^in++++=of
which ^whp+rel+pied++=which
machine ^nn++++=machine
grown ^vbd+++xvbn+=grown-up
- ^zz++++=EXTRAWORD
up ^rp++++=EXTRAWORD
people ^nns++++=people
of ^in++++=of
all ^abn++++=all
ages ^nns++++=ages
are ^vb+ber+aux++=are
wound ^vpsv++agls+xvbnx+=wound
round ^rb++++=round
and ^cc++++=and
round ^nn++++=round
with ^in++++=with
the ^ati++++=the
utmost ^jjb+atrb+++=utmost
solemnity ^nn+nom+++=solemnity,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
proprietor ^nn++++=proprietor's
's ^$++++=EXTRAWORD
wife ^nn++++=wife
grinds ^nns+++??+=grinds
an ^at++++=an
organ ^nn++++=organ,
, ^zz++++=EXTRAWORD
capable ^jj++++=capable
of ^in++++=of
only ^rb+down+++=only
one ^cd1++++=one
tune ^nn++++=tune,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
centre ^nn++++=centre.
. ^zz++++=EXTRAWORD
As ^in++++=As
to ^in++++=to
the ^ati++++=the
boarding ^nn++++=boarding-houses
- ^zz++++=EXTRAWORD
houses ^nns++++=EXTRAWORD
of ^in++++=of
our ^pp$+pp1+++=our
French ^jj++++=French
watering ^jj+++xvbg+=watering-place,
- ^zz++++=EXTRAWORD
place ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
Legion ^nn++++=Legion,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
would ^md+prd+++=would
require ^vb+vsua+++=require
a ^at++++=a
distinct ^jj+atrb+++=distinct
treatise ^nn++++=treatise.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
without ^in++++=without
a ^at++++=a
sentiment ^nn+nom+++=sentiment
of ^in++++=of
national ^jj+atrb+++=national
pride ^nn++++=pride
that ^tht+rel+obj++=that
we ^pp1a+pp1+++=we
believe ^vb+vprv+++=believe
them ^pp3o+pp3+++=them
to ^to++++=to
contain ^vbi++++=contain
more ^ql++++=more
bores ^nns++++=bores
from ^in++++=from
the ^ati++++=the
shores ^nns++++=shores
of ^in++++=of
Albion ^np++++=Albion
than ^in++++=than
all ^abn++++=all
the ^ati++++=the
clubs ^nns++++=clubs
in ^in++++=in
London ^np++++=London.
. ^zz++++=EXTRAWORD
As ^ql++++=As
you ^pp2+pp2+++=you
walk ^nn++++=walk
timidly ^jj++++=timidly
in ^in++++=in
their ^pp$+pp3+++=their
neighbourhood ^nn+nom+++=neighbourhood,
, ^zz++++=EXTRAWORD
the ^ati++++=the
very ^ql+amp+++=very
neckcloths ^nns+++??+=neckcloths
and ^cc++++=and
hats ^nns++++=hats
of ^in++++=of
your ^pp$+pp2+++=your
elderly ^jj+atrb+++=elderly
compatriots ^nns++++=compatriots
cry ^nn++++=cry
to ^in++++=to
you ^pp2+pp2+++=you
from ^in++++=from
the ^ati++++=the
stones ^nns++++=stones
of ^in++++=of
the ^ati++++=the
streets ^nns++++=streets,
, ^zz++++=EXTRAWORD
' ^zz++++='We
we ^pp1a+pp1+++=EXTRAWORD
are ^vb+ber+aux++=are
Bores ^nns++++=Bores
avoid ^vb++++=avoid
us ^pp1o+pp1+++=us!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
have ^vb+hv+aux++=have
never ^rb++splt++=never
overheard ^vprf+++xvbn+=overheard
at ^rb++++=at
street ^nn++++=street
corners ^nns+nom+++=corners
such ^abl++++=such
lunatic ^jj+atrb+++=lunatic
scraps ^nns++++=scraps
of ^in++++=of
political ^jj+atrb+++=political
and ^cc+phrs+++=and
social ^jj+atrb+++=social
discussion ^nn++++=discussion
as ^in++++=as
among ^in++++=among
these ^dt+dem+++=these
dear ^uh++++=dear
countrymen ^nns++++=countrymen
of ^in++++=of
ours ^pp$$++++=ours.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
believe ^vb+vprv+tht0++=believe
everything ^pn++++=everything
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is
impossible ^jj+pred+++=impossible
and ^cc++++=and
nothing ^pn++++=nothing
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is
true ^jj+pred+++=true.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
carry ^vb++++=carry
rumours ^nns++++=rumours,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ask ^vb++++=ask
questions ^nns+nom+++=questions,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
make ^vb++++=make
corrections ^nns+nom+++=corrections
and ^cc++++=and
improvements ^nns+nom+++=improvements
on ^in++++=on
one ^cd1++++=one
another ^dt++++=another,
, ^zz++++=EXTRAWORD
staggering ^jj++++=staggering
to ^in++++=to
the ^ati++++=the
human ^jj+atrb+++=human
intellect ^nn++++=intellect.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
they ^pp3a+pp3+++=they
are ^vb+ber+aux++=are
for ^rb++splt++=for
ever ^rb"++++=ever
rushing ^vbg+++xvbg+=rushing
into ^in++++=into
the ^ati++++=the
English ^jj+atrb+++=English
library ^npl+nom+++=library,
, ^zz++++=EXTRAWORD
propounding ^jj+++xvbg+=propounding
such ^abl++++=such
incomprehensible ^jj+atrb+++=incomprehensible
paradoxes ^nns++++=paradoxes
to ^in++++=to
the ^ati++++=the
fair ^jj+atrb+++=fair
mistress ^nns+nom+++=mistress
of ^in++++=of
that ^dt+dem+++=that
establishment ^nn+nom+++=establishment,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
we ^pp1a+pp1+++=we
beg ^vb++++=beg
to ^to+vcmp+++=to
recommend ^vbi+vsua+tht0++=recommend
her ^pp$+pp3+++=her
to ^in++++=to
her ^pp$+pp3+++=her
Majesty ^np++++=Majesty's
's ^$++++=EXTRAWORD
gracious ^jj+atrb+++=gracious
consideration ^nn+nom+++=consideration
as ^in++++=as
a ^at++++=a
fit ^nn++++=fit
object ^nn++++=object
for ^in++++=for
a ^at++++=a
pension ^nn++++=pension.
. ^zz++++=EXTRAWORD
The ^ati++++=The
English ^jj+atrb+++=English
form ^nn++++=form
a ^at++++=a
considerable ^jj+atrb+++=considerable
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
population ^nn+nom+++=population
of ^in++++=of
our ^pp$+pp1+++=our
French ^jj++++=French
watering ^jj+++xvbg+=watering-place,
- ^zz++++=EXTRAWORD
place ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
are ^vb+ber+aux++=are
deservedly ^rb++splt++=deservedly
addressed ^vpsv++agls+xvbnx+=addressed
and ^cc+phrs+++=and
respected ^vpsv++agls+xvbn+=respected
in ^in++++=in
many ^ap++++=many
ways ^nns++++=ways.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
of ^in++++=of
the ^ati++++=the
surface ^nn++++=surface-addresses
- ^zz++++=EXTRAWORD
addresses ^nns+nom+++=EXTRAWORD
to ^in++++=to
them ^pp3o+pp3+++=them
are ^vb+ber+vrb++=are
odd ^jj+pred+++=odd
enough ^dt++++=enough,
, ^zz++++=EXTRAWORD
as ^ql++++=as
when ^wrb+who+++=when
a ^at++++=a
laundress ^nns+nom+++=laundress
puts ^vbz++++=puts
a ^at++++=a
placard ^nn+++??+=placard
outside ^jjb++++=outside
her ^pp3o+pp3+++=her
house ^npl++++=house
announcing ^vwbg+++xvbg+=announcing
her ^pp3o+pp3+++=her
possession ^nn++++=possession
of ^in++++=of
that ^dt+dem+++=that
curious ^jj+atrb+++=curious
British ^jj+atrb+++=British
instrument ^nn+nom+++=instrument,
, ^zz++++=EXTRAWORD
a ^at++++=a
' ^zz++++='Mingle;'
mingle ^nn+++??+=EXTRAWORD
; ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
or ^cc+cls+++=or
when ^wrb+who+++=when
a ^at++++=a
tavern ^nn++++=tavern-keeper
- ^zz++++=EXTRAWORD
keeper ^nn++++=EXTRAWORD
provides ^vbz+vsua+++=provides
accommodation ^nn+nom+++=accommodation
for ^in++++=for
the ^ati++++=the
celebrated ^jj+atrb++xvbn+=celebrated
English ^jj+atrb+++=English
game ^nn++++=game
of ^in++++=of
' ^zz++++='Nokemdon.'
nokemdon ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
But ^cc++++=But,
, ^zz++++=EXTRAWORD
to ^in++++=to
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
the ^ati++++=the
least ^rbt++++=least
pleasant ^jj+atrb+++=pleasant
feature ^nn++++=feature
of ^in++++=of
our ^pp$+pp1+++=our
French ^jj++++=French
watering ^jj+++xvbg+=watering-place
- ^zz++++=EXTRAWORD
place ^nn++++=EXTRAWORD
that ^tht+rel+obj++=that
a ^at++++=a
long ^jj+atrb+++=long
and ^cc+phrs+++=and
constant ^jj+atrb+++=constant
fusion ^nn++++=fusion
of ^in++++=of
the ^ati++++=the
two ^cd++++=two
great ^jj+atrb+++=great
nations ^nns+nom+++=nations
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
has ^vbz+hvz+aux++=has
taught ^vprf+++xvbnx+=taught
each ^ppls++++=each
to ^to++++=to
like ^vbi++++=like
the ^ati++++=the
other ^ap++++=other,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
learn ^vbi+vprv+++=learn
from ^in++++=from
the ^ati++++=the
other ^ap++++=other,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
rise ^vbi++++=rise
superior ^nn++++=superior
to ^in++++=to
the ^ati++++=the
absurd ^jj+atrb+++=absurd
prejudices ^nns++++=prejudices
that ^tht+rel+subj++=that
have ^vb+hv+aux++=have
lingered ^vprf+++xvbnx+=lingered
among ^in++++=among
the ^ati++++=the
weak ^jj++++=weak
and ^cc+phrs+++=and
ignorant ^jj++++=ignorant
in ^in++++=in
both ^abx++++=both
countries ^nns++++=countries
equally ^rb++++=equally.
. ^zz++++=EXTRAWORD
Drumming ^vbg+++xvbg+=Drumming
and ^cc+phrs+++=and
trumpeting ^vbg+++xvbg+=trumpeting
of ^in+emph+++=of
course ^nn+emph"+++=course
go ^vb++++=go
on ^in++++=on
for ^rb++++=for
ever ^rb"++++=ever
in ^in++++=in
our ^pp$+pp1+++=our
French ^jj++++=French
watering ^jj+++xvbg+=watering-place.
- ^zz++++=EXTRAWORD
place ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Flag ^nn++++=Flag-flying
- ^zz++++=EXTRAWORD
flying ^vbg+++xvbg+=EXTRAWORD
is ^vbz+bez+vrb++=is
at ^rb++++=at
a ^at++++=a
premium ^nn++++=premium,
, ^zz++++=EXTRAWORD
too ^ql++++=too;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
cheerfully ^rb++++=cheerfully
avow ^nn+++??+=avow
that ^tht+rel+obj++=that
we ^pp1a+pp1+++=we
consider ^nn+nom+++=consider
a ^at++++=a
flag ^nn++++=flag
a ^at++++=a
very ^ql+amp+++=very
pretty ^rb++++=pretty
object ^nn++++=object,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
we ^pp1a+pp1+++=we
take ^vb++++=take
such ^abl++++=such
outward ^jjb+atrb+++=outward
signs ^nns++++=signs
of ^in++++=of
innocent ^jj+atrb+++=innocent
liveliness ^nns+nom+++=liveliness
to ^in++++=to
our ^pp$+pp1+++=our
heart ^nn++++=heart
of ^in++++=of
hearts ^nns++++=hearts.
. ^zz++++=EXTRAWORD
The ^ati++++=The
people ^nn++++=people,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
town ^nn++++=town
and ^cc++++=and
in ^in++++=in
the ^ati++++=the
country ^nn++++=country,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
a ^at++++=a
busy ^jj+atrb+++=busy
people ^nns++++=people
who ^whp+rel+obj++=who
work ^nn++++=work
hard ^jj++++=hard;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
sober ^jj+pred+++=sober,
, ^zz++++=EXTRAWORD
temperate ^jj++++=temperate,
, ^zz++++=EXTRAWORD
good ^jj++++=good-humoured,
- ^zz++++=EXTRAWORD
humoured ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
light ^nn++++=light-hearted,
- ^zz++++=EXTRAWORD
hearted ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
generally ^rb+down+++=generally
remarkable ^jj++++=remarkable
for ^in++++=for
their ^pp$+pp3+++=their
engaging ^jj+atrb++xvbg+=engaging
manners ^nns+nom+++=manners.
. ^zz++++=EXTRAWORD
Few ^ap++++=Few
just ^rb+emph+++=just
men ^nns++++=men,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
immoderately ^rb++++=immoderately
bilious ^jj++++=bilious,
, ^zz++++=EXTRAWORD
could ^md+pos+++=could
see ^vb+vprv+++=see
them ^pp3o+pp3+++=them
in ^in++++=in
their ^pp$+pp3+++=their
recreations ^nns+nom+++=recreations
without ^in++++=without
very ^ql+amp+++=very
much ^ap++++=much
respecting ^in++++=respecting
the ^ati++++=the
character ^nn+nom+++=character
that ^tht+rel+subj++=that
is ^vbz+bez+vrb++=is
so ^ql++++=so
easily ^rb+cnj+++=easily,
, ^zz++++=EXTRAWORD
so ^ql++++=so
harmlessly ^rb+cnj+++=harmlessly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^rb++++=so
simply ^rb+cnj+++=simply,
, ^zz++++=EXTRAWORD
pleased ^vbd+++xvbn+=pleased.
. ^zz++++=EXTRAWORD
