Both ^abx++++=Both
poor ^jj+atrb+++=poor
Royce ^np++++=Royce's
's ^$++++=EXTRAWORD
knuckles ^nns++++=knuckles,
, ^zz++++=EXTRAWORD
from ^in++++=from
which ^whp+rel+pied++=which
has ^vbz+hvz+aux++=has
come ^vprf+++xvbn+=come
all ^abn++++=all
the ^ati++++=the
little ^jj+atrb+++=little
blood ^nn++++=blood
in ^in++++=in
this ^dt+dem+++=this
affair ^nn++++=affair.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
noticed ^vbd+vprv++xvbn+=noticed
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
left ^vbd+++xvbnx+=left
blood ^nn++++=blood,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
no ^at++++=no
wound ^vbd+++xvbn+=wound,
, ^zz++++=EXTRAWORD
on ^in++++=on
that ^dt+dem+++=that
servant ^nn+nom+++=servant's
's ^$++++=EXTRAWORD
face ^nn++++=face?
? ^zz++++=EXTRAWORD
Only ^ap+down+++=Only
before ^cs+sub+++=before
the ^ati++++=the
poor ^jj+atrb+++=poor
woman ^nn++++=woman
swooned ^vbd+++xvbn+=swooned,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
did ^vbd+dod+vrb++=did
hack ^nn+++??+=hack
her ^pp3o+pp3+++=her
father ^npt++++=father
loose ^jj++++=loose,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
crashing ^vbg+++xvbg+=crashing
through ^in++++=through
that ^dt+dem+++=that
window ^nn++++=window
into ^in++++=into
eternity ^nn+nom+++=eternity."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
long ^jj+atrb+++=long
stillness ^nns+nom+++=stillness
slowly ^rb++++=slowly
broken ^vpsv++by+xvbn+=broken
by ^in++++=by
the ^ati++++=the
metallic ^jj+atrb+++=metallic
noises ^nns++++=noises
of ^in++++=of
Gilder ^np+++??+=Gilder
unlocking ^vwbg+++xvbg+=unlocking
the ^ati++++=the
handcuffs ^nns++++=handcuffs
of ^in++++=of
Patrick ^np++++=Patrick
Royce ^np+++??+=Royce,
, ^zz++++=EXTRAWORD
to ^to++++=to
whom ^whp+wpor+++=whom
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
should ^md+nec+++=should
have ^vb+hv+aux++=have
told ^vprf+++xvbnx+=told
the ^ati++++=the
truth ^nn++++=truth,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
and ^cc++++=and
the ^ati++++=the
young ^jj+atrb+++=young
lady ^nn++++=lady
are ^vb+ber+vrb++=are
worth ^in++++=worth
more ^rbr++++=more
than ^in++++=than
Armstrong ^np++++=Armstrong's
's ^$++++=EXTRAWORD
obituary ^nn+nom+++=obituary
notices ^nns++++=notices."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Confound
confound ^vb++++=EXTRAWORD
Armstrong ^np++++=Armstrong's
's ^$++++=EXTRAWORD
notices ^nns++++=notices,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Royce ^np+++??+=Royce
roughly ^rb+down+++=roughly.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
see ^vb+vprv+tht0++=see
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
because ^cs+cos+++=because
she ^pp3a+pp3+++=she
must ^md+nec+++=mustn't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Mustn't
must ^md+nec+++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Merton ^np+++??+=Merton.
. ^zz++++=EXTRAWORD
" ^zz++++="Why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
killed ^vbd+++xvbnx+=killed
her ^pp$+pp3+++=her
father ^nn++++=father,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
fool ^jjb++++=fool!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
roared ^vbd+++xvbn+=roared
the ^ati++++=the
other ^ap++++=other.
. ^zz++++=EXTRAWORD
" ^zz++++="He'd
he ^pp3a+pp3+++0=EXTRAWORD
'd ^md+prd+aux++=EXTRAWORD
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
alive ^jj++++=alive
now ^rn+tm+++=now
but ^in++++=but
for ^in"++++=for
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
might ^md+pos+++=might
craze ^vb++++=craze
her ^pp$+pp3+++=her
to ^to++++=to
know ^vbi+vprv+tht0++=know
that ^tht+vcmp+++=that."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+tht0++=think
it ^pp3+it+++=it
would ^md+prd+++=would,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
remarked ^vprf+++xvbn+=remarked
Father ^nn++++=Father
Brown ^jj++++=Brown,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
picked ^vbd+++xvbnx+=picked
up ^rp++++=up
his ^pp$+pp3+++=his
hat ^nn++++=hat.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
rather ^rb++++=rather
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
should ^md+nec+++=should
tell ^vb++++=tell
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
the ^ati++++=the
most ^ql+emph+++=most
murderous ^jj+atrb+++=murderous
blunders ^nns+nom+++=blunders
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
poison ^nn++++=poison
life ^nn++++=life
like ^in++++=like
sins ^nns++++=sins;
; ^zz++++=EXTRAWORD
anyhow ^rb+cnj+++=anyhow,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
you ^pp2+pp2+++=you
may ^md+pos+++=may
both ^abx++++=both
be ^vb+be+vrb++=be
the ^ati++++=the
happier ^jjr++++=happier
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^md"++pmd"++0=EXTRAWORD
got ^vb++pmd"+xvbnx+=got
to ^to+vcmp+pmd++=to
go ^vb++++=go
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
Deaf ^jj+atrb+++=Deaf
School ^nn++++=School."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
out ^rp+pl+++=out
on ^in+cmpx+++=on
to ^in"++++=to
the ^ati++++=the
gusty ^jj+atrb+++=gusty
grass ^nn++++=grass
an ^at++++=an
acquaintance ^nn+nom+++=acquaintance
from ^in++++=from
Highgate ^np+nom++??+=Highgate
stopped ^vbd+++xvbn+=stopped
him ^pp3o+pp3+++=him
and ^cc++++=and
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
Coroner ^nn++++=Coroner
has ^vbz+hvz+aux++=has
arrived ^vprf+++xvbnx+=arrived.
. ^zz++++=EXTRAWORD
The ^ati++++=The
inquiry ^nn++++=inquiry
is ^vbz+bez+aux++=is
just ^rb+emph+splt++=just
going ^md"++pmd"++=going
to ^md+prd+++=to
begin ^vb++++=begin."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^md"++pmd"++0=EXTRAWORD
got ^vb++pmd"+xvbnx+=got
to ^to+vcmp+pmd++=to
get ^vb++++=get
back ^rb+phrv+++=back
to ^in++++=to
the ^ati++++=the
Deaf ^jj+atrb+++=Deaf
School ^nn++++=School,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Father ^nn++++=Father
Brown ^jj++++=Brown.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
sorry ^uh++++=sorry
i ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
stop ^vb++++=stop
for ^in++++=for
the ^ati++++=the
inquiry ^nn++++=inquiry."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
