[ ^zz++++=[The
shoulder ^nn+nom+++=shoulder
as ^ql++++=as
he ^pp3a+pp3+++=he
ran ^vbd+++xvbnx+=ran
towards ^in++++=towards
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
caught ^vbd+++xvbnx+=caught
sight ^nn++++=sight
of ^in++++=of
the ^ati++++=the
scarecrow ^nn+++??+=scarecrow.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
second ^od++++=second
or ^cc++++=or
two ^cd++++=two
he ^pp3a+pp3+++=he
ran ^vbd+++xvbnx+=ran
faster ^rbr++++=faster,
, ^zz++++=EXTRAWORD
believing ^vbg+vprv+tht0+xvbg+=believing
it ^pp3+it+++=it
to ^to++++=to
be ^vbi++vrb++=be
either ^dtx++++=either
a ^at++++=a
man ^nn++++=man
or ^cc++++=or
a ^at++++=a
ghost ^nn++++=ghost.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
took ^vbd+++xvbnx+=took
another ^dt++++=another
glance ^nn++++=glance
back ^jjb++++=back
and ^cc++++=and
came ^vpsv++agls+xvbn+=came
to ^in++++=to
a ^at++++=a
halt ^nn++++=halt.
. ^zz++++=EXTRAWORD
' ^zz++++='He
he ^pp3a+pp3+++=EXTRAWORD
knew ^vbd+vprv+tht0+xvbnx+=knew
it ^pp3+it+++=it
now ^rn+tm+++=now
for ^in++++=for
a ^at++++=a
scarecrow ^nn+++??+=scarecrow.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stood ^vbd+++xvbnx+=stood,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
stood ^vbd+++xvbnx+=stood,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
eyed ^vbd+++xvbnx+=eyed
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
scarecrow ^nn+++??+=scarecrow
had ^vb+hv+vrb++=had
a ^at++++=a
suit ^nn++++=suit
of ^in++++=of
clothes ^nns++++=clothes
that ^tht+rel+subj++=that
was ^vbd+bedz+vrb++=was
all ^abn++++=all
tatters ^nns+nom+++=tatters,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
old ^jj+atrb+++=old
beaver ^jjr+atrb+++=beaver
hat ^nn++++=hat.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
hat ^nn++++=hat
that ^tht+rel+subj++=that
took ^vbd+++xvbn+=took
Nathan ^np++++=Nathan's
's ^$++++=EXTRAWORD
fancy ^jj++++=fancy.
. ^zz++++=EXTRAWORD
Beaver ^np+++??+=Beaver
hats ^nns++++=hats
cost ^nn++++=cost
a ^at++++=a
deal ^nn++++=deal
of ^in++++=of
money ^nn++++=money
in ^in++++=in
those ^dt+dem+++=those
days ^nns++++=days:
: ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=had
a ^at++++=a
knack ^nn++++=knack
of ^in++++=of
lasting ^xvbg+++xvbg+=lasting,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Nathan ^np++++=Nathan
had ^vb+hv+aux++=had
scarcely ^rb+down+splt++=scarcely
ever ^rb++++=ever
met ^vbd+++xvbn+=met
with ^in+ppvb+++=with
one ^pn++++=one,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however
old ^jj++++=old,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
sell ^vb++++=sell
for ^in++++=for
a ^ap++++=a
few ^ap"++++=few
pence ^nns++++=pence.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
minute ^nn++++=minute
or ^cc++++=or
so ^ql++++=so
he ^pp3a+pp3+++=he
stood ^vbd+++xvbnx+=stood
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
letting ^vbg+++xvbg+=letting
his ^pp$+pp3+++=his
sense ^nn++++=sense
of ^in++++=of
business ^nns+nom+++=business
get ^vb++++=get
the ^ati++++=the
better ^nn++++=better
of ^in++++=of
his ^pp$+pp3+++=his
fright ^nn++++=fright;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
swallowed ^vbd+++xvbnx+=swallowed
down ^rp++++=down
the ^ati++++=the
last ^rb++++=last
doubt ^nn++++=doubt
sticking ^vwbg+++xvbg+=sticking
in ^in++++=in
his ^pp$+pp3+++=his
throat ^nn++++=throat,
, ^zz++++=EXTRAWORD
walked ^j+++xvbn+=walked
straight ^jj++++=straight
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
scarecrow ^nn+++??+=scarecrow,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
made ^vbd+++xvbn+=made
a ^at++++=a
grab ^nn++++=grab
at ^rb++++=at
the ^ati++++=the
hat ^nn++++=hat.
. ^zz++++=EXTRAWORD
' ^zz++++='"Leave
" ^zz++++=EXTRAWORD
leave ^vb++++=EXTRAWORD
my ^pp$+pp1+++=my
head ^jjb++++=head
alone ^rb+cnj+++=alone,
, ^zz++++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
scarecrow ^nn+++??+=scarecrow.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
with ^in++++=with
that ^dt+dem+++=that
Mr ^npt++++=Mr
Nathan ^np++++=Nathan
dropped ^vbd+++xvbn+=dropped
in ^in++++=in
a ^at++++=a
fit ^nn++++=fit;
; ^zz++++=EXTRAWORD
yet ^rb++++=yet
not ^xnot++not++=not
so ^rb+emph+++=so
quick ^jj++++=quick
but ^cs+sub+++=but
that ^cs"++++=that
before ^cs+sub+++=before
dropping ^xvbg+++xvbg+=dropping
he ^pp3a+pp3+++=he
caught ^vbd+++xvbnx+=caught
a ^at++++=a
straight ^jj+atrb+++=straight
blow ^nn++++=blow
full ^jj++++=full
on ^in++++=on
the ^ati++++=the
jaw ^nn++++=jaw.
. ^zz++++=EXTRAWORD
' ^zz++++='When
when ^wrb+who+++=EXTRAWORD
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
to ^in+strn+++=to,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
coat ^nn++++=coat
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
bag ^nn++++=bag,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
hats ^nns++++=hats,
, ^zz++++=EXTRAWORD
including ^in++++=including
the ^ati++++=the
scarecrow ^nn+++??+=scarecrow's.
's. ^nn+++??+=EXTRAWORD
But ^cc++++=But
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
the ^ati++++=the
scarecrow ^nn+++??+=scarecrow
stood ^vbd+++xvbn+=stood
over ^rp++++=over
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
with ^in++++=with
its ^pp$+it+++=its
arms ^nns++++=arms
stretched ^vwbn+++xvbn+=stretched
out ^rp+pl+++=out
just ^rb+emph+++=just
as ^in++++=as
before ^in++++=before;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
picked ^vbd+++xvbnx+=picked
himself ^ppl+pp3+++=himself
up ^rp++++=up
and ^cc++++=and
ran ^vpsv++agls+xvbn+=ran
from ^in++++=from
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
' ^zz++++='As
as ^in++++=EXTRAWORD
for ^in"++++=for
the ^ati++++=the
lad ^nn++++=lad,
, ^zz++++=EXTRAWORD
by ^in++++=by
this ^dt+dem+++=this
time ^nn++++=time
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
the ^ati++++=the
best ^nn++++=best
of ^in++++=of
two ^cd++++=two
miles ^nns++++=miles
towards ^in++++=towards
Plymouth ^np++++=Plymouth.
. ^zz++++=EXTRAWORD
In ^in++++=In
his ^pp$+pp3+++=his
letter ^nn++++=letter
he ^pp3a+pp3+++=he
apologised ^vbd+++xvbnx+=apologised
very ^ql+amp+++=very
prettily ^rb++++=prettily
to ^in++++=to
my ^pp$+pp1+++=my
grandmother ^nn+nom+++=grandmother
for ^in++++=for
not ^xnot++not++=not
saying ^vbg+++xvbg+=saying
good ^jj++++=good-bye.
- ^zz++++=EXTRAWORD
bye ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
owed ^vbd+++xvbnx+=owed
his ^pp$+pp3+++=his
life ^nn++++=life
to ^in++++=to
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
being ^xvbg+++xvbg+=being
taken ^vprf+++xvbn+=taken
unawares ^rb++++=unawares
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done
the ^ati++++=the
best ^jjt++++=best
he ^pp3a+pp3+++=he
could ^md+pos+++=could
in ^in++++=in
the ^ati++++=the
circumstances ^nns+nom+++=circumstances.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
The ^ati++++=THE
End ^nn++++=END.
. ^zz++++=EXTRAWORD
