I ^pp1a+pp1+++=I.
the ^ati++++=the
sound ^nn++++=sound
of ^in++++=of
childish ^jj+atrb+++=childish
voices ^nns++++=voices
and ^cc++++=and
childish ^jj+atrb+++=childish
uproar ^nn++++=uproar.
. ^zz++++=EXTRAWORD
" ^zz++++="
When ^wrb+who+++=When
Thou ^pp2+pp2+++=Thou
hidest ^jjt++++=hidest
Thy ^pp$+pp2+++=Thy
Face ^nn++++=Face
they ^pp3a+pp3+++=they
are ^vb+ber+aux++=are
troubled ^vpsv++agls+xvbnx+=troubled,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
saith ^vbz++++=saith
the ^ati++++=the
Psalter ^np+++??+=Psalter
; ^zz++++=;
" ^zz++++="
when ^wrb+who+++=when
Thou ^pp2+pp2+++=Thou
takest ^jjt++++=takest
away ^rp+pl+++=away
their ^pp$+pp3+++=their
breath ^nn++++=breath
they ^pp3a+pp3+++=they
die ^vb++++=die
and ^cc++++=and
return ^nn++++=return
again ^rb+tm+++=again
to ^in++++=to
their ^pp$+pp3+++=their
dust ^nn++++=dust
When ^wrb+who+++=When
Thou ^pp2+pp2+++=Thou
sendest ^jjt++++=sendest
forth ^np++++=forth
Thy ^pp$+pp2+++=Thy
Spirit ^nn++++=Spirit
they ^pp3a+pp3+++=they
arise ^vb++++=arise
and ^cc+phrs+++=and
renew ^vb++++=renew
the ^ati++++=the
face ^nn++++=face
of ^in++++=of
the ^ati++++=the
Earth ^nn++++=Earth.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
Glory ^nn++++=Glory
of ^in++++=of
the ^ati++++=the
Lord ^npt++++=Lord
shall ^md+prd+++=shall
endure ^vb++++=endure
for ^rb++++=for
ever ^rb"++++=ever."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
face ^nn++++=face
of ^in++++=of
the ^ati++++=the
defunct ^nn+++??+=defunct
was ^vbd+bedz+vrb++=was
solemn ^jj+pred+++=solemn
and ^cc+phrs+++=and
majestic ^jj++++=majestic
The ^ati++++=The
pure ^jj+atrb+++=pure
cold ^jj+atrb+++=cold
forehead ^nn++++=forehead,
, ^zz++++=EXTRAWORD
the ^ati++++=the
firmly ^rb++++=firmly-closed
- ^zz++++=EXTRAWORD
closed ^jj+atrb++xvbn+=EXTRAWORD
lips ^nns++++=lips,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
motionless ^jj+pred+++=motionless.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
all ^abn++++=all
attention ^nn+nom+++=attention.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
did ^vbd+dod+aux++=did
she ^pp3a+pp3+++=she
understand ^vb+vprv+++=understand
even ^rb++++=even
then ^rn+tm+++=then
those ^dt+dem+++=those
sublime ^jj+atrb+++=sublime
words ^nns++++=words
. ^zz++++=.'
' ^zz++++=EXTRAWORD
Iv ^np+++??+=IV.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
month ^nn++++=month's
's ^$++++=EXTRAWORD
time ^nn++++=time
a ^at++++=a
marble ^nn++++=marble
monument ^nn+nom+++=monument
was ^vbd+bedz+aux++=was
erected ^vpsv++agls+xvbnx+=erected
over ^in++++=over
the ^ati++++=the
tomb ^nn++++=tomb
of ^in++++=of
the ^ati++++=the
deceased ^nn++++=deceased.
. ^zz++++=EXTRAWORD
The ^ati++++=The
grave ^nn++++=grave
of ^in++++=of
the ^ati++++=the
post ^nn++++=post-driver
- ^zz++++=EXTRAWORD
driver ^nn++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
still ^rb++++=still
without ^in++++=without
its ^pp$+it+++=its
head ^nn++++=head-stone,
- ^zz++++=EXTRAWORD
stone ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
only ^rb+down+++=only
the ^ati++++=the
bright ^jj+atrb+++=bright
green ^jj+atrb+++=green
grass ^nn++++=grass
had ^vbd+hvd+aux++=had
covered ^vprf+++xvbnx+=covered
the ^ati++++=the
little ^ap++++=little
mound ^nn+++??+=mound
which ^whp+rel+subj++=which
served ^vbd+++xvbn+=served
as ^ql++++=as
the ^ati++++=the
sole ^jjb+atrb+++=sole
sign ^nn++++=sign
of ^in++++=of
the ^ati++++=the
existence ^nn+nom+++=existence
of ^in++++=of
a ^at++++=a
man ^nn++++=man
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
" ^zz++++="
Great ^jj++++=Great
will ^md+prd+++=will
be ^vb+be+vrb++=be
your ^pp$+pp2+++=your
sin ^nn++++=sin,
, ^zz++++=EXTRAWORD
Serega ^np+++??+=Serega,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
do ^vb+do+aux++=do
not ^xnot++not++=not
buy ^vb++++=buy
a ^at++++=a
stone ^nn++++=stone
for ^in++++=for
Khveder ^np+++??+=Khveder,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
cook ^nn++++=cook
more ^rbr++++=more
than ^in++++=than
once ^rb+tm+++=once.
. ^zz++++=EXTRAWORD
" ^zz++++="You've
you ^pp2+pp2+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
been ^vprf+ben+aux+xvbnx+=been
saying ^vbg+++xvbgx+=saying
winter ^nn++++=winter's
's ^$++++=EXTRAWORD
time ^nn++++=time
enough ^dt++++=enough,
, ^zz++++=EXTRAWORD
winter ^nn++++=winter's
's ^$++++=EXTRAWORD
time ^nn++++=time
enough ^dt++++=enough,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
even ^rb++++=even
now ^rn+tm+++=now
you ^pp2+pp2+++=you
have ^vb+hv+aux++=haven't
n't ^xnot++not++0=EXTRAWORD
kept ^vprf+++xvbn+=kept
your ^pp$+pp2+++=your
word ^nn++++=word.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
all ^abn++++=all
said ^vbd+vpub++xvbn+=said
and ^cc+phrs+++=and
done ^vbd+++xvbn+=done
at ^rb++++=at
my ^pp$+pp1+++=my
place ^nn++++=place
remember ^nn+nom+++=remember."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
have ^vb+hv+aux++=have
I ^pp1a+pp1+++=I
said ^vbd+vpub+tht0+xvbnx+=said
I ^pp1a+pp1+++=I
would ^md+prd+++=wouldn't?"
n't ^xnot++not++0=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
Serega ^np+++??+=Serega.
. ^zz++++=EXTRAWORD
" ^zz++++="
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
buy ^vb++++=buy
a ^at++++=a
stone ^nn++++=stone
as ^ql++++=as
I ^pp1a+pp1+++=I
said ^vbd+vpub+tht0+xvbnx+=said
I ^pp1a+pp1+++=I
would ^md+prd+++=would
; ^zz++++=;
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
buy ^vb++++=buy
a ^at++++=a
stone ^nn++++=stone
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
pay ^vb++++=pay
a ^at++++=a
rouble ^jj++++=rouble
and ^cc++++=and
a ^at++++=a
half ^nn++++=half
for ^in++++=for
it ^pp3+it+++=it
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
not ^xnot++not++=not
forgotten ^vprf+++xvbn+=forgotten
that ^tht+vcmp+++=that
it ^pp3+it+++=it
must ^md+nec+++=must
be ^vb+be+aux++=be
put ^vpsv++agls+xvbnx+=put
up ^rb+phrv+++=up.
. ^zz++++=EXTRAWORD
Whenever ^nn+nom+++=Whenever
I ^pp1a+pp1+++=I've
've ^vb+hv+vrb++0=EXTRAWORD
occasion ^nn++++=occasion
to ^to++++=to
go ^vbi++++=go
to ^in++++=to
town ^nn++++=town
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
buy ^vb++++=buy
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="
You ^pp2+pp2+++=You
might ^md+pos+++=might,
, ^zz++++=EXTRAWORD
at ^rb++++=at
any ^dti++++=any
rate ^nn++++=rate,
, ^zz++++=EXTRAWORD
put ^j+++xvbn+=put
up ^rp++++=up
a ^at++++=a
cross ^nn++++=cross
! ^zz++++=!
" ^zz++++="
put ^vbd+++xvbn+=put
in ^rb+phrv+++=in
an ^at++++=an
old ^jj+atrb+++=old
driver ^nn++++=driver,
, ^zz++++=EXTRAWORD
" ^zz++++="
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
downright ^jjb++++=downright
bad ^jj++++=bad
of ^in++++=of
you ^pp2+pp2+++=you
^ ^zz++++=^why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you're
're ^vb+ber+aux++0=EXTRAWORD
still ^rb++splt++=still
wearing ^vbg+++xvbgx+=wearing
the ^ati++++=the
boots ^nns++++=boots
! ^zz++++=!
" ^zz++++="
" ^zz++++="
Where ^wrb+who+++=Where
shall ^md+prd+++=shall
I ^pp1a+pp1+++=I
get ^vb++++=get
a ^at++++=a
cross ^nn++++=cross
from ^in+strn+++=from?
? ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
hew ^vb+++??+=hew
it ^pp3+it+++=it
without ^in++++=without
a ^at++++=a
log ^&fo++++=log."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="
Can ^md+pos+++=Can't
n't ^xnot++not++0=EXTRAWORD
hew ^vb+++??+=hew
it ^pp3+it+++=it
without ^in++++=without
a ^at++++=a
log ^&fo++++=log,
, ^zz++++=EXTRAWORD
eh ^uh++++=eh
? ^zz++++=?
A ^at++++=A
nice ^jj+atrb+++=nice
excuse ^nn++++=excuse
! ^zz++++=!
Take ^vb++++=Take
an ^at++++=an
axe ^nn++++=axe,
, ^zz++++=EXTRAWORD
go ^vb++++=go
into ^in++++=into
the ^ati++++=the
wood ^nn++++=wood
early ^jj++++=early,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
hew ^vb+++??+=hew
it ^pp3+it+++=it
out ^rp+pl+++=out
easily ^rb++++=easily
enough ^qlp++++=enough
! ^zz++++=!
Cut ^j+++xvbn+=Cut
down ^rp++++=down
a ^at++++=a
young ^jj++++=young
aspen ^jj+++xvbn+=aspen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+pdem+++=that'll
'll ^md+prd+++0=EXTRAWORD
give ^vb++++=give
you ^pp2+pp2+++=you
a ^at++++=a
golubets[4 ^nn+++??+=golubets[4]
] ^zz++++=EXTRAWORD
right ^jj++++=right
enough ^qlp++++=enough."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Early ^jj++++=Early
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
day ^nn++++=day
had ^vb+hv+aux++=had
scarce ^jj++++=scarce
begun ^vwbn+++xvbn+=begun
to ^to++++=to
dawn ^vbi++++=dawn,
, ^zz++++=EXTRAWORD
Serega ^np+++??+=Serega
took ^vbd+++xvbn+=took
his ^pp$+pp3+++=his
axe ^nn++++=axe
and ^cc++++=and
went ^vbd+++xvbn+=went
out ^rp+pl+++=out
into ^in++++=into
the ^ati++++=the
wood ^nn++++=wood.
. ^zz++++=EXTRAWORD
Over ^in++++=Over
everything ^pn++++=everything
lay ^vbd+++xvbn+=lay
a ^at++++=a
cold ^nn++++=cold,
, ^zz++++=EXTRAWORD
whitish ^jj++++=whitish
covering ^jj+++xvbg+=covering
of ^in++++=of
stillfalling ^nn+nom+++=stillfalling
dew ^nn++++=dew,
, ^zz++++=EXTRAWORD
unillximinated ^xvbn+++xvbn+=unillximinated
by ^in++++=by
the ^ati++++=the
sun ^nn++++=sun.
. ^zz++++=EXTRAWORD
The ^ati++++=The
east ^np+pl+++=east
was ^vbd+bedz+aux++=was
brightening ^vbg+++xvbgx+=brightening
imperceptibly ^rb+cnj+++=imperceptibly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
its ^pp$+it+++=its
feeble ^jj+atrb+++=feeble
light ^nn++++=light
was ^vbd+bedz+aux++=was
reflected ^vpsv++agls+xvbnx+=reflected
on ^in++++=on
the ^ati++++=the
fine ^nn++++=fine
passing ^vwbg+++xvbg+=passing
clouds ^nns++++=clouds
suspended ^vwbn+++xvbn+=suspended
in ^in++++=in
the ^ati++++=the
vault ^nn++++=vault
of ^in++++=of
heaven ^nn++++=heaven.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
a ^at++++=a
single ^jj+atrb+++=single
blade ^nn++++=blade
of ^in++++=of
grass ^nn++++=grass
below ^in+strn+++=below,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
a ^at++++=a
single ^jj+atrb+++=single
leaf ^nn++++=leaf
on ^in++++=on
the ^ati++++=the
high ^jj+atrb+++=high
branches ^nns++++=branches
of ^in++++=of
the ^ati++++=the
trees ^nns++++=trees
was ^vbd+bedz+vrb++=was
astir ^rb++++=astir.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
the ^ati++++=the
rarely ^rb++++=rarely
audible ^jj+atrb+++=audible
flutter ^nn++++=flutter
of ^in++++=of
little ^jj+atrb+++=little
wings ^nns++++=wings
in ^in++++=in
the ^ati++++=the
thickest ^rbt++++=thickest
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
forest ^nn++++=forest,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
a ^at++++=a
rustling ^nn++++=rustling
on ^in++++=on
the ^ati++++=the
ground ^nn++++=ground
disturbed ^vbd+++xvbn+=disturbed
the ^ati++++=the
silence ^nn+nom+++=silence
of ^in++++=of
the ^ati++++=the
wood ^nn++++=wood.
. ^zz++++=EXTRAWORD
Suddenly ^rb+cnj+++=Suddenly,
, ^zz++++=EXTRAWORD
a ^at++++=a
sound ^nn++++=sound
strange ^jj++++=strange
to ^in++++=to
Nature ^nn++++=Nature
arose ^vbd+++xvbn+=arose,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
died ^vbd+++xvbn+=died
away ^rp+pl+++=away
again ^rb+tm+++=again
on ^in++++=on
the ^ati++++=the
border ^nn++++=border
of ^in++++=of
the ^ati++++=the
forest ^nn++++=forest
But ^cc++++=But
again ^rb+tm+++=again
this ^dt+dem+++=this
sound ^nn++++=sound
arose ^vbd+++xvbn+=arose,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
began ^vbd+++xvbn+=began
to ^to++++=to
be ^vbi+vbi+aux++=be
repeated ^vpsv++agls+xvbnx+=repeated
at ^rb++++=at
regular ^jj+atrb+++=regular
intervals ^nns+nom+++=intervals
on ^in++++=on
the ^ati++++=the
ground ^nn++++=ground
below ^in+strn+++=below,
, ^zz++++=EXTRAWORD
around ^rp++++=around
the ^ati++++=the
trunk ^nn++++=trunk
of ^in++++=of
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
motionless ^jj+atrb+++=motionless
trees ^nns++++=trees.
. ^zz++++=EXTRAWORD
Next ^ap++++=Next
the ^ati++++=the
crown ^nn++++=crown
of ^in++++=of
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
trees ^nns++++=trees
began ^vbd+++xvbn+=began
to ^to++++=to
shiver ^vbi++++=shiver
unusually ^rb+cnj+++=unusually,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
sappy ^nn+++??+=sappy
leaves ^nns++++=leaves
began ^vbd+++xvbn+=began
to ^to++++=to
whisper ^vbi+vpub+++=whisper
something ^pn++++=something,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
wagtail ^nn+++??+=wagtail
sitting ^vwbg+++xvbg+=sitting
on ^in++++=on
one ^pn++++=one
of ^in++++=of
its ^pp$+it+++=its
branches ^nns++++=branches,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
a ^at++++=a
hop ^nn++++=hop
or ^cc++++=or
two ^cd++++=two,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
waving ^vbg+++xvbg+=waving
its ^pp$+it+++=its
tail ^nn++++=tail,
, ^zz++++=EXTRAWORD
hopped ^j+++xvbn+=hopped,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
faint ^jj+atrb+++=faint
piping ^nn++++=piping
cry ^nn++++=cry,
, ^zz++++=EXTRAWORD
on ^in+cmpx+++=on
to ^in"++++=to
the ^ati++++=the
next ^ap++++=next
tree ^nn++++=tree.
. ^zz++++=EXTRAWORD
The ^ati++++=The
axe ^nn++++=axe
below ^in+pl+++=below
gave ^vbd+++xvbn+=gave
forth ^rp++++=forth
a ^at++++=a
deeper ^jjr+atrb+++=deeper
and ^cc+phrs+++=and
deeper ^jjr+atrb+++=deeper
soimd ^nn+++??+=soimd,
, ^zz++++=EXTRAWORD
sappy ^nn+++??+=sappy
white ^jj+atrb+++=white
chips ^nns++++=chips
began ^vbd+++xvbn+=began
to ^to++++=to
fly ^vbi++++=fly
about ^in++++=about
on ^in++++=on
the ^ati++++=the
dewy ^nn+++??+=dewy
grass ^nn++++=grass,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
light ^jj++++=light
cracking ^jj+++xvbg+=cracking
sound ^jj++++=sound
followed ^jj+++xvbn+=followed
hard ^jj++++=hard
upon ^in++++=upon
the ^ati++++=the
blows ^nns++++=blows.
. ^zz++++=EXTRAWORD
The ^ati++++=The
whole ^jj+atrb+++=whole
body ^nn++++=body
of ^in++++=of
the ^ati++++=the
tree ^nn++++=tree
trembled ^vbd+++xvbn+=trembled,
, ^zz++++=EXTRAWORD
bent ^j+++xvbn+=bent
forward ^rb+cnj+++=forward,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
quickly ^rb++++=quickly
righted ^vbd+++xvbn+=righted
itself ^ppl++++=itself
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
tottering ^vbg+++xvbg+=tottering
fearfully ^rb++++=fearfully
to ^in++++=to
its ^pp$+it+++=its
very ^ql+amp+++=very
roots ^nns++++=roots.
. ^zz++++=EXTRAWORD
For ^in++++=For
an ^at++++=an
instant ^nn+nom+++=instant
all ^abn++++=all
was ^vbd+bedz+vrb++=was
quiet ^nn++++=quiet,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
again ^rb+tm+++=again
the ^ati++++=the
tree ^nn++++=tree
stooped ^vbd+++xvbn+=stooped
forward ^rb++++=forward
a ^rb++++=a
little ^rb"++++=little
; ^zz++++=;
the ^ati++++=the
cracking ^jj+++xvbg+=cracking
in ^in++++=in
its ^pp$+it+++=its
trunk ^nn++++=trunk
was ^vbd+bedz+vrb++=was
again ^rb+tm+++=again
audible ^jj+pred+++=audible,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
smashing ^jj++++=smashing
its ^pp$+it+++=its
branches ^nns++++=branches
and ^cc++++=and
shedding ^nvbg+++xvbg+=shedding
abroad ^rb+pl+++=abroad
its ^pp$+it+++=its
twigs ^nns++++=twigs,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
crashed ^vbd+++xvbn+=crashed
down ^in++++=down
forwards ^nns++++=forwards
on ^in+cmpx+++=on
to ^in"++++=to
the ^ati++++=the
damp ^jj+atrb+++=damp
earth ^nn++++=earth.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sounds ^nns++++=sounds
of ^in++++=of
the ^ati++++=the
axe ^nn++++=axe
and ^cc++++=and
the ^ati++++=the
footsteps ^nns++++=footsteps
ceased ^vbd+++xvbn+=ceased.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wagtail ^nn+++??+=wagtail
whistled ^vbd+++xvbn+=whistled
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hopped ^jj+++xvbn+=hopped
a ^rb++++=a
little ^rb"++++=little
higher ^jjr++++=higher.
. ^zz++++=EXTRAWORD
The ^ati++++=The
branch ^nn++++=branch
to ^to++++=to
which ^whp+who+++=which
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
clinging ^vbg+++xvbgx+=clinging
rocked ^vbd+++xvbn+=rocked
to ^to++++=to
and ^cc++++=and
fro ^rb++++=fro
for ^in++++=for
a ^at++++=a
time ^nn++++=time,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
died ^vbd+++xvbn+=died
like ^in++++=like
the ^ati++++=the
rest ^nn++++=rest
with ^in++++=with
all ^abn++++=all
its ^pp$+it+++=its
leaves ^nns++++=leaves.
. ^zz++++=EXTRAWORD
The ^ati++++=The
other ^ap++++=other
trees ^nns++++=trees
stood ^vbd+++xvbn+=stood
forth ^np++++=forth
more ^rbr++++=more
beauteously ^jj++++=beauteously
and ^cc++++=and
joyfully ^rb++++=joyfully
than ^in++++=than
ever ^rb+cnj+++=ever,
, ^zz++++=EXTRAWORD
with ^in+strn+++=with
; ^zz++++=;,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
motionless ^jj+atrb+++=motionless
branches ^nns++++=branches
in ^in++++=in
this ^dt+dem+++=this
new ^jj+atrb+++=new
free ^jj+atrb+++=free
space ^nn++++=space.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^od++++=first
rays ^nns++++=rays
of ^in++++=of
the ^ati++++=the
sun ^nn++++=sun
penetrating ^vwbg+++xvbg+=penetrating
the ^ati++++=the
transparent ^jj+atrb+++=transparent
clouds ^nns++++=clouds
lit ^vbd+++xvbn+=lit
up ^rp++++=up
the ^ati++++=the
heavens ^nns++++=heavens,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rapidly ^rb++++=rapidly
traversed ^vbd+++xvbn+=traversed
earth ^nn++++=earth
and ^cc++++=and
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
The ^ati++++=The
misty ^jj+atrb+++=misty
billows ^nns+++??+=billows
began ^vbd+++xvbn+=began
to ^to++++=to
overflow ^vbi++++=overflow
the ^ati++++=the
valleys ^nns++++=valleys,
, ^zz++++=EXTRAWORD
the ^ati++++=the
glistening ^jj+atrb+++=glistening
dew ^nn++++=dew
played ^vbd+++xvbn+=played
upon ^in++++=upon
the ^ati++++=the
green ^jj+atrb+++=green
foliage ^nn+nom+++=foliage
and ^cc++++=and
herbage ^nn+nom+++=herbage,
, ^zz++++=EXTRAWORD
transparent ^jj+atrb+++=transparent
whitening ^jj+atrb++xvbg+=whitening
clouds ^nns++++=clouds
ran ^vbd+++xvbn+=ran
in ^in++++=in
haste ^nn++++=haste
across ^in+pl+++=across
the ^ati++++=the
blue ^jj+atrb+++=blue
vault ^nn++++=vault
of ^in++++=of
heaven ^nn++++=heaven.
. ^zz++++=EXTRAWORD
The ^ati++++=The
birds ^nns++++=birds
swarmed ^vbd+++xvbn+=swarmed
restlessly ^rb++++=restlessly
in ^in++++=in
the ^ati++++=the
depths ^nns++++=depths
of ^in++++=of
the ^ati++++=the
forest ^nn++++=forest,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
beside ^in+pl+++=beside
themselves ^ppls+pp3+++=themselves,
, ^zz++++=EXTRAWORD
kept ^j+++xvbn+=kept
twittering ^jj+++xvbg+=twittering
delightfully ^rb++++=delightfully;
; ^zz++++=EXTRAWORD
the ^ati++++=the
sappy ^nn+++??+=sappy
leaves ^nns++++=leaves
whispered ^vbd+vpub++xvbn+=whispered
joyously ^jj++++=joyously
and ^cc++++=and
calmly ^rb++++=calmly
on ^in++++=on
the ^ati++++=the
tree ^nn++++=tree-tops,
- ^zz++++=EXTRAWORD
tops ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
branches ^nns++++=branches
of ^in++++=of
the ^ati++++=the
living ^jj+atrb++xvbg+=living
trees ^nns++++=trees
gravely ^rb+cnj+++=gravely,
, ^zz++++=EXTRAWORD
sublimely ^rb+cnj+++=sublimely,
, ^zz++++=EXTRAWORD
rustled ^j+++xvbn+=rustled
over ^in++++=over
the ^ati++++=the
dead ^jj+atrb+++=dead
body ^nn++++=body
of ^in++++=of
the ^ati++++=the
fallen ^vprf+++xvbn+=fallen
tree ^nn++++=tree.
. ^zz++++=EXTRAWORD
