Peg ^nn++++=Peg
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
nearly ^rb+down+splt++=nearly
made ^vprf+++xvbnx+=made
up ^rp++++=up
his ^pp$+pp3+++=his
mind ^nn++++=mind
to ^to++++=to
do ^vbi++++=do.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
a ^at++++=a
very ^ql+amp+++=very
remarkable ^jj+atrb+++=remarkable
ingredient ^nn++++=ingredient
in ^in++++=in
this ^dt+dem+++=this
tale ^nn++++=tale
of ^in++++=of
my ^pp$+pp1+++=my
Uncle ^nn++++=Uncle
Watson ^np++++=Watson
was ^vbd+bedz+vrb++=was
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
so ^ql++++=so
far ^rb+pl+++=far
as ^ql++++=as
my ^pp$+pp1+++=my
father ^nn++++=father,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
never ^rb++splt++=never
seen ^vprf+++xvbnx+=seen
Captain ^npt++++=Captain
Walshawe ^np+++??+=Walshawe
in ^in++++=in
the ^ati++++=the
course ^nn++++=course
of ^in++++=of
his ^pp$+pp3+++=his
life ^nn++++=life,
, ^zz++++=EXTRAWORD
could ^md+pos+++=could
gather ^vb+vprv+++=gather,
, ^zz++++=EXTRAWORD
the ^ati++++=the
phantom ^nn++++=phantom
had ^vbd+hvd+aux++=had
exhibited ^vprf+++xvbnx+=exhibited
a ^at++++=a
horrible ^jj++++=horrible
and ^cc+phrs+++=and
grotesque ^jj++++=grotesque,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
unmistakeable ^jj+atrb+++=unmistakeable
resemblance ^nn+nom+++=resemblance
to ^in++++=to
that ^dt+dem+++=that
defunct ^nn+++??+=defunct
scamp ^nn+++??+=scamp
in ^in++++=in
the ^ati++++=the
various ^jj+atrb+++=various
stages ^nns++++=stages
of ^in++++=of
his ^pp$+pp3+++=his
long ^jj+atrb+++=long
life ^nn++++=life.
. ^zz++++=EXTRAWORD
Wauling ^np+nom++??+=Wauling
was ^vbd+bedz+aux++=was
sold ^vpsv++agls+xvbnx+=sold
in ^in++++=in
the ^ati++++=the
year ^nn++++=year
1837 ^cd+date+++=1837,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
old ^jj+atrb+++=old
house ^nn++++=house
shortly ^rb+tm+++=shortly
after ^cs+sub+++=after
pulled ^vbd+++xvbn+=pulled
down ^rb+cnj+++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
new ^jj+atrb+++=new
one ^cd1++++=one
built ^vbd+++xvbn+=built
nearer ^in+cmpx+++=nearer
to ^in"++++=to
the ^ati++++=the
river ^nn++++=river.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
often ^rb++++=often
wonder ^vb++++=wonder
whether ^cs+who+++=whether
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
rumoured ^jj+pred+++=rumoured
to ^to++++=to
be ^vbi+vbi+aux++=be
haunted ^vpsv++agls+xvbnx+=haunted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
so ^ql++++=so,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
stories ^nns++++=stories
were ^vbd+bed+vrb++=were
current ^jj+pred+++=current
about ^in++++=about
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
commodious ^jj++++=commodious
and ^cc+phrs+++=and
stanch ^jj+atrb++??+=stanch
old ^jj+atrb+++=old
house ^nn++++=house,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
withal ^rb++++=withal
rather ^rb++++=rather
handsome ^jj++++=handsome;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
its ^pp$+it+++=its
demolition ^nn+nom+++=demolition
was ^vbd+bedz+vrb++=was
certainly ^rb++++=certainly
suspicious ^jj+pred+++=suspicious.
. ^zz++++=EXTRAWORD
