I ^pp1a+pp1+++=I.
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
came ^vbd+++xvbnx+=came
back ^jjb++++=back
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
explain ^vb+vpub+++=explain
later ^rbr+tm+++=later.
. ^zz++++=EXTRAWORD
Get ^vb++++=Get
the ^ati++++=the
doctor ^nn++++=doctor,
, ^zz++++=EXTRAWORD
quick ^jj++++=quick."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Felice ^np+++??+=Felice
threw ^vbd+++xvbn+=threw
on ^rb+phrv+++=on
such ^abl++++=such
clothes ^nns++++=clothes
as ^in++++=as
came ^nn++++=came
to ^in++++=to
her ^pp$+pp3+++=her
hand ^nn++++=hand
and ^cc++++=and
ran ^vpsv++agls+xvbn+=ran
over ^rb+phrv+++=over
to ^in++++=to
the ^ati++++=the
office ^nn++++=office,
, ^zz++++=EXTRAWORD
returning ^vbg+++xvbg+=returning
with ^in++++=with
the ^ati++++=the
doctor ^nn++++=doctor,
, ^zz++++=EXTRAWORD
half ^abn++++=half
dressed ^jj+++xvbn+=dressed
and ^cc+phrs+++=and
blinking ^jj+++xvbg+=blinking
in ^in++++=in
the ^ati++++=the
lantern ^nn++++=lantern-light.
- ^zz++++=EXTRAWORD
light ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
went ^vbd+++xvbnx+=went
in ^in++++=in
to ^in++++=to
the ^ati++++=the
wounded ^jj+atrb++xvbn+=wounded
man ^nn++++=man
at ^rb++++=at
once ^rb"+tm+++=once,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Lockwood ^np+++??+=Lockwood,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
all ^abn++++=all
strength ^nn++++=strength,
, ^zz++++=EXTRAWORD
dropped ^j+++xvbn+=dropped
into ^in++++=into
the ^ati++++=the
hammock ^nn+++??+=hammock
on ^in++++=on
the ^ati++++=the
porch ^nn++++=porch,
, ^zz++++=EXTRAWORD
stretching ^vbg+++xvbg+=stretching
out ^rp+pl+++=out
his ^pp$+pp3+++=his
leg ^nn++++=leg
to ^in++++=to
ease ^nn++++=ease
the ^ati++++=the
anguish ^nn++++=anguish
of ^in++++=of
his ^pp$+pp3+++=his
broken ^jj+atrb++xvbn+=broken
foot ^nn++++=foot.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
leaned ^vbd+++xvbnx+=leaned
back ^jjb++++=back
and ^cc+phrs+++=and
closed ^jj+++xvbn+=closed
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
wearily ^rb+cnj+++=wearily,
, ^zz++++=EXTRAWORD
aware ^jj++++=aware
only ^rb+down+++=only
of ^in++++=of
a ^at++++=a
hideous ^jj+atrb+++=hideous
swirl ^nn++++=swirl
of ^in++++=of
pain ^nn++++=pain,
, ^zz++++=EXTRAWORD
of ^in++++=of
intolerable ^jj+atrb+++=intolerable
anxiety ^nn++++=anxiety
as ^in++++=as
to ^in++++=to
Chino ^np++++=Chino's
's ^$++++=EXTRAWORD
wound ^nn+++xvbn+=wound,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
most ^ap+emph+++=most
of ^in++++=of
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
of ^in++++=of
a ^at++++=a
mere ^jjb+atrb+++=mere
blur ^nn++++=blur
of ^in++++=of
confusion ^nn++++=confusion
wherein ^wrb+who+++=wherein
the ^ati++++=the
sights ^nns++++=sights
and ^cc++++=and
sounds ^nns++++=sounds
of ^in++++=of
the ^ati++++=the
last ^rb++++=last
few ^ap++++=few
hours ^nns++++=hours
tore ^vbd+++xvbn+=tore
through ^in++++=through
his ^pp$+pp3+++=his
brain ^nn++++=brain
with ^in++++=with
the ^ati++++=the
plunge ^nn++++=plunge
of ^in++++=of
a ^at++++=a
wild ^nn++++=wild
galloping ^vwbg+++xvbg+=galloping
such ^abl++++=such
as ^cs+sub+++=as
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
have ^vbi++++=have
been ^vprf+ben+vrb+xvbn+=been
in ^in++++=in
his ^pp$+pp3+++=his
ears ^nns++++=ears
for ^in++++=for
years ^nns++++=years
and ^cc++++=and
years ^nns++++=years.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
as ^ql++++=as
he ^pp3a+pp3+++=he
lay ^vbd+++xvbnx+=lay
thus ^rb+cnj+++=thus
he ^pp3a+pp3+++=he
heard ^vbd+vprv++xvbnx+=heard
a ^at++++=a
step ^vb++++=step
at ^rb++++=at
his ^pp$+pp3+++=his
side ^nn++++=side.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
came ^vbd+++xvbn+=came
the ^ati++++=the
touch ^nn++++=touch
of ^in++++=of
Felice ^np++++=Felice's
's ^$++++=EXTRAWORD
long ^rb++++=long
brown ^jj+atrb+++=brown
hand ^nn++++=hand
upon ^in++++=upon
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sat ^vbd+++xvbnx+=sat
up ^rp++++=up,
, ^zz++++=EXTRAWORD
opening ^nvbg+++xvbg+=opening
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
aisk ^nn+++??+=aisk
me ^pp1o+pp1+++=me-a,"
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="eef
eef ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do
onderstaind ^nn+++??+=onderstaind,
, ^zz++++=EXTRAWORD
eh ^uh++++=eh?
? ^zz++++=EXTRAWORD
Yais ^np+++??+=Yais,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
onderstaind ^nn+++??+=onderstaind.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
her ^pp3o+pp3+++=her
voice ^nn++++=voice
was ^vbd+bedz+aux++=was
a ^at++++=a
whisper ^vb+vpub+++=whisper--"you
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
shoot ^vb++++=shoot
Chino ^np+++??+=Chino,
, ^zz++++=EXTRAWORD
eh ^uh++++=eh?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
do ^vb+do+vrb++=do
those ^dt+dem+++=those
thing ^nn++++=thing'
' ^zz++++=EXTRAWORD
for ^in++++=for
me ^pp1o+pp1+++=me-a.
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
note ^nn++++=note
angri ^nn+++??+=angri,
, ^zz++++=EXTRAWORD
no ^at++++=no-a.
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
ver ^jjr++++=ver'
' ^zz++++=EXTRAWORD
sharp ^jj+atrb+++=sharp
man ^nn++++=man,
, ^zz++++=EXTRAWORD
eh ^uh++++=eh?
? ^zz++++=EXTRAWORD
All ^abn++++=All
for ^in++++=for
love ^nn++++=love
oaf ^nn++++=oaf
Felice ^np+++??+=Felice,
, ^zz++++=EXTRAWORD
eh ^uh++++=eh?
? ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
we ^pp1a+pp1+++=we
be ^vb+be+vrb++=be
happi ^nn+++??+=happi,
, ^zz++++=EXTRAWORD
maybe ^rb+hdg+++=maybe;
; ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
we ^pp1a+pp1+++=we
git ^np++++=git
married ^vbd+++xvbn+=married
soam ^nn+++??+=soam
day ^nn++++=day
byne ^nn+++??+=byne-by,
- ^zz++++=EXTRAWORD
by ^in+strn+++=EXTRAWORD
, ^zz++++=EXTRAWORD
eh ^uh++++=eh?
? ^zz++++=EXTRAWORD
Ah ^uh++++=Ah,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
one ^cd1++++=one
brave ^jj+atrb+++=brave
man ^nn++++=man,
, ^zz++++=EXTRAWORD
Signor ^npt++++=Signor
Lockwude ^np+++??+=Lockwude!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
would ^md+prd+++=would
have ^vb+hv+aux++=have
taken ^vprf+++xvbnx+=taken
his ^pp$+pp3+++=his
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Lockwood ^np+++??+=Lockwood,
, ^zz++++=EXTRAWORD
the ^ati++++=the
pain ^nn++++=pain
all ^rb++++=all
forgot ^vbd+vprv++xvbn+=forgot,
, ^zz++++=EXTRAWORD
the ^ati++++=the
confusion ^nn++++=confusion
all ^abn++++=all
vanishing ^nvbg+++xvbg+=vanishing,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
on ^in++++=on
his ^pp$+pp3+++=his
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
as ^cs+sub+++=as
though ^cs+sub+++=though
a ^at++++=a
curtain ^nn++++=curtain
that ^tht+rel+++=that
for ^in++++=for
months ^nns++++=months
had ^vbd+hvd+aux++=had
hung ^vprf+++xvbnx+=hung
between ^in++++=between
him ^pp3o+pp3+++=him
and ^cc++++=and
the ^ati++++=the
blessed ^jj+atrb++xvbn+=blessed
light ^nn++++=light
of ^in++++=of
clear ^jj++++=clear
understanding ^jj+++xvbg+=understanding
had ^vb+hv+aux++=had
suddenly ^rb++splt++=suddenly
been ^vprf+ben+vrb+xvbnx+=been
rent ^nn++++=rent
in ^in++++=in
twain ^nn+++??+=twain
by ^in++++=by
her ^pp$+pp3+++=her
words ^nns++++=words.
. ^zz++++=EXTRAWORD
The ^ati++++=The
woman ^nn++++=woman
stood ^vbd+++xvbn+=stood
revealed ^vbd+vprv++xvbn+=revealed.
. ^zz++++=EXTRAWORD
All ^abn++++=All
the ^ati++++=the
baseness ^nns+nom+++=baseness
of ^in++++=of
her ^pp$+pp3+++=her
tribe ^nn++++=tribe,
, ^zz++++=EXTRAWORD
all ^abn++++=all
the ^ati++++=the
degraded ^jj+atrb+++=degraded
savagery ^nn+nom+++=savagery
of ^in++++=of
a ^at++++=a
degenerate ^jj+atrb+++=degenerate
race ^nn++++=race,
, ^zz++++=EXTRAWORD
all ^abn++++=all
the ^ati++++=the
capabilities ^nns+nom+++=capabilities
for ^in++++=for
wrong ^jj++++=wrong,
, ^zz++++=EXTRAWORD
for ^in++++=for
sordid ^jj+atrb+++=sordid
treachery ^nn+nom+++=treachery,
, ^zz++++=EXTRAWORD
that ^cs+sub+++=that
lay ^jjb+++xvbn+=lay
dormant ^jj++++=dormant
in ^in++++=in
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
leaped ^j+++xvbn+=leaped
to ^in++++=to
life ^nn++++=life
at ^in++++=at
this ^dt+dem+++=this
unguarded ^jj+atrb+++=unguarded
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^cs+sub+++=in
that ^cs"++++=that
new ^jj++++=new
light ^jj++++=light,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
now ^rn+tm+++=now
at ^rb++++=at
last ^rb"++++=last
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
herself ^ppl+pp3+++=herself
let ^vbd+++xvbn+=let
in ^rb+cnj+++=in,
, ^zz++++=EXTRAWORD
stood ^j+++xvbn+=stood
pitilessly ^jj++++=pitilessly
revealed ^jj+++xvbn+=revealed,
, ^zz++++=EXTRAWORD
a ^at++++=a
loathsome ^jj+atrb+++=loathsome
thing ^nn++++=thing,
, ^zz++++=EXTRAWORD
hateful ^jj++++=hateful
as ^in++++=as
malevolence ^nn+nom+++=malevolence
itself ^ppl++++=itself.
. ^zz++++=EXTRAWORD
" ^zz++++="What,"
what ^wdt+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
shouted ^vbd+vpub++xvbn+=shouted
Lockwood ^np+++??+=Lockwood,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
think ^vb+vprv+++=think--think
-- ^--+clp+++=EXTRAWORD
think ^vb+vprv+++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I--that
-- ^--+clp+++=EXTRAWORD
that ^tht+vcmp+++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could--oh-h,
-- ^--+clp+++=EXTRAWORD
oh ^uh++++=EXTRAWORD
- ^zz++++=EXTRAWORD
h ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
monstrous ^jj++++=monstrous--you----"
-- ^--+clp+++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
find ^vb+vprv+++=find
no ^at++++=no
words ^nns++++=words
to ^in++++=to
voice ^nn++++=voice
his ^pp$+pp3+++=his
loathing ^nn++++=loathing.
. ^zz++++=EXTRAWORD
Swiftly ^rb++++=Swiftly
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
away ^rb+phrv+++=away
from ^in"++++=from
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
the ^ati++++=the
last ^jj+atrb+++=last
spark ^nn++++=spark
of ^in++++=of
an ^at++++=an
evil ^nn++++=evil
love ^nn++++=love
dying ^vwbg+++xvbg+=dying
down ^rp++++=down
forever ^rb++++=forever
in ^in++++=in
his ^pp$+pp3+++=his
breast ^nn++++=breast.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
transformation ^nn+nom+++=transformation,
, ^zz++++=EXTRAWORD
a ^at++++=a
thing ^nn++++=thing
as ^in++++=as
sudden ^nn++++=sudden
as ^in++++=as
a ^at++++=a
miracle ^nn++++=miracle,
, ^zz++++=EXTRAWORD
as ^ql++++=as
conclusive ^jj++++=conclusive
as ^in++++=as
a ^at++++=a
miracle ^nn++++=miracle,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
all ^abn++++=all
a ^at++++=a
miracle ^nn++++=miracle's
's ^$++++=EXTRAWORD
sense ^nn++++=sense
of ^in++++=of
uplift ^nn+++??+=uplift
and ^cc++++=and
power ^nn++++=power.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
second ^od++++=second
of ^in++++=of
time ^nn++++=time
the ^ati++++=the
scales ^nns++++=scales
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
fall ^vbi++++=fall
from ^in++++=from
the ^ati++++=the
man ^nn++++=man's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
fetters ^nns+nom+++=fetters
from ^in++++=from
his ^pp$+pp3+++=his
limbs ^nns++++=limbs;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
free ^jj+pred+++=free.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
door ^nn++++=door
Lockwood ^np+++??+=Lockwood
met ^vbd+++xvbn+=met
the ^ati++++=the
doctor ^nn++++=doctor:
: ^zz++++=EXTRAWORD
" ^zz++++="Well?"
well ^rb++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He's
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
right ^jj++++=right;
; ^zz++++=EXTRAWORD
only ^rb+down+++=only
a ^at++++=a
superficial ^jj+atrb+++=superficial
wound ^nn+++xvbn+=wound.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He'll
'll ^md+prd+++0=EXTRAWORD
recover ^vb++++=recover.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
you ^pp2+pp2+++=you--how
-- ^--+clp+++=EXTRAWORD
how ^wrb+who+++=EXTRAWORD
about ^in++++=about
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
All ^abn++++=All
right ^jj++++=right?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is
a ^at++++=a
good ^jj+atrb+++=good
hearing ^nvbg+++xvbg+=hearing.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You've
've ^vb+hv+aux++0=EXTRAWORD
'd ^md+prd+vrb++=had
a ^at++++=a
lucky ^nn++++=lucky
escape ^vb++++=escape,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
boy ^nn++++=boy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
had ^vb+hv+vrb++=had
a ^at++++=a
lucky ^nn++++=lucky
escape ^vb++++=escape,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
shouted ^vbd+vpub++xvbn+=shouted
Lockwood ^np+++??+=Lockwood.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
just ^rb+emph+++=just
how ^wrb+who+++=how
lucky ^jj++++=lucky
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
