At ^in++++=At
ashamed ^jj++++=ashamed
of ^in++++=of
hope ^nn++++=hope.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
breath ^nn++++=breath
returned ^vbd+++xvbn+=returned.
. ^zz++++=EXTRAWORD
The ^ati++++=The
martyr ^nn++++=martyr
lived ^vbd+++xvbn+=lived
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
inconveniently ^jj++++=inconveniently,
, ^zz++++=EXTRAWORD
into ^in++++=into
the ^ati++++=the
small ^jj+atrb+++=small
hours ^nns++++=hours.
. ^zz++++=EXTRAWORD
The ^ati++++=The
galley ^nn++++=galley
proceeded ^vbd+++xvbn+=proceeded
north ^nr+pl+++=north
beneath ^rb++++=beneath
a ^at++++=a
sky ^nn++++=sky
crowded ^vbd+++xvbn+=crowded
with ^in++++=with
stars ^nns++++=stars.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
the ^ati++++=the
wind ^nn++++=wind
died ^vbd+++xvbn+=died
and ^cc++++=and
the ^ati++++=the
slaves ^nns++++=slaves
were ^vbd+bed+aux++=were
ordered ^vpsv++agls+xvbnx+=ordered
to ^to+vcmp+++=to
row ^vb++++=row;
; ^zz++++=EXTRAWORD
sometimes ^rb++++=sometimes
it ^pp3+it+++=it
freshened ^vbd+++xvbn+=freshened
and ^cc++++=and
they ^pp3a+pp3+++=they
collapsed ^vbd+++xvbnx+=collapsed
over ^in++++=over
their ^pp$+pp3+++=their
benches ^nns++++=benches
until ^cs+sub+++=until
a ^at++++=a
lash ^nn++++=lash
reminded ^vbd+vsua++xvbn+=reminded
them ^pp3o+pp3+++=them
that ^dt+dem+++=that
rest ^nn++++=rest,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
belonged ^j+++xvbn+=belonged
to ^in++++=to
their ^pp$+pp3+++=their
masters ^nns+nom+++=masters.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sound ^nn++++=sound
of ^in++++=of
blows ^nns++++=blows
rose ^vbd+++xvbn+=rose
through ^in++++=through
the ^ati++++=the
deck ^nn++++=deck
on ^in++++=on
which ^whp+rel+pied++=which
the ^ati++++=the
saint ^nn++++=saint
had ^vbd+hvd+aux++=had
spoken ^vprf+++xvbnx+=spoken
of ^in++++=of
gold ^nn++++=gold.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
dawn ^nn++++=dawn
the ^ati++++=the
eastern ^jj+atrb+++=eastern
darkness ^nns+nom+++=darkness
paled ^vbd+++xvbn+=paled.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sea ^nn++++=sea
became ^vbd+++xvbn+=became
iron ^nn++++=iron,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
pewter ^jjr++++=pewter,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
a ^at++++=a
luminous ^jj+atrb+++=luminous
grey ^nn++++=grey.
. ^zz++++=EXTRAWORD
Faces ^vbz++++=Faces
emerged ^vprf+++xvbn+=emerged
from ^in++++=from
shadow ^nn++++=shadow
looking ^vwbg+++xvbg+=looking
older ^jjr++++=older
and ^cc++++=and
less ^rbr++++=less
guarded ^vbd+++xvbn+=guarded.
. ^zz++++=EXTRAWORD
Elvira ^np+++??+=Elvira
had ^vbd+hvd+aux++=had
slept ^vprf+++xvbnx+=slept
against ^in++++=against
a ^at++++=a
coil ^nn++++=coil
of ^in++++=of
rope ^nn++++=rope.
. ^zz++++=EXTRAWORD
Hernando ^np+++??+=Hernando
had ^vbd+hvd+aux++=had
covered ^vprf+++xvbnx+=covered
her ^pp$+pp3+++=her
with ^in++++=with
his ^pp$+pp3+++=his
cloak ^nn++++=cloak,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
tied ^vprf+++xvbnx+=tied
one ^cd1++++=one
corner ^npl++++=corner
around ^rp++++=around
his ^pp$+pp3+++=his
arm ^nn++++=arm.
. ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
Vives ^np++++=Vives
stood ^vbd+++xvbn+=stood
beside ^in+pl+++=beside
the ^ati++++=the
bier ^nn++++=bier,
, ^zz++++=EXTRAWORD
calculating ^jj+atrb++xvbg+=calculating
distances ^nns+nom+++=distances.
. ^zz++++=EXTRAWORD
Ramon ^np++++=Ramon
still ^rb++++=still
breathed ^vbd+++xvbn+=breathed,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
scarcely ^rb+down+++=scarcely.
. ^zz++++=EXTRAWORD
With ^in++++=With
the ^ati++++=the
first ^rb++++=first
light ^jj++++=light,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
eyelids ^nns++++=eyelids
lifted ^vbd+++xvbn+=lifted.
. ^zz++++=EXTRAWORD
" ^zz++++="Morning?"
morning ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Father ^nn++++=Father,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Elvira ^np+++??+=Elvira.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
let ^vb+++xvbn+=let
me ^pp1o+pp1+++=me
sleep ^nn++++=sleep."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
eyes ^nns++++=eyes
closed ^vbd+++xvbn+=closed.
. ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little
serenity ^nn+nom+++=serenity
entered ^vbd+++xvbn+=entered
his ^pp$+pp3+++=his
battered ^jj+atrb++xvbn+=battered
face ^nn++++=face,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
perhaps ^rb++++=perhaps
daylight ^nn++++=daylight
merely ^rb+down+++=merely
smoothed ^vbd+++xvbn+=smoothed
the ^ati++++=the
shadows ^nps++++=shadows.
. ^zz++++=EXTRAWORD
Elvira ^np+++??+=Elvira
waited ^vbd+++xvbn+=waited
for ^in++++=for
wisdom ^nn++++=wisdom
to ^to++++=to
descend ^vbi++++=descend
upon ^in++++=upon
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
for ^in++++=for
Hernando ^np++++=Hernando's
's ^$++++=EXTRAWORD
hand ^nn++++=hand
to ^to++++=to
loosen ^vbi++++=loosen,
, ^zz++++=EXTRAWORD
for ^in++++=for
Vives ^np++++=Vives
to ^to++++=to
order ^to++++=order
the ^ati++++=the
rowers ^nn++++=rowers
unchained ^vbd+++xvbn+=unchained,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
sea ^nn++++=sea
itself ^ppl++++=itself
to ^in++++=to
change ^nn++++=change
from ^in++++=from
base ^nn++++=base
metal ^nn++++=metal
into ^in++++=into
gold ^nn++++=gold.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
happened ^vbd+++xvbn+=happened.
. ^zz++++=EXTRAWORD
The ^ati++++=The
galley ^nn++++=galley
creaked ^vbd+++xvbn+=creaked.
. ^zz++++=EXTRAWORD
A ^at++++=A
sailor ^nn++++=sailor
spat ^vbd+++xvbn+=spat
overboard ^rb+pl+++=overboard.
. ^zz++++=EXTRAWORD
Someone ^pn++++=Someone
below ^in+pl+++=below
cursed ^vbd+++xvbn+=cursed
God ^nn++++=God
in ^in++++=in
three ^cd++++=three
languages ^nns+nom+++=languages.
. ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
Vives ^np++++=Vives
touched ^vbd+++xvbn+=touched
Ramon ^np++++=Ramon's
's ^$++++=EXTRAWORD
throat ^nn++++=throat.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
yet ^rb+cnj+++=yet,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
muttered ^vbd+++xvbnx+=muttered.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
beckoned ^vbd+++xvbnx+=beckoned
the ^ati++++=the
boatswain ^nn++++=boatswain
aside ^rp++++=aside,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
two ^cd++++=two
went ^vbd+++xvbn+=went
aft ^jjb++++=aft.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
spoke ^vbd+++xvbnx+=spoke
softly ^rb++++=softly
at ^rb++++=at
first ^rb"++++=first;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
practical ^jj+atrb+++=practical
anxiety ^nn++++=anxiety
strengthened ^vwbn+++xvbn+=strengthened
their ^pp$+pp3+++=their
voices ^nns++++=voices.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
he ^pp3a+pp3+++=he
dies ^vbz++++=dies
by ^in++++=by
noon ^nn++++=noon,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Vives ^np++++=Vives,
, ^zz++++=EXTRAWORD
" ^zz++++="we
we ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can
bear ^vb+vprv+++=bear
west ^np+pl+++=west
for ^in++++=for
Minorca ^np++++=Minorca.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bishop ^npt++++=bishop
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
credulous ^jj+pred+++=credulous,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
harbour ^nn++++=harbour
entrance ^nn+nom+++=entrance
is ^vbz+bez+vrb++=is
easy ^jj+pred+++=easy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Genoa
genoa ^np++++=EXTRAWORD
pays ^vbz++++=pays
better ^jjr++++=better."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Genoa
genoa ^np++++=EXTRAWORD
does ^vbz+doz+aux++=does
not ^xnot++not++=not
pay ^vb++++=pay.
. ^zz++++=EXTRAWORD
Genoa ^np++++=Genoa
promises ^nns++++=promises,
, ^zz++++=EXTRAWORD
processes ^nns+nom+++=processes,
, ^zz++++=EXTRAWORD
disputes ^nns++++=disputes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
steals ^vbz++++=steals.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
the ^ati++++=the
fame ^nn++++=fame
would ^md+prd+++=would
be ^vb+be+vrb++=be
greater ^jjr+pred+++=greater."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="In
in ^in++++=EXTRAWORD
Minorca ^np++++=Minorca
we ^pp1a+pp1+++=we
might ^md+pos+++=might
keep ^vb++++=keep
a ^at++++=a
finger ^nn++++=finger."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
finger ^nn++++=finger?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
butcher ^nn++++=butcher!
! ^zz++++=EXTRAWORD
The ^ati++++=The
body ^nn++++=body
must ^md+nec+++=must
arrive ^vb++++=arrive
entire ^jjb++++=entire."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Entire
entire ^jjb+atrb+++=EXTRAWORD
bodies ^nns++++=bodies
rot ^nn++++=rot."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
salt ^nn++++=salt."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Salted
salted ^vwbn+++xvbn+=EXTRAWORD
saint ^npt++++=saint,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
boatswain ^nn++++=boatswain.
. ^zz++++=EXTRAWORD
" ^zz++++="That'll
that ^dt+pdem+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
draw ^vb++++=draw
pilgrims ^nns++++=pilgrims."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Hold
hold ^nn++++=EXTRAWORD
your ^pp$+pp2+++=your
filthy ^jj+atrb+++=filthy
tongue ^nn++++=tongue.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
might ^md+pos+++=might
use ^vb++++=use
myrrh ^nn+++??+=myrrh.
. ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
there ^rn+pl+++=there
myrrh ^nn+++??+=myrrh?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
pepper ^nn++++=pepper."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Pepper
pepper ^nn++++=EXTRAWORD
is ^vbz+bez+vrb++=is
merchandise ^nn++++=merchandise."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
is ^vbz+bez+vrb++=is
myrrh ^nn+++??+=myrrh."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Vives ^np++++=Vives
frowned ^vbd+++xvbn+=frowned
toward ^in++++=toward
the ^ati++++=the
sleeping ^jj+atrb++xvbg+=sleeping
old ^jj+atrb+++=old
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
he ^pp3a+pp3+++=he
lives ^nns++++=lives
two ^cd++++=two
days ^nns++++=days,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
may ^md+pos+++=may
die ^vb++++=die
too ^ql++++=too
near ^in+pl+++=near
Sardinia ^np+++??+=Sardinia.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
will ^md+prd+++=will
claim ^vb++++=claim
him ^pp3o+pp3+++=him
there ^rn+pl+++=there."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Throw
throw ^vb++++=EXTRAWORD
no ^at++++=no
line ^nn++++=line
ashore ^rb+pl+++=ashore."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
death ^nn++++=death
has ^vbz+hvz+vrb++=has
a ^at++++=a
geography ^nn++++=geography,
, ^zz++++=EXTRAWORD
fool ^jjb++++=fool.
. ^zz++++=EXTRAWORD
Bishops ^npt++++=Bishops
understand ^vb+vprv+++=understand
geography ^nn++++=geography
when ^wrb+who+++=when
relics ^nns++++=relics
are ^vb+ber+aux++=are
concerned ^vpsv++agls+xvbnx+=concerned."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hernando ^np+++??+=Hernando
listened ^vbd+++xvbn+=listened
without ^in++++=without
expression ^nn++++=expression.
. ^zz++++=EXTRAWORD
Elvira ^np+++??+=Elvira,
, ^zz++++=EXTRAWORD
remembering ^vbg+vprv++xvbg+=remembering
the ^ati++++=the
sermon ^nn++++=sermon,
, ^zz++++=EXTRAWORD
looked ^j+++xvbn+=looked
toward ^in++++=toward
the ^ati++++=the
brightening ^jj+atrb++xvbg+=brightening
horizon ^nn++++=horizon.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sun ^nn++++=sun's
's ^$++++=EXTRAWORD
rim ^nn++++=rim
rose ^vbd+++xvbn+=rose,
, ^zz++++=EXTRAWORD
pure ^jj++++=pure
and ^cc+phrs+++=and
molten ^jj++++=molten,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
laid ^vbd+++xvbn+=laid
a ^at++++=a
road ^nn++++=road
of ^in++++=of
gold ^nn++++=gold
upon ^in++++=upon
the ^ati++++=the
sea ^nn++++=sea;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
beneath ^in+pl+++=beneath
that ^dt+dem+++=that
splendour ^nn++++=splendour
the ^ati++++=the
water ^nn++++=water
remained ^vbd+++xvbn+=remained
salt ^jj++++=salt,
, ^zz++++=EXTRAWORD
the ^ati++++=the
chained ^nn++++=chained
remained ^vbd+++xvbn+=remained
chained ^xvbn+++xvbn+=chained,
, ^zz++++=EXTRAWORD
the ^ati++++=the
possessed ^nn++++=possessed
remained ^vbd+++xvbn+=remained
possessed ^vbd+++xvbn+=possessed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Captain ^nn++++=Captain
Bernat ^np+++??+=Bernat
Vives ^np++++=Vives,
, ^zz++++=EXTRAWORD
having ^xvbg+++xvbg+=having
rescued ^vbd+++xvbn+=rescued
a ^at++++=a
holy ^jj+atrb+++=holy
man ^nn++++=man
from ^in++++=from
the ^ati++++=the
stones ^nns++++=stones,
, ^zz++++=EXTRAWORD
continued ^j+++xvbn+=continued
to ^to++++=to
calculate ^nn+nom+++=calculate
with ^in++++=with
pious ^jj+atrb+++=pious
care ^nn++++=care
the ^ati++++=the
most ^ql+emph+++=most
advantageous ^jj+atrb+++=advantageous
port ^nn++++=port
in ^in++++=in
which ^whp+rel+pied++=which
to ^in++++=to
let ^vbd+++xvbn+=let
him ^pp3o+pp3+++=him
die ^vb++++=die.
. ^zz++++=EXTRAWORD
