# ^zz++++=#
Something ^pn++++=SOMETHING
fair ^jj++++=fair."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
quietness ^nns+nom+++=quietness
tortured ^vbd+++xvbn+=tortured
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
imagined ^vprf+++xvbnx+=imagined
anger ^nn++++=anger,
, ^zz++++=EXTRAWORD
contempt ^nn++++=contempt,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
even ^rb++++=even
relief ^nn++++=relief.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
grave ^jj+atrb+++=grave
courtesy ^nn++++=courtesy
gave ^vbd+++xvbn+=gave
her ^pp$+pp3+++=her
nothing ^pn++++=nothing
against ^in++++=against
which ^whp+rel+pied++=which
to ^to++++=to
defend ^vbi++++=defend
herself ^ppl+pp3+++=herself.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
despise ^vb++++=despise
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+vrb++=don't."
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
ought ^md+nec+++=ought."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
not ^xnot++not++=not
much ^ap++++=much
guided ^vpsv++by+xvbn+=guided
by ^in++++=by
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
feel ^vb+vprv+++=feel."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
accepted ^vbd+vprv+tht0+xvbnx+=accepted
you ^pp2+pp2+++=you
for ^in++++=for
your ^pp$+pp2+++=your
money ^nn++++=money."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
accepted ^vbd+vprv++xvbn+=accepted
me ^pp1o+pp1+++=me
because ^cs+cos+++=because
you ^pp2+pp2+++=you
loved ^vbd+++xvbn+=loved
your ^pp$+pp2+++=your
brother ^nn++++=brother
and ^cc++++=and
saw ^vbd+vprv++xvbn+=saw
no ^at++++=no
other ^ap++++=other
way ^nn++++=way
out ^rp+pl+++=out."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
does ^vbz+doz+aux++=does
not ^xnot++not++=not
make ^vb++++=make
it ^pp3+it+++=it
better ^jjr++++=better."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Makes
makes ^vbz++++=EXTRAWORD
it ^pp3+it+++=it
different ^jj++++=different."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
turned ^vbd+++xvbnx+=turned
upon ^in++++=upon
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+whq++=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
excuse ^nn++++=excuse
me ^pp1o+pp1+++=me?
? ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
say ^vb+vpub+++=say
what ^wdt+who+whcl++=what
you ^pp2+pp2+++=you
think ^vb+vprv+++=think?
? ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
told ^vbd+vpub++xvbn+=told
you ^pp2+pp2+++=you
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
love ^vb++++=love
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
buy ^vbi++++=buy
back ^jjb++++=back
my ^pp$+pp1+++=my
promise ^nn++++=promise.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
now ^rn+tm+++=now
that ^cs+sub+++=that
the ^ati++++=the
shares ^nns++++=shares
are ^vb+ber+vrb++=are
worthless ^jj+pred+++=worthless,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ask ^vb++++=ask
you ^pp2+pp2+++=you
to ^in++++=to
release ^nn++++=release
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
must ^md+nec+++=must
see ^vb+vprv+++=see
how ^wrb+who+whcl++=how
vile ^jj++++=vile
it ^pp3+it+++=it
looks ^vbz++++=looks."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
see ^vb+vprv+++=see
how ^wrb+who+whcl++=how
it ^pp3+it+++=it
looks ^vbz++++=looks."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
still ^rb++++=still
you ^pp2+pp2+++=you
stand ^vb++++=stand
there ^rn+pl+++=there
as ^cs+sub+++=as
if ^cs+cnd+++=if
nothing ^pn++++=nothing
could ^md+pos+++=could
move ^vb++++=move
you ^pp2+pp2+++=you!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dick ^np++++=Dick's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes
came ^vbd+++xvbn+=came
to ^in++++=to
her ^pp$+pp3+++=her
face ^nn++++=face.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
where ^wrb+who+++=where
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
wrong ^jj+pred+++=wrong."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
something ^pn++++=something
in ^in++++=in
his ^pp$+pp3+++=his
voice ^nn++++=voice
that ^tht+rel+subj++=that
stopped ^vprf+++xvbn+=stopped
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
saw ^vbd+vprv++xvbnx+=saw
then ^rn+tm+++=then
that ^cs+sub+++=that
his ^pp$+pp3+++=his
stillness ^nns+nom+++=stillness
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
indifference ^nn+nom+++=indifference
but ^cc++++=but
control ^nn++++=control,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+dem+++=that
behind ^rp+pl+++=behind
it ^pp3+it+++=it
lay ^vbd+++xvbn+=lay
suffering ^vbg+++xvbg+=suffering
as ^ql++++=as
violent ^jj++++=violent
as ^ql++++=as
her ^pp$+pp3+++=her
own ^ap++++=own.
. ^zz++++=EXTRAWORD
The ^ati++++=The
discovery ^nn+nom+++=discovery
sent ^vbd+++xvbn+=sent
a ^at++++=a
pang ^nn++++=pang
through ^in++++=through
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
sharp ^jj++++=sharp
and ^cc+phrs+++=and
astonishing ^jj++++=astonishing.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
drew ^vbd+++xvbnx+=drew
her ^pp$+pp3+++=her
letter ^nn++++=letter
from ^in++++=from
his ^pp$+pp3+++=his
pocket ^nn++++=pocket.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
ask ^vb++++=ask
to ^to+vcmp+++=to
be ^vbi++vrb++=be
free ^jj+pred+++=free,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
free ^jj+pred+++=free."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
wanted ^vprf+++xvbnx+=wanted
those ^dt+dem+++=those
words ^nns++++=words.
. ^zz++++=EXTRAWORD
For ^in++++=For
three ^cd++++=three
weeks ^nns++++=weeks
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
told ^vprf++tht0+xvbnx+=told
herself ^ppl+pp3+++=herself
that ^cs+sub+++=that
freedom ^nn+nom+++=freedom
was ^vbd+bedz+vrb++=was
all ^abn++++=all
she ^pp3a+pp3+++=she
desired ^vbd+vsua++xvbnx+=desired.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
now ^rn+tm+++=now
they ^pp3a+pp3+++=they
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
empty ^vbi++++=empty
the ^ati++++=the
room ^nn++++=room
of ^in++++=of
warmth ^nn++++=warmth
and ^cc++++=and
air ^nn++++=air.
. ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
easily ^rb++++=easily?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
whispered ^vbd+vpub++xvbnx+=whispered.
. ^zz++++=EXTRAWORD
" ^zz++++="Would
would ^md+prd+++=EXTRAWORD
you ^pp2+pp2+++=you
rather ^rb++++=rather
I ^pp1a+pp1+++=I
made ^vbd+++xvbnx+=made
a ^at++++=a
scene ^nn++++=scene?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No.
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
" ^zz++++="
" ^zz++++="What?"
what ^wdt+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
could ^md+pos+++=could
not ^xnot++not++=not
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
Dick ^np++++=Dick
folded ^vbd+++xvbn+=folded
the ^ati++++=the
letter ^nn++++=letter
along ^in++++=along
its ^pp$+it+++=its
existing ^jj+atrb++xvbg+=existing
crease ^nn++++=crease.
. ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
brother ^nn++++=brother
told ^vbd+vpub++xvbn+=told
me ^pp1o+pp1+++=me
you ^pp2+pp2+++=you
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
love ^nn++++=love
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
continued ^vbd+++xvbnx+=continued.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
said ^vbd+vpub+tht0+xvbnx+=said
I ^pp1a+pp1+++=I
would ^md+prd+++=would
hear ^vb+vprv+tht0++=hear
it ^pp3+it+++=it
from ^in++++=from
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
have ^vb+hv+aux++=haven't
n't ^xnot++not++0=EXTRAWORD
said ^vprf+++xvbn+=said
it ^pp3+it+++=it
yet ^rb++++=yet."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
heart ^nn++++=heart
began ^vbd+++xvbn+=began
to ^to++++=to
beat ^vbi++++=beat
painfully ^rb++++=painfully.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
told ^vprf++tht0+xvbnx+=told
you ^pp2+pp2+++=you
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
accepted ^vbd+vprv+tht0+xvbnx+=accepted
you ^pp2+pp2+++=you
for ^in++++=for
money ^nn++++=money."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
the ^ati++++=the
same ^ap++++=same
thing ^nn++++=thing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
afraid ^jj+pred+++=afraid
of ^in++++=of
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
either ^dtx++++=either."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
were ^vbd+bed+vrb++=were
so ^ql+emph+++=so
strong ^jj++++=strong
and ^cc++++=and
so ^rb+emph+++=so
sure ^jj++++=sure."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
sure ^jj++++=sure."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
looked ^vbd+++xvbn+=looked
sure ^jj++++=sure."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
man ^nn++++=man
can ^md+pos+++=can
look ^vb++++=look
one ^cd1++++=one
way ^nn++++=way
and ^cc++++=and
feel ^vb+vprv+++=feel
another ^dt++++=another."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stared ^vbd+++xvbnx+=stared
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Were
were ^vbd+bed+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
unhappy ^jj++++=unhappy?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
smiled ^vbd+++xvbnx+=smiled
without ^in++++=without
amusement ^nn+nom+++=amusement.
. ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
'd ^md+prd+vrb++=had
more ^rbr++++=more
cheerful ^jj+atrb+++=cheerful
weeks ^nns++++=weeks."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
sudden ^jj+atrb+++=sudden
impulse ^nn++++=impulse
moved ^vbd+++xvbn+=moved
her ^pp$+pp3+++=her
toward ^in++++=toward
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
checked ^vbd+++xvbnx+=checked
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
sorry ^uh++++=sorry."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
walked ^vbd+++xvbnx+=walked
into ^in+ppvb+++=into
this ^dt+dem+++=this
with ^in++++=with
my ^pp$+pp1+++=my
eyes ^nns++++=eyes
open ^jj++++=open."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why?"
why ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Because
because ^cs+cos+++=EXTRAWORD
I ^pp1a+pp1+++=I
wanted ^vbd+++xvbnx+=wanted
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
words ^nns++++=words
were ^vbd+bed+vrb++=were
simple ^jj+pred+++=simple,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
harsh ^jj++++=harsh
in ^in++++=in
their ^pp$+pp3+++=their
simplicity ^nn+nom+++=simplicity.
. ^zz++++=EXTRAWORD
Colour ^nn++++=Colour
swept ^vwbn+++xvbn+=swept
into ^in++++=into
her ^pp$+pp3+++=her
face ^nn++++=face.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
wanted ^vbd+++xvbn+=wanted
me ^pp1o+pp1+++=me
though ^cs+sub+++=though
you ^pp2+pp2+++=you
knew ^vbd+vprv+tht0+xvbn+=knew
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
love ^vb++++=love
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
hoped ^vbd+vprv+tht0+xvbnx+=hoped
you ^pp2+pp2+++=you
might ^md+pos+++=might
learn ^vb+vprv+++=learn."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc+cls+++=EXTRAWORD
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
not ^xnot++not++=not?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'd
i ^pp1a+pp1+++0=EXTRAWORD
'd ^md+prd+aux++=EXTRAWORD
have ^vb+hv+aux++=have
kept ^vprf+++xvbnx+=kept
my ^pp$+pp1+++=my
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
bargain ^nn++++=bargain."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Bargain!"
bargain ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
flinched ^vbd+++xvbnx+=flinched.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is
what ^wdt+who+++=what
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dick ^np++++=Dick
thrust ^vbd+++xvbn+=thrust
the ^ati++++=the
letter ^nn++++=letter
back ^jjb++++=back
into ^in++++=into
his ^pp$+pp3+++=his
pocket ^nn++++=pocket.
. ^zz++++=EXTRAWORD
" ^zz++++="Maybe.
maybe ^rb+hdg+++=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
even ^rb++++=even
a ^at++++=a
bargain ^nn++++=bargain
can ^md+pos+++=can
yield ^vb++++=yield
something ^pn++++=something
that ^dt+pdem+++=that
was ^vbd+bedz+aux++=wasn't
n't ^xnot++not++0=EXTRAWORD
written ^vbd+++xvbn+=written
into ^in++++=into
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
the ^ati++++=the
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
only ^rb+down+++=only
my ^pp$+pp1+++=my
miserable ^jj+atrb+++=miserable
little ^jj+atrb+++=little
rag ^nn++++=rag
of ^in++++=of
honour ^nn++++=honour,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
much ^rb+cnj+++=much,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
live ^vb++++=live
without ^in++++=without
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+aux++0=EXTRAWORD
not ^xnot++not++=not
asking ^vbg+vsua++xvbg+=asking
you ^pp2+pp2+++=you
to ^in+strn+++=to."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
I ^pp1a+pp1+++=I
remained ^vbd+++xvbnx+=remained
engaged ^vbd+++xvbn+=engaged
to ^in++++=to
you ^pp2+pp2+++=you
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
could ^md+pos+++=could
never ^rb++splt++=never
believe ^vb+vprv+++=believe
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
forgotten ^vprf++tht0+xvbnx+=forgotten
your ^pp$+pp2+++=your
money ^nn++++=money."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
might ^md+pos+++=might."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
could ^md+pos+++=could
not ^xnot++not++=not."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Another ^dt++++=Another
silence ^nn+nom+++=silence
fell ^vbd+++xvbn+=fell.
. ^zz++++=EXTRAWORD
The ^ati++++=The
clock ^nn++++=clock
ticked ^vbd+++xvbn+=ticked
ten ^cd++++=ten
times ^nns++++=times
Violet ^jj++++=Violet
counted ^jj+++xvbn+=counted
each ^ppls++++=each
one ^pn++++=one
before ^cs+sub+++=before
Dick ^np++++=Dick
spoke ^vbd+++xvbn+=spoke.
. ^zz++++=EXTRAWORD
" ^zz++++="There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
something ^pn++++=something
you ^pp2+pp2+++=you
should ^md+nec+++=should
know ^vb+vprv+++=know
about ^in++++=about
the ^ati++++=the
railway ^nn++++=railway."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stiffened ^vbd+++xvbnx+=stiffened.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
want ^vb++++=want
to ^to+vcmp+++=to
hear ^vbi+vprv+++=hear
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You'd
you ^pp2+pp2+++=EXTRAWORD
'd ^md"+hvd+pmd"++0=EXTRAWORD
better ^md++++=better."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
the ^ati++++=the
shares ^nns++++=shares
have ^vb+hv+aux++=have
risen ^vprf+++xvbn+=risen
again ^rb+tm+++=again
" ^zz++++="
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
have ^vb+hv+vrb++=haven't.
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
yet ^rb++++=yet."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
they ^pp3a+pp3+++=they
may ^md+pos+++=may?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
made ^vbd+++xvbnx+=made
a ^at++++=a
despairing ^jj+atrb++xvbg+=despairing
gesture ^nn++++=gesture.
. ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+whq++=EXTRAWORD
must ^md+nec+++=must
money ^vb++++=money
pursue ^vb++++=pursue
us ^pp1o+pp1+++=us
into ^in++++=into
every ^at++++=every
word ^nn++++=word?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Because
because ^cs+cos+++=EXTRAWORD
it ^pp3+it+++=it
has ^md"++pmd"++=has
to ^md+nec+++=to
be ^vbi+vbi+aux++=be
cleared ^vbd+++xvbn+=cleared
away ^rp+pl+++=away
before ^cs+sub+++=before
we ^pp1a+pp1+++=we
can ^md+pos+++=can
see ^vb+vprv+++=see
what ^wdt+who+++=what's
's ^vbz+bez+aux++0=EXTRAWORD
left ^vpsv++agls+xvbnx+=left."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
faced ^vbd+++xvbnx+=faced
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
mean ^vb+vprv+++=mean?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
mean ^vb+vprv+++=mean
the ^ati++++=the
San ^np++++=San
Marco ^np+++??+=Marco
and ^cc++++=and
Northern ^np++++=Northern
is ^vbz+bez+vrb++=is
sound ^jj+pred+++=sound.
. ^zz++++=EXTRAWORD
The ^ati++++=The
line ^nn++++=line
owns ^vbz++++=owns
valuable ^jj+atrb+++=valuable
rights ^nns++++=rights.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
needs ^vbz++++=needs
a ^at++++=a
northern ^jj+atrb+++=northern
extension ^nn++++=extension,
, ^zz++++=EXTRAWORD
new ^jj+atrb+++=new
rolling ^jj+atrb++xvbg+=rolling
stock ^nn++++=stock
and ^cc++++=and
honest ^jj+atrb+++=honest
management ^nn+nom+++=management.
. ^zz++++=EXTRAWORD
Given ^vpbn+v++xvbn+=Given
those ^dt+pdem+++=those,
, ^zz++++=EXTRAWORD
the ^ati++++=the
shares ^nns++++=shares
will ^md+prd+++=will
rise ^vb++++=rise
not ^xnot++not++=not
for ^in++++=for
an ^at++++=an
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
permanently ^rb++++=permanently."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
can ^md+pos+++=can
you ^pp2+pp2+++=you
know ^vb+vprv+++=know?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
seen ^vprf+++xvbnx+=seen
the ^ati++++=the
engineers ^nns+nom+++=engineers'
' ^zz++++=EXTRAWORD
reports ^nns++++=reports."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
the ^ati++++=the
new ^jj+atrb+++=new
syndicate ^nn+nom+++=syndicate
" ^zz++++="
" ^zz++++="Has
has ^vbz+hvz+aux++=EXTRAWORD
not ^xnot++not++=not
withdrawn ^vbd+++xvbn+=withdrawn."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
