# ^zz++++=#
Westward ^rb++++=WESTWARD
proceeded ^vbd+++xvbn+=proceeded
side ^nn++++=side
by ^in++++=by
side ^nn++++=side:
: ^zz++++=EXTRAWORD
one ^pn++++=one
of ^in++++=of
bolts ^nns++++=bolts,
, ^zz++++=EXTRAWORD
fuel ^nn++++=fuel,
, ^zz++++=EXTRAWORD
pressure ^nn++++=pressure,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
repair ^nn++++=repair;
; ^zz++++=EXTRAWORD
the ^ati++++=the
other ^ap++++=other
of ^in++++=of
demons ^nns++++=demons,
, ^zz++++=EXTRAWORD
flame ^nn++++=flame,
, ^zz++++=EXTRAWORD
darkness ^nns+nom+++=darkness,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
created ^xvbn+++xvbn+=created
things ^nns++++=things.
. ^zz++++=EXTRAWORD
Both ^abx++++=Both
were ^vbd+bed+vrb++=were
equally ^rb++++=equally
visible ^jj+pred+++=visible.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
one ^cd1++++=one
was ^vbd+bedz+aux++=was
entered ^vpsv++agls+xvbnx+=entered
in ^in++++=in
the ^ati++++=the
log ^&fo++++=log.
. ^zz++++=EXTRAWORD
At ^rb++++=At
length ^rb"++++=length
the ^ati++++=the
wood ^nn++++=wood
was ^vbd+bedz+vrb++=was
sufficient ^jj+pred+++=sufficient.
. ^zz++++=EXTRAWORD
The ^ati++++=The
men ^nns++++=men
came ^vbd+++xvbn+=came
down ^rb+phrv+++=down
to ^in+ppvb+++=to
the ^ati++++=the
water ^nn++++=water,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
supernatural ^jj+atrb+++=supernatural
offices ^nns++++=offices
concluded ^vbd+vprv++xvbn+=concluded,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
resumed ^jj+++xvbn+=resumed,
, ^zz++++=EXTRAWORD
as ^ql++++=as
they ^pp3a+pp3+++=they
entered ^vbd+++xvbnx+=entered
the ^ati++++=the
boat ^nn++++=boat,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
common ^jj+atrb+++=common
shapes ^nns++++=shapes.
. ^zz++++=EXTRAWORD
Horns ^nns++++=Horns
became ^vbd+++xvbn+=became
caps ^nns++++=caps;
; ^zz++++=EXTRAWORD
hides ^vbz++++=hides
became ^vbd+++xvbn+=became
jackets ^nns++++=jackets;
; ^zz++++=EXTRAWORD
the ^ati++++=the
trident ^nn++++=trident
dwindled ^vbd+++xvbn+=dwindled
to ^in++++=to
a ^at++++=a
pole ^nn++++=pole.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
stumbled ^vbd+++xvbn+=stumbled
upon ^in++++=upon
the ^ati++++=the
plank ^nn++++=plank,
, ^zz++++=EXTRAWORD
another ^dt++++=another
rubbed ^jj+++xvbn+=rubbed
his ^pp$+pp3+++=his
hands ^nns++++=hands
against ^in++++=against
the ^ati++++=the
cold ^nn++++=cold,
, ^zz++++=EXTRAWORD
a ^at++++=a
third ^od++++=third
bent ^vwbn+++xvbn+=bent
wearily ^rb++++=wearily
beneath ^in+pl+++=beneath
the ^ati++++=the
final ^jj+atrb+++=final
load ^nn++++=load.
. ^zz++++=EXTRAWORD
The ^ati++++=The
devils ^nns++++=devils
were ^vbd+bed+vrb++=were
laborers ^nns+nom+++=laborers
again ^rb+tm+++=again
the ^ati++++=the
transformation ^nn+nom+++=transformation
proving ^vwbg+++xvbg+=proving,
, ^zz++++=EXTRAWORD
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
many ^ap++++=many
terrors ^nns++++=terrors
would ^md+prd+++=would
become ^vb++++=become
objects ^nns++++=objects
of ^in++++=of
sympathy ^nn++++=sympathy
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
allowed ^vb++pmd"+xvbnx+=allowed
to ^to+vcmp+pmd++=to
come ^vb++++=come
near ^in+pl+++=near
enough ^qlp++++=enough.
. ^zz++++=EXTRAWORD
The ^ati++++=The
engine ^nn++++=engine
gave ^vbd+++xvbn+=gave
a ^at++++=a
preliminary ^jj+atrb+++=preliminary
shudder ^nn++++=shudder.
. ^zz++++=EXTRAWORD
A ^at++++=A
wheel ^nn++++=wheel
turned ^vbd+++xvbn+=turned,
, ^zz++++=EXTRAWORD
stopped ^j+++xvbn+=stopped,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
turned ^vbd+++xvbn+=turned
once ^rb+tm+++=once
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
The ^ati++++=The
familiar ^nn++++=familiar
beat ^vbd+++xvbn+=beat
resumed ^vbd+++xvbn+=resumed
slowly ^rb+cnj+++=slowly,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
strengthened ^vbd+++xvbn+=strengthened
into ^in++++=into
regularity ^nn+nom+++=regularity.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
moved ^vbd+++xvbn+=moved
from ^in++++=from
the ^ati++++=the
shore ^nn++++=shore.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
time ^nn++++=time
the ^ati++++=the
great ^jj+atrb+++=great
fire ^nn++++=fire
followed ^vbd+vprv++xvbn+=followed
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
shone ^vbd+++xvbn+=shone
between ^in++++=between
the ^ati++++=the
trees ^nns++++=trees,
, ^zz++++=EXTRAWORD
disappeared ^j+++xvbn+=disappeared
behind ^in+pl+++=behind
a ^at++++=a
projecting ^jj+++xvbg+=projecting
bank ^npl++++=bank,
, ^zz++++=EXTRAWORD
returned ^j+++xvbn+=returned
as ^ql++++=as
a ^at++++=a
wavering ^jj+atrb+++=wavering
redness ^nns+nom+++=redness
above ^in+pl+++=above
the ^ati++++=the
woods ^nns++++=woods,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
finally ^rb++++=finally
contracted ^vbd+++xvbn+=contracted
to ^in++++=to
a ^at++++=a
single ^jj+atrb+++=single
spark ^nn++++=spark.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lake ^npl++++=lake
closed ^vbd+++xvbn+=closed
over ^in++++=over
its ^pp$+it+++=its
reflection ^nn+nom+++=reflection;
; ^zz++++=EXTRAWORD
darkness ^nns+nom+++=darkness
reclaimed ^vbd+++xvbn+=reclaimed
the ^ati++++=the
men ^nns++++=men's
's ^vbz+bez+vrb++0=EXTRAWORD
brief ^jj++++=brief
theater ^jjr++++=theater;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
shoreline ^nn+++??+=shoreline
vanished ^vbd+++xvbn+=vanished
so ^ql++++=so
utterly ^rb+amp+++=utterly
that ^cs+sub+++=that
the ^ati++++=the
whole ^jj+atrb+++=whole
spectacle ^nn++++=spectacle
might ^md+pos+++=might
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
vision ^nn++++=vision
produced ^vwbn+++xvbn+=produced
by ^in++++=by
smoke ^nn++++=smoke,
, ^zz++++=EXTRAWORD
fatigue ^nn++++=fatigue,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
uneasy ^jj+atrb+++=uneasy
conscience ^nn+nom+++=conscience
of ^in++++=of
a ^at++++=a
traveler ^nn++++=traveler.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
it ^pp3+it+++=it
remained ^vbd+++xvbn+=remained
with ^in++++=with
me ^pp1o+pp1+++=me
more ^rbr++++=more
vividly ^rb++++=vividly
than ^in++++=than
many ^ap++++=many
a ^at++++=a
monument ^nn+nom+++=monument
viewed ^vwbn+++xvbn+=viewed
at ^rb++++=at
noon ^nn++++=noon.
. ^zz++++=EXTRAWORD
Burlington ^np+++??+=Burlington
had ^vbd+hvd+aux++=had
shown ^vprf+++xvbnx+=shown
me ^pp1o+pp1+++=me
commerce ^nn++++=commerce
masquerading ^vwbg+++xvbg+=masquerading
as ^in++++=as
the ^ati++++=the
sea ^nn++++=sea;
; ^zz++++=EXTRAWORD
Rochester ^np+nom++??+=Rochester,
, ^zz++++=EXTRAWORD
a ^at++++=a
wilderness ^nns+nom+++=wilderness
masquerading ^vwbg+++xvbg+=masquerading
as ^in++++=as
an ^at++++=an
ancient ^jj+atrb+++=ancient
city ^nn++++=city;
; ^zz++++=EXTRAWORD
the ^ati++++=the
Genesee ^np+++??+=Genesee,
, ^zz++++=EXTRAWORD
grandeur ^nn++++=grandeur
put ^vbd+++xvbn+=put
to ^in++++=to
work ^nn++++=work;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
here ^rn+pl+++=here
common ^jj+atrb+++=common
labor ^nn++++=labor
had ^vbd+hvd+aux++=had
worn ^vprf+++xvbnx+=worn
for ^in++++=for
half ^nn++++=half
an ^at++++=an
hour ^nn++++=hour
the ^ati++++=the
aspect ^nn++++=aspect
of ^in++++=of
infernal ^jj+atrb+++=infernal
ceremony ^nn++++=ceremony.
. ^zz++++=EXTRAWORD
In ^in++++=In
each ^dt++++=each
case ^nn++++=case
reality ^nn+nom+++=reality
had ^vbd+hvd+aux++=had
crossed ^vprf+++xvbnx+=crossed
some ^dti++++=some
invisible ^jj+atrb+++=invisible
border ^nn++++=border
without ^in++++=without
ceasing ^xvbg+++xvbg+=ceasing
to ^to++++=to
be ^vbi++vrb++=be
real ^jj+pred+++=real.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
resumed ^vbd+++xvbn+=resumed
our ^pp$+pp1+++=our
westward ^rb++++=westward
course ^nn++++=course,
, ^zz++++=EXTRAWORD
bearing ^vbg+++xvbg+=bearing
emigrants ^nns+nom+++=emigrants,
, ^zz++++=EXTRAWORD
merchandise ^nn++++=merchandise,
, ^zz++++=EXTRAWORD
ambitions ^nns+nom+++=ambitions,
, ^zz++++=EXTRAWORD
ailments ^nns+nom+++=ailments,
, ^zz++++=EXTRAWORD
maps ^nns++++=maps,
, ^zz++++=EXTRAWORD
tools ^nns++++=tools,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
repaired ^vbd+++xvbn+=repaired
machinery ^nn+nom+++=machinery
into ^in++++=into
the ^ati++++=the
darkness ^nns+nom+++=darkness.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
us ^pp1o+pp1+++=us
the ^ati++++=the
fire ^nn++++=fire
sank ^vbd+++xvbn+=sank;
; ^zz++++=EXTRAWORD
before ^cs+sub+++=before
us ^pp1o+pp1+++=us
lay ^vbd+++xvbn+=lay
Detroit ^np+++??+=Detroit
and ^cc++++=and
the ^ati++++=the
farther ^rbr++++=farther
country ^nn++++=country,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
new ^jj+atrb+++=new
towns ^nns++++=towns
were ^vbd+bed+aux++=were
already ^rb++splt++=already
preparing ^vbg+++xvbgx+=preparing
to ^to+vcmp+++=to
call ^vbi++++=call
themselves ^ppls+pp3+++=themselves
old ^jj++++=old,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
forests ^nns++++=forests
waited ^vbd+++xvbn+=waited
to ^to+vcmp+++=to
become ^vbi++++=become
streets ^nns++++=streets.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
remained ^vbd+++xvbnx+=remained
on ^in++++=on
deck ^nn++++=deck
until ^cs+sub+++=until
the ^ati++++=the
cold ^nn++++=cold
compelled ^vwbn+++xvbn+=compelled
me ^pp1o+pp1+++=me
below ^in+strn+++=below,
, ^zz++++=EXTRAWORD
listening ^jj+++xvbg+=listening
to ^in++++=to
the ^ati++++=the
steady ^jj+atrb+++=steady
pulse ^nn++++=pulse
of ^in++++=of
the ^ati++++=the
engine ^nn++++=engine
and ^cc++++=and
watching ^vbg+++xvbg+=watching
the ^ati++++=the
sparks ^nns++++=sparks
from ^in++++=from
our ^pp$+pp1+++=our
chimney ^nn++++=chimney
fly ^vb++++=fly
upward ^jjb++++=upward,
, ^zz++++=EXTRAWORD
burn ^vb++++=burn
brilliantly ^rb+cnj+++=brilliantly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
expire ^vb++++=expire.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
resembled ^vbd+++xvbnx+=resembled
reputations ^nns+nom+++=reputations,
, ^zz++++=EXTRAWORD
cities ^nns++++=cities,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
men ^nns++++=men:
: ^zz++++=EXTRAWORD
a ^at++++=a
sudden ^jj+atrb+++=sudden
brightness ^nns+nom+++=brightness
against ^in++++=against
the ^ati++++=the
immense ^jj++++=immense
void ^jj++++=void
of ^in++++=of
night ^nn++++=night
then ^rn+tm+++=then
darkness ^nns+nom+++=darkness;
; ^zz++++=EXTRAWORD
yet ^rb+cnj+++=yet,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
traveler ^jjr++++=traveler
who ^whp+who+++=who
has ^vbz+hvz+aux++=has
seen ^vprf+++xvbn+=seen
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
altogether ^nn+nom+++=altogether
forgotten ^vpsv++agls+xvbn+=forgotten.
. ^zz++++=EXTRAWORD
