# ^zz++++=#
Blas ^np+++??+=Blas
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
again ^rb+tm+++=again
at ^in++++=at
Billy ^np++++=Billy's
's ^$++++=EXTRAWORD
photograph ^nn++++=photograph.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
our ^pp$+pp1+++=our
secret ^nn++++=secret,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
never ^rb++++=never
knew ^vbd+vprv+tht0+xvbn+=knew
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
not ^xnot++not++=not
give ^vb++++=give
it ^pp3+it+++=it
to ^in++++=to
them ^pp3o+pp3+++=them
merely ^rb+down+++=merely
to ^to++++=to
make ^vbi++++=make
them ^pp3o+pp3+++=them
change ^vb++++=change
their ^pp$+pp3+++=their
minds ^nns++++=minds."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
surely ^rb++++=surely
it ^pp3+it+++=it
matters ^nns+nom+++=matters
what ^wdt+who+++=what
people ^nns++++=people
believe ^vb+vprv+++=believe?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Gerty ^np+++??+=Gerty
was ^vbd+bedz+vrb++=was
silent ^jj+pred+++=silent
a ^at++++=a
moment ^nn++++=moment.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
gently ^rb++++=gently:
: ^zz++++=EXTRAWORD
" ^zz++++="Does
does ^vbz+doz+vrb++=EXTRAWORD
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
all ^abn++++=all.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
known ^vprf+++xvbnx+=known
Gerty ^np+++??+=Gerty
Lovell ^np+++??+=Lovell
when ^wrb+who+++=when
an ^at++++=an
invitation ^nn+nom+++=invitation
could ^md+pos+++=could
delight ^vb++++=delight
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
a ^at++++=a
cancelled ^jj+atrb++xvbn+=cancelled
dinner ^nn++++=dinner
humiliate ^nn+nom+++=humiliate
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
wrong ^jj+atrb+++=wrong
sleeve ^nn++++=sleeve
disturb ^vb++++=disturb
her ^pp$+pp3+++=her
peace ^nn++++=peace
for ^in++++=for
a ^at++++=a
day ^nn++++=day.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
seen ^vprf++tht0+xvbnx+=seen
her ^pp$+pp3+++=her
measure ^vb++++=measure
life ^nn++++=life
by ^in++++=by
crowded ^jj+atrb++xvbn+=crowded
rooms ^nns++++=rooms,
, ^zz++++=EXTRAWORD
approving ^vbg+++xvbg+=approving
glances ^nns+nom+++=glances,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
authority ^nn+nom+++=authority
of ^in++++=of
women ^nns++++=women
whom ^whp+rel+obj++=whom
she ^pp3a+pp3+++=she
privately ^rb++++=privately
disliked ^vbd+++xvbn+=disliked.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
now ^rn+tm+++=now
London ^np++++=London
might ^md+pos+++=might
condemn ^vb++++=condemn
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
would ^md+prd+++=would
not ^xnot++not++=not
purchase ^nn++++=purchase
acquittal ^jj++++=acquittal
by ^in++++=by
exposing ^xvbg+++xvbg+=exposing
one ^cd1++++=one
tender ^jj+atrb+++=tender
corner ^npl++++=corner
of ^in++++=of
her ^pp$+pp3+++=her
marriage ^nn+nom+++=marriage.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
away ^rp+pl+++=away
without ^in++++=without
arguing ^xvbg+++xvbg+=arguing
further ^jjb++++=further.
. ^zz++++=EXTRAWORD
Society ^nn++++=Society
continued ^vbd+++xvbn+=continued
to ^to++++=to
pity ^vbi++++=pity
Billy ^np++++=Billy
and ^cc++++=and
blame ^vb++++=blame
his ^pp$+pp3+++=his
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
her ^pp$+pp3+++=her
carriage ^nn+nom+++=carriage,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
gowns ^nns++++=gowns,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
diamonds ^nns++++=diamonds,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
late ^jj++++=late
return ^vb++++=return;
; ^zz++++=EXTRAWORD
society ^nn++++=society
is ^vbz+bez+vrb++=is
naturally ^rb++++=naturally
reluctant ^jj+pred+++=reluctant
to ^to+jcmp+++=to
surrender ^nn+nom+++=surrender
evidence ^nn+nom+++=evidence
merely ^rb+down+++=merely
because ^cs+cos+++=because
it ^pp3+it+++=it
happens ^vbz+vsua+++=happens
to ^to+vcmp+++=to
be ^vbi++vrb++=be
false ^jj+pred+++=false.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
time ^nn++++=time
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
omitted ^vpsv++agls+xvbnx+=omitted
from ^in++++=from
certain ^jj+atrb+++=certain
invitations ^nns+nom+++=invitations,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
included ^vbd+++xvbn+=included
in ^in++++=in
others ^aps++++=others
because ^cs+cos+++=because
sorrow ^nn++++=sorrow
became ^vbd+++xvbn+=became
her ^pp3o+pp3+++=her
and ^cc++++=and
mystery ^nn+nom+++=mystery
is ^vbz+bez+vrb++=is
always ^rb++++=always
fashionable ^jj+pred+++=fashionable.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
accepted ^vbd+++xvbnx+=accepted
little ^ap++++=little
and ^cc++++=and
explained ^vbd+vpub+tht0+xvbn+=explained
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
People ^nns++++=People
still ^rb+atrb+++=still
called ^jj+++xvbn+=called
her ^pp3o+pp3+++=her
Gerty ^np+++??+=Gerty
Lovell ^np+++??+=Lovell,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
marriage ^nn+nom+++=marriage
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
an ^at++++=an
episode ^nn++++=episode
and ^cc++++=and
widowhood ^nn+nom+++=widowhood
restored ^vwbn+++xvbn+=restored
her ^pp3o+pp3+++=her
to ^in++++=to
the ^ati++++=the
familiar ^jj+atrb+++=familiar
figure ^nn++++=figure
they ^pp3a+pp3+++=they
understood ^vbd+vprv++xvbnx+=understood:
: ^zz++++=EXTRAWORD
pretty ^rb+cnj+++=pretty,
, ^zz++++=EXTRAWORD
vain ^jj++++=vain,
, ^zz++++=EXTRAWORD
perfectly ^rb+amp+++=perfectly
dressed ^vbd+++xvbn+=dressed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
without ^in++++=without
a ^at++++=a
fortune ^nn++++=fortune.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vb+hv+aux++=had
never ^rb++splt++=never
known ^vprf+++xvbnx+=known
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
for ^in++++=For
that ^dt+dem+++=that
matter ^nn++++=matter,
, ^zz++++=EXTRAWORD
neither ^dt++neg++=neither
had ^vb+hv+vrb++=had
i ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
