Disgrace ^np+++??+=Disgrace
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
thank ^vbi++++=thank
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Don't.
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
delays ^nns++++=delays
the ^ati++++=the
dishes ^nns++++=dishes."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
saved ^vbd+++xvbn+=saved
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
added ^vbd+vpub++xvbnx+=added
what ^wdt+who+whcl++=what
Minnie ^np+++??+=Minnie
spent ^vbd+++xvbn+=spent.
. ^zz++++=EXTRAWORD
Any ^dti++++=Any
woman ^nn++++=woman
could ^md+pos+++=could."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
one ^cd1++++=one
else ^rb+cnj+++=else
did ^vbd+dod+vrb++=did."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
because ^cs+cos+++=because
the ^ati++++=the
rest ^nn++++=rest
av ^nn++++=av
them ^pp3o+pp3+++=them
were ^vbd+bed+vrb++=were
busy ^jj+atrb+++=busy
enjoyin ^nn+++??+=enjoyin'
' ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
funeral ^nn++++=funeral."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
came ^vbd+++xvbnx+=came
around ^in++++=around
the ^ati++++=the
desk ^nn++++=desk.
. ^zz++++=EXTRAWORD
" ^zz++++="Let
let ^vb+++xvbn+=EXTRAWORD
me ^pp1o+pp1+++=me
walk ^nn++++=walk
you ^pp2+pp2+++=you
home ^nr++++=home."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Birdie ^np++++=Birdie's
's ^$++++=EXTRAWORD
hand ^nn++++=hand
paused ^vbd+++xvbn+=paused
on ^rp++++=on
her ^pp3o+pp3+++=her
coat ^nn++++=coat
button ^nn++++=button.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
small ^jj+atrb+++=small
request ^nn++++=request.
. ^zz++++=EXTRAWORD
Main ^jjb+atrb+++=Main
Street ^nn++++=Street
to ^in++++=to
Callahan ^np+nom+++=Callahan's
's ^$++++=EXTRAWORD
boardinghouse ^nn+++??+=boardinghouse
was ^vbd+bedz+vrb++=was
six ^cd++++=six
blocks ^nns++++=blocks.
. ^zz++++=EXTRAWORD
The ^ati++++=The
evening ^nn++++=evening
was ^vbd+bedz+vrb++=was
clear ^jj+pred+++=clear.
. ^zz++++=EXTRAWORD
Lamps ^nns++++=Lamps
were ^vbd+bed+aux++=were
coming ^vbg+++xvbgx+=coming
on ^in++++=on
in ^in++++=in
shop ^nn++++=shop
windows ^nns++++=windows,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
sky ^nn++++=sky
above ^in+pl+++=above
the ^ati++++=the
courthouse ^nn+++??+=courthouse
had ^vbd+hvd+aux++=had
turned ^vprf+++xvbnx+=turned
the ^ati++++=the
pale ^nn++++=pale
green ^nn++++=green
color ^nn++++=color
that ^tht+rel+subj++=that
belongs ^vbz++++=belongs
to ^in++++=to
spring ^nn++++=spring
and ^cc++++=and
old ^jj+atrb+++=old
glass ^nn++++=glass
bottles ^nns++++=bottles.
. ^zz++++=EXTRAWORD
Ted ^np++++=Ted
smiled ^vbd+++xvbn+=smiled.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
his ^pp$+pp3+++=his
former ^ap++++=former
smile ^nn++++=smile
not ^xnot++not++=not
yet ^rb++++=yet.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
a ^rb++++=a
little ^rb"++++=little
of ^in++++=of
the ^ati++++=the
old ^jj+atrb+++=old
radiance ^nn+nom+++=radiance
had ^vbd+hvd+aux++=had
returned ^vprf+++xvbnx+=returned,
, ^zz++++=EXTRAWORD
uncertain ^jj++++=uncertain
as ^in++++=as
a ^at++++=a
lamp ^nn++++=lamp
newly ^rb++++=newly
lit ^rb+++xvbn+=lit.
. ^zz++++=EXTRAWORD
" ^zz++++="I'd
i ^pp1a+pp1+++0=EXTRAWORD
'd ^md+prd+vrb++=EXTRAWORD
like ^vb++++=like
to ^to+vcmp+++=to,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
would ^md+prd+++=would."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Birdie ^np+++??+=Birdie
looked ^vbd+++xvbn+=looked
at ^rb++++=at
him ^pp3o+pp3+++=him
for ^in++++=for
a ^at++++=a
long ^jj+atrb+++=long
moment ^nn++++=moment.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
loved ^vbd+++xvbnx+=loved
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
may ^md+pos+++=may
as ^rb++splt++=as
well ^rb++++=well
say ^vb+vpub+tht0++=say
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
she ^pp3a+pp3+++=she
would ^md+prd+++=would
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
loved ^vprf+++xvbnx+=loved
him ^pp3o+pp3+++=him
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
the ^ati++++=the
golden ^jj+atrb+++=golden
cashier ^nn++++=cashier
with ^in++++=with
half ^nn++++=half
the ^ati++++=the
town ^nn++++=town's
's ^$++++=EXTRAWORD
daughters ^nns+nom+++=daughters
orbiting ^vwbg+++xvbg+=orbiting
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
loved ^vprf+++xvbnx+=loved
him ^pp3o+pp3+++=him
when ^wrb+who+++=when
the ^ati++++=the
court ^nn++++=court
took ^vbd+++xvbn+=took
him ^pp3o+pp3+++=him
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
loved ^vbd+++xvbnx+=loved
him ^pp3o+pp3+++=him
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
worn ^j+++xvbn+=worn,
, ^zz++++=EXTRAWORD
timid ^jj++++=timid,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
stand ^vbi++++=stand
upright ^jj++++=upright
in ^in++++=in
a ^at++++=a
place ^nn++++=place
eager ^jj++++=eager
to ^to+jcmp+++=to
measure ^vbi++++=measure
his ^pp$+pp3+++=his
stoop ^nn+++??+=stoop.
. ^zz++++=EXTRAWORD
Because ^cs+cos+++=Because
she ^pp3a+pp3+++=she
loved ^vbd+++xvbnx+=loved
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
smile ^nn++++=smile
went ^vbd+++xvbn+=went
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh."
oh ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
walk ^nn++++=walk
fast ^rb++++=fast."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can
keep ^vb++++=keep
up ^rb+phrv+++=up."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+vrb++0=EXTRAWORD
errands ^nns+++??+=errands."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
mind ^nn++++=mind."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
took ^vbd+++xvbnx+=took
refuge ^nn++++=refuge
in ^in++++=in
impatience ^nn+nom+++=impatience.
. ^zz++++=EXTRAWORD
" ^zz++++="Must
must ^md+nec+++=EXTRAWORD
a ^at++++=a
girrul ^nn+++??+=girrul
hire ^vb++++=hire
a ^at++++=a
lawyer ^nn++++=lawyer
to ^to++++=to
refuse ^vbi++++=refuse
a ^at++++=a
walk ^nn++++=walk?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ted ^np++++=Ted
stepped ^vbd+++xvbn+=stepped
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in+emph+++=EXTRAWORD
course ^nn+emph"+++=course
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
after ^in++++=after
today ^nr+tm+++=today
" ^zz++++="
" ^zz++++="After
after ^cs+sub+++=EXTRAWORD
today ^nr+tm+++=today
ye ^pp2+pp2+++=ye've
've ^vb+hv+vrb++0=EXTRAWORD
work ^nn++++=work
to ^to++++=to
do ^vbi++++=do."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
books ^nns++++=books
are ^vb+ber+aux++=are
balanced ^vpsv++agls+xvbnx+=balanced."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
unbalance ^nn+nom+++=unbalance
them ^pp3o+pp3+++=them
and ^cc++++=and
start ^vb++++=start
over ^in+strn+++=over."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stared ^vbd+++xvbnx+=stared
at ^rb++++=at
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
wounded ^j+++xvbn+=wounded,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Birdie ^np+++??+=Birdie
nearly ^rb+down+++=nearly
surrendered ^vbd+++xvbn+=surrendered.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
through ^in++++=through
the ^ati++++=the
window ^nn++++=window
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bixby ^np++++=Bixby
across ^in+pl+++=across
the ^ati++++=the
street ^nn++++=street,
, ^zz++++=EXTRAWORD
pretending ^vbg+++xvbg+=pretending
to ^to+vcmp+++=to
examine ^vbi++++=examine
spring ^vb++++=spring
bonnets ^nns+++??+=bonnets
while ^cs+sub+++=while
watching ^vbg+++xvbg+=watching
the ^ati++++=the
hotel ^nn++++=hotel
glass ^nn++++=glass.
. ^zz++++=EXTRAWORD
Beside ^in+pl+++=Beside
her ^pp$+pp3+++=her
stood ^vbd+++xvbn+=stood
two ^cd++++=two
young ^jj+atrb+++=young
ladies ^nns++++=ladies
of ^in++++=of
the ^ati++++=the
smart ^jj+atrb+++=smart
set ^nn+++xvbn+=set.
. ^zz++++=EXTRAWORD
Ted ^np++++=Ted
needed ^vwbn+++xvbn+=needed
work ^nn++++=work,
, ^zz++++=EXTRAWORD
respect ^nn++++=respect,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
time ^nn++++=time.
. ^zz++++=EXTRAWORD
Bellwether ^np+nom++??+=Bellwether
would ^md+prd+++=would
forgive ^vb++++=forgive
him ^pp3o+pp3+++=him
eventually ^rb+tm+++=eventually
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
behaved ^vbd+++xvbnx+=behaved
with ^in++++=with
the ^ati++++=the
tedious ^jj+atrb+++=tedious
perfection ^nn+nom+++=perfection
it ^pp3+it+++=it
demanded ^vbd+vsua++xvbn+=demanded.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
let ^vb+++xvbn+=let
him ^pp3o+pp3+++=him
walk ^vb++++=walk
openly ^rb++++=openly
with ^in++++=with
Birdie ^np+++??+=Birdie
Callahan ^np+nom++??+=Callahan
waitress ^nns+nom+++=waitress,
, ^zz++++=EXTRAWORD
immigrant ^nn+nom+++=immigrant's
's ^$++++=EXTRAWORD
daughter ^nn+nom+++=daughter,
, ^zz++++=EXTRAWORD
owner ^nn++++=owner
of ^in++++=of
two ^cd++++=two
dresses ^nns+nom+++=dresses
and ^cc++++=and
the ^ati++++=the
town ^nn++++=town
would ^md+prd+++=would
find ^vb+vprv+++=find
a ^at++++=a
fresh ^jj+atrb+++=fresh
handle ^nn++++=handle
for ^in++++=for
its ^pp$+it+++=its
contempt ^nn++++=contempt.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
would ^md+prd+++=would
say ^vb+vpub+tht0++=say
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
sunk ^vprf+++xvbnx+=sunk.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
would ^md+prd+++=would
say ^vb+vpub+tht0++=say
prison ^nn++++=prison
had ^vbd+hvd+aux++=had
lowered ^vprf+++xvbnx+=lowered
his ^pp$+pp3+++=his
tastes ^nns++++=tastes.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
would ^md+prd+++=would
turn ^vb++++=turn
Birdie ^np++++=Birdie's
's ^$++++=EXTRAWORD
loyalty ^nn++++=loyalty
into ^in++++=into
one ^cd1++++=one
more ^rbr++++=more
stain ^nn++++=stain
upon ^in++++=upon
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
A ^at++++=A
strong ^jj+atrb+++=strong
man ^nn++++=man
might ^md+pos+++=might
have ^vb+hv+aux++=have
laughed ^vprf+++xvbnx+=laughed.
. ^zz++++=EXTRAWORD
Ted ^np++++=Ted
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
strong ^jj++++=strong
yet ^rb++++=yet.
. ^zz++++=EXTRAWORD
Birdie ^np+++??+=Birdie
knew ^vbd+vprv++xvbn+=knew
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Love ^nn++++=Love
sometimes ^rb++++=sometimes
knows ^vbz+vprv+++=knows
when ^wrb+who+whcl++=when
not ^xnot++not++=not
to ^to++++=to
collect ^vbi++++=collect
its ^pp$+it+++=its
reward ^nn++++=reward.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
buttoned ^vbd+++xvbnx+=buttoned
her ^pp$+pp3+++=her
coat ^nn++++=coat
crookedly ^rb++++=crookedly.
. ^zz++++=EXTRAWORD
" ^zz++++="Listen
listen ^vb++++=EXTRAWORD
to ^in++++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
Ted ^np++++=Ted
Terrill ^np+++??+=Terrill.
. ^zz++++=EXTRAWORD
Ye ^pp2+pp2+++=Ye've
've ^vb+hv+aux++0=EXTRAWORD
been ^vprf+ben+vrb+xvbnx+=been
lookin ^nn+++??+=lookin'
' ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
ground ^nn++++=ground
so ^ql++++=so
long ^rb++++=long
the ^ati++++=the
worms ^nns++++=worms
are ^vb+ber+vrb++=are
gettin ^nn+++??+=gettin'
' ^zz++++=EXTRAWORD
vain ^jj++++=vain.
. ^zz++++=EXTRAWORD
Lift ^nn++++=Lift
your ^pp$+pp2+++=your
head ^nn++++=head.
. ^zz++++=EXTRAWORD
Go ^vb++++=Go
to ^in++++=to
work ^nn++++=work
tomorrow ^nr+tm+++=tomorrow
and ^cc++++=and
the ^ati++++=the
day ^nn++++=day
after ^in+strn+++=after.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
them ^pp3o+pp3+++=them
stare ^nn++++=stare
till ^cs+sub+++=till
their ^pp$+pp3+++=their
eyes ^nns++++=eyes
ache ^nn++++=ache.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
them ^pp3o+pp3+++=them
whisper ^vb+vpub+++=whisper
till ^cs+sub+++=till
their ^pp$+pp3+++=their
tongues ^nns++++=tongues
wear ^vb++++=wear
thin ^jj++++=thin.
. ^zz++++=EXTRAWORD
Ye ^pp2+pp2+++=Ye
did ^vbd+dod+vrb++=did
wrong ^jj++++=wrong
once ^rb+tm+++=once.
. ^zz++++=EXTRAWORD
Ye ^pp2+pp2+++=Ye
paid ^vbd+++xvbn+=paid.
. ^zz++++=EXTRAWORD
Today ^nr+tm+++=Today
ye ^pp2+pp2+++=ye
were ^vbd+bed+aux++=were
accused ^vpsv++agls+xvbnx+=accused,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ye ^pp2+pp2+++=ye
were ^vbd+bed+vrb++=were
innocent ^jj+pred+++=innocent
though ^cs+sub+++=though
ye ^pp2+pp2+++=ye
had ^vb+hv+vrb++=had
less ^rbr++++=less
faith ^nn++++=faith
in ^in++++=in
yourself ^ppl+pp2+++=yourself
than ^in++++=than
a ^at++++=a
blind ^jj+atrb+++=blind
hen ^nn++++=hen
has ^vbz+hvz+vrb++=has
in ^in++++=in
daylight ^nn++++=daylight."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
lowered ^vbd+++xvbnx+=lowered
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
rapped ^vbd+++xvbnx+=rapped
his ^pp$+pp3+++=his
chin ^nn++++=chin
upward ^jjb++++=upward
with ^in++++=with
one ^cd1++++=one
hard ^jj+atrb+++=hard
finger ^nn++++=finger.
. ^zz++++=EXTRAWORD
" ^zz++++="Up,
up ^rp++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
obeyed ^vbd+++xvbnx+=obeyed.
. ^zz++++=EXTRAWORD
" ^zz++++="Jo
jo ^np++++=EXTRAWORD
trusts ^nns++++=trusts
ye ^pp2+pp2+++=ye.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
trust ^vb+vprv+tht0++=trust
ye ^pp2+pp2+++=ye.
. ^zz++++=EXTRAWORD
Maybe ^rb+cnj+++=Maybe,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
day ^nn++++=day
soon ^rb+cnj+++=soon,
, ^zz++++=EXTRAWORD
ye ^pp2+pp2+++=ye'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
sensible ^jj+pred+++=sensible
enough ^dt++++=enough
to ^in++++=to
trust ^nn++++=trust
yourself ^ppl+pp2+++=yourself.
. ^zz++++=EXTRAWORD
Until ^in++++=Until
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
go ^vb++++=go
borrowin ^nn+++??+=borrowin'
' ^zz++++=EXTRAWORD
trouble ^nn++++=trouble
from ^in++++=from
every ^at++++=every
fool ^nn++++=fool
in ^in++++=in
town ^nn++++=town.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They've
've ^vb+hv+vrb++0=EXTRAWORD
none ^rb++++=none
to ^to++++=to
spare ^vbi++++=spare."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Birdie
birdie ^nn+++??+=EXTRAWORD
" ^zz++++="
" ^zz++++="And
and ^cc++++=EXTRAWORD
have ^vb+hv+vrb++=have
Dugan ^np+++??+=Dugan
press ^nn++++=press
them ^pp3o+pp3+++=them
trousers ^nns+nom+++=trousers
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Vindication ^nn+nom+++=Vindication
is ^vbz+bez+vrb++=is
no ^at++++=no
excuse ^nn++++=excuse
for ^in++++=for
wrinkles ^nns++++=wrinkles."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
turned ^vbd+++xvbnx+=turned
and ^cc+phrs+++=and
marched ^vbd+++xvbn+=marched
through ^in++++=through
the ^ati++++=the
lobby ^nn++++=lobby
with ^in++++=with
her ^pp$+pp3+++=her
panther ^jjr+atrb+++=panther
stride ^nn++++=stride,
, ^zz++++=EXTRAWORD
past ^jjb++++=past
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bixby ^np++++=Bixby's
's ^$++++=EXTRAWORD
window ^nn++++=window,
, ^zz++++=EXTRAWORD
past ^jjb++++=past
the ^ati++++=the
yellow ^jj+atrb+++=yellow
hat ^nn++++=hat
peering ^vwbg+++xvbg+=peering
from ^in++++=from
the ^ati++++=the
closet ^nn++++=closet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
out ^rp+pl+++=out
into ^in++++=into
the ^ati++++=the
spring ^nn++++=spring
evening ^nn++++=evening.
. ^zz++++=EXTRAWORD
Ted ^np++++=Ted
watched ^vbd+++xvbn+=watched
her ^pp$+pp3+++=her
go ^vb++++=go.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
returned ^vbd+++xvbnx+=returned
to ^in++++=to
the ^ati++++=the
office ^nn++++=office.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sat ^vbd+++xvbnx+=sat
at ^in++++=at
the ^ati++++=the
desk ^nn++++=desk,
, ^zz++++=EXTRAWORD
opened ^j+++xvbn+=opened
the ^ati++++=the
ledger ^np++++=ledger,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dipped ^vbd+++xvbn+=dipped
his ^pp$+pp3+++=his
pen ^nn++++=pen.
. ^zz++++=EXTRAWORD
Outside ^jjb++++=Outside,
, ^zz++++=EXTRAWORD
Bellwether ^np+nom++??+=Bellwether
talked ^vbd+++xvbn+=talked.
. ^zz++++=EXTRAWORD
Bellwether ^np+nom++??+=Bellwether
would ^md+prd+++=would
always ^rb++++=always
talk ^nn++++=talk.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
praised ^vbd+++xvbn+=praised
him ^pp3o+pp3+++=him
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
cautiously ^rb+cnj+++=cautiously,
, ^zz++++=EXTRAWORD
reserving ^vbg+++xvbg+=reserving
the ^ati++++=the
right ^nn++++=right
to ^to+ncmp+++=to
condemn ^vbi++++=condemn
him ^pp3o+pp3+++=him
again ^rb+tm+++=again
should ^md+nec+++=should
he ^pp3a+pp3+++=he
sneeze ^nn+++??+=sneeze
in ^in++++=in
a ^at++++=a
suspicious ^jj+atrb+++=suspicious
manner ^nn++++=manner.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Ted ^np++++=Ted
bent ^vbd+++xvbn+=bent
over ^in++++=over
the ^ati++++=the
clean ^jj+atrb+++=clean
page ^nn++++=page.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
a ^at++++=a
moment ^nn++++=moment
he ^pp3a+pp3+++=he
straightened ^vbd+++xvbnx+=straightened
his ^pp$+pp3+++=his
shoulders ^nns+nom+++=shoulders.
. ^zz++++=EXTRAWORD
After ^in++++=After
another ^ppls++++=another,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
lifted ^vbd+++xvbnx+=lifted
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
six ^cd++++=six
blocks ^nns++++=blocks
away ^rp+pl+++=away
Birdie ^np+++??+=Birdie
Callahan ^np+nom++??+=Callahan
walked ^vbd+++xvbn+=walked
home ^nr++++=home
alone ^rb+cnj+++=alone,
, ^zz++++=EXTRAWORD
fast ^rb++++=fast
enough ^qlp++++=enough
to ^to++++=to
keep ^vbi++++=keep
her ^pp$+pp3+++=her
tears ^nns++++=tears
from ^in++++=from
catching ^xvbg+++xvbg+=catching
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
muttering ^vbg+++xvbg+=muttering
that ^tht+vcmp+++=that
men ^nns++++=men
were ^vbd+bed+vrb++=were
fools ^nns++++=fools,
, ^zz++++=EXTRAWORD
towns ^nns++++=towns
were ^vbd+bed+vrb++=were
worse ^jjr+pred+++=worse,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
somebody ^pn++++=somebody
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
be ^vbi++vrb++=be
shot ^nn++++=shot
for ^in++++=for
inventing ^nn++++=inventing
embroidered ^xvbn+++xvbn+=embroidered
petticoats ^nns++++=petticoats.
. ^zz++++=EXTRAWORD
