# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
Caught ^xvbn+++xvbn+=CAUGHT
the ^ati++++=the
grey ^jj+atrb+++=grey
gloves ^nns++++=gloves
on ^in++++=on
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
The ^ati++++=The
logic ^nn++++=logic
tightened ^vbd+++xvbn+=tightened
like ^in++++=like
a ^at++++=a
rope ^nn++++=rope.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
the ^ati++++=the
stranger ^jjr++++=stranger
had ^vbd+hvd+aux++=had
worn ^vprf+++xvbnx+=worn
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
no ^at++++=no
prints ^nns++++=prints;
; ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
Blake ^np++++=Blake's
's ^$++++=EXTRAWORD
prints ^nns++++=prints
were ^vbd+bed+aux++=were
found ^vpsv++agls+xvbnx+=found
upon ^in++++=upon
the ^ati++++=the
handle ^nn++++=handle,
, ^zz++++=EXTRAWORD
the ^ati++++=the
blood ^nn++++=blood
would ^md+prd+++=would
prove ^vb+vprv+++=prove
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed
from ^in++++=from
the ^ati++++=the
murdered ^jj+atrb++xvbn+=murdered
man ^nn++++=man's
's ^$++++=EXTRAWORD
room ^nn++++=room
to ^in++++=to
his ^pp$+pp3+++=his
own ^ap++++=own.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^nn+nom+++=stranger
smiled ^vbd+++xvbn+=smiled.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
scarcely ^rb+down+++=scarcely
a ^at++++=a
smile ^nn++++=smile
only ^rb+down+++=only
the ^ati++++=the
smallest ^jjt++++=smallest
lifting ^jj+++xvbg+=lifting
at ^rb++++=at
one ^cd1++++=one
corner ^nn++++=corner
of ^in++++=of
the ^ati++++=the
mouth ^nn++++=mouth
but ^cc++++=but
Blake ^np++++=Blake
saw ^vbd+vprv++xvbn+=saw
in ^in++++=in
it ^pp3+it+++=it
the ^ati++++=the
perfection ^nn+nom+++=perfection
of ^in++++=of
the ^ati++++=the
plot ^nn++++=plot.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
had ^vbd+hvd+aux++=had
foreseen ^vprf+++xvbnx+=foreseen
every ^at++++=every
question ^nn+nom+++=question,
, ^zz++++=EXTRAWORD
every ^at++++=every
movement ^nn+nom+++=movement,
, ^zz++++=EXTRAWORD
every ^at++++=every
appeal ^nn++++=appeal
to ^in++++=to
reason ^nn++++=reason.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
constructed ^vprf+++xvbnx+=constructed
a ^at++++=a
machine ^nn++++=machine
of ^in++++=of
circumstance ^nn+nom+++=circumstance
and ^cc++++=and
placed ^xvbn+++xvbn+=placed
Blake ^np++++=Blake
at ^in++++=at
its ^pp$+it+++=its
centre ^nn++++=centre.
. ^zz++++=EXTRAWORD
Poverty ^nn++++=Poverty
supplied ^vbd+++xvbn+=supplied
the ^ati++++=the
motive ^nn++++=motive;
; ^zz++++=EXTRAWORD
the ^ati++++=the
money ^nn++++=money
supplied ^vbd+++xvbn+=supplied
the ^ati++++=the
proof ^nn++++=proof;
; ^zz++++=EXTRAWORD
blood ^nn++++=blood
transferred ^vwbn+++xvbn+=transferred
guilt ^nn++++=guilt
from ^in++++=from
one ^cd1++++=one
face ^nn++++=face
to ^in++++=to
another ^dt++++=another.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
innocence ^nn+nom+++=innocence
had ^vbd+hvd+aux++=had
become ^vprf+++xvbn+=become
evidence ^nn+nom+++=evidence.
. ^zz++++=EXTRAWORD
" ^zz++++="Take
take ^vb++++=EXTRAWORD
him ^pp3o+pp3+++=him,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
detective ^nn++++=detective.
. ^zz++++=EXTRAWORD
The ^ati++++=The
policemen ^nns++++=policemen
closed ^vbd+++xvbn+=closed
upon ^in++++=upon
Blake ^np++++=Blake.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
struggled ^vbd+++xvbnx+=struggled.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
do ^vb+do+vrb++=do
it ^pp3+it+++=it!
! ^zz++++=EXTRAWORD
Listen ^vb++++=Listen
to ^in++++=to
me ^pp1o+pp1+++=me!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
touched ^xvbn+++xvbn+=touched
Barclay ^np++++=Barclay.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
man ^nn++++=man
look ^vb++++=look
at ^rb++++=at
him ^pp3o+pp3+++=him!
! ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
does ^vbz+doz+vrb++=does
he ^pp3a+pp3+++=he
stand ^vb++++=stand
sideways ^jjb++++=sideways?
? ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
does ^vbz+doz+vrb++=does
he ^pp3a+pp3+++=he
hide ^vb++++=hide
his ^pp$+pp3+++=his
face ^nn++++=face?
? ^zz++++=EXTRAWORD
Open ^jj++++=Open
the ^ati++++=the
bag ^nn++++=bag!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^nn++++=stranger
moved ^vbd+++xvbn+=moved
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
bag ^nn++++=bag!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Blake ^np++++=Blake
shouted ^vbd+vpub++xvbn+=shouted.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
knife ^nn++++=knife
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bills ^nns++++=bills
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Open ^jj++++=Open
it ^pp3+it+++=it!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
detective ^nn++++=detective
glanced ^vbd+++xvbn+=glanced
at ^in++++=at
the ^ati++++=the
visitor ^nn++++=visitor.
. ^zz++++=EXTRAWORD
" ^zz++++="Any
any ^dti++++=EXTRAWORD
objection ^nn+nom+++=objection?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="None."
none ^pn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
bag ^nn++++=bag
was ^vbd+bedz+aux++=was
placed ^vpsv++agls+xvbnx+=placed
on ^in++++=on
the ^ati++++=the
table ^nn++++=table
and ^cc++++=and
opened ^vbd+++xvbn+=opened.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
contained ^vbd+++xvbn+=contained
a ^at++++=a
stethoscope ^nn++++=stethoscope,
, ^zz++++=EXTRAWORD
bandages ^nns+nom+++=bandages,
, ^zz++++=EXTRAWORD
two ^cd++++=two
medicine ^nn++++=medicine
bottles ^nns++++=bottles,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
small ^jj+atrb+++=small
Bible ^nn++++=Bible.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
doctor ^nn++++=doctor,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
detective ^nn++++=detective.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Barclay ^np++++=Barclay's
's ^$++++=EXTRAWORD
physician ^nn++++=physician,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
stranger ^nn+nom+++=stranger.
. ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
the ^ati++++=the
machine ^nn++++=machine
closed ^vbd+++xvbn+=closed
upon ^in++++=upon
Blake ^np++++=Blake.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
strength ^nn++++=strength
left ^vbd+++xvbn+=left
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
room ^nn++++=room
swayed ^vwbn+++xvbn+=swayed,
, ^zz++++=EXTRAWORD
elongated ^j+++xvbn+=elongated,
, ^zz++++=EXTRAWORD
became ^j+++xvbn+=became
a ^at++++=a
tunnel ^nn++++=tunnel
of ^in++++=of
gaslight ^nn+++??+=gaslight
and ^cc++++=and
faces ^nns++++=faces.
. ^zz++++=EXTRAWORD
The ^ati++++=The
officers ^nns+nom+++=officers'
' ^zz++++=EXTRAWORD
fingers ^nns+nom+++=fingers
dug ^vwbn+++xvbn+=dug
into ^in++++=into
his ^pp$+pp3+++=his
shoulders ^nns+nom+++=shoulders.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
attempted ^vbd+++xvbnx+=attempted
to ^to+vcmp+++=to
call ^vbi++++=call
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
voice ^nn++++=voice
made ^vbd+++xvbn+=made
no ^at++++=no
sound ^nn++++=sound.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
like ^in++++=like
those ^dt+dem+++=those
nightmares ^nns+++??+=nightmares
in ^in++++=in
which ^whp+rel+pied++=which
one ^cd1++++=one
beats ^nns++++=beats
upon ^in++++=upon
a ^at++++=a
door ^nn++++=door
with ^in++++=with
powerless ^jj+atrb+++=powerless
hands ^nns++++=hands
while ^cs+sub+++=while
danger ^nn++++=danger
approaches ^nns++++=approaches
steadily ^rb++++=steadily
from ^in++++=from
behind ^in+strn+++=behind.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
nightmare ^nn++++=nightmare.
. ^zz++++=EXTRAWORD
The ^ati++++=The
grip ^nn++++=grip
was ^vbd+bedz+vrb++=was
real ^jj+pred+++=real.
. ^zz++++=EXTRAWORD
The ^ati++++=The
pain ^nn++++=pain
was ^vbd+bedz+vrb++=was
real ^jj+pred+++=real.
. ^zz++++=EXTRAWORD
The ^ati++++=The
blood ^nn++++=blood
in ^in++++=in
the ^ati++++=the
mirror ^nn++++=mirror
was ^vbd+bedz+vrb++=was
real ^jj+pred+++=real.
. ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
quietly ^rb+cnj+++=quietly,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
policemen ^nns++++=policemen.
. ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Blake ^np++++=Blake
gasped ^vbd+++xvbn+=gasped.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hands ^nns++++=hands
shook ^vbd+++xvbn+=shook
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Come,
come ^vprf+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
Blake ^np++++=Blake!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
room ^nn++++=room
dissolved ^vwbn+++xvbn+=dissolved
in ^in++++=in
darkness ^nns+nom+++=darkness.
. ^zz++++=EXTRAWORD
" ^zz++++="Wake
wake ^vb++++=EXTRAWORD
up ^rp++++=up,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
English ^jj+atrb+++=English
corpse ^nn++++=corpse!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Blake ^np++++=Blake
struck ^vbd+++xvbn+=struck
outward ^jjb++++=outward.
. ^zz++++=EXTRAWORD
Someone ^pn++++=Someone
caught ^vbd+++xvbn+=caught
his ^pp$+pp3+++=his
wrists ^nns++++=wrists;
; ^zz++++=EXTRAWORD
someone ^pn++++=someone
else ^rb+cnj+++=else
laughed ^vbd+++xvbn+=laughed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
opened ^vbd+++xvbnx+=opened
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
Petersen ^np++++=Petersen's
's ^$++++=EXTRAWORD
broad ^jj+atrb+++=broad
red ^jj+atrb+++=red
face ^nn++++=face
hung ^vbd+++xvbn+=hung
over ^rp++++=over
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Leroux ^np+++??+=Leroux
stood ^vbd+++xvbn+=stood
behind ^in+pl+++=behind
the ^ati++++=the
Dane ^nn++++=Dane,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
a ^at++++=a
paper ^nn++++=paper
parcel ^nn++++=parcel
in ^in++++=in
one ^cd1++++=one
hand ^nn++++=hand
and ^cc++++=and
a ^at++++=a
tin ^nn++++=tin
pail ^nn++++=pail
in ^in++++=in
the ^ati++++=the
other ^ap++++=other.
. ^zz++++=EXTRAWORD
The ^ati++++=The
gas ^nn++++=gas
still ^rb++++=still
hissed ^vbd+++xvbn+=hissed
above ^jjb++++=above
the ^ati++++=the
table ^nn++++=table.
. ^zz++++=EXTRAWORD
Blake ^np++++=Blake's
's ^$++++=EXTRAWORD
head ^jjb++++=head
rested ^jj+++xvbn+=rested
upon ^in++++=upon
his ^pp$+pp3+++=his
manuscript ^nn++++=manuscript.
. ^zz++++=EXTRAWORD
" ^zz++++="There!"
there ^rn+pl+++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Petersen ^np+++??+=Petersen.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
lives ^nns++++=lives.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub+tht0+xvbnx+=said
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
dead ^jj++++=dead
only ^rb+down+++=only
literary ^jj++++=literary."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Blake ^np++++=Blake
stared ^vbd+++xvbn+=stared
at ^rb++++=at
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
" ^zz++++="Police,"
police ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
muttered ^vbd+++xvbnx+=muttered.
. ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
police ^nns++++=police,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Leroux ^np+++??+=Leroux.
. ^zz++++=EXTRAWORD
" ^zz++++="Supper."
supper ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Barclay
barclay ^np++++=EXTRAWORD
his ^pp$+pp3+++=his
throat ^nn++++=throat
" ^zz++++="
" ^zz++++="Monsieur
monsieur ^npt++++=EXTRAWORD
Barclay ^np++++=Barclay
has ^vbz+hvz+aux++=has
just ^rb+emph+splt++=just
abused ^vprf+++xvbnx+=abused
us ^pp1o+pp1+++=us
on ^in++++=on
the ^ati++++=the
stairs ^nns++++=stairs
because ^cs+cos+++=because
the ^ati++++=the
beer ^nn++++=beer
dripped ^vbd+++xvbn+=dripped
upon ^in++++=upon
his ^pp$+pp3+++=his
boot ^nn++++=boot,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
Frenchman ^nn+nom+++=Frenchman.
. ^zz++++=EXTRAWORD
" ^zz++++="His
his ^pp$+pp3+++=EXTRAWORD
throat ^nn++++=throat
is ^vbz+bez+vrb++=is
excellent ^jj+pred+++=excellent."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Blake ^np++++=Blake
looked ^vbd+++xvbn+=looked
wildly ^rb++++=wildly
around ^in++++=around
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
knife ^nn++++=knife.
. ^zz++++=EXTRAWORD
No ^at++++=No
gloves ^nns++++=gloves.
. ^zz++++=EXTRAWORD
No ^at++++=No
money ^nn++++=money.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
hands ^nns++++=hands
were ^vbd+bed+vrb++=were
clean ^jj+pred+++=clean
except ^in++++=except
for ^in"++++=for
ink ^nn++++=ink.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
mirror ^nn++++=mirror
his ^pp$+pp3+++=his
face ^nn++++=face
appeared ^vbd+seem++xvbn+=appeared
pale ^nn++++=pale
and ^cc++++=and
creased ^vwbn+++xvbn+=creased
where ^wrb+who+++=where
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
lain ^vprf+++xvbn+=lain
upon ^in++++=upon
his ^pp$+pp3+++=his
sleeve ^nn++++=sleeve,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
blood ^nn++++=blood
upon ^in++++=upon
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Petersen ^np+++??+=Petersen
released ^vwbn+++xvbn+=released
his ^pp$+pp3+++=his
shoulders ^nns+nom+++=shoulders.
. ^zz++++=EXTRAWORD
Those ^dt+pdem+++=Those
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
the ^ati++++=the
policemen ^nns++++=policemen's
's ^$++++=EXTRAWORD
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Dane ^nn++++=Dane
set ^vbd+++xvbn+=set
a ^at++++=a
loaf ^nn++++=loaf,
, ^zz++++=EXTRAWORD
sausages ^nns+nom+++=sausages,
, ^zz++++=EXTRAWORD
cheese ^nn++++=cheese,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
onions ^nns++++=onions
upon ^in++++=upon
the ^ati++++=the
table ^nn++++=table
with ^in++++=with
the ^ati++++=the
grandeur ^nn++++=grandeur
of ^in++++=of
a ^at++++=a
magician ^nn++++=magician
producing ^vwbg+++xvbg+=producing
a ^at++++=a
banquet ^nn++++=banquet.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
news ^nn++++=news,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
announced ^vbd+vpub++xvbnx+=announced.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
obtain ^vb++++=obtain
employment ^nn+nom+++=employment
tomorrow ^nr+tm+++=to-morrow
at ^in++++=at
a ^at++++=a
hotel ^nn++++=hotel
where ^wrb+who+++=where
the ^ati++++=the
tureens ^nns+++??+=tureens
are ^vb+ber+vrb++=are
of ^in++++=of
metal ^nn++++=metal
and ^cc++++=and
cannot ^md+pos+not++=cannot
break ^vb++++=break.
. ^zz++++=EXTRAWORD
Leroux ^np+++??+=Leroux
is ^vbz+bez+vrb++=is
to ^in++++=to
design ^nn++++=design
a ^at++++=a
label ^nn++++=label
for ^in++++=for
pickled ^jj+atrb++xvbn+=pickled
fish ^nns++++=fish.
. ^zz++++=EXTRAWORD
Also ^rb+cnj+++=Also,
, ^zz++++=EXTRAWORD
the ^ati++++=the
saloon ^nn++++=saloon
keeper ^nn++++=keeper
paid ^vbd+++xvbn+=paid
one ^cd1++++=one
dollar ^nn++++=dollar,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
I ^pp1a+pp1+++=I
stood ^vbd+++xvbnx+=stood
in ^in++++=in
the ^ati++++=the
doorway ^nn++++=doorway
and ^cc++++=and
discouraged ^jj+atrb++xvbn+=discouraged
trade ^nn++++=trade."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And,"
and ^cc++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
added ^vbd+vpub++xvbn+=added
Leroux ^np+++??+=Leroux,
, ^zz++++=EXTRAWORD
raising ^jj+++xvbg+=raising
the ^ati++++=the
pail ^nn++++=pail,
, ^zz++++=EXTRAWORD
" ^zz++++="there
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
beer ^nn++++=beer."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Blake ^np++++=Blake
touched ^vbd+++xvbn+=touched
his ^pp$+pp3+++=his
face ^nn++++=face
once ^rb+tm+++=once
more ^rbr++++=more,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
began ^vbd+++xvbn+=began
to ^to++++=to
laugh ^vbi++++=laugh.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
laughed ^vbd+++xvbnx+=laughed
until ^in++++=until
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sausages ^nns+nom+++=sausages,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
astonished ^vbd+++xvbn+=astonished
companions ^nns++++=companions
blurred ^vbd+++xvbn+=blurred
before ^in++++=before
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Hunger ^nn++++=Hunger,
, ^zz++++=EXTRAWORD
fatigue ^nn++++=fatigue,
, ^zz++++=EXTRAWORD
police ^nns++++=police
courts ^nns++++=courts,
, ^zz++++=EXTRAWORD
unpaid ^jj+atrb+++=unpaid
rent ^nn++++=rent,
, ^zz++++=EXTRAWORD
psychological ^jj+atrb+++=psychological
fiction ^nn+nom+++=fiction,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
smell ^nn++++=smell
of ^in++++=of
onions ^nns++++=onions
had ^vbd+hvd+aux++=had
combined ^vprf+++xvbnx+=combined
to ^to++++=to
write ^vbi++++=write
a ^at++++=a
masterpiece ^nn++++=masterpiece
without ^in++++=without
his ^pp$+pp3+++=his
assistance ^nn+nom+++=assistance.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
amusing ^jj+pred+++=amusing?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
demanded ^vwbn+vsua++xvbn+=demanded
Petersen ^np+++??+=Petersen.
. ^zz++++=EXTRAWORD
" ^zz++++="Nothing,"
nothing ^pn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Blake ^np++++=Blake.
. ^zz++++=EXTRAWORD
" ^zz++++="Everything.
everything ^pn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Give ^vb++++=Give
me ^pp1o+pp1+++=me
food ^nn++++=food
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
inherit ^vb++++=inherit
ten ^cd++++=ten
thousand ^cd++++=thousand
dollars ^nns++++=dollars."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
drew ^vbd+++xvbnx+=drew
up ^rb+phrv+++=up
the ^ati++++=the
three ^cd++++=three
available ^jj+atrb+++=available
seats ^nns++++=seats.
. ^zz++++=EXTRAWORD
Leroux ^np+++??+=Leroux
lighted ^vbd+++xvbn+=lighted
the ^ati++++=the
stove ^nn++++=stove;
; ^zz++++=EXTRAWORD
Petersen ^np+++??+=Petersen
cut ^vbd+++xvbn+=cut
the ^ati++++=the
bread ^nn++++=bread
with ^in++++=with
the ^ati++++=the
knife ^nn++++=knife
of ^in++++=of
the ^ati++++=the
Swedish ^jj+atrb+++=Swedish
count ^nn++++=count;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
soon ^rb+tm+++=soon
the ^ati++++=the
sausages ^nns+nom+++=sausages
hissed ^vbd+++xvbn+=hissed
in ^in++++=in
the ^ati++++=the
pan ^nn++++=pan
with ^in++++=with
a ^at++++=a
sound ^nn++++=sound
far ^rb+pl+++=far
more ^rbr++++=more
agreeable ^jj++++=agreeable
than ^in++++=than
the ^ati++++=the
crackling ^nn+nom+++=crackling
of ^in++++=of
new ^jj+atrb+++=new
banknotes ^nns++++=banknotes.
. ^zz++++=EXTRAWORD
Upon ^in++++=Upon
the ^ati++++=the
table ^nn++++=table
lay ^vbd+++xvbn+=lay
Blake ^np++++=Blake's
's ^$++++=EXTRAWORD
unfinished ^jj+atrb+++=unfinished
story ^nn++++=story.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
solitary ^jj+atrb+++=solitary
sentence ^nn+nom+++=sentence
still ^rb++++=still
announced ^vbn+vpub++xvbn+=announced
that ^tht+vcmp+++=that
the ^ati++++=the
sentient ^jj+atrb+++=sentient
ego ^nn++++=ego,
, ^zz++++=EXTRAWORD
recoiling ^vbg+nom++xvbg+=recoiling
from ^in++++=from
the ^ati++++=the
objective ^jj+atrb+++=objective
pressure ^nn++++=pressure
of ^in++++=of
circumstance ^nn+nom+++=circumstance,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
discovered ^vprf+++xvbnx+=discovered
the ^ati++++=the
essential ^jj+atrb+++=essential
tragedy ^nn++++=tragedy
of ^in++++=of
consciousness ^nns+nom+++=consciousness.
. ^zz++++=EXTRAWORD
Blake ^np++++=Blake
read ^vbd+vprv++xvbn+=read
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
tore ^j+++xvbn+=tore
the ^ati++++=the
sheet ^nn++++=sheet
across ^in+strn+++=across,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dropped ^vbd+++xvbn+=dropped
the ^ati++++=the
pieces ^nns++++=pieces
into ^in++++=into
the ^ati++++=the
stove ^nn++++=stove.
. ^zz++++=EXTRAWORD
then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
ate ^vbd+++xvbn+=ate.
. ^zz++++=EXTRAWORD
