# ^zz++++=##
# ^zz++++=EXTRAWORD
Jane ^np++++=Jane
no ^at++++=no
satisfying ^jj+++xvbg+=satisfying
some ^dti++++=some
people ^nns++++=people.
. ^zz++++=EXTRAWORD
Mattie ^np+++??+=Mattie
came ^vbd+++xvbn+=came
toward ^in++++=toward
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
face ^nn++++=face
was ^vbd+bedz+vrb++=was
wet ^jj+pred+++=wet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
she ^pp3a+pp3+++=she
meant ^vbd+vprv++xvbnx+=meant
to ^to+vcmp+++=to
strike ^vbi++++=strike
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
never ^rb++splt++=never
struck ^vprf+++xvbnx+=struck
anything ^pn++++=anything
larger ^jjr++++=larger
than ^in++++=than
a ^at++++=a
moth ^nn++++=moth.
. ^zz++++=EXTRAWORD
" ^zz++++="Why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Jane ^np++++=Jane?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
have ^vb+hv+aux++=have
answered ^vprf+++xvbnx+=answered
in ^in++++=in
several ^ap++++=several
ways ^nns++++=ways.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
might ^md+pos+++=might
have ^vb+hv+aux++=have
said ^vprf++tht0+xvbnx+=said
I ^pp1a+pp1+++=I
wished ^vbd+vprv++xvbnx+=wished
to ^to+vcmp+++=to
test ^vb++++=test
Jack ^np++++=Jack's
's ^$++++=EXTRAWORD
constancy ^nn++++=constancy,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
clearly ^rb++++=clearly
needed ^vbd+++xvbn+=needed
testing ^nvbg+++xvbg+=testing.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
might ^md+pos+++=might
have ^vb+hv+aux++=have
said ^vprf+++xvbnx+=said
Mattie ^np++++=Mattie's
's ^$++++=EXTRAWORD
secret ^nn++++=secret
meeting ^vwbg+++xvbg+=meeting
was ^vbd+bedz+vrb++=was
improper ^jj+pred+++=improper.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
might ^md+pos+++=might
have ^vb+hv+aux++=have
mentioned ^vprf+++xvbnx+=mentioned
Mercer ^np++++=Mercer
House ^nn++++=House,
, ^zz++++=EXTRAWORD
the ^ati++++=the
bank ^nn++++=bank
money ^nn++++=money,
, ^zz++++=EXTRAWORD
the ^ati++++=the
gold ^nn++++=gold
chain ^nn++++=chain,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
the ^ati++++=the
west ^np+pl+++=west
room ^nn++++=room,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
those ^dt+dem+++=those
details ^nns++++=details
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
misunderstood ^vprf+++xvbn+=misunderstood.
. ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
acted ^vbd+++xvbnx+=acted
for ^in++++=for
the ^ati++++=the
best ^nn++++=best."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
whose ^whp+rel+pied++=whose
best ^jjt++++=best?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
questions ^nns+nom+++=questions
are ^vb+ber+vrb++=are
mere ^jjb+atrb+++=mere
traps ^nns++++=traps.
. ^zz++++=EXTRAWORD
Uncle ^nn++++=Uncle
Peter ^np++++=Peter
sent ^vbd+++xvbn+=sent
Mattie ^np+++??+=Mattie
and ^cc++++=and
Jack ^np++++=Jack
ahead ^rb+pl+++=ahead
to ^in++++=to
the ^ati++++=the
farm ^nn++++=farm,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
said ^vbd+vpub+tht0+xvbnx+=said
they ^pp3a+pp3+++=they
should ^md+nec+++=should
have ^vb+hv+vrb++=have
supper ^nn++++=supper
and ^cc++++=and
discuss ^vb++++=discuss
wedding ^nn++++=wedding
dates ^nns++++=dates.
. ^zz++++=EXTRAWORD
The ^ati++++=The
villagers ^nns+nom+++=villagers
followed ^vbd+vprv++xvbn+=followed
without ^in++++=without
invitation ^nn+nom+++=invitation,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
news ^nn++++=news
travels ^nns++++=travels
best ^jjt++++=best
on ^in++++=on
its ^pp$+it+++=its
own ^ap++++=own
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Tapp ^np++++=Tapp
went ^vbd+++xvbn+=went
to ^to++++=to
fetch ^vbi++++=fetch
a ^at++++=a
pudding ^nn++++=pudding;
; ^zz++++=EXTRAWORD
the ^ati++++=the
baker ^np++++=baker
promised ^vbd+vpub++xvbn+=promised
buns ^nns++++=buns;
; ^zz++++=EXTRAWORD
Davy ^np++++=Davy
said ^vbd+vpub++xvbn+=said
there ^ex+pex+++=there
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
be ^vbi++vrb++=be
ale ^nn++++=ale.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
started ^vbd+++xvbnx+=started
after ^in++++=after
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Uncle ^nn++++=Uncle
Peter ^np++++=Peter
blocked ^vbd+++xvbn+=blocked
the ^ati++++=the
gate ^nn++++=gate.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
live ^vb++++=live
at ^rb++++=at
High ^jj+atrb+++=High
Ash ^nn++++=Ash."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
may ^md+pos+++=may
remain ^vb++++=remain
here ^rn+pl+++=here
till ^in++++=till
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
considered ^vprf+++xvbnx+=considered
what ^wdt+who+whcl++=what
you ^pp2+pp2+++=you
done ^vbd+++xvbn+=done."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
considered ^vprf+++xvbnx+=considered
it ^pp3+it+++=it
already ^rb++++=already."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That,"
that ^dt+pdem+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="is
is ^vbz+bez+vrb++=EXTRAWORD
what ^wdt+who+++=what
worries ^nns++++=worries
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
took ^vbd+++xvbnx+=took
the ^ati++++=the
church ^nn++++=church
key ^jjb++++=key
from ^in++++=from
my ^pp$+pp1+++=my
hand ^nn++++=hand
and ^cc++++=and
gave ^vbd+++xvbn+=gave
it ^pp3+it+++=it
to ^in++++=to
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Page ^np++++=Page.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
off ^rp+pl+++=off,
, ^zz++++=EXTRAWORD
leaving ^jj+++xvbg+=leaving
me ^pp1o+pp1+++=me
among ^in++++=among
the ^ati++++=the
graves ^np++++=graves
while ^cs+sub+++=while
everybody ^pn++++=everybody
else ^rb+cnj+++=else
hurried ^vbd+++xvbn+=hurried
toward ^in++++=toward
lights ^nns++++=lights,
, ^zz++++=EXTRAWORD
food ^nn++++=food,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
celebration ^nn+nom+++=celebration.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
chilly ^jj+pred+++=chilly
by ^in++++=by
then ^rn+tm+++=then.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sat ^vbd+++xvbnx+=sat
on ^in++++=on
the ^ati++++=the
low ^jj+atrb+++=low
wall ^nn++++=wall
for ^in++++=for
a ^at++++=a
while ^cs+sub+++=while
and ^cc++++=and
listened ^vpsv++agls+xvbn+=listened
to ^in++++=to
the ^ati++++=the
bell ^nn++++=bell's
's ^$++++=EXTRAWORD
last ^rb++++=last
trembling ^xvbg+++xvbg+=trembling
die ^vb++++=die
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
Through ^in++++=Through
the ^ati++++=the
trees ^nns++++=trees
I ^pp1a+pp1+++=I
could ^md+pos+++=could
see ^vb+vprv+++=see
Mercer ^np++++=Mercer
House ^npl++++=House
on ^in++++=on
the ^ati++++=the
ridge ^nn++++=ridge,
, ^zz++++=EXTRAWORD
with ^in++++=with
sunset ^nn++++=sunset
still ^rb++++=still
caught ^vbd+++xvbn+=caught
in ^in++++=in
its ^pp$+it+++=its
upper ^jjb+atrb+++=upper
windows ^nns++++=windows.
. ^zz++++=EXTRAWORD
The ^ati++++=The
west ^np+pl+++=west
room ^nn++++=room,
, ^zz++++=EXTRAWORD
no ^at++++=no
doubt ^nn++++=doubt.
. ^zz++++=EXTRAWORD
Mattie ^np+++??+=Mattie
married ^vbd+++xvbn+=married
Jack ^np++++=Jack
six ^cd++++=six
weeks ^nns++++=weeks
later ^rbr+tm+++=later.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
asked ^vbd+vsua++xvbn+=asked
to ^to+vcmp+++=to
be ^vbi++vrb++=be
bridesmaid ^nn+++??+=bridesmaid.
. ^zz++++=EXTRAWORD
Uncle ^nn++++=Uncle
Peter ^np++++=Peter
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
trust ^nn++++=trust
me ^pp1o+pp1+++=me
near ^in+pl+++=near
a ^at++++=a
church ^nn++++=church
door ^nn++++=door.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
a ^at++++=a
poor ^jj+atrb+++=poor
joke ^nn++++=joke,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
everybody ^pn++++=everybody
laughed ^vbd+++xvbn+=laughed.
. ^zz++++=EXTRAWORD
Mattie ^np+++??+=Mattie
wore ^vbd+++xvbn+=wore
white ^jj++++=white,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
cream ^nn++++=cream
would ^md+prd+++=would
have ^vb+hv+aux++=have
suited ^vprf+++xvbnx+=suited
her ^pp$+pp3+++=her
colouring ^nvbg+++xvbg+=colouring
better ^jjr++++=better,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Jack ^np++++=Jack
gave ^vbd+++xvbn+=gave
her ^pp3o+pp3+++=her
a ^at++++=a
pearl ^nn++++=pearl
necklace ^nn++++=necklace
that ^tht+rel+subj++=that
must ^md+nec+++=must
have ^vb+hv+vrb++=have
cost ^nn++++=cost
thirty ^cd++++=thirty
pounds ^nns++++=pounds.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
scarcely ^rb+down+++=scarcely
looked ^vbd+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
pearls ^nns++++=pearls.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Such ^abl++++=Such
waste ^nn++++=waste
is ^vbz+bez+vrb++=is
painful ^jj+pred+++=painful
to ^in++++=to
witness ^nns+nom+++=witness.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
live ^vb++++=live
at ^rb++++=at
Mercer ^np++++=Mercer
House ^nn++++=House
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
Jack ^np++++=Jack's
's ^$++++=EXTRAWORD
mother ^nn++++=mother
has ^vbz+hvz+vrb++=has
the ^ati++++=the
south ^nr+pl+++=south
cottage ^nn+nom+++=cottage,
, ^zz++++=EXTRAWORD
warm ^jj++++=warm
and ^cc+phrs+++=and
dry ^jj++++=dry,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Uncle ^nn++++=Uncle
Peter ^np++++=Peter
goes ^vbz++++=goes
to ^in++++=to
dinner ^nn++++=dinner
every ^at++++=every
Sunday ^nr++++=Sunday.
. ^zz++++=EXTRAWORD
Mattie ^np+++??+=Mattie
has ^vbz+hvz+vrb++=has
two ^cd++++=two
maids ^nns++++=maids,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
still ^rb++++=still
makes ^vbz++++=makes
Jack ^np++++=Jack's
's ^$++++=EXTRAWORD
favourite ^jjb+atrb+++=favourite
blackberry ^nn++++=blackberry
jam ^nn++++=jam
herself ^ppl+pp3+++=herself,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
proves ^vbz+vprv+++=proves
that ^tht+vcmp+++=that
money ^nn++++=money
cannot ^md+pos+not++=cannot
give ^vb++++=give
a ^at++++=a
woman ^nn++++=woman
sense ^nn++++=sense.
. ^zz++++=EXTRAWORD
As ^in++++=As
for ^in"++++=for
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
Uncle ^nn++++=Uncle
Peter ^np++++=Peter
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
turn ^nn++++=turn
me ^pp1o+pp1+++=me
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
keeps ^vbz++++=keeps
the ^ati++++=the
church ^nn++++=church
key ^jjb++++=key
hung ^vbd+++xvbn+=hung
where ^wrb+who+++=where
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
reach ^vb++++=reach
it ^pp3+it+++=it
without ^in++++=without
a ^at++++=a
chair ^nn++++=chair.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
no ^at++++=no
longer ^rbr++++=longer
lets ^vbz++++=lets
me ^pp1o+pp1+++=me
take ^vb++++=take
the ^ati++++=the
butter ^nn++++=butter
money ^nn++++=money
to ^in++++=to
market ^nn++++=market,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
unjust ^jj+pred+++=unjust,
, ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
never ^rb++++=never
stole ^vbd+++xvbn+=stole
a ^at++++=a
farthing ^nn++++=farthing.
. ^zz++++=EXTRAWORD
Jack ^np++++=Jack
speaks ^vbz++++=speaks
civil ^jj++++=civil
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
meet ^vb++++=meet.
. ^zz++++=EXTRAWORD
Mattie ^np+++??+=Mattie
has ^vbz+hvz+aux++=has
forgiven ^vprf+++xvbnx+=forgiven
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
people ^nns++++=people
who ^whp+rel+subj++=who
forgive ^vb++++=forgive
you ^pp2+pp2+++=you
generally ^rb+down+++=generally
remember ^nn+nom+++=remember
the ^ati++++=the
matter ^nn++++=matter
at ^rb++++=at
every ^at++++=every
convenient ^jj+atrb+++=convenient
opportunity ^nn+nom+++=opportunity.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
what ^wdt+who+whq++=what
did ^vbd+dod+aux++=did
I ^pp1a+pp1+++=I
gain ^vb++++=gain
by ^in++++=by
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
show ^vb+vprv+tht0++=show
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
self ^nn++++=self-seeking.
- ^zz++++=EXTRAWORD
seeking ^vbg+++xvbg+=EXTRAWORD
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
say ^vb+vpub+++=say
all ^rb++++=all's
's ^vbz+bez+vrb++0=EXTRAWORD
well ^jj+pred+++=well
that ^dt+pdem+++=that
ends ^vbz++++=ends
well ^jj+pred+++=well.
. ^zz++++=EXTRAWORD
Mattie ^np+++??+=Mattie
got ^vbd+++xvbn+=got
Jack ^np++++=Jack,
, ^zz++++=EXTRAWORD
Jack ^np++++=Jack
got ^vbd+++xvbn+=got
Mattie ^np+++??+=Mattie,
, ^zz++++=EXTRAWORD
Uncle ^nn++++=Uncle
Peter ^np++++=Peter
got ^vbd+++xvbn+=got
a ^at++++=a
rich ^jj+atrb+++=rich
son ^nn++++=son-in-law,
- ^zz++++=EXTRAWORD
in ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
law ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
village ^nn+nom+++=village
got ^vbd+++xvbn+=got
enough ^qlp++++=enough
talk ^nn++++=talk
to ^in++++=to
last ^ap++++=last
through ^in++++=through
winter ^nn++++=winter.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Page ^np++++=Page
got ^vbd+++xvbn+=got
a ^at++++=a
new ^jj+atrb+++=new
lock ^nn++++=lock
for ^in++++=for
the ^ati++++=the
church ^nn++++=church,
, ^zz++++=EXTRAWORD
paid ^j+++xvbn+=paid
for ^in++++=for
by ^in++++=by
Jack ^np++++=Jack.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
excluded ^vpsv++agls+xvbnx+=excluded
from ^in++++=from
supper ^nn++++=supper
that ^tht+rel+obj++=that
night ^nn++++=night.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
Had ^vb+hv+aux++=had
Had ^vb+hv+vrb++=had
All ^abn++++=all
The ^ati++++=the
Supper ^nn++++=supper
I ^pp1a+pp1+++=I
Wanted ^vbd+++xvbn+=wanted.
 ^zz++++=EXTRAWORD
