# ^zz++++=##
# ^zz++++=EXTRAWORD
Will ^md+prd+++=WILL
, ^zz++++=EXTRAWORD
" ^zz++++="Will
will ^md+prd+++=EXTRAWORD
it ^pp3+it+++=it
pay ^vb++++=pay?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ask ^vb++++=Ask
rather ^rb++++=rather
what ^wdt+who+++=what
coin ^nn++++=coin
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
willing ^jj+pred+++=willing
to ^to+jcmp+++=to
receive ^vbi++++=receive.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you
seek ^vb++++=seek
merely ^rb+down+++=merely
money ^nn++++=money,
, ^zz++++=EXTRAWORD
kindness ^nns+nom+++=kindness
will ^md+prd+++=will
often ^rb++splt++=often
appear ^vb+seem+++=appear
unprofitable ^jj++++=unprofitable.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
value ^nn++++=value
friendship ^nn+nom+++=friendship,
, ^zz++++=EXTRAWORD
peace ^nn++++=peace
of ^in++++=of
conscience ^nn+nom+++=conscience,
, ^zz++++=EXTRAWORD
household ^nn++++=household
affection ^nn+nom+++=affection,
, ^zz++++=EXTRAWORD
virtuous ^jj+atrb+++=virtuous
integrity ^nn+nom+++=integrity
of ^in++++=of
character ^nn+nom+++=character,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
gratitude ^nn++++=gratitude
of ^in++++=of
hearts ^nns++++=hearts
made ^vbd+++xvbn+=made
happier ^jjr++++=happier
by ^in++++=by
your ^pp$+pp2+++=your
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
do ^vb+do+vrb++=do
good ^jj++++=good
whenever ^nn+nom+++=whenever
opportunity ^nn+nom+++=opportunity
invites ^nn++++=invites
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
it ^pp3+it+++=It
will ^md+prd+++=will
pay ^vb++++=pay.
. ^zz++++=EXTRAWORD
