# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
September ^nr+nom+++=September
, ^zz++++=EXTRAWORD
to ^to++++=to
descend ^vbi++++=descend
where ^wrb+who+++=where
memory ^nn++++=memory
itself ^ppl++++=itself
must ^md+nec+++=must
be ^vb+be+aux++=be
crushed ^vpsv++agls+xvbnx+=crushed
what ^wdt+who+++=what
annihilation ^nn+nom+++=annihilation
could ^md+pos+++=could
be ^vb+be+vrb++=be
sweeter ^jjr+pred+++=sweeter?
? ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
when ^wrb+who+++=when
waves ^nns++++=waves
covered ^vbd+++xvbn+=covered
my ^pp$+pp1+++=my
face ^nn++++=face,
, ^zz++++=EXTRAWORD
instinct ^nn++++=instinct
fought ^vbd+++xvbn+=fought.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
gasped ^vbd+++xvbnx+=gasped,
, ^zz++++=EXTRAWORD
struggled ^j+++xvbn+=struggled,
, ^zz++++=EXTRAWORD
survived ^j+++xvbn+=survived.
. ^zz++++=EXTRAWORD
The ^ati++++=The
body ^nn++++=body
is ^vbz+bez+vrb++=is
a ^at++++=a
tyrant ^nn++++=tyrant
more ^rbr++++=more
vigilant ^nn+nom+++=vigilant
than ^in++++=than
any ^dti++++=any
jailer ^jjr++++=jailer.
. ^zz++++=EXTRAWORD
Fire ^nn++++=Fire
tempted ^vwbn+++xvbn+=tempted
me ^pp1o+pp1+++=me
also ^rb++++=also;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
remembered ^vbd+vprv++xvbnx+=remembered
the ^ati++++=the
white ^jj+atrb+++=white
flame ^nn++++=flame
running ^vwbg+++xvbg+=running
from ^in++++=from
Agrippa ^np++++=Agrippa's
's ^$++++=EXTRAWORD
broken ^vbd+++xvbn+=broken
vessel ^nn++++=vessel
and ^cc++++=and
imagined ^vbn+vprv++xvbn+=imagined
that ^tht+vcmp+++=that
perhaps ^rb++++=perhaps
the ^ati++++=the
same ^ap++++=same
element ^nn+nom+++=element
which ^whp+rel+subj++=which
bestowed ^vbd+++xvbn+=bestowed
this ^dt+dem+++=this
curse ^nn++++=curse
could ^md+pos+++=could
alone ^rb++splt++=alone
destroy ^vb++++=destroy
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
approached ^vbd+++xvbnx+=approached
burning ^jj+atrb++xvbg+=burning
houses ^nns++++=houses,
, ^zz++++=EXTRAWORD
volcanoes ^nns+++??+=volcanoes,
, ^zz++++=EXTRAWORD
furnaces ^nns++++=furnaces
and ^cc++++=and
recoiled ^jj+++xvbn+=recoiled.
. ^zz++++=EXTRAWORD
Courage ^nn+nom+++=Courage
before ^cs+sub+++=before
accidental ^jj+atrb+++=accidental
danger ^nn++++=danger
is ^vbz+bez+vrb++=is
easy ^jj+pred+++=easy;
; ^zz++++=EXTRAWORD
deliberate ^jj+atrb+++=deliberate
annihilation ^nn+nom+++=annihilation
requires ^vbz++++=requires
another ^dt++++=another
species ^nns++++=species
of ^in++++=of
soul ^nn++++=soul.
. ^zz++++=EXTRAWORD
Besides ^rb++++=Besides,
, ^zz++++=EXTRAWORD
Bertha ^np+++??+=Bertha
had ^vbd+hvd+aux++=had
compelled ^vprf+++xvbnx+=compelled
my ^pp$+pp1+++=my
promise ^nn++++=promise.
. ^zz++++=EXTRAWORD
Is ^vbz+bez+aux++=Is
suicide ^nn++++=suicide
forbidden ^vbd+++xvbn+=forbidden
to ^to+vcmp+++=to
one ^cd1++++=one
who ^whp+rel+subj++=who
cannot ^md+pos+not++=cannot
die ^vb++++=die?
? ^zz++++=EXTRAWORD
The ^ati++++=The
commandment ^nn+nom+++=commandment
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
Thou ^pp2+pp2+++=Thou
shalt ^md++++=shalt
not ^xnot++not++=not
kill ^vb++++=kill.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
what ^wdt+who+++=what
if ^cs+cnd+++=if
the ^ati++++=the
victim ^nn++++=victim
be ^vb+be+vrb++=be
beyond ^in++++=beyond
killing ^xvbg+++xvbg+=killing?
? ^zz++++=EXTRAWORD
Would ^md+prd+++=Would
the ^ati++++=the
attempt ^nn++++=attempt
be ^vb+be+vrb++=be
crime ^nn++++=crime,
, ^zz++++=EXTRAWORD
folly ^nn++++=folly,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
experiment ^nn+nom+++=experiment?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
debated ^vprf+++xvbnx+=debated
until ^cs+sub+++=until
thought ^vprf+++xvbn+=thought
became ^vbd+++xvbn+=became
a ^at++++=a
wheel ^vb++++=wheel
turning ^nvbg+++xvbg+=turning
upon ^in++++=upon
emptiness ^nns+nom+++=emptiness.
. ^zz++++=EXTRAWORD
At ^rb++++=At
times ^nns++++=times
I ^pp1a+pp1+++=I
sought ^vbd+++xvbnx+=sought
another ^dt++++=another
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
A ^at++++=A
condemned ^jj+atrb++xvbn+=condemned
murderer ^nn+nom+++=murderer
once ^rb+tm+++=once
offered ^vwbn+++xvbn+=offered,
, ^zz++++=EXTRAWORD
for ^in++++=for
gold ^nn++++=gold,
, ^zz++++=EXTRAWORD
to ^to++++=to
plunge ^vbi++++=plunge
a ^at++++=a
dagger ^nn++++=dagger
into ^in++++=into
my ^pp$+pp1+++=my
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
bared ^vbd+++xvbnx+=bared
my ^pp$+pp1+++=my
breast ^nn++++=breast;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
raised ^vbd+++xvbnx+=raised
the ^ati++++=the
weapon ^nn++++=weapon;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
I ^pp1a+pp1+++=I
beheld ^nn+++??+=beheld
his ^pp$+pp3+++=his
face ^nn++++=face
not ^xnot++not++=not
cruel ^jj++++=cruel,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
terrified ^jj++++=terrified
and ^cc+phrs+++=and
dismissed ^jj+++xvbn+=dismissed
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
should ^md+nec+++=should
I ^pp1a+pp1+++=I
burden ^nn++++=burden
another ^dt++++=another
conscience ^nn+nom+++=conscience
with ^in++++=with
my ^pp$+pp1+++=my
despair ^nn++++=despair?
? ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why
make ^vb++++=make
a ^at++++=a
stranger ^jjr++++=stranger
the ^ati++++=the
executioner ^nn+nom+++=executioner
of ^in++++=of
a ^at++++=a
sentence ^nn+nom+++=sentence
pronounced ^vwbn+++xvbn+=pronounced
by ^in++++=by
no ^at++++=no
court ^nn++++=court
save ^vb++++=save
sorrow ^nn++++=sorrow?
? ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
I ^pp1a+pp1+++=I
live ^vb++++=live.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
not ^xnot++not++=not
imagine ^vb+vprv+++=imagine
that ^tht+vcmp+++=that
perpetual ^jj+atrb+++=perpetual
youth ^nn++++=youth
is ^vbz+bez+vrb++=is
perpetual ^jj+atrb+++=perpetual
delight ^nn++++=delight.
. ^zz++++=EXTRAWORD
Appetite ^nn++++=Appetite
continues ^vbz++++=continues,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
novelty ^nn++++=novelty
perishes ^vbz++++=perishes.
. ^zz++++=EXTRAWORD
Spring ^vb++++=Spring
returns ^nns++++=returns;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
seen ^vprf+++xvbnx+=seen
too ^ql++++=too
many ^ap++++=many
springs ^nns++++=springs.
. ^zz++++=EXTRAWORD
Beauty ^nn++++=Beauty
smiles ^nns++++=smiles;
; ^zz++++=EXTRAWORD
behind ^in+pl+++=behind
the ^ati++++=the
young ^jj+atrb+++=young
face ^nn++++=face
I ^pp1a+pp1+++=I
behold ^vb++++=behold
already ^rb++++=already
the ^ati++++=the
skull ^nn++++=skull.
. ^zz++++=EXTRAWORD
Children ^nns++++=Children
play ^nn++++=play;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
calculate ^nn+nom+++=calculate
the ^ati++++=the
year ^nn++++=year
of ^in++++=of
their ^pp$+pp3+++=their
death ^nn++++=death.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lover ^nn++++=lover
vows ^nns+++??+=vows
" ^zz++++="for
for ^rb++++=EXTRAWORD
ever ^rb"++++=ever,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
I ^pp1a+pp1+++=I
alone ^rb++++=alone
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
brief ^jj++++=brief
his ^pp$+pp3+++=his
eternity ^nn+nom+++=eternity
will ^md+prd+++=will
prove ^vb+vprv+++=prove.
. ^zz++++=EXTRAWORD
Mirrors ^nns++++=Mirrors
are ^vb+ber+vrb++=are
my ^pp$+pp1+++=my
enemies ^nns++++=enemies.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
show ^vb+vprv+++=show
no ^at++++=no
spectre ^nn+++??+=spectre,
, ^zz++++=EXTRAWORD
no ^at++++=no
mark ^nn++++=mark
of ^in++++=of
Cain ^np++++=Cain,
, ^zz++++=EXTRAWORD
no ^at++++=no
ruin ^nn++++=ruin
answering ^vwbg+++xvbg+=answering
to ^in++++=to
the ^ati++++=the
ruin ^nn++++=ruin
within ^in+strn+++=within.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
eyes ^nns++++=eyes
retain ^vb++++=retain
brightness ^nns+nom+++=brightness,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
limbs ^nns++++=limbs
vigour ^nn++++=vigour,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
hair ^nn++++=hair
its ^pp$+it+++=its
dark ^jj+atrb+++=dark
abundance ^nn+nom+++=abundance.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
my ^pp$+pp1+++=my
heart ^nn++++=heart
is ^vbz+bez+vrb++=is
older ^jjr+pred+++=older
than ^in++++=than
Nestor ^np+++??+=Nestor's,
's, ^nn+++??+=EXTRAWORD
heavier ^jjr++++=heavier
than ^in++++=than
the ^ati++++=the
Wandering ^jj+++xvbg+=Wandering
Jew ^np++++=Jew's
's ^$++++=EXTRAWORD
fabled ^vwbn+++xvbn+=fabled
burden ^nn++++=burden.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
an ^at++++=an
old ^jj++++=old-hearted
- ^zz++++=EXTRAWORD
hearted ^jj+atrb+++=EXTRAWORD
youth ^nn++++=youth,
, ^zz++++=EXTRAWORD
a ^at++++=a
living ^jj+atrb++xvbg+=living
contradiction ^nn+nom+++=contradiction,
, ^zz++++=EXTRAWORD
a ^at++++=a
prison ^nn++++=prison
whose ^whp+rel+obj++=whose
walls ^nns++++=walls
renew ^vb++++=renew
themselves ^ppls+pp3+++=themselves
each ^dt++++=each
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
Still ^rb++++=Still
am ^vb+bem+vrb++=am
I ^pp1a+pp1+++=I
immortal ^jj++++=immortal?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
drank ^vbd+++xvbnx+=drank
but ^cc++++=but
half ^nn++++=half.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
thought ^nn+++xvbn+=thought
is ^vbz+bez+vrb++=is
the ^ati++++=the
last ^jj+atrb+++=last
star ^nn++++=star
above ^rb++++=above
my ^pp$+pp1+++=my
desolation ^nn+nom+++=desolation.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
the ^ati++++=the
draught ^nn++++=draught
merely ^rb+down+++=merely
prolonged ^jj+atrb++xvbn+=prolonged
life ^nn++++=life
to ^in++++=to
some ^dti++++=some
gigantic ^jj+atrb+++=gigantic
term ^nn++++=term.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
four ^cd++++=four
hundred ^cd++++=hundred
years ^nns++++=years
are ^vb+ber+aux++=are
allotted ^vpsv++agls+xvbnx+=allotted
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
five ^cd++++=five.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
even ^rb++++=even
now ^rn+tm+++=now
invisible ^jj+atrb+++=invisible
decay ^nn++++=decay
advances ^nns+nom+++=advances
toward ^in++++=toward
some ^dti++++=some
hidden ^jj+atrb++xvbn+=hidden
citadel ^nn++++=citadel.
. ^zz++++=EXTRAWORD
Agrippa ^np+++??+=Agrippa
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
assertion ^nn+nom+++=assertion
was ^vbd+bedz+vrb++=was
inference ^nn+nom+++=inference,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
proof ^nn++++=proof.
. ^zz++++=EXTRAWORD
The ^ati++++=The
elixir ^nn+++??+=elixir
may ^md+pos+++=may
resist ^vb++++=resist
age ^nn++++=age,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
fail ^vb++++=fail
before ^in++++=before
cold ^jj++++=cold,
, ^zz++++=EXTRAWORD
flame ^nn++++=flame,
, ^zz++++=EXTRAWORD
crushing ^jj+atrb++xvbg+=crushing
weight ^nn++++=weight,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
deprivation ^nn+nom+++=deprivation.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
mornings ^nns++++=mornings
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
awake ^jj++++=awake
weary ^jj++++=weary
and ^cc++++=and
cry ^nn++++=cry,
, ^zz++++=EXTRAWORD
" ^zz++++="At
at ^rb++++=EXTRAWORD
last ^rb"++++=last!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
food ^nn++++=food
restores ^vbz++++=restores
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
nights ^nns++++=nights
when ^wrb+who+++=when
my ^pp$+pp1+++=my
pulse ^nn++++=pulse
seems ^vbz+seem+++=seems
slow ^jj++++=slow;
; ^zz++++=EXTRAWORD
hope ^nn++++=hope
dawns ^nns+++??+=dawns
the ^ati++++=the
hope ^nn++++=hope
of ^in++++=of
death ^nn++++=death!
! ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
the ^ati++++=the
detestable ^jj+atrb+++=detestable
engine ^nn++++=engine
resumes ^vbz++++=resumes
its ^pp$+it+++=its
perfect ^jj+atrb+++=perfect
labour ^nn++++=labour.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
studied ^vprf+++xvbnx+=studied
legends ^nns++++=legends.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Seven ^cd++++=Seven
Sleepers ^nns+nom+++=Sleepers
awoke ^vbd+++xvbn+=awoke
after ^in++++=after
centuries ^nns++++=centuries,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
had ^vb+hv+aux++=had
not ^xnot++not++=not
endured ^vbd+++xvbn+=endured
the ^ati++++=the
centuries ^nns++++=centuries
consciously ^rb++++=consciously.
. ^zz++++=EXTRAWORD
Tithonus ^np+++??+=Tithonus
obtained ^vwbn+++xvbn+=obtained
endless ^jj+atrb+++=endless
life ^nn++++=life
without ^in++++=without
endless ^jj+atrb+++=endless
youth ^nn++++=youth;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
possess ^nns+nom+++=possess,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
seems ^vbz+seem+++=seems,
, ^zz++++=EXTRAWORD
the ^ati++++=the
opposite ^jj+atrb+++=opposite
horror ^nn++++=horror
youth ^nn++++=youth
without ^in++++=without
renewal ^nn++++=renewal
of ^in++++=of
the ^ati++++=the
soul ^nn++++=soul.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Wandering ^jj+atrb++xvbg+=Wandering
Jew ^nn++++=Jew
expects ^vbz++++=expects
judgment ^nn+nom+++=judgment
and ^cc++++=and
has ^vbz+hvz+vrb++=has
prophecy ^nn++++=prophecy
for ^in++++=for
companion ^nn++++=companion.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
only ^rb+down+++=only
doubt ^nn++++=doubt.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
Satan ^np++++=Satan
knows ^vbz+vprv+tht0++=knows
himself ^ppl+pp3+++=himself
immortal ^jj++++=immortal;
; ^zz++++=EXTRAWORD
certainty ^nn++++=certainty
gives ^vbz++++=gives
shape ^nn++++=shape
to ^in++++=to
his ^pp$+pp3+++=his
despair ^nn++++=despair.
. ^zz++++=EXTRAWORD
Mine ^nn++++=Mine
has ^vbz+hvz+vrb++=has
none ^rb++++=none.
. ^zz++++=EXTRAWORD
Therefore ^rb+cnj+++=Therefore
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
determined ^vprf+++xvbnx+=determined
upon ^in++++=upon
my ^pp$+pp1+++=my
voyage ^nn++++=voyage.
. ^zz++++=EXTRAWORD
A ^at++++=A
company ^nn++++=company
departs ^vbz++++=departs
within ^in++++=within
the ^ati++++=the
week ^nn++++=week
toward ^in++++=toward
the ^ati++++=the
northern ^jj+atrb+++=northern
seas ^nns++++=seas,
, ^zz++++=EXTRAWORD
seeking ^vbg+++xvbg+=seeking
a ^at++++=a
passage ^nn+nom+++=passage
through ^in++++=through
regions ^nns++++=regions
where ^wrb+who+++=where
the ^ati++++=the
ocean ^nn++++=ocean
is ^vbz+bez+aux++=is
locked ^vpsv++agls+xvbnx+=locked
beneath ^in+pl+++=beneath
mountains ^npl++++=mountains
of ^in++++=of
ice ^nn++++=ice
and ^cc++++=and
the ^ati++++=the
sun ^nn++++=sun
deserts ^vbz++++=deserts
the ^ati++++=the
world ^nn++++=world
for ^in++++=for
months ^nns++++=months.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
of ^in++++=of
science ^nn+nom+++=science
accompany ^vb++++=accompany
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
sailors ^nns++++=sailors
hardened ^vwbn+++xvbn+=hardened
by ^in++++=by
tempests ^nns++++=tempests
tremble ^vb++++=tremble
at ^in++++=at
the ^ati++++=the
proposed ^jj+atrb++xvbn+=proposed
route ^nn++++=route.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
speak ^vb++++=speak
of ^in++++=of
cold ^jj++++=cold
that ^dt+pdem+++=that
stops ^vbz++++=stops
the ^ati++++=the
blood ^nn++++=blood,
, ^zz++++=EXTRAWORD
winds ^nns++++=winds
sharp ^jj++++=sharp
as ^ql++++=as
knives ^nns++++=knives,
, ^zz++++=EXTRAWORD
gigantic ^jj+atrb+++=gigantic
fields ^nns++++=fields
of ^in++++=of
ice ^nn++++=ice
that ^tht+rel+++=that
close ^jj++++=close
upon ^in++++=upon
ships ^nns++++=ships
and ^cc++++=and
grind ^nn+++??+=grind
oak ^nn++++=oak
beams ^nns++++=beams
to ^in++++=to
splinters ^nns+nom+++=splinters.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
speak ^vb++++=speak
of ^in++++=of
hunger ^nn++++=hunger,
, ^zz++++=EXTRAWORD
darkness ^nns+nom+++=darkness,
, ^zz++++=EXTRAWORD
madness ^nns+nom+++=madness,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
white ^jj+atrb+++=white
wastes ^nns++++=wastes
where ^wrb+who+++=where
no ^at++++=no
grave ^nn++++=grave
can ^md+pos+++=can
be ^vb+be+aux++=be
dug ^vpsv++agls+xvbnx+=dug.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
offered ^vprf+++xvbnx+=offered
my ^pp$+pp1+++=my
service ^nn++++=service.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
think ^vb+vprv+++=think
me ^pp1o+pp1+++=me
a ^at++++=a
reckless ^jj+atrb+++=reckless
young ^jj+atrb+++=young
adventurer ^nn+nom+++=adventurer
hungry ^jj++++=hungry
for ^in++++=for
fame ^nn++++=fame.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
are ^vb+ber+vrb++=are
not ^xnot++not++=not
wholly ^rb++++=wholly
mistaken ^jj+++xvbn+=mistaken.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
I ^pp1a+pp1+++=I
perish ^vb++++=perish
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
freedom ^nn+nom+++=freedom
is ^vbz+bez+vrb++=is
mine ^nn++++=mine.
. ^zz++++=EXTRAWORD
No ^at++++=No
churchyard ^nn++++=churchyard
need ^nn++++=need
receive ^vb++++=receive
me ^pp1o+pp1+++=me;
; ^zz++++=EXTRAWORD
the ^ati++++=the
snow ^nn++++=snow
shall ^md+prd+++=shall
be ^vb+be+vrb++=be
my ^pp$+pp1+++=my
winding ^nvbg+++xvbg+=winding-sheet,
- ^zz++++=EXTRAWORD
sheet ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
polar ^jj+atrb+++=polar
ocean ^npl++++=ocean
my ^pp$+pp1+++=my
tomb ^nn++++=tomb.
. ^zz++++=EXTRAWORD
Bertha ^np++++=Bertha's
's ^$++++=EXTRAWORD
prohibition ^nn+nom+++=prohibition
concerned ^vwbn+++xvbn+=concerned
violence ^nn+nom+++=violence
by ^in++++=by
my ^pp$+pp1+++=my
own ^ap++++=own
hand ^nn++++=hand;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
go ^vb++++=go
to ^to++++=to
encounter ^nn+nom+++=encounter
danger ^nn++++=danger,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
to ^to++++=to
strike ^vbi++++=strike
the ^ati++++=the
blow ^nn++++=blow.
. ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
this ^dt+dem+++=this
a ^at++++=a
coward ^nn++++=coward's
's ^$++++=EXTRAWORD
evasion ^nn+++??+=evasion?
? ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps.
. ^zz++++=EXTRAWORD
The ^ati++++=The
conscience ^nn+nom+++=conscience,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
subtle ^jj+atrb+++=subtle
advocate ^nn+nom+++=advocate,
, ^zz++++=EXTRAWORD
can ^md+pos+++=can
make ^vb++++=make
innocence ^nn+nom+++=innocence
from ^in++++=from
desire ^nn++++=desire.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
survive ^vb++++=survive
if ^cs+cnd+++=if
cold ^jj++++=cold
cannot ^md+pos+not++=cannot
freeze ^vb++++=freeze
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
famine ^nn++++=famine
waste ^nn++++=waste
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
the ^ati++++=the
crushing ^jj+atrb++xvbg+=crushing
ice ^nn++++=ice
destroy ^vb++++=destroy
this ^dt+dem+++=this
frame ^nn++++=frame
then ^rn+tm+++=then
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
possess ^nns+nom+++=possess
proof ^nn++++=proof
approaching ^vwbg+++xvbg+=approaching
certainty ^nn++++=certainty.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
return ^vb++++=return
not ^xnot++not++=not
as ^in++++=as
a ^at++++=a
nameless ^jj++++=nameless
wanderer ^jjr++++=wanderer,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
as ^ql++++=as
one ^cd1++++=one
who ^whp+rel+subj++=who
has ^vbz+hvz+aux++=has
penetrated ^vprf+++xvbnx+=penetrated
where ^wrb+who+++=where
mortal ^jj+atrb+++=mortal
strength ^nn++++=strength
failed ^vbd+++xvbn+=failed.
. ^zz++++=EXTRAWORD
Fame ^nn++++=Fame
may ^md+pos+++=may
become ^vprf+++xvbn+=become
the ^ati++++=the
substitute ^nn++++=substitute
for ^in++++=for
companionship ^nn+nom+++=companionship.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
who ^whp+rel+subj++=who
would ^md+prd+++=would
shun ^vb++++=shun
a ^at++++=a
sorcerer ^nn++++=sorcerer
may ^md+pos+++=may
honour ^vb++++=honour
an ^at++++=an
explorer ^nn+nom+++=explorer;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
may ^md+pos+++=may
preserve ^vb++++=preserve
my ^pp$+pp1+++=my
name ^nn++++=name
even ^rb++++=even
while ^cs+sub+++=while
time ^nn++++=time
erases ^nns+++??+=erases
theirs ^pp$$++++=theirs.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
afterward ^rb++++=afterward?
? ^zz++++=EXTRAWORD
Afterward ^rb++++=Afterward
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
seek ^vb++++=seek
some ^dti++++=some
more ^rbr++++=more
decisive ^jj+atrb+++=decisive
means ^nn++++=means.
. ^zz++++=EXTRAWORD
Fire ^nn++++=Fire
at ^rb++++=at
the ^ati++++=the
earth ^nn++++=earth's
's ^$++++=EXTRAWORD
heart ^nn++++=heart;
; ^zz++++=EXTRAWORD
descent ^nn++++=descent
into ^in++++=into
the ^ati++++=the
deepest ^jjt+atrb+++=deepest
ocean ^nn++++=ocean;
; ^zz++++=EXTRAWORD
the ^ati++++=the
summit ^nn++++=summit
where ^wrb+who+++=where
no ^at++++=no
breath ^nn++++=breath
sustains ^vbz++++=sustains
life ^nn++++=life;
; ^zz++++=EXTRAWORD
explosive ^jj+atrb+++=explosive
force ^nn++++=force
sufficient ^jj++++=sufficient
to ^to+jcmp+++=to
scatter ^vbi++++=scatter
every ^at++++=every
particle ^nn++++=particle
of ^in++++=of
this ^dt+dem+++=this
self ^nn++++=self-renewing
- ^zz++++=EXTRAWORD
renewing ^vbg+++xvbg+=EXTRAWORD
prison ^nn++++=prison
surely ^rb++++=surely
Nature ^nn++++=Nature
contains ^vbz++++=contains
an ^at++++=an
instrument ^nn+nom+++=instrument
stronger ^jjr++++=stronger
than ^in++++=than
Agrippa ^np++++=Agrippa's
's ^$++++=EXTRAWORD
art ^nn++++=art.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
another ^dt++++=another
thought ^nn+++xvbn+=thought
intrudes ^nns+++??+=intrudes.
. ^zz++++=EXTRAWORD
Suppose ^vb+vprv+tht0++=Suppose
my ^pp$+pp1+++=my
body ^nn++++=body
be ^vb+be+aux++=be
torn ^vpsv++agls+xvbnx+=torn
asunder ^rb++++=asunder
and ^cc+phrs+++=and
still ^rb+atrb+++=still
consciousness ^nns+nom+++=consciousness
remain ^vb++++=remain?
? ^zz++++=EXTRAWORD
Suppose ^vb+vprv+tht0++=Suppose
immortality ^nn+nom+++=immortality
belongs ^vbz++++=belongs
not ^xnot++not++=not
to ^in++++=to
flesh ^nn++++=flesh
alone ^rb+cnj+++=alone,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
to ^in++++=to
sensation ^nn+nom+++=sensation
to ^in++++=to
the ^ati++++=the
imprisoned ^jj+++xvbn+=imprisoned
" ^zz++++="I"
i ^pp1a+pp1+++=EXTRAWORD
" ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
