# ^zz++++=##
# ^zz++++=EXTRAWORD
Indian ^jj+atrb+++=INDIAN
's ^$++++=EXTRAWORD
apple ^nn++++=apple
seeds ^nns++++=seeds,
, ^zz++++=EXTRAWORD
Georgia ^np++++=Georgia's
's ^$++++=EXTRAWORD
grapes ^nns++++=grapes,
, ^zz++++=EXTRAWORD
Mademoiselle ^np++++=Mademoiselle's
's ^$++++=EXTRAWORD
war ^nn++++=war
against ^in++++=against
straw ^nn++++=straw.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
described ^vbd+++xvbnx+=described
Massachusetts ^np++++=Massachusetts's
's ^$++++=EXTRAWORD
cousin ^nn++++=cousin
Horatio ^np+++??+=Horatio
as ^ql++++=as
he ^pp3a+pp3+++=he
might ^md+pos+++=might
have ^vb+hv+aux++=have
appeared ^vprf+++xvbnx+=appeared
at ^rb++++=at
the ^ati++++=the
height ^nn++++=height
of ^in++++=of
his ^pp$+pp3+++=his
mythical ^jj+atrb+++=mythical
illness ^nns+nom+++=illness,
, ^zz++++=EXTRAWORD
with ^in++++=with
carriage ^nn+nom+++=carriage-lamp
- ^zz++++=EXTRAWORD
lamp ^nn++++=EXTRAWORD
ears ^nns++++=ears
and ^cc++++=and
a ^at++++=a
quill ^nn++++=quill
in ^in++++=in
his ^pp$+pp3+++=his
mouth ^nn++++=mouth,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
Chicago ^np++++=Chicago
laughed ^vbd+++xvbn+=laughed
in ^in++++=in
earnest ^nn++++=earnest
and ^cc++++=and
then ^rn+tm+++=then
cried ^vbd+++xvbn+=cried
because ^cs+cos+++=because
laughing ^xvbg+++xvbg+=laughing
hurt ^vbd+++xvbn+=hurt.
. ^zz++++=EXTRAWORD
Afterward ^rb++++=Afterward
Maine ^np++++=Maine
talked ^vbd+++xvbn+=talked
of ^in++++=of
clothes ^nns++++=clothes.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
described ^vbd+++xvbnx+=described
the ^ati++++=the
blue ^jj+atrb+++=blue
silk ^nn++++=silk
gown ^nn++++=gown
Virginia ^np++++=Virginia
had ^vbd+hvd+aux++=had
intended ^vprf+++xvbnx+=intended
to ^to+vcmp+++=to
wear ^vbi++++=wear
after ^in++++=after
the ^ati++++=the
play ^nn++++=play,
, ^zz++++=EXTRAWORD
the ^ati++++=the
absurd ^jj+atrb+++=absurd
hat ^nn++++=hat
in ^in++++=in
the ^ati++++=the
town ^nn++++=town
milliner ^jjr+atrb+++=milliner's
's ^vbz+bez+vrb++0=EXTRAWORD
window ^nn++++=window,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
traveling ^nn+nom+++=traveling
coat ^nn++++=coat
Chicago ^np++++=Chicago
herself ^ppl+pp3+++=herself
possessed ^vbd+++xvbn+=possessed
and ^cc++++=and
which ^whp+rel+obj++=which
Maine ^np++++=Maine
had ^vb+hv+aux++=had
secretly ^rb++splt++=secretly
admired ^vprf+++xvbnx+=admired.
. ^zz++++=EXTRAWORD
Talking ^vbg+++xvbg+=Talking
about ^in++++=about
pretty ^rb++++=pretty
clothes ^nns++++=clothes
was ^vbd+bedz+vrb++=was
as ^ql++++=as
soothing ^jj++++=soothing
in ^in++++=in
an ^at++++=an
infirmary ^npl+nom+++=infirmary
as ^ql++++=as
on ^in++++=on
a ^at++++=a
stone ^nn++++=stone
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
By ^in++++=By
degrees ^nns+nom+++=degrees
Chicago ^np++++=Chicago's
's ^$++++=EXTRAWORD
rigid ^jj+atrb+++=rigid
shoulders ^nns+nom+++=shoulders
relaxed ^vbd+++xvbn+=relaxed.
. ^zz++++=EXTRAWORD
A ^at++++=A
knock ^nn++++=knock
sounded ^vbd+++xvbn+=sounded.
. ^zz++++=EXTRAWORD
Massachusetts ^np+++??+=Massachusetts
entered ^vbd+++xvbn+=entered
backward ^jj++++=backward,
, ^zz++++=EXTRAWORD
still ^rb++++=still
wearing ^vbg+++xvbg+=wearing
her ^pp$+pp3+++=her
turkey ^nn++++=turkey-tail
- ^zz++++=EXTRAWORD
tail ^nn++++=EXTRAWORD
and ^cc++++=and
carrying ^vbg+++xvbg+=carrying
a ^at++++=a
tray ^nn++++=tray.
. ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
slice ^nn++++=slice
of ^in++++=of
birthday ^nn++++=birthday
cake ^nn++++=cake,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
announced ^vbd+vpub++xvbnx+=announced,
, ^zz++++=EXTRAWORD
" ^zz++++="one
one ^cd1++++=EXTRAWORD
glass ^nn++++=glass
of ^in++++=of
lemonade ^nn++++=lemonade,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
cranberries ^nns++++=cranberries.
. ^zz++++=EXTRAWORD
The ^ati++++=The
patient ^nn++++=patient
is ^vbz+bez+aux++=is
forbidden ^vpsv++agls+xvbnx+=forbidden
cake ^nn++++=cake,
, ^zz++++=EXTRAWORD
so ^ql++++=so
Maine ^np++++=Maine
must ^md+nec+++=must
eat ^vb++++=eat
it ^pp3+it+++=it
with ^in++++=with
offensive ^jj+atrb+++=offensive
enjoyment ^nn+nom+++=enjoyment."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Maine ^np++++=Maine
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
eat ^vb++++=eat
it ^pp3+it+++=it
with ^in++++=with
offensive ^jj+atrb+++=offensive
enjoyment ^nn+nom+++=enjoyment."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tennessee ^np+nom+++=Tennessee
appeared ^vbd+seem++xvbn+=appeared
behind ^in+pl+++=behind
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv+tht0+xvbg+=holding
the ^ati++++=the
extinguished ^jj+atrb++xvbn+=extinguished
silver ^nn++++=silver
taper ^vb++++=taper.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
ceremony ^nn++++=ceremony
survived ^vbd+++xvbn+=survived,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
reported ^vbd+vpub++xvbnx+=reported.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
spoke ^vbd+++xvbnx+=spoke
the ^ati++++=the
words ^nns++++=words,
, ^zz++++=EXTRAWORD
cut ^j+++xvbn+=cut
the ^ati++++=the
cake ^nn++++=cake,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
did ^vbd+dod+aux++=did
not ^xnot++not++=not
compare ^vb++++=compare
education ^nn+nom+++=education
to ^in++++=to
anything ^pn++++=anything."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
barren ^jj+atrb+++=barren
performance ^nn+nom+++=performance,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Massachusetts ^np+++??+=Massachusetts.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
came ^vbd+++xvbnx+=came
to ^in++++=to
the ^ati++++=the
bedside ^nn++++=bedside
and ^cc++++=and
looked ^vbd+++xvbn+=looked
at ^rb++++=at
Chicago ^np++++=Chicago
without ^in++++=without
flinching ^nn++++=flinching.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+whq++=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
feel ^vb+vprv+++=feel?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Hideous."
hideous ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
a ^at++++=a
feeling ^nvbg+++xvbg+=feeling.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
a ^at++++=a
condition ^nn+nom+++=condition,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
temporary ^jj++++=temporary.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
often ^rb++splt++=often
been ^vprf+ben+vrb+xvbnx+=been
hideous ^jj++++=hideous
without ^in++++=without
illness ^nns+nom+++=illness."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Chicago ^np++++=Chicago
stared ^vbd+++xvbn+=stared
at ^rb++++=at
her ^pp$+pp3+++=her
through ^in++++=through
swollen ^vprf+++xvbn+=swollen
lids ^nns++++=lids.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
suppose ^vb+vprv+tht0++=suppose
you ^pp2+pp2+++=you
know ^vb+vprv+tht0++=know
I ^pp1a+pp1+++=I
stole ^vbd+++xvbnx+=stole
the ^ati++++=the
leaves ^nns++++=leaves."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
school ^nn++++=school
knows ^vbz+vprv+++=knows.
. ^zz++++=EXTRAWORD
Schools ^nns++++=Schools
know ^vb+vprv+tht0++=know
everything ^pn++++=everything
before ^in++++=before
breakfast ^nn++++=breakfast."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
all ^rb++++=all
despise ^vb++++=despise
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Certainly
certainly ^rb++++=EXTRAWORD
not ^xnot++not++=not,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Massachusetts ^np+++??+=Massachusetts
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
are ^vb+ber+vrb++=are
too ^ql++++=too
busy ^jj+atrb+++=busy
admiring ^jj+++xvbg+=admiring
Maine ^np++++=Maine.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+aux++=is
extremely ^rb+amp+splt++=extremely
annoying ^vbg+++xvbgx+=annoying.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
has ^vbz+hvz+aux++=has
missed ^vprf+++xvbnx+=missed
seventy ^cd++++=seventy
candles ^nns++++=candles
on ^in++++=on
your ^pp$+pp2+++=your
account ^nn++++=account
and ^cc++++=and
will ^md+prd+++=will
become ^vb++++=become
more ^rbr++++=more
conceited ^jj++++=conceited
every ^at++++=every
minute ^nn++++=minute."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
not ^xnot++not++=not
conceited ^jj++++=conceited,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Maine ^np++++=Maine
protested ^vbd+vpub++xvbn+=protested.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
most ^ql+emph+++=most
conceited ^jj+atrb+++=conceited
part ^nn++++=part
of ^in++++=of
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tennessee ^np+nom+++=Tennessee
leaned ^vbd+++xvbn+=leaned
against ^in++++=against
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
get ^vb++++=get
well ^jj+pred+++=well
quickly ^rb+cnj+++=quickly,
, ^zz++++=EXTRAWORD
Chicago ^np++++=Chicago.
. ^zz++++=EXTRAWORD
The ^ati++++=The
class ^nn++++=class
requires ^vbz++++=requires
someone ^pn++++=someone
on ^in++++=on
the ^ati++++=the
refreshments ^nns+nom+++=refreshments
committee ^nn+nom+++=committee,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
still ^rb++++=still
claim ^vb++++=claim
to ^to+vcmp+++=to
make ^vbi++++=make
superior ^jj+atrb+++=superior
fudge ^nn+++??+=fudge."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Chicago ^np++++=Chicago
looked ^vbd+++xvbn+=looked
from ^in++++=from
one ^cd1++++=one
face ^nn++++=face
to ^in++++=to
another ^dt++++=another.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
not ^xnot++not++=not
pretending ^vbg+++xvbg+=pretending
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done
nothing ^pn++++=nothing
wrong ^jj++++=wrong;
; ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
easier ^jjr++++=easier
to ^to+jcmp+++=to
resent ^vbi++++=resent.
. ^zz++++=EXTRAWORD
Nor ^cc+cls+neg++=Nor
were ^vbd+bed+aux++=were
they ^pp3a+pp3+++=they
punishing ^vbg+++xvbg+=punishing
her ^pp$+pp3+++=her
with ^in++++=with
righteous ^jj+atrb+++=righteous
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
offering ^vbg+++xvbgx+=offering,
, ^zz++++=EXTRAWORD
in ^in++++=in
their ^pp$+pp3+++=their
absurd ^jj+atrb+++=absurd
fashion ^nn++++=fashion,
, ^zz++++=EXTRAWORD
a ^at++++=a
way ^nn++++=way
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=do
make ^vb++++=make
good ^jj+atrb+++=good
fudge ^nn+++??+=fudge,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
faintly ^rb++++=faintly.
. ^zz++++=EXTRAWORD
" ^zz++++="An
an ^at++++=EXTRAWORD
assertion ^nn+nom+++=assertion
requiring ^vwbg+++xvbg+=requiring
proof ^nn++++=proof,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tennessee ^np+nom+++=Tennessee
replied ^vbd+vpub++xvbn+=replied.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc+cls+++=EXTRAWORD
when ^wrb+who+++=when
your ^pp$+pp2+++=your
hands ^nns++++=hands
are ^vb+ber+vrb++=are
well ^rb+cnj+++=well,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
added ^vbd+vpub++xvbn+=added
Massachusetts ^np+++??+=Massachusetts,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
may ^md+pos+++=may
make ^vb++++=make
six ^cd++++=six
pounds ^nns++++=pounds.
. ^zz++++=EXTRAWORD
Four ^cd++++=Four
for ^in++++=for
the ^ati++++=the
class ^nn++++=class,
, ^zz++++=EXTRAWORD
one ^pn++++=one
for ^in++++=for
the ^ati++++=the
infirmary ^npl+nom+++=infirmary,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^pn++++=one
for ^in++++=for
me ^pp1o+pp1+++=me
as ^ql++++=as
damages ^nns+nom+++=damages
to ^in++++=to
my ^pp$+pp1+++=my
cranberry ^nn++++=cranberry
necklace ^nn++++=necklace."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Five
five ^cd++++=EXTRAWORD
pounds ^nns++++=pounds,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Chicago ^np++++=Chicago
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Five
five ^cd++++=EXTRAWORD
and ^cc++++=and
a ^at++++=a
half ^nn++++=half."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Five."
five ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Done.
done ^vprf+++xvbn+=EXTRAWORD
. ^zz++++=EXTRAWORD
Dixi ^np+++??+=Dixi.
. ^zz++++=EXTRAWORD
Maine ^np++++=Maine,
, ^zz++++=EXTRAWORD
eat ^vb++++=eat
your ^pp$+pp2+++=your
cake ^nn++++=cake."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Later ^rbr+tm+++=Later,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
physician ^nn++++=physician
had ^vbd+hvd+aux++=had
returned ^vprf+++xvbnx+=returned
and ^cc+phrs+++=and
pronounced ^xvbn+++xvbn+=pronounced
Chicago ^np++++=Chicago
more ^rbr++++=more
comfortable ^jj++++=comfortable,
, ^zz++++=EXTRAWORD
the ^ati++++=the
three ^cd++++=three
girls ^nns++++=girls
went ^vbd+++xvbn+=went
downstairs ^jjb++++=downstairs
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hall ^nn++++=hall
was ^vbd+bedz+vrb++=was
nearly ^rb+down+++=nearly
empty ^jj+pred+++=empty.
. ^zz++++=EXTRAWORD
Candles ^nns++++=Candles
smoked ^vbd+++xvbn+=smoked
upon ^in++++=upon
the ^ati++++=the
great ^jj+atrb+++=great
cake ^nn++++=cake;
; ^zz++++=EXTRAWORD
autumn ^nn++++=autumn
leaves ^nns++++=leaves
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen
from ^in++++=from
the ^ati++++=the
walls ^nns++++=walls;
; ^zz++++=EXTRAWORD
a ^at++++=a
solitary ^jj+atrb+++=solitary
pumpkin ^nn+++??+=pumpkin
still ^rb++++=still
grinned ^vbd+++xvbn+=grinned
from ^in++++=from
the ^ati++++=the
platform ^nn++++=platform.
. ^zz++++=EXTRAWORD
Massachusetts ^np+++??+=Massachusetts
linked ^vwbn+++xvbn+=linked
one ^cd1++++=one
arm ^vb++++=arm
through ^in++++=through
Maine ^np++++=Maine's
's ^$++++=EXTRAWORD
and ^cc++++=and
the ^ati++++=the
other ^ap++++=other
through ^in++++=through
Tennessee ^np+nom+++=Tennessee's.
's. ^nn+++??+=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
missed ^vbd+++xvbn+=missed
the ^ati++++=the
grandest ^jjt+atrb+++=grandest
moment ^nn++++=moment
of ^in++++=of
senior ^jj+atrb+++=senior
year ^nn++++=year,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
gave ^vbd+++xvbn+=gave
your ^pp$+pp2+++=your
cake ^nn++++=cake
to ^in++++=to
an ^at++++=an
invalid ^nn++++=invalid
who ^whp+rel+subj++=who
could ^md+pos+++=could
not ^xnot++not++=not
eat ^vb++++=eat
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
ate ^vbd+++xvbn+=ate
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
immaterial ^jj+pred+++=immaterial.
. ^zz++++=EXTRAWORD
Maine ^np++++=Maine,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
conscience ^nn+nom+++=conscience
is ^vbz+bez+vrb++=is
a ^at++++=a
public ^jj+atrb+++=public
nuisance ^nn+nom+++=nuisance."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tennessee ^np+nom+++=Tennessee
lifted ^vbd+++xvbn+=lifted
the ^ati++++=the
silver ^nn++++=silver
taper ^vb++++=taper
like ^in++++=like
a ^at++++=a
sceptre ^np++++=sceptre.
. ^zz++++=EXTRAWORD
" ^zz++++="Nevertheless,
nevertheless ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
propose ^vb++++=propose
a ^at++++=a
new ^jj+atrb+++=new
school ^nn++++=school
emblem ^nn++++=emblem:
: ^zz++++=EXTRAWORD
not ^xnot++not++=not
the ^ati++++=the
pine ^nn++++=pine
tree ^nn++++=tree,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Maine ^np++++=Maine
sitting ^vwbg+++xvbg+=sitting
in ^in++++=in
a ^at++++=a
dark ^jj+atrb+++=dark
room ^nn++++=room
while ^cs+sub+++=while
everybody ^pn++++=everybody
else ^rb+cnj+++=else
has ^vbz+hvz+vrb++=has
a ^at++++=a
good ^jj+atrb+++=good
time ^nn++++=time."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
would ^md+prd+++=would
make ^vb++++=make
a ^at++++=a
very ^ql+amp+++=very
dull ^jj+atrb+++=dull
seal ^nn++++=seal,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Maine ^np++++=Maine
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
would ^md+prd+++=would
make ^vb++++=make
a ^at++++=a
good ^jj+atrb+++=good
one ^pn++++=one,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Massachusetts ^np+++??+=Massachusetts
answered ^vbd+vpub++xvbn+=answered
decidedly ^rb++++=decidedly.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
pine ^nn++++=pine
tree ^nn++++=tree
merely ^rb+down+++=merely
stays ^vbz++++=stays
green ^nn++++=green.
. ^zz++++=EXTRAWORD
Any ^dti++++=Any
vegetable ^nn++++=vegetable
can ^md+pos+++=can
manage ^vb++++=manage
character ^nn+nom+++=character
if ^cs+cnd+++=if
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
rooted ^vpsv++agls+xvbnx+=rooted
to ^in++++=to
the ^ati++++=the
spot ^nn++++=spot."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Maine ^np++++=Maine
laughed ^vbd+++xvbn+=laughed
and ^cc+phrs+++=and
pulled ^vbd+++xvbn+=pulled
them ^pp3o+pp3+++=them
toward ^in++++=toward
the ^ati++++=the
stairs ^nns++++=stairs.
. ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
along ^in+strn+++=along,
, ^zz++++=EXTRAWORD
codfish ^nn++++=codfish."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Massachusetts ^np+++??+=Massachusetts
gobbled ^vprf+++xvbn+=gobbled
majestically ^rb++++=majestically.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
behind ^rp+pl+++=behind
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
on ^in++++=on
a ^at++++=a
chair ^nn++++=chair
by ^in++++=by
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
the ^ati++++=the
discarded ^jj+atrb++xvbn+=discarded
scarlet ^jj+atrb+++=scarlet
wreath ^nn++++=wreath
lay ^vbd+++xvbn+=lay
shriveled ^jj+++xvbn+=shriveled
and ^cc+phrs+++=and
harmless ^jj++++=harmless,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
splendid ^jj+atrb+++=splendid
leaves ^nns++++=leaves
already ^rb++++=already
turning ^nn++++=turning
brown ^jj++++=brown.
. ^zz++++=EXTRAWORD
