# ^zz++++=#
Silverhorns ^np+++??+=Silverhorns
rattled ^vwbn+++xvbn+=rattled.
. ^zz++++=EXTRAWORD
A ^at++++=A
dark ^jj+atrb+++=dark
body ^nn++++=body
whirled ^vbd+++xvbn+=whirled
past ^jjb++++=past
the ^ati++++=the
cab ^nn++++=cab
and ^cc++++=and
disappeared ^vbd+seem++xvbn+=disappeared.
. ^zz++++=EXTRAWORD
Mcleod ^np+++??+=McLeod
fought ^vbd+++xvbn+=fought
the ^ati++++=the
brake ^nn++++=brake
while ^cs+sub+++=while
the ^ati++++=the
wheels ^nns++++=wheels
screamed ^vbd+++xvbn+=screamed
and ^cc+phrs+++=and
hammered ^vbd+++xvbn+=hammered.
. ^zz++++=EXTRAWORD
The ^ati++++=The
train ^nn++++=train
ran ^vbd+++xvbn+=ran
on ^in++++=on
a ^at++++=a
hundred ^cd++++=hundred
yards ^nns++++=yards,
, ^zz++++=EXTRAWORD
two ^cd++++=two
hundred ^cd++++=hundred,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
stopped ^vbd+++xvbn+=stopped
with ^in++++=with
a ^at++++=a
hiss ^vb++++=hiss
that ^dt+dem+++=that
seemed ^jj+++xvbn+=seemed
almost ^rb+hdg+++=almost
an ^at++++=an
exhalation ^nn+nom+++=exhalation
of ^in++++=of
horror ^nn++++=horror.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
spoke ^vbd+++xvbn+=spoke.
. ^zz++++=EXTRAWORD
Hemenway ^np+++??+=Hemenway
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
thrown ^vpsv++agls+xvbnx+=thrown
against ^in++++=against
the ^ati++++=the
tender ^nn++++=tender.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
straightened ^vbd+++xvbnx+=straightened
slowly ^rb+cnj+++=slowly,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
hand ^nn++++=hand
bleeding ^vwbg+++xvbg+=bleeding
where ^wrb+who+++=where
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
struck ^vprf+++xvbnx+=struck
a ^at++++=a
bolt ^nn++++=bolt.
. ^zz++++=EXTRAWORD
" ^zz++++="Was
was ^vbd+bedz+vrb++=EXTRAWORD
it ^pp3+it+++=it
" ^zz++++="
he ^pp3a+pp3+++=he
began ^vbd+++xvbnx+=began.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
bull ^nn++++=bull,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Baptiste ^np+++??+=Baptiste
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
Mcleod ^np+++??+=McLeod
took ^vbd+++xvbn+=took
the ^ati++++=the
lantern ^nn++++=lantern
from ^in++++=from
its ^pp$+it+++=its
hook ^nn++++=hook.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
face ^nn++++=face
had ^vbd+hvd+aux++=had
lost ^vprf+++xvbnx+=lost
all ^abn++++=all
humour ^nn++++=humour.
. ^zz++++=EXTRAWORD
" ^zz++++="Stay
stay ^vb++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
engine ^nn++++=engine,
, ^zz++++=EXTRAWORD
Baptiste ^np+++??+=Baptiste.
. ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come,
, ^zz++++=EXTRAWORD
Dud ^np+++??+=Dud."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
climbed ^vbd+++xvbnx+=climbed
down ^rp++++=down.
. ^zz++++=EXTRAWORD
The ^ati++++=The
moon ^nn++++=moon
shone ^vbd+++xvbn+=shone
clearly ^rb++++=clearly
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
the ^ati++++=the
train ^nn++++=train
the ^ati++++=the
rails ^nns++++=rails
gleamed ^vbd+++xvbn+=gleamed
in ^in++++=in
two ^cd++++=two
converging ^vbg+++xvbg+=converging
lines ^nns++++=lines,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
along ^in++++=along
one ^pn++++=one
of ^in++++=of
them ^pp3o+pp3+++=them
lay ^vbd+++xvbn+=lay
dark ^jj+atrb+++=dark
stains ^nns++++=stains.
. ^zz++++=EXTRAWORD
The ^ati++++=The
silence ^nn++++=silence
after ^cs+sub+++=after
the ^ati++++=the
engine ^nn++++=engine's
's ^$++++=EXTRAWORD
uproar ^nn++++=uproar
was ^vbd+bedz+vrb++=was
immense ^jj+pred+++=immense.
. ^zz++++=EXTRAWORD
Water ^nn++++=Water
dripped ^vbd+++xvbn+=dripped
in ^in++++=in
the ^ati++++=the
marsh ^nn++++=marsh;
; ^zz++++=EXTRAWORD
somewhere ^rb++++=somewhere
far ^rb+pl+++=far
off ^in+strn+++=off,
, ^zz++++=EXTRAWORD
disturbed ^jj+atrb++xvbn+=disturbed
geese ^nns++++=geese
called ^vbd+++xvbn+=called
once ^rb+tm+++=once
and ^cc++++=and
were ^vbd+bed+vrb++=were
still ^rb++++=still.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
walked ^vbd+++xvbnx+=walked
back ^jjb++++=back
beside ^in+pl+++=beside
the ^ati++++=the
track ^nn++++=track.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
found ^vbd+vprv++xvbnx+=found
the ^ati++++=the
bull ^np++++=bull
at ^rb++++=at
the ^ati++++=the
foot ^nn++++=foot
of ^in++++=of
the ^ati++++=the
embankment ^nn+nom+++=embankment,
, ^zz++++=EXTRAWORD
among ^in++++=among
frosted ^jj+atrb+++=frosted
grass ^nn++++=grass.
. ^zz++++=EXTRAWORD
The ^ati++++=The
collision ^nn++++=collision
had ^vbd+hvd+aux++=had
shattered ^vprf+++xvbnx+=shattered
him ^pp3o+pp3+++=him
frightfully ^rb++++=frightfully.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
shoulder ^nn+nom+++=shoulder
was ^vbd+bedz+aux++=was
crushed ^vpsv++agls+xvbnx+=crushed;
; ^zz++++=EXTRAWORD
the ^ati++++=the
great ^jj+atrb+++=great
body ^nn++++=body
lay ^vbd+++xvbn+=lay
twisted ^jj+++xvbn+=twisted;
; ^zz++++=EXTRAWORD
blood ^nn++++=blood
darkened ^vbd+++xvbn+=darkened
the ^ati++++=the
white ^jj+atrb+++=white
sedges ^nns+++??+=sedges.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
the ^ati++++=the
head ^jjb++++=head
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen
upon ^in++++=upon
a ^at++++=a
patch ^nn++++=patch
of ^in++++=of
soft ^jj+atrb+++=soft
moss ^np++++=moss,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
antlers ^nns+nom+++=antlers
were ^vbd+bed+vrb++=were
unbroken ^jj+pred+++=unbroken.
. ^zz++++=EXTRAWORD
Hemenway ^np+++??+=Hemenway
stopped ^vbd+++xvbn+=stopped
above ^rb++++=above
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
left ^jj+++xvbn+=left
palm ^np++++=palm
carried ^vbd+++xvbn+=carried
three ^cd++++=three
pale ^nn++++=pale
tines ^nns+++??+=tines,
, ^zz++++=EXTRAWORD
bleached ^j+++xvbn+=bleached
almost ^rb+hdg+++=almost
white ^jj++++=white.
. ^zz++++=EXTRAWORD
" ^zz++++="Silverhorns,"
silverhorns ^nns+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Mcleod ^np+++??+=McLeod
lowered ^vbd+++xvbn+=lowered
the ^ati++++=the
lantern ^nn++++=lantern.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
yellow ^jj+atrb+++=yellow
glow ^nn++++=glow
moved ^vbd+++xvbn+=moved
over ^in++++=over
the ^ati++++=the
grey ^jj+atrb+++=grey
muzzle ^nn++++=muzzle,
, ^zz++++=EXTRAWORD
the ^ati++++=the
torn ^jj+atrb++xvbn+=torn
ear ^nn++++=ear,
, ^zz++++=EXTRAWORD
the ^ati++++=the
scars ^nns++++=scars
along ^in++++=along
the ^ati++++=the
flank ^nn++++=flank.
. ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+vrb++=EXTRAWORD
ye ^pp2+pp2+++=ye
certain ^jj++++=certain?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
could ^md+pos+++=could
not ^xnot++not++=not
mistake ^nn++++=mistake
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
great ^jj+atrb+++=great
eye ^nn++++=eye
was ^vbd+bedz+vrb++=was
half ^abn++++=half
open ^jj++++=open,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
whatever ^nn+nom+++=whatever
fierceness ^nns+nom+++=fierceness
or ^cc++++=or
cunning ^jj++++=cunning
had ^vbd+hvd+aux++=had
lived ^vprf+++xvbnx+=lived
there ^ex+pex+++=there
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone.
. ^zz++++=EXTRAWORD
Without ^in++++=Without
motion ^nn++++=motion,
, ^zz++++=EXTRAWORD
the ^ati++++=the
bull ^nn++++=bull
seemed ^vbd+seem++xvbn+=seemed
larger ^jjr++++=larger
than ^in++++=than
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
in ^in++++=in
the ^ati++++=the
forest ^nn++++=forest,
, ^zz++++=EXTRAWORD
less ^ql++++=less
like ^vb++++=like
quarry ^nn++++=quarry
than ^in++++=than
some ^dti++++=some
fallen ^vprf+++xvbn+=fallen
fragment ^nn+nom+++=fragment
of ^in++++=of
the ^ati++++=the
wilderness ^nns+nom+++=wilderness
itself ^ppl++++=itself.
. ^zz++++=EXTRAWORD
The ^ati++++=The
antlers ^nns+nom+++=antlers
rose ^vbd+++xvbn+=rose
from ^in++++=from
the ^ati++++=the
moss ^np++++=moss
in ^in++++=in
a ^at++++=a
vast ^jj+atrb+++=vast,
, ^zz++++=EXTRAWORD
useless ^jj+atrb+++=useless
splendour ^nn++++=splendour.
. ^zz++++=EXTRAWORD
Hemenway ^np+++??+=Hemenway
knelt ^vbd+++xvbn+=knelt.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
put ^vbd+++xvbnx+=put
one ^cd1++++=one
hand ^nn++++=hand
upon ^in++++=upon
the ^ati++++=the
rough ^jj+atrb+++=rough
forehead ^nn++++=forehead,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
drew ^vbd+++xvbn+=drew
it ^pp3+it+++=it
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
For ^in++++=For
seven ^cd++++=seven
years ^nns++++=years
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
imagined ^vprf+++xvbnx+=imagined
this ^dt+dem+++=this
moment ^nn++++=moment.
. ^zz++++=EXTRAWORD
In ^in++++=In
imagination ^nn+nom+++=imagination
there ^rn+pl+++=there
had ^vb+hv+aux++=had
always ^rb++splt++=always
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
clean ^nn++++=clean
shot ^vbd+++xvbn+=shot,
, ^zz++++=EXTRAWORD
a ^at++++=a
triumphant ^jj+atrb+++=triumphant
guide ^nn++++=guide,
, ^zz++++=EXTRAWORD
measurements ^nns+nom+++=measurements
taken ^vwbn+++xvbn+=taken
with ^in++++=with
reverence ^nn+nom+++=reverence,
, ^zz++++=EXTRAWORD
photographs ^nns++++=photographs,
, ^zz++++=EXTRAWORD
congratulations ^nns+nom+++=congratulations,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
magnificent ^jj+atrb+++=magnificent
head ^nn++++=head
borne ^vwbn+++xvbn+=borne
home ^nr++++=home
as ^in++++=as
proof ^nn++++=proof
of ^in++++=of
patience ^nn+nom+++=patience
and ^cc++++=and
skill ^nn++++=skill.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
in ^in++++=in
those ^dt+dem+++=those
pictures ^nns++++=pictures
resembled ^vbd+++xvbn+=resembled
the ^ati++++=the
broken ^jj+atrb++xvbn+=broken
body ^nn++++=body
beside ^in+pl+++=beside
the ^ati++++=the
railway ^nn++++=railway.
. ^zz++++=EXTRAWORD
Mcleod ^np+++??+=McLeod
stood ^vbd+++xvbn+=stood
with ^in++++=with
the ^ati++++=the
lantern ^nn++++=lantern
hanging ^vwbg+++xvbg+=hanging
at ^rb++++=at
his ^pp$+pp3+++=his
side ^nn++++=side.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Dud ^np+++??+=Dud,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
voice ^nn++++=voice
was ^vbd+bedz+vrb++=was
gentle ^jj+pred+++=gentle,
, ^zz++++=EXTRAWORD
" ^zz++++="ye've
ye ^pp2+pp2+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
killed ^vprf+++xvbnx+=killed
your ^pp$+pp2+++=your
first ^od++++=first
moose ^vb+++??+=moose."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hemenway ^np+++??+=Hemenway
looked ^vbd+++xvbn+=looked
back ^jjb++++=back
toward ^in++++=toward
the ^ati++++=the
locomotive ^nn++++=locomotive.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
waited ^vbd+++xvbn+=waited
in ^in++++=in
the ^ati++++=the
moonlight ^nn++++=moonlight,
, ^zz++++=EXTRAWORD
steam ^nn++++=steam
drifting ^vwbg+++xvbg+=drifting
about ^in++++=about
its ^pp$+it+++=its
wheels ^nns++++=wheels,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
great ^jj+atrb+++=great
eye ^nn++++=eye
shining ^vwbg+++xvbg+=shining
steadily ^rb++++=steadily
down ^in++++=down
the ^ati++++=the
track ^nn++++=track.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
guilt ^nn++++=guilt
in ^cs+sub+++=in
that ^cs"++++=that
obedient ^jj+atrb+++=obedient
machine ^nn++++=machine,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
triumph ^nn++++=triumph;
; ^zz++++=EXTRAWORD
only ^rb+down+++=only
power ^nn++++=power
arrested ^vwbn+++xvbn+=arrested
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment
before ^cs+sub+++=before
it ^pp3+it+++=it
resumed ^vbd+++xvbn+=resumed
its ^pp$+it+++=its
appointed ^vbd+++xvbn+=appointed
course ^nn++++=course.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
had ^vb+hv+vrb++=had
a ^at++++=a
hand ^nn++++=hand
in ^in++++=in
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hemenway ^np+++??+=Hemenway
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="We'll
we ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
divide ^vb++++=divide
the ^ati++++=the
honour ^nn++++=honour."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="An
an ^at++++=EXTRAWORD
honour ^nn++++=honour
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hemenway ^np+++??+=Hemenway
answered ^vbd+vpub++xvbn+=answered.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+tht0++=think
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
remained ^vbd+++xvbnx+=remained
there ^rn+pl+++=there
a ^rb++++=a
little ^rb"++++=little
while ^cs+sub+++=while.
. ^zz++++=EXTRAWORD
Neither ^dt++neg++=Neither
spoke ^vbd+++xvbn+=spoke
of ^in++++=of
the ^ati++++=the
delayed ^jj+atrb++xvbn+=delayed
train ^nn++++=train,
, ^zz++++=EXTRAWORD
the ^ati++++=the
lost ^xvbn+++xvbn+=lost
minutes ^nns++++=minutes,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
the ^ati++++=the
passengers ^nns+nom+++=passengers
who ^whp+rel+subj++=who
would ^md+prd+++=would
presently ^rb+tm+splt++=presently
wonder ^vb++++=wonder
why ^wrb+who+++=why
the ^ati++++=the
local ^jj++++=local
had ^vbd+hvd+aux++=had
stopped ^vprf+++xvbnx+=stopped
in ^in++++=in
the ^ati++++=the
wilderness ^nns+nom+++=wilderness.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
bull ^nn++++=bull
lay ^vbd+++xvbn+=lay
among ^in++++=among
the ^ati++++=the
sedges ^nns+++??+=sedges
with ^in++++=with
his ^pp$+pp3+++=his
crown ^nn++++=crown
intact ^jj++++=intact,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
death ^nn++++=death
itself ^ppl++++=itself
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
unable ^jj++++=unable
to ^to+jcmp+++=to
disarm ^vbi++++=disarm
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
At ^rb++++=At
length ^rb"++++=length
Mcleod ^np+++??+=McLeod
touched ^vbd+++xvbn+=touched
Hemenway ^np++++=Hemenway's
's ^$++++=EXTRAWORD
shoulder ^nn+nom+++=shoulder.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
must ^md+nec+++=must
go ^vb++++=go."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hemenway ^np+++??+=Hemenway
rose ^vbd+++xvbn+=rose.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
once ^rb+tm+++=once
more ^rbr++++=more
at ^in++++=at
the ^ati++++=the
pale ^nn++++=pale
tines ^nns+++??+=tines,
, ^zz++++=EXTRAWORD
the ^ati++++=the
battered ^jj+atrb++xvbn+=battered
shoulder ^nn+nom+++=shoulder,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
head ^jjb++++=head
that ^dt+pdem+++=that
had ^vbd+hvd+aux++=had
lowered ^vprf+++xvbnx+=lowered
against ^in++++=against
the ^ati++++=the
impossible ^jj+atrb+++=impossible
brightness ^nns+nom+++=brightness.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
a ^at++++=a
fighter ^nn++++=fighter,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Aye."
aye ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
first ^od++++=first
moose ^vb+++??+=moose."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Aye."
aye ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hemenway ^np+++??+=Hemenway
picked ^vbd+++xvbn+=picked
up ^rp++++=up
the ^ati++++=the
lantern ^nn++++=lantern.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
my ^pp$+pp1+++=my
last ^ap++++=last,
, ^zz++++=EXTRAWORD
Angus ^np++++=Angus."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
climbed ^vbd+++xvbnx+=climbed
the ^ati++++=the
embankment ^nn+nom+++=embankment
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
them ^pp3o+pp3+++=them
Silverhorns ^np+++??+=Silverhorns
lay ^vbd+++xvbn+=lay
still ^jj+pred+++=still
beneath ^in+pl+++=beneath
the ^ati++++=the
moon ^nn++++=moon;
; ^zz++++=EXTRAWORD
before ^cs+sub+++=before
them ^pp3o+pp3+++=them
the ^ati++++=the
locomotive ^nn++++=locomotive
breathed ^vbd+++xvbn+=breathed
upon ^in++++=upon
the ^ati++++=the
rails ^nns++++=rails,
, ^zz++++=EXTRAWORD
impatient ^jj++++=impatient
to ^to+jcmp+++=to
conquer ^vb++++=conquer
the ^ati++++=the
remaining ^jj+atrb+++=remaining
darkness ^nns+nom+++=darkness.
. ^zz++++=EXTRAWORD
