Well ^rb+cnj+++=Well,
a ^at++++=a
quilt ^nn++++=quilt,
, ^zz++++=EXTRAWORD
wet ^jj+atrb+++=wet
clothes ^nns++++=clothes
and ^cc++++0=an'
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
carried ^vbd+++xvbn+=carried
him ^pp3o+pp3+++=him
to ^in++++=to
the ^ati++++=the
kitchen ^nn++++=kitchen.
. ^zz++++=EXTRAWORD
The ^ati++++=The
swollen ^jj+atrb+++=swollen
foot ^nn++++=foot
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
prevent ^vb++++=prevent
him ^pp3o+pp3+++=him
from ^in++++=from
eatin ^nn+++??+=eatin'
' ^zz++++=EXTRAWORD
two ^cd++++=two
slices ^nns++++=slices
of ^in++++=of
apple ^nn++++=apple
pie ^nn++++=pie,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
weakened ^vbd+++xvbn+=weakened
our ^pp$+pp1+++=our
belief ^nn++++=belief
in ^in++++=in
lockjaw ^nn+++??+=lockjaw
considerable ^jj++++=considerable.
. ^zz++++=EXTRAWORD
Doctor ^nn++++=Doctor
Peavy ^np+++??+=Peavy
arrived ^vbd+++xvbn+=arrived
near ^in+pl+++=near
dark ^jj++++=dark,
, ^zz++++=EXTRAWORD
cross ^nn++++=cross
and ^cc++++0=an'
muddy ^jj++++=muddy.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
the ^ati++++=the
foot ^nn++++=foot,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
common ^jj+atrb+++=common
inflammation ^nn+nom+++=inflammation,
, ^zz++++=EXTRAWORD
opened ^j+++xvbn+=opened
the ^ati++++=the
place ^nn++++=place
with ^in++++=with
a ^at++++=a
lancet ^nn++++=lancet
before ^cs+sub+++=before
Sonny ^nn++++=Sonny
understood ^vwbn+vprv++xvbn+=understood
what ^wdt+who+++=what
was ^vbd+bedz+vrb++=was
happenin ^nn+++??+=happenin',
', ^nn+++??+=EXTRAWORD
and ^cc++++0=an'
found ^vbd+vprv++xvbn+=found
a ^rb++++=a
little ^rb"++++=little
piece ^nn++++=piece
of ^in++++=of
splinter ^nn+nom+++=splinter
still ^jj+pred+++=still
inside ^jjb++++=inside.
. ^zz++++=EXTRAWORD
Sonny ^nn++++=Sonny
hollered ^vbd+++xvbn+=hollered,
, ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
stuck ^vbd+++xvbn+=stuck
me ^pp1o+pp1+++=me!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Correct,"
correct ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Doctor ^nn++++=Doctor
Peavy ^np+++??+=Peavy.
. ^zz++++=EXTRAWORD
" ^zz++++="An'
and ^cc+cls+++0=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
climb ^vb++++=climb
anything ^pn++++=anything
tomorrow ^nr+tm+++=tomorrow,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
stick ^vb++++=stick
you ^pp2+pp2+++=you
twice ^rb++++=twice."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sonny ^nn++++=Sonny
studied ^vbd+++xvbn+=studied
him ^pp3o+pp3+++=him
and ^cc++++0=an'
decided ^vbd+vprv+tht0+xvbn+=decided
he ^pp3a+pp3+++=he
meant ^vbd+vprv+tht0+xvbnx+=meant
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
the ^ati++++=the
doctor ^nn++++=doctor
left ^vbd+++xvbn+=left,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
set ^vpsv++by+xvbn+=set
by ^in++++=by
the ^ati++++=the
kitchen ^nn++++=kitchen
stove ^nn++++=stove
dryin ^nn+++??+=dryin'
' ^zz++++=EXTRAWORD
Sonny ^np++++=Sonny's
's ^$++++=EXTRAWORD
hair ^nn++++=hair.
. ^zz++++=EXTRAWORD
Marthy ^np+++??+=Marthy
rubbed ^vbd+++xvbn+=rubbed
it ^pp3+it+++=it
with ^in++++=with
a ^at++++=a
towel ^nn++++=towel
while ^cs+sub+++=while
I ^pp1a+pp1+++=I
warmed ^vbd+++xvbnx+=warmed
his ^pp$+pp3+++=his
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
sweeter ^jjr+pred+++=sweeter
than ^in++++=than
usual ^jj++++=usual,
, ^zz++++=EXTRAWORD
thanked ^j+++xvbn+=thanked
her ^pp$+pp3+++=her
for ^in++++=for
the ^ati++++=the
pie ^nn++++=pie,
, ^zz++++=EXTRAWORD
called ^j+++xvbn+=called
me ^pp1o+pp1+++=me
" ^zz++++="dear
dear ^jj+atrb+++=EXTRAWORD
Papa ^npt++++=Papa"
" ^zz++++=EXTRAWORD
without ^in++++=without
wantin ^nn+++??+=wantin'
' ^zz++++=EXTRAWORD
anything ^pn++++=anything
immediate ^jj++++=immediate,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
even ^rb++++=even
apologized ^vbd+++xvbn+=apologized
to ^in++++=to
Amos ^np+++??+=Amos
for ^in++++=for
pourin ^nn+++??+=pourin'
' ^zz++++=EXTRAWORD
water ^nn++++=water
on ^in++++=on
him ^pp3o+pp3+++=him
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
added ^vbd+vpub++xvbnx+=added
that ^tht+vcmp+++=that
Amos ^np+++??+=Amos
had ^vb+hv+vrb++=had
no ^at++++=no
business ^nns+nom+++=business
climbin ^nn+++??+=climbin'.
'. ^nn+++??+=EXTRAWORD
Presently ^rb+tm+++=Presently
he ^pp3a+pp3+++=he
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
" ^zz++++="Pa,
pa ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
next ^ap++++=next
time ^nn++++=time
I ^pp1a+pp1+++=I
get ^vb++++=get
christened ^vbd+++xvbn+=christened,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
stand ^vb++++=stand
by ^in++++=by
the ^ati++++=the
bowl ^nn++++=bowl."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
no ^at++++=no
next ^ap++++=next
time ^nn++++=time."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stopped ^vbd+++xvbnx+=stopped
still ^jj+pred+++=still.
. ^zz++++=EXTRAWORD
" ^zz++++="Why?"
why ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Baptism
baptism ^nn+nom+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+aux++=be
repeated ^vpsv++agls+xvbnx+=repeated."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
ever ^rb++++=ever?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
son ^nn++++=son.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
is ^vbz+bez+vrb++=is
enough ^qlp++++=enough."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
thought ^vbd+++xvbnx+=thought
a ^at++++=a
long ^rb++++=long
while ^cs+sub+++=while,
, ^zz++++=EXTRAWORD
pullin ^np++++=pullin'
' ^zz++++=EXTRAWORD
a ^at++++=a
loose ^jj+atrb+++=loose
thread ^nn++++=thread
from ^in++++=from
the ^ati++++=the
quilt ^nn++++=quilt.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
up ^rp++++=up,
, ^zz++++=EXTRAWORD
troubled ^j+++xvbn+=troubled.
. ^zz++++=EXTRAWORD
" ^zz++++="S'pos'in'
s ^zz++++=EXTRAWORD
'pos'in' ^nn+++??+=EXTRAWORD
mine ^pp$$++++=mine
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
take ^vb++++=take?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Marthy ^np+++??+=Marthy
looked ^vbd+++xvbn+=looked
at ^rb++++=at
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
both ^abx++++=both
recollected ^jj+++xvbn+=recollected
all ^abn++++=all
them ^pp3o+pp3+++=them
vaccinated ^vbd+++xvbn+=vaccinated
arms ^nns++++=arms,
, ^zz++++=EXTRAWORD
Aunt ^nn++++=Aunt
Dicey ^np++++=Dicey's
's ^$++++=EXTRAWORD
judgment ^nn+nom+++=judgment,
, ^zz++++=EXTRAWORD
Brindle ^np+++??+=Brindle
kickin ^nn+++??+=kickin'
' ^zz++++=EXTRAWORD
the ^ati++++=the
doctor ^nn++++=doctor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
Sonny ^nn++++=Sonny
safe ^jj++++=safe
in ^in++++=in
the ^ati++++=the
smokehouse ^nn+++??+=smokehouse
loft ^nn++++=loft.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
just ^rb+emph+++=just
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
leaned ^vbd+++xvbnx+=leaned
over ^in++++=over
and ^cc++++0=an'
kissed ^vbd+++xvbn+=kissed
his ^pp$+pp3+++=his
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own
accord ^nn++++=accord,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
offered ^vbd+++xvbn+=offered
me ^pp1o+pp1+++=me
the ^ati++++=the
largest ^jjt++++=largest
half ^abn++++=half
of ^in++++=of
his ^pp$+pp3+++=his
last ^jj+atrb+++=last
piece ^nn++++=piece
of ^in++++=of
pie ^nn++++=pie.
. ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
son ^nn++++=son,
, ^zz++++=EXTRAWORD
judgin ^nn+++??+=judgin'
' ^zz++++=EXTRAWORD
by ^in++++=by
symptoms ^nns++++=symptoms,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
reckon ^vb+vprv+tht0++=reckon
it ^pp3+it+++=it's
's ^vbz+bez+aux++0=EXTRAWORD
commenced ^vpsv++agls+xvbnx+=commenced
to ^to++++=to
take ^vbi++++=take
already ^rb++++=already."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++0=An'
Marthy ^np+++??+=Marthy
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
doubt ^vb++++=doubt
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
Deuteronomy ^np+++??+=Deuteronomy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Which ^whp+who+++=Which
one ^cd1++++=one
she ^pp3a+pp3+++=she
meant ^vbd+vprv++xvbnx+=meant,
, ^zz++++=EXTRAWORD
me ^pp1o+pp1+++=me
or ^cc++++=or
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There's
's ^vbz+bez+vrb++0=EXTRAWORD
two ^cd++++=two
Seniors ^nns++++=Seniors
in ^in++++=in
the ^ati++++=the
family ^nn++++=family
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
accordin ^nn+++??+=accordin'
' ^zz++++=EXTRAWORD
to ^in++++=to
church ^nn++++=church
record ^nn++++=record,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though
only ^rb+down+++=only
one ^pn++++=one
of ^in++++=of
us ^pp1o+pp1+++=us
can ^md+pos+++=can
write ^vb++++=write
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
we ^pp1a+pp1+++=we've
've ^vb+hv+aux++0=EXTRAWORD
'd ^md+prd+vrb++=had
peace ^nn++++=peace
ever ^rb++++=ever
since ^in+strn+++=since,
, ^zz++++=EXTRAWORD
exceptin ^nn+++??+=exceptin'
' ^zz++++=EXTRAWORD
Sonny ^nn++++=Sonny
says ^vbz+vpub+++=says
when ^wrb+who+whcl++=when
the ^ati++++=the
bishop ^nn++++=bishop
comes ^vbz++++=comes
he ^pp3a+pp3+++=he
intends ^vbz++++=intends
to ^to+vcmp+++=to
ask ^vbi++++=ask
whether ^cs+who+++=whether
a ^at++++=a
person ^nn++++=person
baptized ^vwbn+++xvbn+=baptized
by ^in++++=by
rain ^nn++++=rain
is ^vbz+bez+aux++=is
allowed ^vb++pmd"+xvbnx+=allowed
to ^to+vcmp+pmd++=to
carry ^vb++++=carry
an ^at++++=an
umbrella ^nn++++=umbrella.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
reckon ^vb+vprv+++=reckon
Reverend ^npt++++=Reverend
Vale ^nn++++=Vale'll
'll ^md+prd+++0=EXTRAWORD
answer ^vb++++=answer
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
patient ^nn++++=patient
man ^nn++++=man,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir.
. ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=He
needs ^vb++++=needs
to ^to+vcmp+++=to
be ^vbi++vrb++=be.
. ^zz++++=EXTRAWORD
