*[sam ^nn+++??+=*[Sam
fire ^nn++++=fire
may ^md+pos+++=may
burn ^vb++++=burn,
, ^zz++++=EXTRAWORD
boys ^nns++++=boys,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
if ^cs+cnd+++=if
the ^ati++++=the
kettle ^nn++++=kettle
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
sing ^vb++++=sing,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
feel ^vb+vprv+tht0++=feel
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
somethin ^nn+++??+=somethin'
' ^zz++++=EXTRAWORD
gone ^vprf+++xvbn+=gone
wrong ^jj++++=wrong.
. ^zz++++=EXTRAWORD
" ^zz++++="At
at ^rb++++=EXTRAWORD
last ^rb"++++=last
the ^ati++++=the
parson ^nn++++=parson
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++='Huldah,
huldah ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
you ^pp2+pp2+++=you
unwell ^jj++++=unwell?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'No,
' ^zz++++=EXTRAWORD
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Has
' ^zz++++=EXTRAWORD
has ^vbz+hvz+vrb++=EXTRAWORD
some ^dti++++=some
difficulty ^nn++++=difficulty
arisen ^vprf+++xvbn+=arisen
with ^in++++=with
the ^ati++++=the
household ^nn++++=household?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'No,
' ^zz++++=EXTRAWORD
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Has
' ^zz++++=EXTRAWORD
has ^vbz+hvz+aux++=EXTRAWORD
Enoch ^np++++=Enoch
again ^rb+tm+++=again
neglected ^vbd+++xvbn+=neglected
the ^ati++++=the
gate ^nn++++=gate?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'No,
' ^zz++++=EXTRAWORD
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Then
' ^zz++++=EXTRAWORD
then ^rn+tm+++=EXTRAWORD
something ^pn++++=something
has ^vbz+hvz+aux++=has
disturbed ^vprf+++xvbnx+=disturbed
you ^pp2+pp2+++=you.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
folded ^vbd+++xvbnx+=folded
a ^at++++=a
towel ^nn++++=towel
very ^ql+amp+++=very
exact ^jj++++=exact.
. ^zz++++=EXTRAWORD
" ^zz++++="'I've
' ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
been ^vprf+ben+vrb+xvbnx+=been
thinkin ^nn+++??+=thinkin'
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^md"+hvd+pmd"++0=EXTRAWORD
better ^md+atrb+md++=better
leave ^vb++++=leave,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
parson ^nn++++=parson
laid ^vbd+++xvbn+=laid
down ^rb+phrv+++=down
his ^pp$+pp3+++=his
pen ^nn++++=pen.
. ^zz++++=EXTRAWORD
" ^zz++++="'Leave?'
' ^zz++++=EXTRAWORD
leave ^vb++++=EXTRAWORD
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Yes,
' ^zz++++=EXTRAWORD
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir.
. ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
November ^nr+nom+++=November,
, ^zz++++=EXTRAWORD
maybe ^rb+hdg+++=maybe.
. ^zz++++=EXTRAWORD
Mis ^npt++++=Mis'
' ^zz++++=EXTRAWORD
Elderkin ^np+++??+=Elderkin
over ^in++++=over
in ^in++++=in
South ^np+pl+++=South
Parish ^nn++++=Parish
needs ^nns++++=needs
somebody ^pn++++=somebody.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'But
' ^zz++++=EXTRAWORD
but ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
needed ^vpsv++agls+xvbnx+=needed
here ^rn+pl+++=here.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'There's
' ^zz++++=EXTRAWORD
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
others ^aps++++=others
can ^md+pos+++=can
do ^vb+do+vrb++=do.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Not
' ^zz++++=EXTRAWORD
not ^xnot++not++=EXTRAWORD
as ^ql++++=as
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'They
' ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=EXTRAWORD
might ^md+pos+++=might,
, ^zz++++=EXTRAWORD
with ^in++++=with
time ^nn++++=time.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
parson ^nn++++=parson
took ^vbd+++xvbn+=took
off ^rb+phrv+++=off
his ^pp$+pp3+++=his
spectacles ^nns++++=spectacles,
, ^zz++++=EXTRAWORD
wiped ^j+++xvbn+=wiped
' ^zz++++='em,
em ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
put ^j+++xvbn+=put
them ^pp3o+pp3+++0='em
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
looked ^vbd+++xvbn+=looked
at ^rb++++=at
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
' ^zz++++='Huldah,
huldah ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
have ^vb+hv+aux++=have
I ^pp1a+pp1+++=I
given ^vbd+++xvbnx+=given
offense ^nn+++??+=offense?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Oh,
' ^zz++++=EXTRAWORD
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
no ^at++++=no,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir!
! ^zz++++=EXTRAWORD
Never ^rb++++=Never.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Then
' ^zz++++=EXTRAWORD
then ^rn+tm+++=EXTRAWORD
why ^wrb+who+++=why
should ^md+nec+++=should
you ^pp2+pp2+++=you
alter ^vb++++=alter
an ^at++++=an
arrangement ^nn+nom+++=arrangement
which ^whp+rel+subj++=which
has ^vbz+hvz+aux++=has
proved ^vprf+++xvbnx+=proved
beneficial ^jj++++=beneficial?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
answer ^vbi++++=answer,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
her ^pp$+pp3+++=her
mouth ^nn++++=mouth
trembled ^vbd+++xvbn+=trembled.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
she ^pp3a+pp3+++=she
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++='Folks
folks ^nns++++=EXTRAWORD
are ^vb+ber+vrb++=are
talkin ^nn+++??+=talkin'.'
'.' ^nn+++??+=EXTRAWORD
" ^zz++++="'Folks
' ^zz++++=EXTRAWORD
folks ^nns++++=EXTRAWORD
are ^vb+ber+aux++=are
generally ^rb+down+splt++=generally
talking ^vbg+++xvbgx+=talking,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
the ^ati++++=the
parson ^nn++++=parson.
. ^zz++++=EXTRAWORD
" ^zz++++="'About
' ^zz++++=EXTRAWORD
about ^rb++++=EXTRAWORD
me ^pp1o+pp1+++=me
and ^cc++++=and
you ^pp2+pp2+++=you.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
looked ^vbd+++xvbnx+=looked
puzzled ^jj+++xvbn+=puzzled.
. ^zz++++=EXTRAWORD
" ^zz++++="'They
' ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=EXTRAWORD
say ^vb+vpub+tht0++=say
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
stayin ^nn+++??+=stayin'
' ^zz++++=EXTRAWORD
here ^rn+pl+++=here
to ^to++++=to
to ^to++++=to
catch ^vbi++++=catch
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
say ^vb+vpub+tht0++=say
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
makin ^nn+++??+=makin'
' ^zz++++=EXTRAWORD
myself ^ppl+pp1+++=myself
necessary ^jj++++=necessary
on ^in++++=on
purpose ^nn++++=purpose.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
say ^vb+vpub+tht0++=say
it ^pp3+it+++=it
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
proper ^jj++++=proper.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
parson ^nn++++=parson's
's ^$++++=EXTRAWORD
face ^vb++++=face
changed ^vbd+++xvbn+=changed.
. ^zz++++=EXTRAWORD
First ^rb++++=First
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
astonished ^vbd+++xvbn+=astonished,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
grieved ^jj+++xvbn+=grieved,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
stern ^nn++++=stern
in ^in++++=in
the ^ati++++=the
way ^nn++++=way
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
when ^wrb+who+++=when
rebukin ^nn+++??+=rebukin'
' ^zz++++=EXTRAWORD
doctrinal ^jj+atrb+++=doctrinal
error ^nn++++=error.
. ^zz++++=EXTRAWORD
" ^zz++++="'Who
' ^zz++++=EXTRAWORD
who ^whp+who+++=EXTRAWORD
has ^vbz+hvz+aux++=has
said ^vprf++tht0+xvbnx+=said
this ^dt+pdem+++=this?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'It
' ^zz++++=EXTRAWORD
it ^pp3+it+++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
matter ^nn++++=matter.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'It
' ^zz++++=EXTRAWORD
it ^pp3+it+++=EXTRAWORD
matters ^nns+nom+++=matters
insofar ^nn+++??+=insofar
as ^ql++++=as
false ^jj+atrb+++=false
witness ^nns+nom+++=witness
is ^vbz+bez+aux++=is
prohibited ^vpsv++by+xvbnx+=prohibited
by ^in++++=by
the ^ati++++=the
ninth ^od++++=ninth
commandment ^nn+nom+++=commandment.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Please
' ^zz++++=EXTRAWORD
please ^uh++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
ask ^vb++++=ask
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
stay ^vb++++=stay
after ^cs+sub+++=after
knowin ^nn+++??+=knowin'.
'. ^nn+++??+=EXTRAWORD
Mis ^npt++++=Mis'
' ^zz++++=EXTRAWORD
Carryl ^np+++??+=Carryl
was ^vbd+bedz+vrb++=was
good ^jj+pred+++=good
to ^to+jcmp+++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you've
've ^vb+hv+aux++0=EXTRAWORD
been ^vprf+ben+vrb+xvbnx+=been
good ^jj++++=good
to ^to+jcmp+++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
rather ^rb++splt++=rather
go ^vb++++=go
than ^in++++=than
bring ^nn++++=bring
shame ^vb++++=shame
on ^in++++=on
the ^ati++++=the
house ^nn++++=house.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
turned ^vbd+++xvbnx+=turned
away ^rb+phrv+++=away
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
parson ^nn++++=parson
saw ^vbd+vprv++xvbn+=saw
a ^at++++=a
tear ^nn++++=tear
fall ^nn++++=fall
on ^in++++=on
the ^ati++++=the
clean ^jj+atrb+++=clean
towel ^nn++++=towel.
. ^zz++++=EXTRAWORD
" ^zz++++="Wal,
wal ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
answer ^vb++++=answer
quick ^jj++++=quick.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
rose ^vbd+++xvbnx+=rose
and ^cc+phrs+++=and
walked ^vbd+++xvbn+=walked
to ^in++++=to
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
Outside ^jjb++++=Outside,
, ^zz++++=EXTRAWORD
the ^ati++++=the
garden ^nn++++=garden
was ^vbd+bedz+vrb++=was
in ^in++++=in
late ^jj+atrb+++=late
bloom ^nn++++=bloom.
. ^zz++++=EXTRAWORD
Huldy ^np++++=Huldy's
's ^$++++=EXTRAWORD
asters ^nn++++=asters
stood ^vbd+++xvbn+=stood
purple ^jj++++=purple
by ^in++++=by
the ^ati++++=the
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sweet ^jj+atrb+++=sweet
peas ^nns++++=peas
climbed ^vbd+++xvbn+=climbed
the ^ati++++=the
strings ^nns++++=strings,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
speckled ^jj+atrb++xvbn+=speckled
hen ^nn++++=hen
went ^vwbn+++xvbn+=went
by ^in++++=by
with ^in++++=with
three ^cd++++=three
half ^abn++++=half-grown
- ^zz++++=EXTRAWORD
grown ^xvbn+++xvbn+=EXTRAWORD
turkeys ^nns+++??+=turkeys
she ^pp3a+pp3+++=she
still ^rb++++=still
considered ^vbd+vprv++xvbn+=considered
babies ^nns++++=babies.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
was ^vbd+bedz+vrb++=was
the ^ati++++=the
pigpen ^jj+++xvbn+=pigpen,
, ^zz++++=EXTRAWORD
neat ^jj++++=neat
and ^cc+phrs+++=and
tight ^jj++++=tight,
, ^zz++++=EXTRAWORD
with ^in++++=with
two ^cd++++=two
pigs ^nns++++=pigs
sleepin ^nn+++??+=sleepin'
' ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
sun ^nn++++=sun.
. ^zz++++=EXTRAWORD
Everywhere ^rb++++=Everywhere
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
was ^vbd+bedz+vrb++=was
something ^pn++++=something
Huldy ^np+++??+=Huldy
had ^vbd+hvd+aux++=had
tended ^vprf+++xvbnx+=tended
into ^in++++=into
comfort ^nn++++=comfort.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
it ^pp3+it+++=it
came ^vbd+++xvbn+=came
over ^rp++++=over
him ^pp3o+pp3+++=him
not ^xnot++not++=not
all ^abn++++=all
to ^in++++=to
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
maybe ^rb+cnj+++=maybe,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
as ^in++++=as
daylight ^nn++++=daylight
gets ^vbz++++=gets
into ^in+ppvb+++=into
a ^at++++=a
room ^nn++++=room
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
merely ^rb+down+++=merely
need ^vb++++=need
the ^ati++++=the
bread ^nn++++=bread
she ^pp3a+pp3+++=she
baked ^vbd+++xvbnx+=baked,
, ^zz++++=EXTRAWORD
the ^ati++++=the
accounts ^nns++++=accounts
she ^pp3a+pp3+++=she
kept ^vbd+++xvbnx+=kept,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
even ^rb++++=even
the ^ati++++=the
singin ^nn+++??+=singin'
' ^zz++++=EXTRAWORD
that ^cs+sub+++=that
helped ^vprf+++xvbn+=helped
his ^pp$+pp3+++=his
sermons ^nns++++=sermons.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
needed ^vbd+++xvbnx+=needed
Huldy ^np+++??+=Huldy.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
loved ^vbd+++xvbnx+=loved
the ^ati++++=the
turn ^nn++++=turn
of ^in++++=of
her ^pp$+pp3+++=her
head ^jjb++++=head,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sound ^nn++++=sound
of ^in++++=of
her ^pp$+pp3+++=her
step ^vb++++=step,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
sense ^nn++++=sense,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
courage ^nn+nom+++=courage,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
gentleness ^nns+nom+++=gentleness,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
way ^nn++++=way
life ^nn++++=life
grew ^vbd+++xvbn+=grew
wherever ^nn+nom+++=wherever
she ^pp3a+pp3+++=she
laid ^vbd+++xvbnx+=laid
a ^at++++=a
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
turned ^vbd+++xvbnx+=turned
round ^rb+phrv+++=round.
. ^zz++++=EXTRAWORD
" ^zz++++="'Huldah,'
' ^zz++++=EXTRAWORD
huldah ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
' ^zz++++='do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
find ^vb+vprv+++=find
the ^ati++++=the
difference ^nn+nom+++=difference
in ^in++++=in
our ^pp$+pp1+++=our
ages ^nns++++=ages
an ^at++++=an
insuperable ^jj+atrb+++=insuperable
objection ^nn+nom+++=objection?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
looked ^vbd+++xvbnx+=looked
up ^rp++++=up,
, ^zz++++=EXTRAWORD
startled ^j+++xvbn+=startled.
. ^zz++++=EXTRAWORD
" ^zz++++="'Sir?'
' ^zz++++=EXTRAWORD
sir ^npt++++=EXTRAWORD
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'I
' ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
aware ^jj+pred+++=aware
that ^tht+jcmp+++=that
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
not ^xnot++not++=not
young ^jj++++=young.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
also ^rb++++=also
aware ^jj+pred+++=aware
that ^tht+jcmp+++=that
my ^pp$+pp1+++=my
acquaintance ^nn+nom+++=acquaintance
with ^in++++=with
temporal ^jj+atrb+++=temporal
affairs ^nns++++=affairs
is ^vbz+bez+vrb++=is
deficient ^jj+pred+++=deficient.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
deficiencies ^nns++++=deficiencies
are ^vb+ber+vrb++=are
facts ^nns++++=facts
and ^cc++++=and
should ^md+nec+++=should
be ^vb+be+aux++=be
plainly ^rb++splt++=plainly
stated ^vpsv++agls+xvbnx+=stated.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'I
' ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
never ^rb++++=never
minded ^jj+++xvbn+=minded
your ^pp$+pp2+++=your
age ^nn++++=age,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Huldy ^np+++??+=Huldy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
turned ^vbd+++xvbn+=turned
red ^jj++++=red
clear ^jj++++=clear
to ^in++++=to
her ^pp$+pp3+++=her
hair ^nn++++=hair.
. ^zz++++=EXTRAWORD
" ^zz++++="'As
' ^zz++++=EXTRAWORD
as ^in++++=EXTRAWORD
to ^in++++=to
propriety ^nn++++=propriety,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
the ^ati++++=the
parson ^nn++++=parson,
, ^zz++++=EXTRAWORD
comin ^nn+++??+=comin'
' ^zz++++=EXTRAWORD
a ^rb++++=a
little ^rb"++++=little
nearer ^rbr++++=nearer,
, ^zz++++=EXTRAWORD
' ^zz++++='there
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
one ^cd1++++=one
arrangement ^nn+nom+++=arrangement
which ^whp+rel+subj++=which
would ^md+prd+++=would
place ^vb++++=place
your ^pp$+pp2+++=your
continuance ^nn+nom+++=continuance
here ^rn+pl+++=here
beyond ^in++++=beyond
reasonable ^jj+atrb+++=reasonable
objection ^nn+nom+++=objection.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="Huldy's
huldy ^nn+++??+=EXTRAWORD
's ^$++++=EXTRAWORD
hands ^nns++++=hands
tightened ^vbd+++xvbn+=tightened
on ^in++++=on
the ^ati++++=the
towel ^nn++++=towel.
. ^zz++++=EXTRAWORD
" ^zz++++="'If,'
' ^zz++++=EXTRAWORD
if ^cs+cnd+++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
now ^rn+tm+++=now
the ^ati++++=the
great ^jj+atrb+++=great
preacher ^nn+nom+++=preacher
that ^tht+rel+subj++=that
could ^md+pos+++=could
address ^nns+nom+++=address
eight ^cd++++=eight
hundred ^cd++++=hundred
people ^nns++++=people
without ^in++++=without
a ^at++++=a
tremor ^nn++++=tremor
began ^vbd+++xvbn+=began
stumblin ^nn+++??+=stumblin'
' ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
boy ^nn++++=boy
recitin ^nn+++??+=recitin'
' ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
first ^od++++=first
piece ^nn++++=piece,
, ^zz++++=EXTRAWORD
' ^zz++++='if
if ^cs+cnd+++=EXTRAWORD
your ^pp$+pp2+++=your
regard ^nn++++=regard
for ^in++++=for
me ^pp1o+pp1+++=me
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
wholly ^rb++++=wholly
wholly ^rb++++=wholly
professional ^jj++++=professional
or ^cc+phrs+++=or
domestic ^jj++++=domestic
and ^cc+cls+++=and
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
could ^md+pos+++=could
esteem ^vb++++=esteem
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
could ^md+pos+++=could
consent ^vb++++=consent
Huldah ^np+++??+=Huldah,
, ^zz++++=EXTRAWORD
will ^md+prd+++=will
you ^pp2+pp2+++=you
become ^vb++++=become
my ^pp$+pp1+++=my
wife ^nn++++=wife?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
clock ^nn++++=clock
ticked ^vbd+++xvbn+=ticked.
. ^zz++++=EXTRAWORD
A ^at++++=A
bee ^nn++++=bee
bumped ^vbd+++xvbn+=bumped
against ^in++++=against
the ^ati++++=the
window ^nn++++=window-pane.
- ^zz++++=EXTRAWORD
pane ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
Out ^rp+pl+++=Out
by ^in++++=by
the ^ati++++=the
barn ^nn++++=barn
the ^ati++++=the
tom ^np++++=tom-turkey
- ^zz++++=EXTRAWORD
turkey ^np++++=EXTRAWORD
gobbled ^vprf+++xvbn+=gobbled,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
objectin ^nn+++??+=objectin'
' ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
whole ^nn++++=whole
proceeding ^vwbg+++xvbg+=proceeding.
. ^zz++++=EXTRAWORD
" ^zz++++="'Are
' ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
askin ^nn+++??+=askin'
' ^zz++++=EXTRAWORD
because ^cs+cos+++=because
of ^in"++++=of
the ^ati++++=the
talk ^nn++++=talk?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she
softly ^rb++++=softly.
. ^zz++++=EXTRAWORD
" ^zz++++="'No,'
' ^zz++++=EXTRAWORD
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
the ^ati++++=the
parson ^nn++++=parson.
. ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
talk ^nn++++=talk
has ^vbz+hvz+aux++=has
served ^vprf+++xvbnx+=served
only ^rb+down+++=only
to ^to++++=to
show ^vbi+vprv+++=show
me ^pp1o+pp1+++=me
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
should ^md+nec+++=should
have ^vb+hv+aux++=have
known ^vprf+++xvbnx+=known
without ^in++++=without
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ask ^vb++++=ask
because ^cs+cos+++=because
this ^dt+dem+++=this
house ^nn++++=house
without ^in++++=without
you ^pp2+pp2+++=you
would ^md+prd+++=would
again ^rb+tm+++=again
be ^vb+be+vrb++=be
empty ^jj+pred+++=empty,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
because ^cs+cos+++=because
my ^pp$+pp1+++=my
life ^nn++++=life
' ^zz++++='
He ^pp3a+pp3+++=He
stopped ^vbd+++xvbnx+=stopped,
, ^zz++++=EXTRAWORD
drew ^jj+atrb++xvbn+=drew
breath ^nn++++=breath,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
